TOKEN_ID,TOKEN_NAME,Body,Head dress,Adornment,Mask,Eyes,Mouth,Nose,Accessory,Uniki,NUM_TRAITS,RARITY_SCORE,Rank
4632,Tiki #4632,499.9,538.3538461538461,2.1837868197703445,777.6222222222221,999.8,656.11875,999.8,3.6896230559704772,19087.090909090908,5248.95,28813.509137342717,1
1996,Tiki #1996,499.9,538.3538461538461,2.1837868197703445,777.6222222222221,999.8,656.11875,999.8,3.6896230559704772,19087.090909090908,5248.95,28813.509137342717,2
1353,Tiki #1353,499.9,538.3538461538461,2.1837868197703445,777.6222222222221,999.8,656.11875,999.8,3.6896230559704772,19087.090909090908,5248.95,28813.509137342717,3
4010,Tiki #4010,499.9,538.3538461538461,2.1837868197703445,777.6222222222221,999.8,656.11875,999.8,3.6896230559704772,19087.090909090908,5248.95,28813.509137342717,4
2147,Tiki #2147,499.9,538.3538461538461,2.1837868197703445,777.6222222222221,999.8,656.11875,999.8,3.6896230559704772,19087.090909090908,5248.95,28813.509137342717,5
3022,Tiki #3022,499.9,538.3538461538461,2.1837868197703445,777.6222222222221,999.8,656.11875,999.8,3.6896230559704772,19087.090909090908,5248.95,28813.509137342717,6
3033,Tiki #3033,499.9,538.3538461538461,2.1837868197703445,777.6222222222221,999.8,656.11875,999.8,3.6896230559704772,19087.090909090908,5248.95,28813.509137342717,7
3577,Tiki #3577,499.9,538.3538461538461,2.1837868197703445,777.6222222222221,999.8,656.11875,999.8,3.6896230559704772,19087.090909090908,5248.95,28813.509137342717,8
1960,Tiki #1960,499.9,538.3538461538461,2.1837868197703445,777.6222222222221,999.8,656.11875,999.8,3.6896230559704772,19087.090909090908,5248.95,28813.509137342717,9
2092,Tiki #2092,499.9,538.3538461538461,2.1837868197703445,777.6222222222221,999.8,656.11875,999.8,3.6896230559704772,19087.090909090908,5248.95,28813.509137342717,10
2475,Tiki #2475,624.875,20.866428145497913,4374.125,250.8458781362007,126.55696202531647,47.8918795620438,64.50322580645161,3.6896230559704772,3.825835018859673,23.654574132492115,5540.8344058828325,11
397,Tiki #0397,39.36220472440945,448.6282051282051,2187.0625,338.0966183574879,908.909090909091,468.65625,270.2162162162162,134.7612323491656,3.825835018859673,134.9344473007712,4934.452600004206,12
3064,Tiki #3064,21.829694323144103,15.337716414639491,4374.125,23.926837606837605,13.10353866317169,96.48805147058825,66.21192052980132,3.6896230559704772,3.825835018859673,23.654574132492115,4642.192791215505,13
11,Tiki #0011,21.829694323144103,672.9423076923076,2187.0625,338.0966183574879,29.063953488372093,47.54483695652174,76.90769230769232,736.6947368421054,3.825835018859673,134.9344473007712,4248.902622287262,14
2382,Tiki #2382,714.1428571428571,897.2564102564102,249.95,1296.037037037037,126.55696202531647,52.4895,172.3793103448276,3.6896230559704772,3.825835018859673,23.654574132492115,3539.9821090137707,15
4526,Tiki #4526,23.251162790697673,30.075633863343356,2187.0625,94.8319783197832,126.55696202531647,23.9459397810219,32.251612903225805,85.66217870257037,3.825835018859673,134.9344473007712,2742.39825070559,16
71,Tiki #0071,37.02962962962963,16.463420371677252,2187.0625,17.20403146509341,12.95077720207254,35.46587837837838,142.82857142857142,85.66217870257037,3.825835018859673,134.9344473007712,2673.4272694976244,17
100,Tiki #0100,39.36220472440945,489.4125874125874,1249.75,25.412490922294843,109.86813186813185,468.65625,31.440251572327043,3.6896230559704772,3.825835018859673,23.654574132492115,2445.0719487070733,18
3315,Tiki #3315,66.65333333333334,13.983216783216783,2187.0625,50.49494949494949,30.953560371517025,24.12201286764706,32.147909967845656,3.6896230559704772,3.825835018859673,23.654574132492115,2436.587515025832,19
2464,Tiki #2464,27.927374301675975,10.964436785210717,2187.0625,111.08888888888887,21.137420718816067,18.586933427762037,15.895071542130363,3.6896230559704772,3.825835018859673,23.654574132492115,2423.8326578718065,20
4625,Tiki #4625,17.11986301369863,46.8133779264214,2187.0625,13.069281045751634,31.73968253968254,16.40296875,31.440251572327043,3.6896230559704772,3.825835018859673,23.654574132492115,2374.8179570552043,21
4830,Tiki #4830,17.11986301369863,24.80893300248139,2187.0625,24.300694444444442,13.10353866317169,16.40296875,15.895071542130363,3.6896230559704772,3.825835018859673,23.654574132492115,2329.863601623249,22
4908,Tiki #4908,18.58364312267658,92.81962864721486,1749.65,17.053118908382068,31.73968253968254,49.70596590909091,66.21192052980132,108.3374613003096,3.825835018859673,134.9344473007712,2272.8617032767893,23
2991,Tiki #2991,18.793233082706767,21.111915535444943,1749.65,111.08888888888887,12.95077720207254,47.54483695652174,76.90769230769232,95.26225045372051,3.825835018859673,134.9344473007712,2272.069876746679,24
247,Tiki #0247,22.722727272727273,40.175660160734786,1749.65,17.053118908382068,109.86813186813185,24.12201286764706,32.147909967845656,74.16389968209113,3.825835018859673,134.9344473007712,2208.663743047191,25
2535,Tiki #2535,21.829694323144103,10.964436785210717,1749.65,24.300694444444442,70.90780141843972,10.332578740157482,37.87121212121212,3.6896230559704772,3.825835018859673,23.654574132492115,1957.0264500399308,26
919,Tiki #0919,17.11986301369863,25.27482845792705,1749.65,23.926837606837605,12.95077720207254,16.40296875,32.147909967845656,3.6896230559704772,3.825835018859673,23.654574132492115,1908.6432172057036,27
446,Tiki #0446,147.02941176470588,672.9423076923076,514.6029411764706,17.20403146509341,12.95077720207254,96.48805147058825,64.50322580645161,108.3374613003096,3.825835018859673,134.9344473007712,1772.8184901976304,28
312,Tiki #0312,999.8,43.76860537836147,101.72383720930233,53.62911877394636,12.95077720207254,23.68659747292419,270.2162162162162,127.01633393829401,3.825835018859673,134.9344473007712,1771.5517685107477,29
4296,Tiki #4296,35.707142857142856,16.463420371677252,1249.75,17.053118908382068,58.81176470588236,52.4895,15.895071542130363,85.66217870257037,3.825835018859673,134.9344473007712,1670.5924794074158,30
2739,Tiki #2739,84.72881355932203,897.2564102564102,2.1837868197703445,409.27485380116957,109.86813186813185,47.8918795620438,64.50322580645161,3.6896230559704772,3.825835018859673,22.045149097018058,1645.2677088451476,31
2037,Tiki #2037,37.58646616541353,30.075633863343356,2.1837868197703445,1296.037037037037,65.77631578947368,35.46587837837838,66.21192052980132,40.77646144882502,3.825835018859673,23.654574132492115,1601.5939091833945,32
1589,Tiki #1589,44.63392857142857,30.075633863343356,2.1837868197703445,1296.037037037037,61.716049382716044,16.40296875,23.036866359447004,74.16389968209113,3.825835018859673,23.654574132492115,1575.730579617185,33
1136,Tiki #1136,142.82857142857142,40.175660160734786,1249.75,16.44021611463472,31.73968253968254,46.53324468085107,12.089480048367593,3.6896230559704772,3.825835018859673,23.654574132492115,1570.7268871801646,34
4258,Tiki #4258,39.36220472440945,22.8116036505867,1249.75,111.08888888888887,13.10353866317169,26.350150602409638,62.4875,3.6896230559704772,3.825835018859673,23.654574132492115,1556.1239187367887,35
3306,Tiki #3306,39.36220472440945,25.27482845792705,2.1837868197703445,1296.037037037037,35.96402877697842,26.350150602409638,15.895071542130363,74.16389968209113,3.825835018859673,23.654574132492115,1542.7114167941052,36
