TOKEN_ID,TOKEN_NAME,Background,Species,Eyes,Necklace,Outfit,Mouth,Fin,Head,Tie,Body,Name,NUM_TRAITS,RARITY_SCORE,Rank
5488,UNKNOWN,103.38345864661655,25882.352941176472,18.574805808848364,6.242905788876278,15172.41379310345,18333.333333333336,10000.0,41.19850187265917,3.0915376183918384,11.58504476040021,62857.142857142855,29.691612119576217,132459.0107913715,1
5612,UNKNOWN,27500.0,25882.352941176472,16.067776803973125,6.242905788876278,15172.41379310345,33.76304481276858,42.5531914893617,36.0655737704918,118.18426000537201,11.58504476040021,62857.142857142855,654.7619047619048,132331.13329361595,2
4520,UNKNOWN,135.46798029556652,25882.352941176472,16.067776803973125,6.242905788876278,42.02884707230872,18333.333333333336,30.211480362537767,22000.0,3.0915376183918384,11.58504476040021,62857.142857142855,29.691612119576217,129347.2163164743,3
9268,UNKNOWN,280.6122448979592,25882.352941176472,18333.333333333336,6.242905788876278,61.676478833753855,18333.333333333336,4.901960784313726,41.19850187265917,3.0915376183918384,11.58504476040021,62857.142857142855,15.726080274491585,125831.19721981684,4
9934,UNKNOWN,145.5026455026455,25882.352941176472,36.74014696058784,6.242905788876278,15172.41379310345,53.92156862745098,10000.0,41.19850187265917,3.0915376183918384,11.58504476040021,62857.142857142855,29.691612119576217,114239.88355467338,5
6935,UNKNOWN,69.62025316455696,25882.352941176472,42.34026173979985,6.242905788876278,12.147649153805803,16.56127672387835,4.901960784313726,46.808510638297875,3.0915376183918384,11.58504476040021,62857.142857142855,15.726080274491585,88968.52127896613,6
1141,UNKNOWN,550.0,517.6470588235294,366.6666666666667,6.242905788876278,9.744645981440879,366.6666666666667,4.901960784313726,5.4415038337867925,3.0915376183918384,11.58504476040021,6.289487978501387,1257.142857142857,3105.420336045431,7
5724,UNKNOWN,550.0,517.6470588235294,366.6666666666667,6.242905788876278,9.744645981440879,366.6666666666667,4.901960784313726,5.4415038337867925,3.0915376183918384,11.58504476040021,6.289487978501387,1257.142857142857,3105.420336045431,8
9191,UNKNOWN,550.0,517.6470588235294,366.6666666666667,6.242905788876278,9.744645981440879,366.6666666666667,4.901960784313726,5.4415038337867925,3.0915376183918384,11.58504476040021,6.289487978501387,1257.142857142857,3105.420336045431,9
7063,UNKNOWN,550.0,517.6470588235294,366.6666666666667,6.242905788876278,9.744645981440879,366.6666666666667,4.901960784313726,5.4415038337867925,3.0915376183918384,11.58504476040021,6.289487978501387,1257.142857142857,3105.420336045431,10
9779,UNKNOWN,550.0,517.6470588235294,366.6666666666667,6.242905788876278,9.744645981440879,366.6666666666667,4.901960784313726,5.4415038337867925,3.0915376183918384,11.58504476040021,6.289487978501387,1257.142857142857,3105.420336045431,11
7075,UNKNOWN,550.0,517.6470588235294,366.6666666666667,6.242905788876278,9.744645981440879,366.6666666666667,4.901960784313726,5.4415038337867925,3.0915376183918384,11.58504476040021,6.289487978501387,1257.142857142857,3105.420336045431,12
618,UNKNOWN,550.0,517.6470588235294,366.6666666666667,6.242905788876278,9.744645981440879,366.6666666666667,4.901960784313726,5.4415038337867925,3.0915376183918384,11.58504476040021,6.289487978501387,1257.142857142857,3105.420336045431,13
7367,UNKNOWN,550.0,517.6470588235294,366.6666666666667,6.242905788876278,9.744645981440879,366.6666666666667,4.901960784313726,5.4415038337867925,3.0915376183918384,11.58504476040021,6.289487978501387,1257.142857142857,3105.420336045431,14
452,UNKNOWN,550.0,517.6470588235294,366.6666666666667,6.242905788876278,9.744645981440879,366.6666666666667,4.901960784313726,5.4415038337867925,3.0915376183918384,11.58504476040021,6.289487978501387,1257.142857142857,3105.420336045431,15
5211,UNKNOWN,550.0,517.6470588235294,366.6666666666667,6.242905788876278,9.744645981440879,366.6666666666667,4.901960784313726,5.4415038337867925,3.0915376183918384,11.58504476040021,6.289487978501387,1257.142857142857,3105.420336045431,16
3074,UNKNOWN,550.0,517.6470588235294,366.6666666666667,6.242905788876278,9.744645981440879,366.6666666666667,4.901960784313726,5.4415038337867925,3.0915376183918384,11.58504476040021,6.289487978501387,1257.142857142857,3105.420336045431,17
7086,UNKNOWN,550.0,517.6470588235294,366.6666666666667,6.242905788876278,9.744645981440879,366.6666666666667,4.901960784313726,5.4415038337867925,3.0915376183918384,11.58504476040021,6.289487978501387,1257.142857142857,3105.420336045431,18
7079,UNKNOWN,550.0,517.6470588235294,366.6666666666667,6.242905788876278,9.744645981440879,366.6666666666667,4.901960784313726,5.4415038337867925,3.0915376183918384,11.58504476040021,6.289487978501387,1257.142857142857,3105.420336045431,19
6275,UNKNOWN,550.0,517.6470588235294,366.6666666666667,6.242905788876278,9.744645981440879,366.6666666666667,4.901960784313726,5.4415038337867925,3.0915376183918384,11.58504476040021,6.289487978501387,1257.142857142857,3105.420336045431,20
