TOKEN_ID,TOKEN_NAME,Background,Faction,Clothes,Eyes,Head,Eyewear,Mouth,Accessory,NUM_TRAITS,RARITY_SCORE,Rank
5021,5021,64.46663701067617,31054.5,8203.075471698114,12421.8,6901.0,42.140447804594366,13174.636363636362,37.40862157976252,424.5732421875,72323.600783917,1
2945,2945,62.60987903225807,31054.5,8203.075471698114,12421.8,6901.0,42.140447804594366,13174.636363636362,37.40862157976252,424.5732421875,72321.74402593859,2
6234,6234,60.116565265486734,31054.5,8203.075471698114,12421.8,6901.0,42.140447804594366,13174.636363636362,37.40862157976252,424.5732421875,72319.25071217181,3
1211,1211,59.654637760702535,31054.5,8203.075471698114,12421.8,6901.0,42.140447804594366,13174.636363636362,37.40862157976252,424.5732421875,72318.78878466703,4
3659,3659,63.7108733880422,31054.5,8203.075471698114,6210.9,6901.0,42.140447804594366,13174.636363636362,37.40862157976252,3747.9568965517246,69435.3286746586,5
1971,1971,63.3395979020979,31054.5,8203.075471698114,6210.9,6901.0,42.140447804594366,13174.636363636362,37.40862157976252,3747.9568965517246,69434.95739917265,6
1128,1128,63.3395979020979,133.85560344827587,35.35808392973325,376.41818181818184,48.25874125874126,42.140447804594366,50.284871616932676,37.40862157976252,3747.9568965517246,4535.021045910044,7
5745,5745,64.46663701067617,133.85560344827587,35.35808392973325,345.05,50.007246376811594,42.140447804594366,39.56347256347256,37.40862157976252,3747.9568965517246,4495.807009265051,8
2553,2553,63.3395979020979,133.85560344827587,35.35808392973325,345.05,41.5722891566265,42.140447804594366,38.07698370993168,37.40862157976252,3747.9568965517246,4484.758524082747,9
4774,4774,62.60987903225807,133.85560344827587,35.35808392973325,264.2936170212766,107.828125,42.140447804594366,38.4100185528757,37.40862157976252,3747.9568965517246,4469.861292920501,10
171,171,63.7108733880422,133.85560344827587,35.35808392973325,264.2936170212766,47.59310344827586,42.140447804594366,71.99254843517139,37.40862157976252,3747.9568965517246,4444.309795606857,11
3618,3618,63.7108733880422,133.85560344827587,35.35808392973325,188.20909090909092,104.56060606060606,58.224588188027326,71.99254843517139,37.40862157976252,3747.9568965517246,4441.276912490434,12
6027,6027,67.76231296758105,133.85560344827587,35.35808392973325,188.20909090909092,104.56060606060606,74.53505914623693,42.36217480268927,37.40862157976252,3747.9568965517246,4432.0084493957,13
1288,1288,60.116565265486734,133.85560344827587,35.35808392973325,188.20909090909092,104.56060606060606,83.20822966507178,36.69815143074196,37.40862157976252,3747.9568965517246,4427.371848840494,14
2440,2440,67.76231296758105,133.85560344827587,35.35808392973325,264.2936170212766,46.00666666666667,42.140447804594366,39.56347256347256,37.40862157976252,3747.9568965517246,4414.345722533088,15
4416,4416,67.76231296758105,133.85560344827587,35.35808392973325,188.20909090909092,104.56060606060606,55.00544028340081,42.36217480268927,37.40862157976252,3747.9568965517246,4412.478830532865,16
1400,1400,63.7108733880422,133.85560344827587,35.35808392973325,188.20909090909092,104.56060606060606,24.31696403601991,60.43411175979983,37.40862157976252,3747.9568965517246,4395.8108516630555,17
6294,6294,62.60987903225807,133.85560344827587,35.35808392973325,144.43953488372094,51.11851851851851,42.140447804594366,50.284871616932676,37.40862157976252,3747.9568965517246,4305.172457365521,18
4484,4484,60.116565265486734,133.85560344827587,35.35808392973325,82.812,46.00666666666667,42.140447804594366,71.99254843517139,37.40862157976252,3747.9568965517246,4257.647433681415,19
3082,3082,63.3395979020979,133.85560344827587,35.35808392973325,82.812,46.00666666666667,42.140447804594366,68.61789772727273,37.40862157976252,3747.9568965517246,4257.4958156101275,20
4453,4453,67.76231296758105,133.85560344827587,35.35808392973325,82.812,46.00666666666667,42.140447804594366,39.09387644995954,37.40862157976252,3747.9568965517246,4232.3945093982975,21
6583,6583,63.7108733880422,133.85560344827587,35.35808392973325,82.812,46.00666666666667,42.140447804594366,42.2263986013986,37.40862157976252,3747.9568965517246,4231.475591970198,22
91,91,63.3395979020979,133.85560344827587,35.35808392973325,82.812,46.00666666666667,42.140447804594366,40.915019762845844,37.40862157976252,3747.9568965517246,4229.792937645701,23
1125,1125,64.46663701067617,133.85560344827587,35.35808392973325,82.812,46.00666666666667,42.140447804594366,39.09387644995954,37.40862157976252,3747.9568965517246,4229.098833441393,24
404,404,63.7108733880422,133.85560344827587,35.35808392973325,82.812,46.00666666666667,42.140447804594366,39.09387644995954,37.40862157976252,3747.9568965517246,4228.343069818759,25
