TOKEN_ID,TOKEN_NAME,Background,Rice,Clothes,Eyes,Head,Mouth,NUM_TRAITS,RARITY_SCORE,Rank
5174,Sushiverse #5174,26250.0,22105.263157894737,12000.0,13548.387096774193,5000.0,13125.0,140000.0,232028.65025466893,1
789,Sushiverse #789,26250.0,22105.263157894737,12000.0,13548.387096774193,5000.0,13125.0,140000.0,232028.65025466893,2
429,Sushiverse #429,26250.0,22105.263157894737,12000.0,13548.387096774193,10000.0,13125.0,14.002800560112023,97042.65305522904,3
2139,Sushiverse #2139,26250.0,22105.263157894737,12000.0,13548.387096774193,10000.0,13125.0,14.002800560112023,97042.65305522904,4
8341,Sushiverse #8341,26250.0,22105.263157894737,12000.0,13548.387096774193,10000.0,13125.0,14.002800560112023,97042.65305522904,5
8744,Sushiverse #8744,26250.0,22105.263157894737,12000.0,13548.387096774193,10000.0,13125.0,14.002800560112023,97042.65305522904,6
2383,Sushiverse #2383,26250.0,22105.263157894737,12000.0,13548.387096774193,10000.0,13125.0,14.002800560112023,97042.65305522904,7
9613,Sushiverse #9613,21.033653846153847,3157.8947368421054,51.50214592274678,34.7394540942928,24.154589371980677,247.64150943396228,14.002800560112023,3550.968890071354,8
6522,Sushiverse #6522,17.617449664429532,3157.8947368421054,49.18032786885245,79.23033389926428,76.33587786259541,29.23162583518931,14.002800560112023,3423.4931525325483,9
2077,Sushiverse #2077,18.40813464235624,3157.8947368421054,41.666666666666664,76.97947214076245,14.347202295552368,28.782894736842103,14.002800560112023,3352.0819078843974,10
7238,Sushiverse #7238,19.430051813471504,3157.8947368421054,27.77777777777777,30.583266584140393,31.25,52.29083665338646,14.002800560112023,3333.2294702309937,11
5431,Sushiverse #5431,22.68798617113224,3157.8947368421054,47.24409448818898,20.908004778972522,30.674846625766875,18.35664335664336,14.002800560112023,3311.7691128229217,12
6331,Sushiverse #6331,21.033653846153847,3157.8947368421054,40.81632653061225,7.28016501707372,24.509803921568626,36.66201117318436,14.002800560112023,3302.19949789081,13
8340,Sushiverse #8340,19.430051813471504,3157.8947368421054,7.151370679380214,7.28016501707372,15.313935681470138,28.782894736842103,14.002800560112023,3249.855955330455,14
1832,Sushiverse #1832,19.430051813471504,2210.5263157894738,7.151370679380214,30.583266584140393,14.347202295552368,133.92857142857144,14.002800560112023,2429.969579150702,15
5627,Sushiverse #5627,17.617449664429532,2210.5263157894738,17.341040462427745,34.7394540942928,37.59398496240602,60.763888888888886,14.002800560112023,2392.5849344220305,16
6325,Sushiverse #6325,17.617449664429532,2210.5263157894738,32.34501347708895,30.583266584140393,29.850746268656714,36.66201117318436,14.002800560112023,2371.5876035170854,17
7973,Sushiverse #7973,17.617449664429532,2210.5263157894738,7.151370679380214,15.326229747482117,25.31645569620253,78.59281437125749,14.002800560112023,2368.5334365083377,18
7404,Sushiverse #7404,22.68798617113224,2210.5263157894738,7.151370679380214,7.28016501707372,15.313935681470138,86.9205298013245,14.002800560112023,2363.8831036999663,19
392,Sushiverse #392,18.564356435643564,2210.5263157894738,27.972027972027973,7.28016501707372,47.39336492890995,29.23162583518931,14.002800560112023,2354.970656538431,20
8280,Sushiverse #8280,18.564356435643564,2210.5263157894738,7.151370679380214,34.7394540942928,24.509803921568626,29.23162583518931,14.002800560112023,2338.7257273156606,21
5994,Sushiverse #5994,18.564356435643564,2210.5263157894738,8.759124087591239,34.7394540942928,26.7379679144385,23.907103825136616,14.002800560112023,2337.2371227066888,22
8197,Sushiverse #8197,17.617449664429532,2210.5263157894738,7.151370679380214,22.61834239862136,14.347202295552368,36.66201117318436,14.002800560112023,2322.925492560754,23
2165,Sushiverse #2165,18.40813464235624,2210.5263157894738,7.151370679380214,7.28016501707372,14.347202295552368,18.776824034334762,14.002800560112023,2290.4928130182834,24
6102,Sushiverse #6102,19.430051813471504,614.0350877192982,126.31578947368422,35.19061583577712,47.39336492890995,60.763888888888886,14.002800560112023,917.1315992201421,25
