TOKEN_ID,TOKEN_NAME,Background,Skin Tone,Eyes,Facial Features,Hairstyle,Clothes,Necklace,Earrings,Mouth,Lips Color,Face Accessories,RARITY_SCORE,Rank
2809,Woman #2809,27.548209366391188,19.10219675262655,71.94244604316548,38.37719298245614,17.7417310860474,25.925925925925924,35.714285714285715,740.7407407407408,77.00770077007701,13.297872340425531,90.49773755656108,1157.8960392787028,1
5513,Woman #5513,29.981796766249065,40.241448692152915,21.978021978021978,56.36070853462158,97.9020979020979,19.38386985115957,603.4482758620691,6.9320657555951675,17.95217028915817,205.12820512820514,3.970617431010522,1103.279278190341,2
1102,Woman #1102,28.12656956303365,20.080321285140563,24.213075060532685,19.740552735476594,17.596782302664657,17.57689893283114,23.97260273972603,740.7407407407408,17.95217028915817,13.297872340425531,172.41379310344828,1095.711379093178,3
5588,Woman #5588,28.40909090909091,19.10219675262655,23.58490566037736,37.878787878787875,52.025269416573764,26.18780396558174,5.813953488372094,740.7407407407408,18.730349856177668,20.050125313283207,95.69377990430623,1068.217003885918,4
7864,Woman #7864,29.057700290577003,19.49317738791423,23.04147465437788,19.740552735476594,52.025269416573764,19.13352466858002,36.38253638253639,740.7407407407408,33.56106915977466,20.050125313283207,27.855153203342617,1021.081323953177,5
4694,Woman #4694,28.40909090909091,41.1522633744856,23.58490566037736,38.503850385038504,27.755749405233942,19.38386985115957,603.4482758620691,19.94301994301994,18.730349856177668,20.050125313283207,172.41379310344828,1013.375293663384,6
3616,Woman #3616,28.12656956303365,19.398642095053347,24.390243902439025,38.37719298245614,57.58946935417523,21.077988557663353,23.97260273972603,740.7407407407408,18.730349856177668,35.90664272890485,3.970617431010522,1012.2810599513806,7
2973,Woman #2973,28.06454846146136,20.060180541624874,12.594458438287154,20.080321285140563,26.138909634055263,19.38386985115957,35.4251012145749,740.7407407407408,17.95217028915817,36.39672429481347,51.282051282051285,1008.1190760330674,8
5520,Woman #5520,27.84961209468868,19.49317738791423,24.57002457002457,56.36070853462158,17.596782302664657,26.18780396558174,5.813953488372094,740.7407407407408,17.95217028915817,64.30868167202573,3.970617431010522,1004.8442724768028,9
3338,Woman #3338,25.894756311846855,19.10219675262655,24.57002457002457,20.080321285140563,26.138909634055263,21.077988557663353,38.97550111358574,740.7407407407408,18.730349856177668,20.050125313283207,48.309178743961354,1003.6700928791058,10
