TOKEN_ID,TOKEN_NAME,Editions,Edition #,Birthday,OG Buyer,OG Price,rarity,spectacular,adjective,animal,category,group,conference,creator,Redemptions,Redemption Expiration,benefit,NUM_TRAITS,RARITY_SCORE,Rank
1431,Brunch Bear,5777.325346673689,53.59553905464435,10255.0,14789.226016625478,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,812794.4779709162,53
6106,Lunch Lady Bug,5777.325346673689,53.59553905464435,10255.0,1478.9226016625478,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,5098.903563129357,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,803108.1320066022,54
6109,Lunch Lady Bug,5777.325346673689,53.59553905464435,10255.0,1344.4750924204982,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,5098.903563129357,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,802973.6844973601,55
6101,Lunch Lady Bug,5777.325346673689,53.59553905464435,10255.0,1232.4355013854563,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,5098.903563129357,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,802861.6449063251,56
6107,Lunch Lady Bug,5777.325346673689,53.59553905464435,10255.0,985.9484011083651,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,5098.903563129357,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,802615.157806048,57
6103,Lunch Lady Bug,5777.325346673689,53.59553905464435,10255.0,821.6236675903044,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,5098.903563129357,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,802450.83307253,58
6105,Lunch Lady Bug,5777.325346673689,53.59553905464435,10255.0,672.2375462102491,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,5098.903563129357,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,802301.4469511498,59
6108,Lunch Lady Bug,5777.325346673689,53.59553905464435,10255.0,295.78452033250954,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,5098.903563129357,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,801924.9939252721,60
1429,Brunch Bear,5777.325346673689,53.59553905464435,10255.0,3697.3065041563696,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,801702.5584584471,61
1433,Brunch Bear,5777.325346673689,53.59553905464435,10255.0,2957.8452033250956,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,800963.0971576158,62
1432,Brunch Bear,5777.325346673689,53.59553905464435,10255.0,2957.8452033250956,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,800963.0971576158,63
1426,Brunch Bear,5777.325346673689,53.59553905464435,10255.0,2464.8710027709126,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,800470.1229570616,64
1430,Brunch Bear,5777.325346673689,53.59553905464435,10255.0,1232.4355013854563,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,799237.6874556761,65
1434,Brunch Bear,5777.325346673689,53.59553905464435,10255.0,1137.6327705096523,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,799142.8847248004,66
1428,Brunch Bear,5777.325346673689,53.59553905464435,10255.0,295.78452033250954,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,798301.0364746231,67
6110,Lunch Lady Bug,5777.325346673689,53.59553905464435,8.256843800322061,11.907589385366729,18.59020706919232,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,5098.903563129357,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,11681.78260869565,795216.5666012256,68
6102,Lunch Lady Bug,5777.325346673689,53.59553905464435,8.256843800322061,11.907589385366729,18.59020706919232,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,5098.903563129357,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,11681.78260869565,795216.5666012256,69
1435,Brunch Bear,5777.325346673689,53.59553905464435,8.256843800322061,11.907589385366729,18.59020706919232,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,11681.78260869565,791592.6091505766,70
1427,Brunch Bear,5777.325346673689,53.59553905464435,8.256843800322061,11.907589385366729,18.59020706919232,2370.003420342034,1208.2754221732746,25814.449019607844,26225.83466135458,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,11681.78260869565,791592.6091505766,71
1336,Breakfast Bat,5777.325346673689,53.59553905464435,10255.0,3697.3065041563696,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,5245.166932270916,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,780721.8907293634,72
1341,Breakfast Bat,5777.325346673689,53.59553905464435,10255.0,2957.8452033250956,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,5245.166932270916,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,779982.4294285321,73
1344,Breakfast Bat,5777.325346673689,53.59553905464435,10255.0,1344.4750924204982,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,5245.166932270916,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,778369.0593176276,74
1343,Breakfast Bat,5777.325346673689,53.59553905464435,10255.0,985.9484011083651,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,5245.166932270916,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,778010.5326263154,75
1339,Breakfast Bat,5777.325346673689,53.59553905464435,10255.0,821.6236675903044,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,5245.166932270916,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,777846.2078927973,76
1342,Breakfast Bat,5777.325346673689,53.59553905464435,10255.0,477.07180698791865,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,5245.166932270916,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,777501.656032195,77
1340,Breakfast Bat,5777.325346673689,53.59553905464435,10255.0,477.07180698791865,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,5245.166932270916,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,777501.656032195,78
1338,Breakfast Bat,5777.325346673689,53.59553905464435,10255.0,295.78452033250954,721.5324118730271,2370.003420342034,1208.2754221732746,25814.449019607844,5245.166932270916,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,7156.647640791476,777320.3687455395,79
1345,Breakfast Bat,5777.325346673689,53.59553905464435,8.256843800322061,11.907589385366729,18.59020706919232,2370.003420342034,1208.2754221732746,25814.449019607844,5245.166932270916,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,11681.78260869565,770611.9414214931,80
1337,Breakfast Bat,5777.325346673689,53.59553905464435,8.256843800322061,11.907589385366729,18.59020706919232,2370.003420342034,1208.2754221732746,25814.449019607844,5245.166932270916,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,199475.28787878787,332458.81313131313,79790.11515151516,11681.78260869565,770611.9414214931,81
2198,Courtside Cat,5777.325346673689,53.59553905464435,2051.0,1137.6327705096523,23089.037179936866,2370.003420342034,1208.2754221732746,258144.49019607846,6396.545039354776,1474.9461124803945,73140.93888888891,25663.4873294347,6419.0,132983.52525252526,95817.82387190685,121901.56481481482,7156.647640791476,764785.8388249659,82
3038,Facetime Frog,86048.1633986928,125.24490805483413,2563.75,14789.226016625478,23089.037179936866,2370.003420342034,1208.2754221732746,3036.994002306805,15426.961565502696,67862.72680412371,73140.93888888891,25663.4873294347,6419.0,132983.52525252526,95817.82387190685,121901.56481481482,7156.647640791476,679603.3705161206,83
3051,Facetime Frog,86048.1633986928,490.1112724294543,2563.75,7394.613008312739,23089.037179936866,2370.003420342034,1208.2754221732746,3036.994002306805,15426.961565502696,67862.72680412371,73140.93888888891,25663.4873294347,6419.0,132983.52525252526,95817.82387190685,121901.56481481482,7156.647640791476,672573.6238721824,84
3040,Facetime Frog,86048.1633986928,166.582763943719,2563.75,4929.742005541825,23089.037179936866,2370.003420342034,1208.2754221732746,3036.994002306805,15426.961565502696,67862.72680412371,73140.93888888891,25663.4873294347,6419.0,132983.52525252526,95817.82387190685,121901.56481481482,7156.647640791476,669785.2243609258,85
3037,Facetime Frog,86048.1633986928,53.59553905464435,1281.875,985.9484011083651,23089.037179936866,2370.003420342034,1208.2754221732746,3036.994002306805,15426.961565502696,67862.72680412371,73140.93888888891,25663.4873294347,6419.0,132983.52525252526,95817.82387190685,121901.56481481482,7156.647640791476,664446.5685316033,86
