TOKEN_ID,TOKEN_NAME,BACKGROUND,BODY,MOUTH,FACE-HAIR,EYES,SUIT,OTHER,HAIR,ASCENDENCY,NUM_TRAITS,RARITY_SCORE,Rank
1650,UNKNOWN,18636.363636363636,34166.66666666667,31538.46153846154,33.19300518134715,17826.086956521736,14137.931034482759,28.422876949740033,3333.3333333333335,21.439029491738125,27333.333333333336,147055.2314107858,1
1666,UNKNOWN,18636.363636363636,34166.66666666667,31538.46153846154,33.19300518134715,17826.086956521736,14137.931034482759,28.422876949740033,3333.3333333333335,21.439029491738125,27333.333333333336,147055.2314107858,2
7,UNKNOWN,28.960938051847137,34166.66666666667,31538.46153846154,33.19300518134715,17826.086956521736,14137.931034482759,28.422876949740033,3333.3333333333335,21.439029491738125,27333.333333333336,128447.82871247403,3
9014,UNKNOWN,102.67968945654896,15.191937157255078,23.003983616675082,33.19300518134715,17.45943874292041,24.333788355392013,28.422876949740033,294.11764705882354,21.439029491738125,964.7058823529411,1524.5472783633813,4
6836,UNKNOWN,28.759820426487092,58.304891922639364,140.17094017094016,33.19300518134715,19.167835437120146,110.45258620689656,28.422876949740033,31.446540880503143,21.439029491738125,964.7058823529411,1436.063409020353,5
7493,UNKNOWN,115.03928170594837,59.0097869890616,24.07516147974163,33.65068942875903,204.8975512243878,24.20878601794993,224.65753424657535,31.545741324921135,468.0365296803653,239.06705539358603,1424.1881174912962,6
9691,UNKNOWN,28.960938051847137,15.191937157255078,23.87468700867641,33.19300518134715,62.328975372453634,93.62868234756793,28.422876949740033,128.2051282051282,21.439029491738125,964.7058823529411,1399.9511421186949,7
805,UNKNOWN,30.303030303030305,14.758819294456444,140.17094017094016,33.19300518134715,17.684610075914424,107.10553814002091,28.422876949740033,34.013605442176875,21.439029491738125,964.7058823529411,1391.7973374023054,8
4564,UNKNOWN,28.960938051847137,14.594902463334758,170.47817047817048,33.19300518134715,62.328975372453634,23.5632183908046,28.422876949740033,28.248587570621467,21.439029491738125,964.7058823529411,1375.9355863029984,9
5960,UNKNOWN,115.03928170594837,14.594902463334758,23.448670288818988,33.19300518134715,17.684610075914424,24.587706146926536,28.422876949740033,119.04761904761905,21.439029491738125,964.7058823529411,1362.1635837043286,10
8074,UNKNOWN,115.03928170594837,55.646036916395225,23.003983616675082,33.19300518134715,63.89278479040049,24.375743162901305,28.422876949740033,30.8641975308642,21.439029491738125,964.7058823529411,1360.5828216989512,11
