TOKEN_ID,TOKEN_NAME,BACKGROUND,BODY,MOUTH,EYES,SHIRT,HAT,FACE,OS,HAIR,ACCESSORY,GLASSES,NECK,TATTOO,BLACKHOLE,RARITY_SCORE,Rank
8619,Lonely Alien #8619,302.228021978022,196.44821428571427,785.7928571428571,4.8591431095406366,10.910542497272639,1.4127701652775817,5.366128481537486,2.8316859716859715,2.486161750082864,5.868192244092389,4.331539642749334,7.887978011472274,3.0440232429441063,1964.482142857143,3297.9494013803915,1
2576,Lonely Alien #2576,302.228021978022,196.44821428571427,785.7928571428571,4.8591431095406366,10.910542497272639,1.4127701652775817,5.366128481537486,2.8316859716859715,2.486161750082864,5.868192244092389,4.331539642749334,7.887978011472274,3.0440232429441063,1964.482142857143,3297.9494013803915,2
4954,Lonely Alien #4954,302.228021978022,196.44821428571427,785.7928571428571,4.8591431095406366,10.910542497272639,1.4127701652775817,5.366128481537486,2.8316859716859715,2.486161750082864,5.868192244092389,4.331539642749334,7.887978011472274,3.0440232429441063,1964.482142857143,3297.9494013803915,3
1409,Lonely Alien #1409,302.228021978022,196.44821428571427,785.7928571428571,4.8591431095406366,10.910542497272639,1.4127701652775817,5.366128481537486,2.8316859716859715,2.486161750082864,5.868192244092389,4.331539642749334,7.887978011472274,3.0440232429441063,1964.482142857143,3297.9494013803915,4
4957,Lonely Alien #4957,302.228021978022,196.44821428571427,785.7928571428571,4.8591431095406366,10.910542497272639,1.4127701652775817,5.366128481537486,2.8316859716859715,2.486161750082864,5.868192244092389,4.331539642749334,7.887978011472274,3.0440232429441063,1964.482142857143,3297.9494013803915,5
4570,Lonely Alien #4570,302.228021978022,196.44821428571427,785.7928571428571,4.8591431095406366,10.910542497272639,1.4127701652775817,5.366128481537486,2.8316859716859715,2.486161750082864,5.868192244092389,4.331539642749334,7.887978011472274,3.0440232429441063,1964.482142857143,3297.9494013803915,6
8185,Lonely Alien #8185,302.228021978022,196.44821428571427,785.7928571428571,4.8591431095406366,10.910542497272639,1.4127701652775817,5.366128481537486,2.8316859716859715,2.486161750082864,5.868192244092389,4.331539642749334,7.887978011472274,3.0440232429441063,1964.482142857143,3297.9494013803915,7
2184,Lonely Alien #2184,302.228021978022,196.44821428571427,785.7928571428571,4.8591431095406366,10.910542497272639,1.4127701652775817,5.366128481537486,2.8316859716859715,2.486161750082864,5.868192244092389,4.331539642749334,7.887978011472274,3.0440232429441063,1964.482142857143,3297.9494013803915,8
2168,Lonely Alien #2168,302.228021978022,196.44821428571427,785.7928571428571,4.8591431095406366,10.910542497272639,1.4127701652775817,5.366128481537486,2.8316859716859715,2.486161750082864,5.868192244092389,4.331539642749334,7.887978011472274,3.0440232429441063,1964.482142857143,3297.9494013803915,9
4565,Lonely Alien #4565,302.228021978022,196.44821428571427,785.7928571428571,4.8591431095406366,10.910542497272639,1.4127701652775817,5.366128481537486,2.8316859716859715,2.486161750082864,5.868192244092389,4.331539642749334,7.887978011472274,3.0440232429441063,1964.482142857143,3297.9494013803915,10
