TOKEN_ID,TOKEN_NAME,Background,Ears,Eyewear,Fur,Headwear,Necklaces,Shirts,Tattoos Scars,Teeth,RARITY_SCORE,Rank
7391,Hype Hippos #7391,57.624113475177296,15.778613909455032,20.994832041343667,9.371395617070357,33.50515463917525,64.67661691542287,13.72756071805702,21.36752136752137,11.025358324145534,248.07116700736842,1
867,Hype Hippos #867,57.624113475177296,10.161807238333463,13.743524685484724,15.30131826741996,10.862299465240639,48.04138950480414,9.544787077826726,10.051805458903582,70.92198581560284,246.25303098879334,2
5221,Hype Hippos #5221,57.624113475177296,38.8755980861244,8.427330481006093,10.909701242027525,33.50515463917525,2.8171455814155073,6.143667296786389,13.461737599668634,70.92198581560284,242.6864342169839,3
8444,Hype Hippos #8444,57.624113475177296,11.655011655011654,20.11761064685856,11.46384479717813,27.73037542662116,64.67661691542287,9.544787077826726,19.732847601700062,10.548523206751055,233.09373080254747,4
7248,Hype Hippos #7248,8.59106529209622,14.255949117227766,20.11761064685856,9.371395617070357,33.50515463917525,48.04138950480414,9.544787077826726,15.786278081360049,70.92198581560284,230.1356157920219,5
4910,Hype Hippos #4910,7.17439293598234,11.632068718682893,30.73286052009456,11.46384479717813,27.73037542662116,51.834130781499205,9.544787077826726,8.263412153572336,70.92198581560284,229.2978582270602,6
9591,Hype Hippos #9591,57.624113475177296,10.87229238103203,8.427330481006093,21.409749670619235,33.50515463917525,48.04138950480414,13.72756071805702,15.448603683897803,19.23076923076923,228.28696378453807,7
2904,Hype Hippos #2904,57.624113475177296,10.87229238103203,20.11761064685856,9.436701509872242,27.73037542662116,2.8171455814155073,6.143667296786389,21.36752136752137,70.92198581560284,227.03141350088737,8
5967,Hype Hippos #5967,8.59106529209622,10.161807238333463,11.658147251367591,11.46384479717813,33.50515463917525,51.834130781499205,13.72756071805702,13.461737599668634,70.92198581560284,225.32543413297833,9
2359,Hype Hippos #2359,13.996554694229113,10.637427379101547,11.658147251367591,14.406028368794324,10.572543916720884,64.67661691542287,13.72756071805702,13.461737599668634,70.92198581560284,224.0586026589648,10
8157,Hype Hippos #8157,17.586580086580085,9.538484114755303,8.427330481006093,16.33986928104575,33.50515463917525,44.673539518900334,13.72756071805702,8.263412153572336,70.92198581560284,222.98391680869503,11
5139,Hype Hippos #5139,57.624113475177296,18.84877482963607,8.427330481006093,21.409749670619235,14.254385964912277,2.8171455814155073,15.081206496519721,8.263412153572336,70.92198581560284,217.64810446846138,12
5045,Hype Hippos #5045,18.268690275435635,13.726111287086898,16.321406151914626,10.909701242027525,10.768721007289594,48.04138950480414,13.72756071805702,13.203331302051597,70.92198581560284,215.88889730426985,13
8553,Hype Hippos #8553,57.624113475177296,11.632068718682893,30.73286052009456,15.30131826741996,10.768721007289594,34.946236559139784,9.544787077826726,15.448603683897803,29.58579881656805,215.58450812609667,14
964,Hype Hippos #964,57.624113475177296,10.161807238333463,30.73286052009456,14.406028368794324,9.185980780101753,44.673539518900334,9.544787077826726,19.732847601700062,19.23076923076923,215.29273381169776,15
5182,Hype Hippos #5182,7.103825136612022,9.538484114755303,20.11761064685856,21.409749670619235,27.73037542662116,2.8171455814155073,45.138888888888886,10.391686650679457,70.92198581560284,215.16975193205298,16
3876,Hype Hippos #3876,57.624113475177296,10.637427379101547,13.743524685484724,11.145404663923182,14.254385964912277,64.67661691542287,9.544787077826726,19.732847601700062,12.9366106080207,214.29571837156942,17
4839,Hype Hippos #4839,7.17439293598234,11.655011655011654,16.321406151914626,16.33986928104575,33.50515463917525,2.8171455814155073,45.138888888888886,10.051805458903582,70.92198581560284,213.92566040794043,18
9426,Hype Hippos #9426,57.624113475177296,9.538484114755303,20.11761064685856,11.46384479717813,27.73037542662116,51.834130781499205,9.544787077826726,13.203331302051597,11.025358324145534,212.0820359461135,19
8041,Hype Hippos #8041,7.17439293598234,10.87229238103203,8.221083918295074,11.46384479717813,27.73037542662116,51.834130781499205,13.72756071805702,10.051805458903582,70.92198581560284,211.99747223317138,20
8799,Hype Hippos #8799,17.586580086580085,13.726111287086898,11.658147251367591,11.308281141266527,10.572543916720884,44.673539518900334,9.544787077826726,19.732847601700062,70.92198581560284,209.72482369705193,21
2762,Hype Hippos #2762,17.586580086580085,14.255949117227766,9.772966471207338,9.436701509872242,10.994587280108256,51.834130781499205,13.72756071805702,10.051805458903582,70.92198581560284,208.58226723905835,22
4828,Hype Hippos #4828,57.624113475177296,10.161807238333463,16.321406151914626,23.347701149425287,10.862299465240639,51.834130781499205,9.544787077826726,15.786278081360049,12.9366106080207,208.419134028798,23
6365,Hype Hippos #6365,7.103825136612022,15.778613909455032,8.221083918295074,21.409749670619235,10.862299465240639,51.834130781499205,13.72756071805702,8.263412153572336,70.92198581560284,208.1226615689534,24
8412,Hype Hippos #8412,57.624113475177296,11.655011655011654,16.321406151914626,11.308281141266527,27.73037542662116,48.04138950480414,13.72756071805702,10.391686650679457,11.148272017837234,207.94809674136908,25
5037,Hype Hippos #5037,57.624113475177296,14.255949117227766,16.321406151914626,11.46384479717813,10.572543916720884,64.67661691542287,13.72756071805702,10.051805458903582,9.157509157509157,207.85134970811134,26
