TOKEN_ID,TOKEN_NAME,Background,Body,Eyes,Clothes,Head,Mouth,NUM_TRAITS,RARITY_SCORE,Rank
4802,Wicked Cranium #4802,46.55872606774669,42.996769806188375,355.9563687543983,61.14772727272727,36.420938940092164,17.131718882303133,47.0,607.2122497234559,81
461,Wicked Cranium #461,48.044642857142854,31.856279128353695,355.9563687543983,49.59447004608295,34.06384268300896,40.5462124248497,47.0,607.0618158938365,82
3205,Wicked Cranium #3205,44.16818023052742,39.88440309099511,355.9563687543983,42.20392156862745,36.420938940092164,40.5462124248497,47.0,606.1800250094901,83
2758,Wicked Cranium #2758,46.55872606774669,69.51814183617373,355.9563687543983,42.20392156862745,27.65522143247676,17.131718882303133,47.0,606.0240985417261,84
213,Wicked Cranium #213,48.172761904761906,338.1109625668449,41.23371647509578,40.92015209125476,49.89780013810792,40.30390438247012,47.0,605.6392975585353,85
7988,Wicked Cranium #7988,46.55872606774669,338.1109625668449,46.51163218390804,43.048,31.438498352911928,52.964816753926705,47.0,605.6326359253383,86
1302,Wicked Cranium #1302,45.96637586332243,338.1109625668449,20.96377652519894,81.53030303030303,36.33982326316546,35.24836236933798,47.0,605.1596036181728,87
443,Wicked Cranium #443,40.233375755647465,36.642567371776295,68.94016628049611,52.75490196078431,27.65522143247676,331.68131147540987,47.0,604.9075442765909,88
10009,Wicked Cranium #10009,34.87410369553226,65.8269130661114,44.494546094299785,41.87548638132296,38.57347670250896,331.68131147540987,47.0,604.3258374151852,89
9383,Wicked Cranium #9383,48.172761904761906,29.056410845588232,355.9563687543983,43.395161290322584,27.65522143247676,52.964816753926705,47.0,604.2007409814745,90
1107,Wicked Cranium #1107,40.233375755647465,41.32467320261438,57.37454627949183,31.560117302052785,54.75362632604461,331.68131147540987,47.0,603.9276503412609,91
8164,Wicked Cranium #8164,48.044642857142854,65.8269130661114,42.130101615858734,41.39230769230769,27.65522143247676,331.68131147540987,47.0,603.7304981393073,92
1,Wicked Cranium #1,46.55872606774669,36.28507890961262,40.84745215214407,51.247619047619054,49.89780013810792,331.68131147540987,47.0,603.5179877906403,93
9102,Wicked Cranium #9102,37.05597069597069,36.28507890961262,54.84862285838213,41.39230769230769,55.123583260680036,331.68131147540987,47.0,603.386874892363,94
2729,Wicked Cranium #2729,40.233375755647465,338.1109625668449,57.37454627949183,36.358108108108105,31.317813138505354,52.964816753926705,47.0,603.3596226025244,95
355,Wicked Cranium #355,40.233375755647465,36.28507890961262,355.9563687543983,46.18884120171674,36.420938940092164,40.5462124248497,47.0,602.630815986317,96
5334,Wicked Cranium #5334,52.513911960132894,63.305882352941175,355.9563687543983,30.573863636363637,17.376550207839504,35.24836236933798,47.0,601.9749392810135,97
2553,Wicked Cranium #2553,48.43106089620834,39.88440309099511,355.9563687543983,37.238754325259514,34.06384268300896,39.210387596899224,47.0,601.7848173467694,98
2869,Wicked Cranium #2869,48.044642857142854,36.28507890961262,45.186171163123106,42.20392156862745,49.89780013810792,331.68131147540987,47.0,600.2989261120238,99
2097,Wicked Cranium #2097,48.43106089620834,29.056410845588232,355.9563687543983,43.048,36.420938940092164,40.30390438247012,47.0,600.2166838187571,100
2093,Wicked Cranium #2093,48.044642857142854,37.662993298585256,355.9563687543983,50.525821596244135,17.376550207839504,43.6046551724138,47.0,600.1710318866238,101
1865,Wicked Cranium #1865,37.05597069597069,71.18125527723052,42.3346166722464,42.20392156862745,27.65522143247676,331.68131147540987,47.0,599.1122971219618,102
106,Wicked Cranium #106,48.43106089620834,29.45917297612114,355.9563687543983,61.14772727272727,17.376550207839504,39.51671875,47.0,598.8875988572945,103
2624,Wicked Cranium #2624,34.87410369553226,29.45917297612114,47.14016775396085,37.238754325259514,70.63454824745148,331.68131147540987,47.0,598.0280584737351,104
8539,Wicked Cranium #8539,48.172761904761906,39.88440309099511,355.9563687543983,36.358108108108105,36.420938940092164,33.664825291181366,47.0,597.4574060895369,105
9595,Wicked Cranium #9595,47.98083855055967,41.78899537343027,41.23371647509578,34.94155844155844,51.96363262790221,331.68131147540987,47.0,596.5900529439563,106
6137,Wicked Cranium #6137,48.044642857142854,47.68231523378582,355.9563687543983,44.655601659751035,17.376550207839504,35.24836236933798,47.0,595.9638410822555,107
1770,Wicked Cranium #1770,35.35183114341627,338.1109625668449,73.906195207481,37.238754325259514,47.157747529367896,17.131718882303133,47.0,595.8972096546727,108
2009,Wicked Cranium #2009,40.233375755647465,338.1109625668449,24.916945812807885,40.611320754716985,51.96363262790221,52.964816753926705,47.0,595.8010542718462,109
6360,Wicked Cranium #6360,37.05597069597069,47.68231523378582,355.9563687543983,36.358108108108105,36.420938940092164,35.24836236933798,47.0,595.722064101693,110
6598,Wicked Cranium #6598,52.513911960132894,338.1109625668449,20.96377652519894,44.655601659751035,51.96363262790221,40.30390438247012,47.0,595.5117897223,111
6079,Wicked Cranium #6079,35.35183114341627,39.88440309099511,355.9563687543983,49.59447004608295,27.65522143247676,39.51671875,47.0,594.9590132173694,112
1479,Wicked Cranium #1479,48.044642857142854,29.056410845588232,355.9563687543983,43.048,17.376550207839504,54.388602150537636,47.0,594.8705748155065,113
1256,Wicked Cranium #1256,34.87410369553226,338.1109625668449,52.6944473382644,34.493589743589745,47.157747529367896,40.30390438247012,47.0,594.6347552560693,114
8306,Wicked Cranium #8306,46.55872606774669,29.45917297612114,67.0840848806366,36.358108108108105,36.33982326316546,331.68131147540987,47.0,594.4812267711878,115
7091,Wicked Cranium #7091,48.172761904761906,36.28507890961262,20.96377652519894,80.91729323308272,27.65522143247676,331.68131147540987,47.0,592.6754434805428,116
8509,Wicked Cranium #8509,46.55872606774669,338.1109625668449,47.14016775396085,46.18884120171674,49.89780013810792,17.131718882303133,47.0,592.0282166106803,117
