TOKEN_ID,TOKEN_NAME,Background,Back,Color,Top,Eyes,Neck accessory,Face accessory,Mouth,Hat,RARITY_SCORE,Rank
164,Panda #164,56.07904761904762,74.86713286713287,50.52166452166451,10468.088888888888,48.46337448559671,62.252411788026954,4.81995661605206,37.67306461932181,1.9635848270112546,10804.729126232742,1
737,Panda #737,55.095204678362585,67.33333333333333,50.22004264392325,64.61783264746228,55.38671369782482,63.408803338268946,8888.0,84.96825396825396,1.9635848270112546,9330.993769134442,2
446,Panda #446,52.34044444444445,63.3491124260355,53.15549537350485,59.81765079365079,52.95829117481731,61.32048945587086,8888.0,76.67057291666667,1.9635848270112546,9309.575641412002,3
404,Panda #404,53.95922107674686,61.884393063583815,58.92719539654741,64.61783264746228,56.28004778972521,61.68988999476165,8888.0,36.28034504004929,1.9635848270112546,9283.60250983589,4
806,Panda #806,49.533543638275496,62.063768115942025,58.92719539654741,60.16143039591315,56.28004778972521,59.53791708796764,8888.0,33.60901826484018,1.9635848270112546,9270.076505516223,5
559,Panda #559,51.82222222222223,11.462526766595287,50.14519906323185,50.57047772410091,51.736847885777046,65.64437012263099,8888.0,90.86882716049384,1.9635848270112546,9262.214055772063,6
26,Panda #26,49.848042328042325,55.906005221932105,52.4103248776146,60.16143039591315,48.46337448559671,10.678333408895135,8888.0,71.37333333333333,1.9635848270112546,9238.804428878339,7
5465,Panda #5465,53.22757062146893,59.64345403899721,58.92719539654741,5.495059784193642,48.46337448559671,10.678333408895135,8888.0,36.28034504004929,1.9635848270112546,9162.678917602761,8
42,Panda #42,51.1470141150923,68.62820512820512,51.527455698971785,5234.044444444444,52.166555924695466,60.59480319012091,64.40579710144928,71.37333333333333,108.29057471264368,5762.1781836489545,9
88,Panda #88,46.87203980099503,67.97460317460317,56.55030012004803,5234.044444444444,51.736847885777046,59.53791708796764,65.3529411764706,36.55058969584109,1.9635848270112546,5620.583268213157,10
2600,Panda #2600,51.651754385964914,69.51948051948051,52.4103248776146,68.86900584795322,56.686401925391095,163.84834782608695,58.86092715231788,84.96825396825396,120.78564102564103,727.6001375287042,11
6921,Panda #6921,52.34044444444445,61.884393063583815,53.15549537350485,69.78725925925926,56.686401925391095,163.84834782608695,64.87591240875912,81.10606060606061,119.25670886075949,722.9410237678496,12
610,Panda #610,57.94145141451414,59.64345403899721,51.92504409171076,64.61783264746228,51.31416122004357,163.84834782608695,64.87591240875912,90.86882716049384,114.89365853658538,719.9286893446533,13
5132,Panda #5132,51.82222222222223,63.3491124260355,50.14519906323185,59.81765079365079,53.04774774774775,163.84834782608695,51.674418604651166,71.37333333333333,151.95612903225808,717.0341610492176,14
1516,Panda #1516,55.095204678362585,59.64345403899721,58.92719539654741,62.68316699933466,56.28004778972521,163.84834782608695,56.25316455696203,90.86882716049384,108.29057471264368,711.8899831591535,15
5039,Panda #5039,53.95922107674686,64.3003003003003,50.52166452166451,68.41888162672475,52.78028011204483,163.84834782608695,64.40579710144928,70.09880952380952,119.25670886075949,707.5900109495865,16
151,Panda #151,53.04774774774775,63.1622418879056,50.52166452166451,57.83474524248005,56.686401925391095,163.84834782608695,57.71428571428571,90.86882716049384,108.29057471264368,701.9748367386992,17
3872,Panda #3872,49.848042328042325,62.063768115942025,56.933043268068644,67.97460317460316,56.686401925391095,163.84834782608695,58.86092715231788,81.78194444444443,100.22638297872341,698.22346121362,18
513,Panda #513,47.726849037487334,62.24418604651163,53.15549537350485,70.25563012677107,56.28004778972521,163.84834782608695,57.71428571428571,76.3722438391699,108.29057471264368,695.8876604661863,19
1527,Panda #1527,48.764389233954454,68.62820512820512,54.62244897959183,60.16143039591315,47.799492643328264,163.84834782608695,62.59154929577465,77.2742782152231,108.29057471264368,691.9807164307211,20
5662,Panda #5662,49.533543638275496,61.884393063583815,53.15549537350485,50.57047772410091,59.03057644110276,163.84834782608695,68.89922480620154,79.78726287262872,104.68088888888889,691.390210634374,21
4800,Panda #4800,52.34044444444445,63.3491124260355,50.22004264392325,64.61783264746228,54.14528735632184,163.84834782608695,62.59154929577465,70.3500597371565,105.85707865168538,687.3197550288908,22
4883,Panda #4883,47.726849037487334,68.62820512820512,51.845036319612596,56.89178743961352,55.38671369782482,163.84834782608695,52.59171597633136,36.55058969584109,151.95612903225808,685.4253741532608,23
1960,Panda #1960,52.34044444444445,59.64345403899721,53.15549537350485,57.202671523983,56.28004778972521,163.84834782608695,54.864197530864196,76.3722438391699,105.85707865168538,679.563981018461,24
3343,Panda #3343,53.59089874857793,61.884393063583815,51.92504409171076,72.69506172839506,56.28004778972521,163.84834782608695,68.89922480620154,36.89411027568922,113.50939759036144,679.5265259203319,25
112,Panda #112,49.533543638275496,62.063768115942025,50.59763694951665,63.829810298102984,51.31416122004357,163.84834782608695,52.59171597633136,77.2742782152231,108.29057471264368,679.3438369521658,26
1170,Panda #1170,53.59089874857793,68.62820512820512,58.92719539654741,66.25372714486639,47.799492643328264,163.84834782608695,4.81995661605206,76.67057291666667,136.54028985507247,677.0786862754032,27
4863,Panda #4863,46.87203980099503,55.906005221932105,50.22004264392325,65.0191856452726,51.1470141150923,163.84834782608695,56.611464968152866,79.78726287262872,105.85707865168538,675.2684417457692,28
5841,Panda #5841,57.94145141451414,59.64345403899721,50.22004264392325,59.81765079365079,52.78028011204483,163.84834782608695,52.59171597633136,78.19787516600265,91.46873786407768,666.5095558356287,29
6320,Panda #6320,57.51697191697191,69.74592833876221,50.22004264392325,57.83474524248005,51.31416122004357,163.84834782608695,4.81995661605206,76.3722438391699,134.58971428571428,666.2621119292041,30
7526,Panda #7526,48.764389233954454,69.97385620915033,52.4103248776146,50.57047772410091,51.736847885777046,163.84834782608695,4.81995661605206,83.52198581560283,134.58971428571428,660.2359004740536,31
6254,Panda #6254,56.28004778972521,64.3003003003003,54.62244897959183,64.61783264746228,51.31416122004357,163.84834782608695,4.81995661605206,70.3500597371565,125.61706666666667,655.7702217830854,32
8097,Panda #8097,46.87203980099503,69.97385620915033,51.92504409171076,59.81765079365079,56.686401925391095,163.84834782608695,4.81995661605206,81.78194444444443,119.25670886075949,654.981950568241,33
1659,Panda #1659,46.87203980099503,61.884393063583815,51.527455698971785,65.0191856452726,56.28004778972521,163.84834782608695,58.091503267973856,36.89411027568922,113.50939759036144,653.9264809586598,34
6037,Panda #6037,57.94145141451414,65.0820668693009,52.4103248776146,64.61783264746228,53.04774774774775,65.64437012263099,68.89922480620154,90.86882716049384,134.58971428571428,653.1015599316804,35
6461,Panda #6461,50.48917470525188,11.462526766595287,56.933043268068644,61.21689408706951,54.14528735632184,163.84834782608695,58.86092715231788,78.19787516600265,116.3120987654321,651.4661750931467,36
1071,Panda #1071,48.764389233954454,74.86713286713287,50.14519906323185,68.86900584795322,48.46337448559671,65.22625311548047,51.674418604651166,90.86882716049384,151.95612903225808,650.8347294107526,37
4689,Panda #4689,52.34044444444445,11.462526766595287,50.59763694951665,64.2214042263122,52.166555924695466,163.84834782608695,55.899371069182386,78.51066666666667,119.25670886075949,648.3036627342597,38
4050,Panda #4050,48.764389233954454,59.64345403899721,56.933043268068644,69.78725925925926,51.1470141150923,163.84834782608695,51.674418604651166,36.89411027568922,109.54976744186047,648.2418040636597,39
6129,Panda #6129,56.07904761904762,69.97385620915033,52.4103248776146,57.83474524248005,51.1470141150923,163.84834782608695,4.81995661605206,81.10606060606061,109.54976744186047,646.769120553445,40
2455,Panda #2455,51.651754385964914,60.657223796033996,52.4103248776146,60.16143039591315,56.28004778972521,163.84834782608695,56.25316455696203,35.8823887873248,109.54976744186047,646.6944498574861,41
6178,Panda #6178,59.93180661577608,55.906005221932105,58.92719539654741,61.9413543721236,53.04774774774775,62.063768115942025,51.976608187134495,90.86882716049384,151.95612903225808,646.6194418499554,42
