TOKEN_ID,TOKEN_NAME,Background,Body,Headware,Face,Shirt,NUM_TRAITS,RARITY_SCORE,Rank
9311,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,1
4632,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,2
8384,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,3
6969,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,4
8032,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,5
3764,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,6
9099,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,7
4699,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,8
5286,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,9
1723,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,10
9994,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,11
9472,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,12
9767,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,13
8646,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,14
711,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,15
3073,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,16
7875,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,17
2179,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,18
7371,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,19
5478,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,20
6044,UNKNOWN,34134.51724137931,36663.0,14774.641791044776,14346.391304347826,9999.0,98.99999999999999,110016.5503367719,21
6035,UNKNOWN,392.3507728894174,3.962282502972009,73.50568055246157,367.85618729096984,75.75,98.99999999999999,1012.4249232358209,22
8637,UNKNOWN,16.83161599673536,394.2258064516129,74.24443111077777,298.883152173913,109.87912087912088,98.99999999999999,993.06412661216,23
52,UNKNOWN,28.327400200314784,394.2258064516129,71.37508111615833,305.2423681776133,84.73728813559322,98.99999999999999,982.9079440812925,24
5546,UNKNOWN,48.83335799911204,394.2258064516129,73.50568055246157,265.67391304347825,89.27678571428572,98.99999999999999,970.5155437609505,25
4608,UNKNOWN,392.3507728894174,189.9637305699482,65.95822228144989,130.42173913043476,86.19827586206897,98.99999999999999,963.8927407333192,26
476,UNKNOWN,13.143826431027845,394.2258064516129,60.30466037161133,311.8780718336484,81.29268292682927,98.99999999999999,959.8450480147296,27
3672,UNKNOWN,13.143826431027845,394.2258064516129,66.5524405002017,298.883152173913,79.35714285714286,98.99999999999999,951.1623684138983,28
5199,UNKNOWN,392.3507728894174,189.9637305699482,65.95822228144989,115.69670406732115,87.71052631578947,98.99999999999999,950.6799561239262,29
6672,UNKNOWN,19.155172413793107,394.2258064516129,61.81858489976893,265.67391304347825,109.87912087912088,98.99999999999999,949.7525976877741,30
3046,UNKNOWN,16.83161599673536,394.2258064516129,74.99818168043033,298.883152173913,57.79768786127167,98.99999999999999,941.7364441639634,31
1928,UNKNOWN,13.143826431027845,394.2258064516129,59.09856716417911,298.883152173913,58.473684210526315,98.99999999999999,922.8250364312593,32
715,UNKNOWN,60.20197044334976,256.3846153846154,78.1727078891258,311.8780718336484,109.87912087912088,98.99999999999999,915.5164864298602,33
9151,UNKNOWN,13.143826431027845,342.6448598130841,66.5524405002017,305.2423681776133,77.51162790697674,98.99999999999999,904.0951228289038,34
3133,UNKNOWN,392.3507728894174,3.962282502972009,67.46411776732774,265.67391304347825,70.91489361702128,98.99999999999999,899.3659798202166,35
9505,UNKNOWN,33.69646321952548,193.984126984127,83.00360556766728,367.85618729096984,112.34831460674157,98.99999999999999,889.8886976690312,36
952,UNKNOWN,392.3507728894174,189.9637305699482,60.55181061903597,64.0463897515528,79.35714285714286,98.99999999999999,885.2698466870972,37
9990,UNKNOWN,392.3507728894174,189.9637305699482,66.5524405002017,68.64302059496566,66.21854304635761,98.99999999999999,882.7285076008905,38
3956,UNKNOWN,16.83161599673536,342.6448598130841,72.781486655393,265.67391304347825,83.325,98.99999999999999,880.2568755086908,39
2147,UNKNOWN,33.69646321952548,394.2258064516129,76.15794737651946,186.3167701863354,89.27678571428572,98.99999999999999,878.6737729482791,40
2067,UNKNOWN,33.69646321952548,342.6448598130841,66.25399906298107,265.67391304347825,65.3529411764706,98.99999999999999,872.6221763155395,41
7798,UNKNOWN,48.83335799911204,342.6448598130841,65.37452119931316,256.1855590062112,58.473684210526315,98.99999999999999,870.5119822282469,42
5883,UNKNOWN,392.3507728894174,193.984126984127,61.305567597696175,29.702673507966512,89.27678571428572,98.99999999999999,865.6199266934927,43
303,UNKNOWN,33.69646321952548,256.3846153846154,80.29696625567813,298.883152173913,92.58333333333333,98.99999999999999,860.8445303670654,44
6524,UNKNOWN,28.327400200314784,394.2258064516129,65.37452119931316,137.9460702341137,131.5657894736842,98.99999999999999,856.4395875590387,45
7107,UNKNOWN,33.69646321952548,394.2258064516129,63.410479789891745,186.3167701863354,70.41549295774648,98.99999999999999,847.065012605112,46
9683,UNKNOWN,19.155172413793107,256.3846153846154,64.80106048703848,311.8780718336484,92.58333333333333,98.99999999999999,843.8022534524288,47
741,UNKNOWN,13.143826431027845,342.6448598130841,62.604414368833794,256.1855590062112,68.0204081632653,98.99999999999999,841.5990677824223,48
6445,UNKNOWN,13.143826431027845,394.2258064516129,65.37452119931316,146.39174800354925,109.87912087912088,98.99999999999999,828.015022964624,49
5662,UNKNOWN,392.3507728894174,3.962282502972009,70.69206598586017,154.26227208976155,96.14423076923077,98.99999999999999,816.4116242372418,50
1831,UNKNOWN,392.3507728894174,3.962282502972009,69.69170656153197,186.3167701863354,61.34355828220858,98.99999999999999,812.6650904224654,51
793,UNKNOWN,28.327400200314784,342.6448598130841,76.15794737651946,186.3167701863354,78.1171875,98.99999999999999,810.5641650762537,52
3113,UNKNOWN,19.155172413793107,394.2258064516129,79.86292860024203,154.26227208976155,62.49375,98.99999999999999,808.9999295554095,53
8903,UNKNOWN,48.83335799911204,342.6448598130841,80.29696625567813,146.39174800354925,86.94782608695651,98.99999999999999,804.11475815838,54
8358,UNKNOWN,13.143826431027845,394.2258064516129,67.7735861974531,139.28535246939634,87.71052631578947,98.99999999999999,801.1390978652797,55
327,UNKNOWN,13.143826431027845,256.3846153846154,71.37508111615833,298.883152173913,59.87425149700599,98.99999999999999,798.6609266027206,56
1339,UNKNOWN,392.3507728894174,3.962282502972009,76.15794737651946,147.90094128193635,77.51162790697674,98.99999999999999,796.883571957822,57
4825,UNKNOWN,16.83161599673536,394.2258064516129,73.50568055246157,134.07842340511985,78.73228346456693,98.99999999999999,796.3738098704966,58
3261,UNKNOWN,392.3507728894174,3.962282502972009,63.683800823468864,154.26227208976155,79.35714285714286,98.99999999999999,792.6162711627627,59
3907,UNKNOWN,16.83161599673536,189.9637305699482,60.55181061903597,367.85618729096984,57.79768786127167,98.99999999999999,792.0010323379611,60
9976,UNKNOWN,19.155172413793107,394.2258064516129,71.37508111615833,132.83695652173913,71.93525179856115,98.99999999999999,788.5282683018646,61
7038,UNKNOWN,19.155172413793107,193.984126984127,78.1727078891258,326.05434782608694,70.91489361702128,98.99999999999999,787.2812487301542,62
9334,UNKNOWN,48.83335799911204,193.984126984127,83.94682835820895,298.883152173913,62.49375,98.99999999999999,787.141215515361,63
2692,UNKNOWN,48.83335799911204,342.6448598130841,63.683800823468864,134.07842340511985,96.14423076923077,98.99999999999999,784.3846728100157,64
4146,UNKNOWN,392.3507728894174,3.962282502972009,66.8535827649085,134.07842340511985,87.71052631578947,98.99999999999999,783.9555878782072,65
2395,UNKNOWN,392.3507728894174,3.962282502972009,61.305567597696175,139.28535246939634,87.71052631578947,98.99999999999999,783.6145017752714,66
3750,UNKNOWN,16.83161599673536,394.2258064516129,63.959488272921114,146.39174800354925,62.88679245283019,98.99999999999999,783.2954511776488,67
6566,UNKNOWN,16.83161599673536,394.2258064516129,66.8535827649085,139.28535246939634,66.21854304635761,98.99999999999999,782.4149007290107,68
