TOKEN_ID,TOKEN_NAME,Background,Body,Headware,Face,Shirt,RARITY_SCORE,Rank
52,UNKNOWN,28.32456717699242,394.18637992831543,71.36794289422453,305.21184088806655,84.72881355932203,883.819544446921,24
5546,UNKNOWN,48.8284741749297,394.18637992831543,73.49832924927601,265.6473429951691,89.26785714285714,871.4283834905473,25
4608,UNKNOWN,392.3115338882283,189.94473229706395,65.95162579957355,130.4086956521739,86.1896551724138,864.8062428094535,26
476,UNKNOWN,13.142511916933332,394.18637992831543,60.545754832395396,311.8468809073724,81.28455284552845,861.006080430545,27
3672,UNKNOWN,13.142511916933332,394.18637992831543,66.54578459056071,298.8532608695652,79.34920634920634,852.0771436545812,28
5199,UNKNOWN,392.3115338882283,189.94473229706395,65.95162579957355,115.68513323983169,87.70175438596492,851.5947796106624,29
6672,UNKNOWN,19.16401091986292,394.18637992831543,61.81240242303129,265.6473429951691,109.86813186813185,850.6782681345106,30
3046,UNKNOWN,16.829932666802694,394.18637992831543,74.99068111220546,298.8532608695652,57.79190751445087,842.6521620913396,31
1928,UNKNOWN,13.142511916933332,394.18637992831543,59.092656716417906,298.8532608695652,58.46783625730994,823.7426456885419,32
715,UNKNOWN,60.19594964422551,256.3589743589744,78.16488983653163,311.8468809073724,109.86813186813185,816.4348266152358,33
9151,UNKNOWN,13.142511916933332,342.61059190031153,66.54578459056071,305.21184088806655,77.50387596899225,805.0146052648644,34
3133,UNKNOWN,392.3115338882283,3.962314454532353,67.45737068084237,265.6473429951691,70.90780141843972,800.2863634372118,35
9505,UNKNOWN,33.69309323620519,193.96472663139332,82.99530437699146,367.81939799331104,112.3370786516854,790.8096008895864,36
952,UNKNOWN,392.3115338882283,189.94473229706395,60.545754832395396,64.03998447204968,79.34920634920634,786.1912118389437,37
9990,UNKNOWN,392.3115338882283,189.94473229706395,66.54578459056071,68.63615560640731,66.21192052980132,783.6501269120616,38
3956,UNKNOWN,16.829932666802694,342.61059190031153,72.77420777883978,265.6473429951691,83.31666666666668,781.1787420077898,39
2147,UNKNOWN,33.69309323620519,394.18637992831543,76.15033082012617,186.2981366459627,89.26785714285714,779.5957977734665,40
2067,UNKNOWN,33.69309323620519,342.61059190031153,66.2473730004685,265.6473429951691,65.34640522875817,773.5448063609124,41
7798,UNKNOWN,48.8284741749297,342.61059190031153,65.36798309338263,256.1599378881987,58.46783625730994,771.4348233141325,42
5883,UNKNOWN,392.3115338882283,193.96472663139332,61.29943642781941,29.69970294355927,89.26785714285714,766.5432570338575,43
303,UNKNOWN,33.69309323620519,256.3589743589744,80.2889357560026,298.8532608695652,92.57407407407408,761.7683382948214,44
6524,UNKNOWN,28.32456717699242,394.18637992831543,65.36798309338263,137.93227424749162,131.55263157894737,757.3638360251296,45
7107,UNKNOWN,33.69309323620519,394.18637992831543,63.40413810774454,186.2981366459627,70.40845070422534,747.9901986224531,46
9683,UNKNOWN,19.16401091986292,256.3589743589744,64.79457973291437,311.8468809073724,92.57407407407408,744.7385199931982,47
741,UNKNOWN,13.142511916933332,342.61059190031153,62.59815330129016,256.1599378881987,68.01360544217687,742.5248004489106,48
6445,UNKNOWN,13.142511916933332,394.18637992831543,65.36798309338263,146.377107364685,109.86813186813185,728.9421141714482,49
5662,UNKNOWN,392.3115338882283,3.962314454532353,70.68499607227022,154.2468443197756,96.13461538461539,717.3403041194218,50
1831,UNKNOWN,392.3115338882283,3.962314454532353,69.68473669388904,186.2981366459627,61.33742331288344,713.5941449954958,51
793,UNKNOWN,28.32456717699242,342.61059190031153,76.15033082012617,186.2981366459627,78.109375,711.4930015433929,52
3113,UNKNOWN,19.16401091986292,394.18637992831543,79.85494150867284,154.2468443197756,62.4875,709.9396766766267,53
8903,UNKNOWN,48.8284741749297,342.61059190031153,80.2889357560026,146.377107364685,86.93913043478261,705.0442396307114,54
8358,UNKNOWN,13.142511916933332,394.18637992831543,67.76680816102972,139.2714225411566,87.70175438596492,702.0688769334,55
327,UNKNOWN,13.142511916933332,256.3589743589744,71.36794289422453,298.8532608695652,59.868263473053894,699.5909535127513,56
1339,UNKNOWN,392.3115338882283,3.962314454532353,76.15033082012617,147.8861497086508,77.50387596899225,697.8142048405299,57
4825,UNKNOWN,16.829932666802694,394.18637992831543,73.49832924927601,134.06501422186102,78.7244094488189,697.3040655150742,58
3261,UNKNOWN,392.3115338882283,3.962314454532353,63.67743180648481,154.2468443197756,79.34920634920634,693.5473308182275,59
3907,UNKNOWN,16.829932666802694,189.94473229706395,60.545754832395396,367.81939799331104,57.79190751445087,692.9317253040239,60
9976,UNKNOWN,19.16401091986292,394.18637992831543,71.36794289422453,132.82367149758454,71.92805755395683,689.4700627939443,61
7038,UNKNOWN,19.16401091986292,193.96472663139332,78.16488983653163,326.0217391304348,70.90780141843972,688.2231679366623,62
9334,UNKNOWN,48.8284741749297,193.96472663139332,83.9384328358209,298.8532608695652,62.4875,688.072394511709,63
2692,UNKNOWN,48.8284741749297,342.61059190031153,63.67743180648481,134.06501422186102,96.13461538461539,685.3161274882024,64
4146,UNKNOWN,392.3115338882283,3.962314454532353,66.84689673802932,134.06501422186102,87.70175438596492,684.887513688616,65
2395,UNKNOWN,392.3115338882283,3.962314454532353,61.29943642781941,139.2714225411566,87.70175438596492,684.5464616977016,66
3750,UNKNOWN,16.829932666802694,394.18637992831543,63.953091684434966,146.377107364685,62.880503144654085,684.2270147888921,67
6566,UNKNOWN,16.829932666802694,394.18637992831543,66.84689673802932,139.2714225411566,66.21192052980132,683.3465524041053,68
9163,UNKNOWN,33.69309323620519,394.18637992831543,65.95162579957355,126.94651789149671,62.4875,683.2651168555908,69
2648,UNKNOWN,392.3115338882283,3.962314454532353,61.81240242303129,132.82367149758454,91.72477064220183,682.6346929055784,70
9793,UNKNOWN,33.69309323620519,394.18637992831543,67.45737068084237,126.94651789149671,59.868263473053894,682.1516252099135,71
6103,UNKNOWN,48.8284741749297,342.61059190031153,76.15033082012617,126.94651789149671,86.1896551724138,680.7255699592779,72
2145,UNKNOWN,392.3115338882283,3.962314454532353,83.9384328358209,132.82367149758454,66.21192052980132,679.2478732059674,73
2451,UNKNOWN,19.16401091986292,342.61059190031153,62.86452842172118,186.2981366459627,68.01360544217687,678.9508733300352,74
5022,UNKNOWN,48.8284741749297,342.61059190031153,60.545754832395396,146.377107364685,79.34920634920634,677.711134621528,75
5348,UNKNOWN,16.829932666802694,342.61059190031153,71.36794289422453,154.2468443197756,90.07207207207207,675.1273838531864,76
6944,UNKNOWN,392.3115338882283,3.962314454532353,73.49832924927601,146.377107364685,58.46783625730994,674.6171212140316,77
4700,UNKNOWN,392.3115338882283,3.962314454532353,63.40413810774454,132.82367149758454,81.28455284552845,673.7862107936182,78
239,UNKNOWN,28.32456717699242,342.61059190031153,59.092656716417906,146.377107364685,97.06796116504854,673.4728843234554,79
3496,UNKNOWN,33.69309323620519,342.61059190031153,57.26032627559875,146.377107364685,90.89090909090909,670.8320278677096,80
7827,UNKNOWN,19.16401091986292,193.96472663139332,66.2473730004685,311.8468809073724,78.109375,669.3323664590971,81
2173,UNKNOWN,13.142511916933332,342.61059190031153,60.29862930246725,186.2981366459627,65.34640522875817,667.696274994433,82
1472,UNKNOWN,19.16401091986292,394.18637992831543,61.29943642781941,132.82367149758454,56.80681818181819,664.2803169554004,83
5840,UNKNOWN,13.142511916933332,342.61059190031153,82.99530437699146,146.377107364685,78.109375,663.2348905589213,84
2784,UNKNOWN,16.829932666802694,342.61059190031153,82.99530437699146,132.82367149758454,87.70175438596492,662.9612548276551,85
9997,UNKNOWN,392.3115338882283,3.962314454532353,73.49832924927601,130.4086956521739,61.33742331288344,661.518296557094,86
8859,UNKNOWN,392.3115338882283,3.962314454532353,74.99068111220546,130.4086956521739,59.15976331360947,660.8329884207495,87
5308,UNKNOWN,19.16401091986292,189.94473229706395,69.68473669388904,305.21184088806655,75.74242424242424,659.7477450413066,88
1329,UNKNOWN,392.3115338882283,3.962314454532353,63.40413810774454,116.6256627783669,83.31666666666668,659.6203158955389,89
368,UNKNOWN,19.16401091986292,342.61059190031153,61.29943642781941,147.8861497086508,87.70175438596492,658.6619433426096,90
2297,UNKNOWN,33.69309323620519,193.96472663139332,63.67743180648481,298.8532608695652,68.01360544217687,658.2021179858255,91
3240,UNKNOWN,33.69309323620519,342.61059190031153,60.545754832395396,115.68513323983169,105.2421052631579,657.7766784719017,92
3871,UNKNOWN,392.3115338882283,3.962314454532353,67.76680816102972,131.60510570402872,62.09937888198758,657.7451410898067,93
8169,UNKNOWN,60.19594964422551,394.18637992831543,76.15033082012617,64.03998447204968,61.33742331288344,655.9100681776002,94
1431,UNKNOWN,13.142511916933332,189.94473229706395,69.68473669388904,265.6473429951691,116.25581395348837,654.6751378565436,95
8282,UNKNOWN,16.829932666802694,189.94473229706395,71.36794289422453,298.8532608695652,77.50387596899225,654.4997446966487,96
9572,UNKNOWN,392.3115338882283,3.962314454532353,61.29943642781941,139.2714225411566,56.485875706214685,653.3305830179513,97
1632,UNKNOWN,392.3115338882283,3.962314454532353,63.67743180648481,130.4086956521739,62.880503144654085,653.2404789460735,98
4038,UNKNOWN,16.829932666802694,342.61059190031153,66.54578459056071,146.377107364685,76.90769230769232,649.2711088300522,99
2336,UNKNOWN,13.142511916933332,193.96472663139332,73.49832924927601,305.21184088806655,62.880503144654085,648.6979118303233,100
3605,UNKNOWN,16.829932666802694,193.96472663139332,66.54578459056071,311.8468809073724,58.46783625730994,647.6551610534391,101
5701,UNKNOWN,392.3115338882283,3.962314454532353,74.23700592514813,115.68513323983169,61.33742331288344,647.5334108206239,102
629,UNKNOWN,16.829932666802694,193.96472663139332,65.95162579957355,298.8532608695652,71.92805755395683,647.5276035212916,103
934,UNKNOWN,13.142511916933332,342.61059190031153,75.75981630309988,147.8861497086508,68.01360544217687,647.4126752711725,104
751,UNKNOWN,392.3115338882283,3.962314454532353,65.95162579957355,116.6256627783669,68.47945205479452,647.3305889754956,105
8764,UNKNOWN,392.3115338882283,3.962314454532353,61.81240242303129,116.6256627783669,71.92805755395683,646.6399710981157,106
5842,UNKNOWN,13.142511916933332,342.61059190031153,80.2889357560026,131.60510570402872,78.7244094488189,646.3715547260952,107
7666,UNKNOWN,33.69309323620519,394.18637992831543,67.76680816102972,62.64173153597873,87.70175438596492,645.989767247494,108
6295,UNKNOWN,60.19594964422551,193.96472663139332,66.84689673802932,256.1599378881987,68.47945205479452,645.6469629566413,109
9836,UNKNOWN,48.8284741749297,193.96472663139332,78.16488983653163,256.1599378881987,68.47945205479452,645.5974805858478,110
8149,UNKNOWN,16.829932666802694,193.96472663139332,71.36794289422453,298.8532608695652,64.50322580645161,645.5190888684374,111
4097,UNKNOWN,33.69309323620519,394.18637992831543,63.67743180648481,68.96613712374581,84.72881355932203,645.2518556540733,112
5179,UNKNOWN,392.3115338882283,3.962314454532353,64.79457973291437,71.36794289422453,112.3370786516854,644.773449621585,113
4262,UNKNOWN,28.32456717699242,342.61059190031153,78.16488983653163,115.68513323983169,77.50387596899225,642.2890581226595,114
2660,UNKNOWN,13.142511916933332,342.61059190031153,73.49832924927601,134.06501422186102,77.50387596899225,640.8203232573742,115
4112,UNKNOWN,13.142511916933332,342.61059190031153,70.34840085287846,154.2468443197756,59.868263473053894,640.2166124629528,116
8228,UNKNOWN,13.142511916933332,394.18637992831543,73.49832924927601,62.64173153597873,96.13461538461539,639.6035680151189,117
6003,UNKNOWN,392.3115338882283,3.962314454532353,67.15074626865672,65.20434782608694,109.86813186813185,638.4970743056363,118
5275,UNKNOWN,392.3115338882283,3.962314454532353,65.95162579957355,58.31283138918345,117.62352941176472,638.1618349432824,119
601,UNKNOWN,60.19594964422551,394.18637992831543,78.16488983653163,27.90847572322788,77.50387596899225,637.9595711012927,120
5444,UNKNOWN,392.3115338882283,3.962314454532353,62.86452842172118,115.68513323983169,62.880503144654085,637.7040131489676,121
2382,UNKNOWN,392.3115338882283,3.962314454532353,62.86452842172118,65.50208457415128,112.3370786516854,636.9775399903185,122
5045,UNKNOWN,16.829932666802694,342.61059190031153,80.2889357560026,65.50208457415128,131.55263157894737,636.7841764762155,123
6164,UNKNOWN,28.32456717699242,394.18637992831543,66.54578459056071,71.36794289422453,75.74242424242424,636.1670988325174,124
6214,UNKNOWN,33.69309323620519,342.61059190031153,61.29943642781941,134.06501422186102,63.27848101265823,634.9466167988553,125
1032,UNKNOWN,33.69309323620519,394.18637992831543,73.49832924927601,58.31283138918345,74.61194029850746,634.3025741014875,126
2112,UNKNOWN,13.142511916933332,394.18637992831543,79.85494150867284,28.632647747982293,117.62352941176472,633.4400105136687,127
566,UNKNOWN,60.19594964422551,342.61059190031153,67.76680816102972,65.50208457415128,96.13461538461539,632.2100496643334,128
6000,UNKNOWN,33.69309323620519,394.18637992831543,63.67743180648481,27.22003135054863,112.3370786516854,631.1140149732395,129
2017,UNKNOWN,16.829932666802694,394.18637992831543,61.29943642781941,62.64173153597873,96.13461538461539,631.0920959435316,130
3295,UNKNOWN,60.19594964422551,394.18637992831543,64.79457973291437,28.29379984563931,83.31666666666668,630.7873758177614,131
888,UNKNOWN,33.69309323620519,342.61059190031153,82.99530437699146,65.50208457415128,105.2421052631579,630.0431793508174,132
2215,UNKNOWN,13.142511916933332,394.18637992831543,78.16488983653163,64.03998447204968,78.7244094488189,628.2581756026491,133
2168,UNKNOWN,392.3115338882283,3.962314454532353,75.75981630309988,71.36794289422453,84.72881355932203,628.130421099407,134
7794,UNKNOWN,19.16401091986292,394.18637992831543,69.03347747245083,77.54030552291421,68.01360544217687,627.9377792857202,135
4530,UNKNOWN,60.19594964422551,342.61059190031153,74.99068111220546,63.75536231884058,86.1896551724138,627.742240147997,136
1497,UNKNOWN,33.69309323620519,342.61059190031153,64.79457973291437,115.68513323983169,70.90780141843972,627.6911995277025,137
1155,UNKNOWN,392.3115338882283,3.962314454532353,61.29943642781941,63.75536231884058,104.14583333333333,625.474480422754,138
7512,UNKNOWN,392.3115338882283,3.962314454532353,78.16488983653163,62.64173153597873,87.70175438596492,624.782224101236,139
7137,UNKNOWN,19.16401091986292,342.61059190031153,66.2473730004685,132.82367149758454,63.27848101265823,624.1241283308857,140
2099,UNKNOWN,28.32456717699242,394.18637992831543,60.545754832395396,28.29379984563931,112.3370786516854,623.6875804350279,141
9722,UNKNOWN,28.32456717699242,394.18637992831543,66.2473730004685,63.75536231884058,70.90780141843972,623.4214838430566,142
1642,UNKNOWN,13.142511916933332,394.18637992831543,78.16488983653163,68.96613712374581,68.01360544217687,622.4735242477032,143
357,UNKNOWN,19.16401091986292,394.18637992831543,57.26032627559875,58.31283138918345,93.43925233644859,622.3628008494092,144
2209,UNKNOWN,19.16401091986292,394.18637992831543,61.29943642781941,26.813002844372207,120.4578313253012,621.9206614456712,145
3196,UNKNOWN,392.3115338882283,3.962314454532353,78.16488983653163,65.50208457415128,79.34920634920634,619.29002910265,146
3380,UNKNOWN,33.69309323620519,189.94473229706395,57.26032627559875,265.6473429951691,72.44927536231884,618.9947701663558,147
1698,UNKNOWN,13.142511916933332,342.61059190031153,60.29862930246725,137.93227424749162,64.92207792207792,618.9060852892817,148
7703,UNKNOWN,16.829932666802694,394.18637992831543,78.16488983653163,68.30931677018633,61.33742331288344,618.8279425147194,149
519,UNKNOWN,16.829932666802694,342.61059190031153,71.36794289422453,71.36794289422453,116.25581395348837,618.4322243090517,150
6972,UNKNOWN,392.3115338882283,3.962314454532353,78.16488983653163,62.64173153597873,81.28455284552845,618.3650225607995,151
5152,UNKNOWN,16.829932666802694,256.3589743589744,67.45737068084237,186.2981366459627,90.89090909090909,617.8353234434912,152
1754,UNKNOWN,19.16401091986292,394.18637992831543,65.36798309338263,65.50208457415128,72.44927536231884,616.6697338780311,153
8978,UNKNOWN,16.829932666802694,394.18637992831543,63.953091684434966,58.31283138918345,83.31666666666668,616.5989023354033,154
5787,UNKNOWN,33.69309323620519,394.18637992831543,70.34840085287846,58.31283138918345,59.868263473053894,616.4089688796364,155
5751,UNKNOWN,16.829932666802694,394.18637992831543,82.99530437699146,62.64173153597873,57.79190751445087,614.4452560225391,156
2623,UNKNOWN,13.142511916933332,394.18637992831543,63.67743180648481,26.813002844372207,116.25581395348837,614.0751404495942,157
8829,UNKNOWN,48.8284741749297,394.18637992831543,61.29943642781941,30.391857037582902,79.34920634920634,614.0553539178538,158
6693,UNKNOWN,33.69309323620519,256.3589743589744,75.75981630309988,154.2468443197756,92.57407407407408,612.6328022921291,159
4304,UNKNOWN,16.829932666802694,394.18637992831543,59.092656716417906,64.03998447204968,78.109375,612.2583287835857,160
651,UNKNOWN,28.32456717699242,394.18637992831543,65.95162579957355,26.762978585334196,96.13461538461539,611.360166874831,161
4919,UNKNOWN,392.3115338882283,3.962314454532353,74.99068111220546,63.75536231884058,76.3206106870229,611.3405024608296,162
379,UNKNOWN,16.829932666802694,394.18637992831543,62.59815330129016,27.85428450823132,109.86813186813185,611.3368822727714,163
2683,UNKNOWN,392.3115338882283,3.962314454532353,76.15033082012617,27.85428450823132,109.86813186813185,610.14659553925,164
6606,UNKNOWN,33.69309323620519,394.18637992831543,80.2889357560026,27.22003135054863,74.61194029850746,610.0003805695793,165
1255,UNKNOWN,13.142511916933332,193.96472663139332,65.36798309338263,256.1599378881987,81.28455284552845,609.9197123754363,166
2646,UNKNOWN,392.3115338882283,3.962314454532353,69.03347747245083,77.54030552291421,66.21192052980132,609.0595518679271,167
7004,UNKNOWN,392.3115338882283,3.962314454532353,79.85494150867284,65.50208457415128,66.21192052980132,607.8427949553861,168
6409,UNKNOWN,13.142511916933332,189.94473229706395,61.29943642781941,265.6473429951691,77.50387596899225,607.5378996059779,169
6137,UNKNOWN,392.3115338882283,3.962314454532353,76.15033082012617,65.50208457415128,69.43055555555556,607.3568192925936,170
5852,UNKNOWN,28.32456717699242,256.3589743589744,67.76680816102972,186.2981366459627,68.47945205479452,607.2279383977537,171
2626,UNKNOWN,28.32456717699242,342.61059190031153,73.49832924927601,68.96613712374581,93.43925233644859,606.8388777867744,172
7796,UNKNOWN,392.3115338882283,3.962314454532353,83.9384328358209,29.577229941730167,96.13461538461539,605.9241265049271,173
3677,UNKNOWN,48.8284741749297,342.61059190031153,74.23700592514813,68.30931677018633,71.92805755395683,605.9134463245325,174
7204,UNKNOWN,33.69309323620519,256.3589743589744,67.45737068084237,116.6256627783669,131.55263157894737,605.6877326333363,175
2039,UNKNOWN,16.829932666802694,394.18637992831543,60.29862930246725,77.54030552291421,56.80681818181819,605.6620656023179,176
6622,UNKNOWN,16.829932666802694,342.61059190031153,82.99530437699146,65.50208457415128,97.06796116504854,605.0058746833055,177
4015,UNKNOWN,60.19594964422551,342.61059190031153,79.85494150867284,65.50208457415128,56.80681818181819,604.9703858091793,178
8566,UNKNOWN,13.142511916933332,394.18637992831543,59.092656716417906,28.29379984563931,109.86813186813185,604.5834802754378,179
5739,UNKNOWN,33.69309323620519,342.61059190031153,70.68499607227022,71.36794289422453,86.1896551724138,604.5462792754253,180
1959,UNKNOWN,13.142511916933332,394.18637992831543,59.092656716417906,77.54030552291421,59.868263473053894,603.8301175576347,181
6193,UNKNOWN,13.142511916933332,394.18637992831543,73.49832924927601,63.75536231884058,59.15976331360947,603.7423467269749,182
8300,UNKNOWN,392.3115338882283,3.962314454532353,74.99068111220546,65.50208457415128,66.21192052980132,602.9785345589187,183
4384,UNKNOWN,13.142511916933332,394.18637992831543,63.40413810774454,65.50208457415128,66.21192052980132,602.4470350569459,184
2739,UNKNOWN,33.69309323620519,342.61059190031153,65.95162579957355,28.29379984563931,131.55263157894737,602.1017423606769,185
4701,UNKNOWN,16.829932666802694,394.18637992831543,65.95162579957355,65.50208457415128,59.15976331360947,601.6297862824524,186
3425,UNKNOWN,392.3115338882283,3.962314454532353,63.40413810774454,68.96613712374581,72.97810218978103,601.622225764032,187
1811,UNKNOWN,16.829932666802694,342.61059190031153,76.15033082012617,68.96613712374581,96.13461538461539,600.6916078956016,188
7799,UNKNOWN,33.69309323620519,394.18637992831543,65.95162579957355,28.632647747982293,78.109375,600.5731217120765,189
2656,UNKNOWN,13.142511916933332,394.18637992831543,78.16488983653163,28.632647747982293,86.1896551724138,600.3160846021766,190
2882,UNKNOWN,16.829932666802694,394.18637992831543,60.545754832395396,65.50208457415128,62.880503144654085,599.9446551463188,191
2628,UNKNOWN,392.3115338882283,3.962314454532353,67.45737068084237,71.36794289422453,64.50322580645161,599.6023877242792,192
6919,UNKNOWN,48.8284741749297,394.18637992831543,63.953091684434966,29.69970294355927,62.880503144654085,599.5481518758935,193
1192,UNKNOWN,392.3115338882283,3.962314454532353,80.2889357560026,29.577229941730167,91.72477064220183,597.8647846826954,194
1181,UNKNOWN,16.829932666802694,342.61059190031153,67.45737068084237,65.50208457415128,105.2421052631579,597.6420850852658,195
9485,UNKNOWN,16.829932666802694,394.18637992831543,66.84689673802932,28.29379984563931,90.07207207207207,596.2290812508588,196
127,UNKNOWN,392.3115338882283,3.962314454532353,74.23700592514813,28.632647747982293,97.06796116504854,596.2114631809396,197
1731,UNKNOWN,19.16401091986292,394.18637992831543,72.77420777883978,26.762978585334196,83.31666666666668,596.204243879019,198
8163,UNKNOWN,392.3115338882283,3.962314454532353,60.29862930246725,58.31283138918345,81.28455284552845,596.1698618799398,199
8653,UNKNOWN,392.3115338882283,3.962314454532353,59.092656716417906,62.64173153597873,77.50387596899225,595.5121125641496,200
9534,UNKNOWN,48.8284741749297,394.18637992831543,61.29943642781941,28.29379984563931,62.880503144654085,595.4885935213579,201
1877,UNKNOWN,19.16401091986292,394.18637992831543,60.545754832395396,29.577229941730167,91.72477064220183,595.1981462645058,202
9552,UNKNOWN,13.142511916933332,394.18637992831543,61.81240242303129,27.22003135054863,97.06796116504854,593.4292867838773,203
5672,UNKNOWN,19.16401091986292,256.3589743589744,63.40413810774454,147.8861497086508,106.36170212765957,593.1749752228923,204
6594,UNKNOWN,19.16401091986292,394.18637992831543,73.49832924927601,30.391857037582902,75.74242424242424,592.9830013774615,205
2329,UNKNOWN,28.32456717699242,394.18637992831543,64.79457973291437,26.813002844372207,76.90769230769232,591.0262219902868,206
6593,UNKNOWN,13.142511916933332,394.18637992831543,61.29943642781941,65.50208457415128,56.80681818181819,590.9372310290375,207
1240,UNKNOWN,60.19594964422551,3.962314454532353,67.76680816102972,367.81939799331104,90.89090909090909,590.6353793440077,208
57,UNKNOWN,28.32456717699242,394.18637992831543,67.15074626865672,27.85428450823132,72.97810218978103,590.4940800719769,209
5841,UNKNOWN,33.69309323620519,394.18637992831543,63.40413810774454,28.632647747982293,70.40845070422534,590.3247097244728,210
3083,UNKNOWN,28.32456717699242,394.18637992831543,67.15074626865672,27.90847572322788,72.44927536231884,590.0194444595113,211
4515,UNKNOWN,392.3115338882283,3.962314454532353,62.86452842172118,65.50208457415128,65.34640522875817,589.9868665673913,212
1022,UNKNOWN,13.142511916933332,394.18637992831543,69.68473669388904,26.762978585334196,86.1896551724138,589.9662622968858,213
7284,UNKNOWN,392.3115338882283,3.962314454532353,63.67743180648481,71.36794289422453,58.46783625730994,589.78705930078,214
775,UNKNOWN,392.3115338882283,3.962314454532353,64.79457973291437,66.41183574879227,62.09937888198758,589.5796427064549,215
3738,UNKNOWN,33.69309323620519,394.18637992831543,65.95162579957355,26.813002844372207,66.21192052980132,586.8560223382677,216
5543,UNKNOWN,28.32456717699242,394.18637992831543,61.81240242303129,27.90847572322788,74.61194029850746,586.8437655500745,217
2029,UNKNOWN,13.142511916933332,394.18637992831543,70.34840085287846,29.69970294355927,79.34920634920634,586.7262019908928,218
2105,UNKNOWN,392.3115338882283,3.962314454532353,83.9384328358209,28.632647747982293,77.50387596899225,586.3488048955561,219
9439,UNKNOWN,19.16401091986292,394.18637992831543,67.45737068084237,26.762978585334196,78.7244094488189,586.2951495631737,220
3462,UNKNOWN,19.16401091986292,342.61059190031153,61.81240242303129,65.50208457415128,97.06796116504854,586.1570509824056,221
6110,UNKNOWN,392.3115338882283,3.962314454532353,62.59815330129016,58.31283138918345,68.01360544217687,585.1984384754112,222
7169,UNKNOWN,33.69309323620519,3.962314454532353,61.29943642781941,367.81939799331104,117.62352941176472,584.3977715236327,223
2291,UNKNOWN,392.3115338882283,3.962314454532353,70.34840085287846,26.762978585334196,90.89090909090909,584.2761368718824,224
5094,UNKNOWN,13.142511916933332,394.18637992831543,74.23700592514813,29.577229941730167,72.44927536231884,583.592403074446,225
6519,UNKNOWN,16.829932666802694,394.18637992831543,80.2889357560026,26.813002844372207,65.34640522875817,583.4646564242511,226
6031,UNKNOWN,13.142511916933332,394.18637992831543,71.36794289422453,27.22003135054863,77.50387596899225,583.4207420590142,227
9273,UNKNOWN,392.3115338882283,3.962314454532353,66.54578459056071,29.577229941730167,90.89090909090909,583.2877719659606,228
2563,UNKNOWN,392.3115338882283,3.962314454532353,73.49832924927601,29.69970294355927,83.31666666666668,582.7885472022626,229
3665,UNKNOWN,392.3115338882283,3.962314454532353,59.092656716417906,68.63615560640731,58.46783625730994,582.4704969228959,230
