TOKEN_ID,TOKEN_NAME,HYPE TYPE,BASTARDNESS,SONG WORD COUNT,SPEEDOMETER,NUM OF FRAMES,HEAD TURNS,FLOATY HEAD,BACKGROUND GLITCH LEVEL,BACKGROUND MOOD,TYPE,BACKGROUND,FACING DIRECTION,BAD HABIT(S),GLITCH PATTERN,RARITY_SCORE,Rank
2109,BASTARD GAN PUNK V2 #2109,801.7021276595744,113.03999999999999,419.44341372912805,1513.9285714285716,56520.0,15072.000000000002,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,95422.24428934131,11
1487,BASTARD GAN PUNK V2 #1487,801.7021276595744,116.5360824742268,68.01785087499374,1513.9285714285716,56520.0,2249.55223880597,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,82251.86704776737,12
2527,BASTARD GAN PUNK V2 #2527,801.7021276595744,105.6448598130841,68.01785087499374,1513.9285714285716,56520.0,2249.55223880597,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,82240.97582510623,13
619,BASTARD GAN PUNK V2 #619,64.85370051635113,108.69230769230768,58.40351330405581,32.42685025817556,16.21342512908778,14.411933448078027,43.23580034423408,21.61790017211704,32.42685025817556,715.4430379746835,221.86457311089302,1507.2,64594.28571428572,1787.193675889328,69218.2692823832,14
1352,BASTARD GAN PUNK V2 #1352,801.7021276595744,94.99159663865545,160.01887460186387,1513.9285714285716,56520.0,3505.116279069767,550.7429963459196,3897.931034482758,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,68618.05639359326,15
4540,BASTARD GAN PUNK V2 #4540,801.7021276595744,99.15789473684211,46.52649631281084,1513.9285714285716,56520.0,3505.116279069767,550.7429963459196,3897.931034482758,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,68508.7303134024,16
6950,BASTARD GAN PUNK V2 #6950,64.85370051635113,103.70642201834862,44.8675288591936,32.42685025817556,16.21342512908778,14.411933448078027,43.23580034423408,21.61790017211704,32.42685025817556,715.4430379746835,221.86457311089302,1507.2,64594.28571428572,446.798418972332,67859.3521553474,17
9145,BASTARD GAN PUNK V2 #9145,64.85370051635113,99.15789473684211,46.84139645705998,32.42685025817556,16.21342512908778,14.411933448078027,43.23580034423408,21.61790017211704,32.42685025817556,715.4430379746835,53.70071258907363,70.66472181704522,64594.28571428572,4.436159566744501,65809.71609755338,18
4855,BASTARD GAN PUNK V2 #4855,64.85370051635113,120.25531914893617,131.20030950768933,32.42685025817556,16.21342512908778,14.411933448078027,43.23580034423408,21.61790017211704,32.42685025817556,64.30034129692832,53.70071258907363,62.40706661759293,64594.28571428572,4.436159566744501,65255.7720831389,19
1120,BASTARD GAN PUNK V2 #1120,801.7021276595744,105.6448598130841,44.8675288591936,1513.9285714285716,56520.0,241.15200000000002,550.7429963459196,3897.931034482758,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,65249.59403195524,20
1063,BASTARD GAN PUNK V2 #1063,801.7021276595744,106.64150943396226,72.65948899244738,1513.9285714285716,42390.0,3505.116279069767,550.7429963459196,3897.931034482758,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,54412.346920779135,21
1493,BASTARD GAN PUNK V2 #1493,801.7021276595744,110.82352941176471,68.01785087499374,1513.9285714285716,42390.0,3505.116279069767,550.7429963459196,3897.931034482758,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,54411.88730263949,22
97,BASTARD GAN PUNK V2 #97,801.7021276595744,108.69230769230768,51.55170448067495,1513.9285714285716,42390.0,241.15200000000002,550.7429963459196,3897.931034482758,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,51129.32565545595,23
5615,BASTARD GAN PUNK V2 #5615,801.7021276595744,100.92857142857143,46.84139645705998,1513.9285714285716,42390.0,241.15200000000002,550.7429963459196,3897.931034482758,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,51116.8516111686,24
4859,BASTARD GAN PUNK V2 #4859,801.7021276595744,93.42148760330579,46.52649631281084,1513.9285714285716,5298.75,15072.000000000002,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,43808.458859528284,25
701,BASTARD GAN PUNK V2 #701,64.85370051635113,108.69230769230768,158.19008746355686,32.42685025817556,16.21342512908778,14.411933448078027,43.23580034423408,21.61790017211704,32.42685025817556,1345.7142857142858,53.70071258907363,62.40706661759293,32297.14285714286,4.436159566744501,34255.46993691264,26
4679,BASTARD GAN PUNK V2 #4679,801.7021276595744,100.92857142857143,44.8675288591936,1513.9285714285716,5298.75,5024.0,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,33766.30697589994,27
1816,BASTARD GAN PUNK V2 #1816,64.85370051635113,120.25531914893617,58.775510204081634,32.42685025817556,16.21342512908778,14.411933448078027,43.23580034423408,21.61790017211704,32.42685025817556,63.612830613393356,53.70071258907363,62.40706661759293,32297.14285714286,4.436159566744501,32885.5169160089,28
8661,BASTARD GAN PUNK V2 #8661,801.7021276595744,101.83783783783784,129.36105283234787,1513.9285714285716,5298.75,3505.116279069767,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,32332.82604535213,29
4466,BASTARD GAN PUNK V2 #4466,801.7021276595744,113.03999999999999,58.40351330405581,1513.9285714285716,5298.75,3505.116279069767,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,32273.070667986,30
3342,BASTARD GAN PUNK V2 #3342,801.7021276595744,99.15789473684211,46.84139645705998,1513.9285714285716,5298.75,3505.116279069767,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,32247.626445875845,31
11283,BASTARD GAN PUNK V2 #11283,801.7021276595744,132.98823529411766,187.04908990623278,1513.9285714285716,5298.75,2249.55223880597,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,31166.100439618498,32
1143,BASTARD GAN PUNK V2 #1143,801.7021276595744,99.15789473684211,107.7169856269356,1513.9285714285716,5298.75,2249.55223880597,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,31052.937994781925,33
2866,BASTARD GAN PUNK V2 #2866,801.7021276595744,128.45454545454547,68.01785087499374,1513.9285714285716,5298.75,2249.55223880597,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,31042.535510747686,34
3225,BASTARD GAN PUNK V2 #3225,801.7021276595744,116.5360824742268,79.77886255366701,1513.9285714285716,5298.75,2249.55223880597,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,31042.37805944604,35
11056,BASTARD GAN PUNK V2 #11056,801.7021276595744,127.0112359550562,46.52649631281084,1513.9285714285716,5298.75,2249.55223880597,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,31019.600846686015,36
9121,BASTARD GAN PUNK V2 #9121,801.7021276595744,106.64150943396226,58.40351330405581,1513.9285714285716,5298.75,2249.55223880597,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,31011.108137156167,37
2293,BASTARD GAN PUNK V2 #2293,801.7021276595744,96.61538461538463,59.92048767558972,1513.9285714285716,5298.75,2249.55223880597,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,31002.598986709123,38
5354,BASTARD GAN PUNK V2 #5354,801.7021276595744,94.2,58.775510204081634,1513.9285714285716,5298.75,2249.55223880597,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30999.03862462223,39
265,BASTARD GAN PUNK V2 #265,801.7021276595744,97.44827586206895,48.14480922803904,1513.9285714285716,5298.75,2249.55223880597,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30991.656199508256,40
5807,BASTARD GAN PUNK V2 #5807,801.7021276595744,97.44827586206895,44.8675288591936,1513.9285714285716,5298.75,2249.55223880597,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30988.37891913941,41
10944,BASTARD GAN PUNK V2 #10944,801.7021276595744,105.6448598130841,238.64883884588315,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,22608.0,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30492.83275952856,42
5054,BASTARD GAN PUNK V2 #5054,801.7021276595744,92.65573770491802,208.1448519257327,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,22608.0,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30449.339650500246,43
635,BASTARD GAN PUNK V2 #635,801.7021276595744,120.25531914893617,138.41632653061222,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,22608.0,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30407.210706549144,44
9695,BASTARD GAN PUNK V2 #9695,801.7021276595744,116.5360824742268,79.77886255366701,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,22608.0,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30344.854005897487,45
11199,BASTARD GAN PUNK V2 #11199,801.7021276595744,101.83783783783784,87.32891263761024,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,22608.0,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30337.70581134504,46
11007,BASTARD GAN PUNK V2 #11007,801.7021276595744,134.57142857142858,51.55170448067495,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,22608.0,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30334.662193921697,47
7187,BASTARD GAN PUNK V2 #7187,801.7021276595744,99.15789473684211,79.77886255366701,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,22608.0,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30327.475818160103,48
10375,BASTARD GAN PUNK V2 #10375,801.7021276595744,114.18181818181819,58.775510204081634,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,22608.0,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30321.496389255495,49
450,BASTARD GAN PUNK V2 #450,801.7021276595744,105.6448598130841,58.775510204081634,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,22608.0,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30312.95943088676,50
10422,BASTARD GAN PUNK V2 #10422,801.7021276595744,101.83783783783784,58.775510204081634,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,22608.0,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30309.152408911512,51
4171,BASTARD GAN PUNK V2 #4171,801.7021276595744,108.69230769230768,44.8675288591936,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,22608.0,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30302.098897421092,52
8539,BASTARD GAN PUNK V2 #8539,801.7021276595744,92.65573770491802,58.775510204081634,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,22608.0,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30299.970308778593,53
2984,BASTARD GAN PUNK V2 #2984,801.7021276595744,97.44827586206895,51.55170448067495,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,22608.0,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30297.539041212338,54
2932,BASTARD GAN PUNK V2 #2932,801.7021276595744,99.15789473684211,44.8675288591936,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,22608.0,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30292.564484465627,55
7419,BASTARD GAN PUNK V2 #7419,801.7021276595744,91.90243902439025,48.14480922803904,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,22608.0,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,30288.586309122024,56
9703,BASTARD GAN PUNK V2 #9703,801.7021276595744,105.6448598130841,46.84139645705998,1513.9285714285716,5298.75,241.15200000000002,18086.399999999998,1322.1052631578948,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,28990.14913188232,57
11236,BASTARD GAN PUNK V2 #11236,64.85370051635113,106.64150943396226,27683.26530612245,32.42685025817556,16.21342512908778,14.411933448078027,43.23580034423408,21.61790017211704,32.42685025817556,63.612830613393356,53.70071258907363,62.40706661759293,39.77480647431386,4.436159566744501,28239.024851543752,58
10921,BASTARD GAN PUNK V2 #10921,64.85370051635113,120.25531914893617,27683.26530612245,32.42685025817556,16.21342512908778,14.411933448078027,43.23580034423408,21.61790017211704,32.42685025817556,27.3175447075882,53.70071258907363,62.40706661759293,39.100657212037355,4.436159566744501,28215.669226090646,59
10672,BASTARD GAN PUNK V2 #10672,801.7021276595744,97.44827586206895,87.32891263761024,548.7378640776699,211.95,15072.000000000002,550.7429963459196,1299.3103448275863,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,20242.84543477657,60
1233,BASTARD GAN PUNK V2 #1233,801.7021276595744,92.65573770491802,51.55170448067495,548.7378640776699,211.95,15072.000000000002,550.7429963459196,1299.3103448275863,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,20202.275688462483,61
6,BASTARD GAN PUNK V2 #6,801.7021276595744,2826.0,230.69387755102042,1513.9285714285716,5298.75,3505.116279069767,550.7429963459196,3897.931034482758,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,20198.489799903753,62
18,BASTARD GAN PUNK V2 #18,801.7021276595744,106.64150943396226,158.19008746355686,548.7378640776699,211.95,3505.116279069767,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,20065.4939494596,63
9712,BASTARD GAN PUNK V2 #9712,801.7021276595744,110.82352941176471,68.01785087499374,548.7378640776699,211.95,3505.116279069767,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,19979.50373284884,64
8456,BASTARD GAN PUNK V2 #8456,801.7021276595744,113.03999999999999,138.41632653061222,548.7378640776699,211.95,15072.000000000002,550.7429963459196,674.865671641791,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,19685.079899621705,65
7556,BASTARD GAN PUNK V2 #7556,801.7021276595744,99.15789473684211,129.36105283234787,548.7378640776699,211.95,15072.000000000002,550.7429963459196,674.865671641791,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,19662.142520660283,66
5920,BASTARD GAN PUNK V2 #5920,801.7021276595744,128.45454545454547,87.32891263761024,548.7378640776699,211.95,15072.000000000002,550.7429963459196,674.865671641791,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,19649.40703118325,67
8968,BASTARD GAN PUNK V2 #8968,801.7021276595744,114.18181818181819,87.32891263761024,548.7378640776699,211.95,15072.000000000002,550.7429963459196,674.865671641791,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,19635.134303910523,68
7391,BASTARD GAN PUNK V2 #7391,801.7021276595744,116.5360824742268,46.84139645705998,548.7378640776699,211.95,15072.000000000002,550.7429963459196,674.865671641791,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,19597.00105202238,69
4835,BASTARD GAN PUNK V2 #4835,801.7021276595744,92.65573770491802,48.14480922803904,548.7378640776699,211.95,15072.000000000002,550.7429963459196,674.865671641791,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,19574.42412002405,70
1564,BASTARD GAN PUNK V2 #1564,801.7021276595744,91.90243902439025,258.72210566469573,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,18830.518444268353,71
2960,BASTARD GAN PUNK V2 #2960,801.7021276595744,113.03999999999999,203.55342136854745,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,18796.487320947817,72
3430,BASTARD GAN PUNK V2 #3430,801.7021276595744,88.3125,203.55342136854745,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,18771.759820947816,73
6516,BASTARD GAN PUNK V2 #6516,801.7021276595744,132.98823529411766,131.20030950768933,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,18744.082444381078,74
3898,BASTARD GAN PUNK V2 #3898,801.7021276595744,98.29565217391304,160.01887460186387,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,18738.208426355046,75
3230,BASTARD GAN PUNK V2 #3230,801.7021276595744,128.45454545454547,126.98745553267177,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,18735.335900566486,76
154,BASTARD GAN PUNK V2 #154,801.7021276595744,101.83783783783784,131.20030950768933,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,18712.932046924798,77
9199,BASTARD GAN PUNK V2 #9199,801.7021276595744,101.83783783783784,131.20030950768933,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,18712.932046924798,78
1602,BASTARD GAN PUNK V2 #1602,801.7021276595744,99.15789473684211,67.19239151971468,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,18646.244185835825,79
3476,BASTARD GAN PUNK V2 #3476,801.7021276595744,110.82352941176471,47.89492267495233,548.7378640776699,211.95,2184.3478260869565,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,18638.612351665986,80
10884,BASTARD GAN PUNK V2 #10884,801.7021276595744,91.16129032258064,208.1448519257327,1513.9285714285716,5298.75,3505.116279069767,550.7429963459196,3897.931034482758,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,17441.10206460104,81
6209,BASTARD GAN PUNK V2 #6209,801.7021276595744,116.5360824742268,748.1963596249311,548.7378640776699,211.95,241.15200000000002,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,17401.43051559147,82
1249,BASTARD GAN PUNK V2 #1249,801.7021276595744,118.98947368421054,51.55170448067495,1513.9285714285716,5298.75,3505.116279069767,550.7429963459196,3897.931034482758,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,17312.337100517612,83
1955,BASTARD GAN PUNK V2 #1955,801.7021276595744,109.74757281553397,46.52649631281084,1513.9285714285716,5298.75,3505.116279069767,550.7429963459196,3897.931034482758,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,17298.069991481072,84
6053,BASTARD GAN PUNK V2 #6053,801.7021276595744,105.6448598130841,44.8675288591936,1513.9285714285716,5298.75,3505.116279069767,550.7429963459196,3897.931034482758,423.9,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,17292.308311025005,85
394,BASTARD GAN PUNK V2 #394,801.7021276595744,134.57142857142858,230.69387755102042,548.7378640776699,211.95,241.15200000000002,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,16901.96337961476,86
7378,BASTARD GAN PUNK V2 #7378,801.7021276595744,113.03999999999999,230.69387755102042,548.7378640776699,211.95,241.15200000000002,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,16880.43195104333,87
9505,BASTARD GAN PUNK V2 #9505,801.7021276595744,101.83783783783784,234.60394327222417,548.7378640776699,211.95,241.15200000000002,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,16873.139854602374,88
490,BASTARD GAN PUNK V2 #490,801.7021276595744,106.64150943396226,208.1448519257327,548.7378640776699,211.95,241.15200000000002,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,16851.484434852006,89
2312,BASTARD GAN PUNK V2 #2312,801.7021276595744,99.15789473684211,208.1448519257327,548.7378640776699,211.95,241.15200000000002,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,16844.000820154884,90
5279,BASTARD GAN PUNK V2 #5279,801.7021276595744,109.74757281553397,184.55510204081634,548.7378640776699,211.95,241.15200000000002,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,16831.00074834866,91
275,BASTARD GAN PUNK V2 #275,801.7021276595744,106.64150943396226,160.01887460186387,548.7378640776699,211.95,241.15200000000002,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,16803.358457528135,92
5439,BASTARD GAN PUNK V2 #5439,801.7021276595744,97.44827586206895,138.41632653061222,548.7378640776699,211.95,241.15200000000002,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,16772.56267588499,93
1421,BASTARD GAN PUNK V2 #1421,801.7021276595744,87.62790697674419,126.98745553267177,548.7378640776699,211.95,241.15200000000002,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,16751.313436001725,94
8748,BASTARD GAN PUNK V2 #8748,801.7021276595744,116.5360824742268,48.31285393738647,548.7378640776699,211.95,241.15200000000002,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,16701.547009903923,95
10889,BASTARD GAN PUNK V2 #10889,801.7021276595744,116.5360824742268,48.14480922803904,548.7378640776699,211.95,241.15200000000002,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,16701.378965194577,96
6376,BASTARD GAN PUNK V2 #6376,801.7021276595744,91.90243902439025,72.65948899244738,548.7378640776699,211.95,241.15200000000002,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,16701.26000150915,97
4561,BASTARD GAN PUNK V2 #4561,801.7021276595744,113.03999999999999,46.84139645705998,548.7378640776699,211.95,241.15200000000002,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,16696.57946994937,98
11192,BASTARD GAN PUNK V2 #11192,801.7021276595744,97.44827586206895,58.775510204081634,548.7378640776699,211.95,241.15200000000002,550.7429963459196,2093.3333333333335,10939.354838709676,133.61702127659575,534.468085106383,400.8510638297872,76.35258358662614,4.436159566744501,16692.92185955846,99
