TOKEN_ID,TOKEN_NAME,Name,Backdrops,Left Arm,Right Arm,Collars,Eyes,Accessories,Expressions,Bodies,Pendants,NUM_TRAITS,RARITY_SCORE,Rank
7222,Stoner Cats #7222,5135.571428571428,48.422683189655174,10420.0,13314.444444444443,50.34873949579832,15297.446808510638,10731.044776119403,14379.6,23.91816367265469,10.250641573994866,855.9285714285714,70266.97625700658,1
2876,Stoner Cats #2876,5135.571428571428,4132.068965517242,10420.0,13314.444444444443,50.34873949579832,5099.148936170212,10731.044776119403,14379.6,23.91816367265469,10.250641573994866,855.9285714285714,64152.32466699374,2
9120,Stoner Cats #9120,5135.571428571428,72.70502578622713,10420.0,13314.444444444443,50.34873949579832,7648.723404255319,10731.044776119403,14379.6,23.91816367265469,10.250641573994866,855.9285714285714,62642.53519534784,3
3848,Stoner Cats #3848,5135.571428571428,111.17674346683161,10420.0,2662.8888888888887,50.34873949579832,15297.446808510638,10731.044776119403,14379.6,23.91816367265469,10.250641573994866,855.9285714285714,59678.1747617282,4
8202,Stoner Cats #8202,5135.571428571428,102.44799088059276,10420.0,13314.444444444443,50.34873949579832,15297.446808510638,10731.044776119403,2054.2285714285713,23.91816367265469,10.250641573994866,855.9285714285714,57995.63013612609,5
5535,Stoner Cats #5535,5135.571428571428,41.59800971997223,10420.0,13314.444444444443,50.34873949579832,15297.446808510638,10731.044776119403,35.505185185185184,23.91816367265469,10.250641573994866,855.9285714285714,55916.05676872208,6
872,Stoner Cats #872,5135.571428571428,50.28887179128489,10420.0,2662.8888888888887,50.34873949579832,7648.723404255319,10731.044776119403,14379.6,23.91816367265469,10.250641573994866,855.9285714285714,51968.56348579734,7
9820,Stoner Cats #9820,5135.571428571428,72.70502578622713,23.57466063348416,2662.8888888888887,50.34873949579832,15297.446808510638,10731.044776119403,14379.6,23.91816367265469,10.250641573994866,855.9285714285714,49243.27770468109,8
3020,Stoner Cats #3020,5135.571428571428,48.422683189655174,10420.0,13314.444444444443,50.34873949579832,7648.723404255319,10731.044776119403,35.505185185185184,23.91816367265469,10.250641573994866,855.9285714285714,48274.158037936446,9
7658,Stoner Cats #7658,5135.571428571428,50.28887179128489,10420.0,13314.444444444443,50.34873949579832,5099.148936170212,10731.044776119403,2054.2285714285713,23.91816367265469,10.250641573994866,855.9285714285714,47745.17314469636,10
480,Stoner Cats #480,5135.571428571428,39.29067162140008,10420.0,13314.444444444443,50.34873949579832,5099.148936170212,10731.044776119403,49.58482758620689,23.91816367265469,10.250641573994866,855.9285714285714,45729.53120068411,11
1667,Stoner Cats #1667,5135.571428571428,48.422683189655174,10420.0,13314.444444444443,50.34873949579832,31.411595089344228,10731.044776119403,2054.2285714285713,23.91816367265469,10.250641573994866,855.9285714285714,42675.56961501386,12
8352,Stoner Cats #8352,5135.571428571428,47.22364532019705,10420.0,13314.444444444443,50.34873949579832,31.411595089344228,10731.044776119403,2054.2285714285713,23.91816367265469,10.250641573994866,855.9285714285714,42674.37057714441,13
1464,Stoner Cats #1464,5135.571428571428,52.08490292668792,10420.0,13314.444444444443,50.34873949579832,26.14948172394981,10731.044776119403,2054.2285714285713,23.91816367265469,10.250641573994866,855.9285714285714,42673.9697213855,14
