TOKEN_ID,TOKEN_NAME,Mouth,Skin,Hand,Clothes,Eyes,Head,Background,RARITY_SCORE,Rank
159,Lobby Lobster #159,21.468441391154997,8.179557649522314,34.602076124567475,1785.7142857142858,167.22408026755852,18.417562988065416,25.59377559377559,2061.19977972893,1
7603,Lobby Lobster #7603,19.92666985493384,8.735150244584206,30.581039755351682,1785.7142857142858,85.58712769599452,20.112630732099756,25.040064102564102,1975.6969680998138,2
2926,Lobby Lobster #2926,94.87666034155598,8.179557649522314,8.992805755395684,1785.7142857142858,8.518468038707919,19.901289603566312,25.365259740259738,1951.5483268432936,3
266,Lobby Lobster #266,17.97785128721415,1736.111111111111,17.513134851138354,62.18905472636816,10.351966873706004,52.854122621564485,24.01998462720984,1921.0172260983122,4
3978,Lobby Lobster #3978,13.860398070632588,8.112668743509866,34.602076124567475,1785.7142857142858,25.45565624681804,20.85070892410342,25.365259740259738,1913.9610535641768,5
4492,Lobby Lobster #4492,11.897963068722634,18.06097384770987,35.2112676056338,1785.7142857142858,8.518468038707919,27.85204991087344,25.040064102564102,1912.2950722884975,6
5075,Lobby Lobster #5075,11.897963068722634,1736.111111111111,17.513134851138354,8.316699933466401,30.61849357011635,63.840653728294185,25.59377559377559,1893.8918318566245,7
5545,Lobby Lobster #5545,13.860398070632588,8.179557649522314,9.813542688910696,1785.7142857142858,10.351966873706004,17.78346848769384,24.920255183413076,1870.6234746681644,8
2507,Lobby Lobster #2507,13.860398070632588,7.8247261345852905,9.813542688910696,1785.7142857142858,8.518468038707919,19.901289603566312,23.92802450229709,1869.5607347529856,9
201,Lobby Lobster #201,33.42245989304813,1736.111111111111,16.638935108153078,15.096618357487923,8.518468038707919,19.458281444582813,26.216442953020135,1855.462316906111,10
7900,Lobby Lobster #7900,10.474275180157532,1736.111111111111,17.513134851138354,12.794268167860798,9.610579325721755,37.25782414307004,25.040064102564102,1848.8012568816239,11
4753,Lobby Lobster #4753,10.474275180157532,1736.111111111111,9.813542688910696,7.378984651711924,26.19172341540073,20.21999352960207,26.216442953020135,1836.4060735299142,12
8931,Lobby Lobster #8931,25.982124298482645,1736.111111111111,10.26694045174538,7.118451025056947,9.610579325721755,20.85070892410342,26.216442953020135,1836.1563580892412,13
7817,Lobby Lobster #7817,17.97785128721415,1736.111111111111,11.682242990654206,7.378984651711924,8.518468038707919,18.720982477160405,23.92802450229709,1824.3176650588568,14
4674,Lobby Lobster #4674,11.897963068722634,1736.111111111111,14.836795252225519,7.378984651711924,7.4500104300146015,19.458281444582813,25.365259740259738,1822.4984056986284,15
9944,Lobby Lobster #9944,21.468441391154997,8.112668743509866,18.315018315018314,31.887755102040817,905.7971014492754,241.77949709864603,26.216442953020135,1253.5769250526655,16
3428,Lobby Lobster #3428,21.468441391154997,136.16557734204792,71.42857142857143,8.316699933466401,905.7971014492754,20.21999352960207,25.080256821829856,1188.4766418959482,17
8523,Lobby Lobster #8523,13.860398070632588,8.735150244584206,90.09009009009009,28.02690582959641,905.7971014492754,20.21999352960207,25.365259740259738,1092.0948989540404,18
2562,Lobby Lobster #2562,11.897963068722634,29.61383558398484,10.26694045174538,7.118451025056947,905.7971014492754,52.854122621564485,23.92802450229709,1041.4764387026466,19
8684,Lobby Lobster #8684,13.860398070632588,37.13606654783125,16.638935108153078,15.096618357487923,905.7971014492754,20.21999352960207,26.216442953020135,1034.9655560160024,20
8397,Lobby Lobster #8397,12.888591019229779,34.98460677301987,21.88183807439825,15.096618357487923,905.7971014492754,18.690191387559807,25.59377559377559,1034.9327226547466,21
1581,Lobby Lobster #1581,21.468441391154997,18.06097384770987,17.513134851138354,7.378984651711924,905.7971014492754,37.25782414307004,24.01998462720984,1031.4964449612703,22
5469,Lobby Lobster #5469,11.897963068722634,7.8247261345852905,42.918454935622314,8.316699933466401,905.7971014492754,27.85204991087344,25.365259740259738,1029.9722551728053,23
7797,Lobby Lobster #7797,17.97785128721415,8.735150244584206,14.836795252225519,31.887755102040817,905.7971014492754,14.169122647925642,23.92802450229709,1017.3318004855628,24
476,Lobby Lobster #476,19.92666985493384,7.8247261345852905,14.43001443001443,7.118451025056947,905.7971014492754,17.78346848769384,24.01998462720984,996.9004160087696,25
6784,Lobby Lobster #6784,10.474275180157532,8.112668743509866,14.836795252225519,7.378984651711924,905.7971014492754,19.901289603566312,25.365259740259738,991.8663746207062,26
4355,Lobby Lobster #4355,13.860398070632588,8.735150244584206,14.836795252225519,8.316699933466401,905.7971014492754,14.169122647925642,25.040064102564102,990.7553317006738,27
5014,Lobby Lobster #5014,12.888591019229779,106.02205258693807,769.2307692307693,28.02690582959641,18.58045336306206,18.598422853742,25.080256821829856,978.4274517051674,28
7388,Lobby Lobster #7388,639.386189258312,8.112668743509866,42.918454935622314,8.316699933466401,217.39130434782606,17.6728403789057,24.920255183413076,958.7184127810553,29
769,Lobby Lobster #769,639.386189258312,7.8247261345852905,178.57142857142858,7.118451025056947,10.351966873706004,63.840653728294185,24.01998462720984,931.1134002185929,30
3376,Lobby Lobster #3376,17.97785128721415,8.112668743509866,769.2307692307693,62.18905472636816,10.351966873706004,27.85204991087344,25.59377559377559,921.3081363662166,31
5249,Lobby Lobster #5249,10.474275180157532,555.5555555555555,178.57142857142858,24.461839530332682,18.58045336306206,96.30200308166411,26.216442953020135,910.1619982352206,32
8090,Lobby Lobster #8090,15.881082454580104,29.61383558398484,769.2307692307693,37.0919881305638,9.610579325721755,18.720982477160405,24.920255183413076,905.0694923861934,33
9983,Lobby Lobster #9983,639.386189258312,79.82120051085569,42.918454935622314,7.378984651711924,9.610579325721755,96.30200308166411,24.920255183413076,900.3376669473009,34
7469,Lobby Lobster #7469,21.468441391154997,8.112668743509866,769.2307692307693,12.794268167860798,43.13319530710835,18.971012293215967,24.920255183413076,898.6306103170323,35
4418,Lobby Lobster #4418,639.386189258312,8.112668743509866,178.57142857142858,7.378984651711924,13.033051819414034,18.417562988065416,23.92802450229709,888.827910534739,36
6206,Lobby Lobster #6206,11.897963068722634,8.179557649522314,769.2307692307693,31.887755102040817,26.19172341540073,14.169122647925642,25.59377559377559,887.150666708157,37
8834,Lobby Lobster #8834,13.860398070632588,8.179557649522314,769.2307692307693,24.461839530332682,22.0031684562577,18.417562988065416,24.01998462720984,880.17328055279,38
9533,Lobby Lobster #9533,15.881082454580104,29.61383558398484,769.2307692307693,8.316699933466401,8.518468038707919,18.417562988065416,24.920255183413076,874.8986734129871,39
4386,Lobby Lobster #4386,39.63849690819724,7.8247261345852905,769.2307692307693,7.118451025056947,9.610579325721755,14.169122647925642,25.59377559377559,873.1859208660318,40
682,Lobby Lobster #682,11.897963068722634,29.61383558398484,769.2307692307693,7.118451025056947,9.610579325721755,17.78346848769384,25.59377559377559,870.848842315725,41
497,Lobby Lobster #497,21.468441391154997,8.179557649522314,769.2307692307693,12.794268167860798,9.610579325721755,17.78346848769384,24.920255183413076,863.9873394361362,42
8524,Lobby Lobster #8524,13.860398070632588,8.735150244584206,769.2307692307693,12.794268167860798,13.033051819414034,18.690191387559807,25.080256821829856,861.4240857426505,43
6354,Lobby Lobster #6354,12.888591019229779,8.179557649522314,769.2307692307693,8.316699933466401,18.58045336306206,18.720982477160405,25.040064102564102,860.9571177757743,44
9285,Lobby Lobster #9285,190.98548510313213,555.5555555555555,14.43001443001443,46.81647940074905,8.518468038707919,18.971012293215967,24.01998462720984,859.296999448585,45
1236,Lobby Lobster #1236,639.386189258312,7.8247261345852905,35.2112676056338,113.63636363636364,15.46168594223514,17.6728403789057,25.365259740259738,854.5583326962952,46
937,Lobby Lobster #937,17.97785128721415,555.5555555555555,178.57142857142858,7.378984651711924,15.46168594223514,52.854122621564485,25.040064102564102,852.8396927322738,47
3101,Lobby Lobster #3101,12.888591019229779,7.8247261345852905,769.2307692307693,7.118451025056947,10.351966873706004,19.901289603566312,23.92802450229709,851.2438183892107,48
5004,Lobby Lobster #5004,201.450443190975,375.37537537537537,178.57142857142858,7.118451025056947,9.610579325721755,17.78346848769384,23.92802450229709,813.8377704785487,49
4758,Lobby Lobster #4758,33.42245989304813,8.179557649522314,14.43001443001443,113.63636363636364,13.033051819414034,598.0861244019138,24.920255183413076,805.7078270136894,50
5691,Lobby Lobster #5691,639.386189258312,53.41880341880342,42.918454935622314,7.378984651711924,7.4500104300146015,19.458281444582813,26.216442953020135,796.2271670920672,51
