TOKEN_ID,TOKEN_NAME,Background,Body,Bodygear,Earring,Eyes,Headgear,Mane,Mouth,Signature Series,NUM_TRAITS,RARITY_SCORE,Rank
2349,#2349,2569.4444444444443,2569.4444444444443,1644.4444444444443,5138.888888888889,1787.4396135265702,2055.555555555555,1111.111111111111,1522.633744855967,37000.0,20555.555555555555,75954.51780282697,1
7384,#7384,2569.4444444444443,2569.4444444444443,1644.4444444444443,5138.888888888889,1787.4396135265702,2055.555555555555,1111.111111111111,1522.633744855967,37000.0,20555.555555555555,75954.51780282697,2
6483,#6483,2569.4444444444443,2569.4444444444443,1644.4444444444443,5138.888888888889,1787.4396135265702,2055.555555555555,1111.111111111111,1522.633744855967,37000.0,20555.555555555555,75954.51780282697,3
16,#16,2569.4444444444443,2569.4444444444443,1644.4444444444443,5138.888888888889,1787.4396135265702,2055.555555555555,1111.111111111111,1522.633744855967,37000.0,20555.555555555555,75954.51780282697,4
3912,#3912,2569.4444444444443,2569.4444444444443,1644.4444444444443,5138.888888888889,1787.4396135265702,2055.555555555555,1111.111111111111,1522.633744855967,37000.0,20555.555555555555,75954.51780282697,5
1685,#1685,2569.4444444444443,2569.4444444444443,1644.4444444444443,5138.888888888889,1787.4396135265702,2055.555555555555,1111.111111111111,1522.633744855967,37000.0,20555.555555555555,75954.51780282697,6
9431,#9431,2569.4444444444443,2569.4444444444443,1644.4444444444443,5138.888888888889,1787.4396135265702,2055.555555555555,1111.111111111111,1522.633744855967,37000.0,20555.555555555555,75954.51780282697,7
678,#678,2569.4444444444443,2569.4444444444443,1644.4444444444443,5138.888888888889,1787.4396135265702,2055.555555555555,1111.111111111111,1522.633744855967,37000.0,20555.555555555555,75954.51780282697,8
5454,#5454,2569.4444444444443,2569.4444444444443,1644.4444444444443,5138.888888888889,1787.4396135265702,2055.555555555555,1111.111111111111,1522.633744855967,37000.0,20555.555555555555,75954.51780282697,9
2,#2,206.47321428571428,125.67934782608695,146.53465346534654,261.2994350282486,165.8449125952488,169.72477064220183,45.24886877828054,73.67582636399841,3.7033329996997293,18.516664998498648,1216.7010269833243,10
20,#20,113.91625615763547,125.67934782608695,146.53465346534654,261.2994350282486,53.80253017304057,181.37254901960782,54.94505494505494,62.2895622895623,3.7033329996997293,18.516664998498648,1022.0593869027816,11
14,#14,121.71052631578948,33.36940836940837,33.18385650224215,261.2994350282486,60.025957170668406,169.72477064220183,45.24886877828054,40.543502081963624,3.7033329996997293,18.516664998498648,787.3263228870013,12
23,#23,206.47321428571428,125.67934782608695,31.092436974789916,261.2994350282486,15.740661958648857,4.475084663763909,54.94505494505494,45.07797270955165,3.7033329996997293,18.516664998498648,767.0032063900575,13
4482,#4482,23.19458375125376,33.465991316931984,30.76923076923077,261.2994350282486,57.453416149068325,181.37254901960782,48.543689320388346,75.7110701862083,3.7033329996997293,18.516664998498648,734.0299635391362,14
7454,#7454,55.58894230769231,46.342685370741485,33.18385650224215,261.2994350282486,38.857382902751525,169.72477064220183,45.662100456621005,35.50182306658991,3.7033329996997293,18.516664998498648,708.3809942752871,15
1069,#1069,206.47321428571428,46.06573705179282,29.898989898989896,261.2994350282486,16.233054007809418,37.29838709677419,14.326647564469914,73.67582636399841,3.7033329996997293,18.516664998498648,707.4912892959958,16
9253,#9253,21.857277882797728,45.43222003929272,159.13978494623657,261.2994350282486,39.81919931123547,95.36082474226804,25.839793281653748,16.855724112796686,3.7033329996997293,18.516664998498648,687.824257342728,17
3370,#3370,121.71052631578948,72.0404984423676,146.53465346534654,6.110450521865504,33.03276493170253,181.37254901960782,54.94505494505494,46.93049213597159,3.7033329996997293,18.516664998498648,684.8969877759043,18
7361,#7361,206.47321428571428,125.67934782608695,29.6,168.7956204379562,51.39602722600361,4.475084663763909,54.94505494505494,16.855724112796686,3.7033329996997293,18.516664998498648,680.440071495575,19
6358,#6358,21.857277882797728,125.67934782608695,152.57731958762886,168.7956204379562,51.39602722600361,37.29838709677419,52.631578947368425,40.543502081963624,3.7033329996997293,18.516664998498648,672.9990590847779,20
5629,#5629,78.92491467576791,72.0404984423676,30.142566191446033,168.7956204379562,31.481323917297715,169.72477064220183,50.25125628140703,44.783345436940216,3.7033329996997293,18.516664998498648,668.3642940235828,21
7,#7,57.524875621890544,125.67934782608695,29.482071713147413,6.110450521865504,165.8449125952488,169.72477064220183,25.839793281653748,62.2895622895623,3.7033329996997293,18.516664998498648,664.7157824898554,22
8798,#8798,206.47321428571428,76.57284768211919,42.89855072463768,149.67637540453072,15.740661958648857,47.68041237113402,36.36363636363637,65.56796030480241,3.7033329996997293,18.516664998498648,663.1936570934218,23
347,#347,78.92491467576791,31.940607734806623,159.13978494623657,261.2994350282486,15.740661958648857,46.365914786967416,36.36363636363637,9.099404849736855,3.7033329996997293,18.516664998498648,661.0943583422475,24
9836,#9836,206.47321428571428,46.342685370741485,28.516377649325623,149.67637540453072,60.025957170668406,46.365914786967416,48.543689320388346,44.205495818399044,3.7033329996997293,18.516664998498648,652.3697078049337,25
2683,#2683,23.358585858585855,8.19454287739192,28.90625,261.2994350282486,52.91762013729977,169.72477064220183,46.51162790697675,29.597632189424846,3.7033329996997293,18.516664998498648,642.7304626383279,26
285,#285,80.57491289198606,76.57284768211919,159.13978494623657,168.7956204379562,33.30632820235845,36.852589641434264,47.84688995215311,16.855724112796686,3.7033329996997293,18.516664998498648,642.1646958652389,27
