TOKEN_ID,TOKEN_NAME,Background,Body,Neck,Hair,Accessories,Masks,Tattoo,RARITY_SCORE,Rank
216,Immortalz #215,995.2941176470589,20304.0,18458.18181818182,4512.0,5.602030680940294,4512.0,15618.461538461539,64405.539504971355,1
3853,Immortalz #3852,33.1764705882353,24.403846153846157,45.80193999548839,38.896551724137936,80.92467118373854,4512.0,5.25520240190496,4740.458682047351,2
183,Immortalz #182,32.27980922098569,24.640776699029125,42.72727272727273,41.39449541284404,5.602030680940294,4512.0,5.25520240190496,4663.899587142977,3
4176,Immortalz #4175,39.548110634982464,22.89064261555806,10.806898020012774,38.56410256410256,5.602030680940294,4512.0,5.25520240190496,4634.666986917501,4
3878,Immortalz #3877,30.624434389140273,22.660714285714285,10.806898020012774,37.289256198347104,5.602030680940294,4512.0,5.25520240190496,4624.23853597606,5
3368,Immortalz #3367,32.27980922098569,2030.4,45.80193999548839,38.23728813559322,87.74416594641313,2256.0,89.24835164835167,4579.711554946832,6
1246,Immortalz #1245,238.87058823529412,2538.0,209.7520661157025,41.77777777777778,5.602030680940294,155.58620689655174,5.25520240190496,3194.8438721081716,7
3980,Immortalz #3979,34.124369747899166,2538.0,41.201298701298704,41.39449541284404,87.74416594641313,29.68421052631579,5.25520240190496,2777.4037427366757,8
4189,Immortalz #4188,37.09170624771648,2538.0,10.806898020012774,10.324942791762014,79.68602825745683,33.1764705882353,5.25520240190496,2714.3412483070883,9
1005,Immortalz #1004,32.45524296675192,2538.0,42.82640793081629,45.57575757575758,5.602030680940294,31.333333333333336,5.25520240190496,2701.047974889505,10
239,Immortalz #238,36.19251336898395,2538.0,42.72727272727273,40.285714285714285,5.602030680940294,32.934306569343065,5.25520240190496,2700.997040034159,11
221,Immortalz #220,33.93048128342246,2538.0,45.80193999548839,41.77777777777778,5.602030680940294,28.024844720496894,5.25520240190496,2698.392276860031,12
3895,Immortalz #3894,35.1280276816609,2538.0,10.806898020012774,45.57575757575758,5.602030680940294,32.22857142857143,5.25520240190496,2672.596487788848,13
2198,Immortalz #2197,35.54621848739496,2538.0,10.806898020012774,40.285714285714285,5.602030680940294,31.552447552447553,5.25520240190496,2667.048511428415,14
3696,Immortalz #3695,170.6218487394958,24.403846153846157,40.74653822998194,2256.0,5.602030680940294,28.024844720496894,5.25520240190496,2530.6543109266663,15
3381,Immortalz #3380,35.75907009510391,22.660714285714285,10.806898020012774,2256.0,78.48473134905298,25.93103448275862,87.74416594641313,2517.386614179056,16
3999,Immortalz #3998,35.75907009510391,22.660714285714285,41.201298701298704,38.56410256410256,5.602030680940294,2256.0,5.25520240190496,2405.0424187290646,17
2181,Immortalz #2180,170.6218487394958,2030.4,41.201298701298704,40.285714285714285,82.20242914979758,33.67164179104478,5.25520240190496,2403.6381350692564,18
3983,Immortalz #3982,34.124369747899166,2030.4,41.201298701298704,48.0,90.28012449977768,34.97674418604651,80.50753370340999,2359.4900708384316,19
1913,Immortalz #1912,35.1280276816609,2030.4,41.201298701298704,39.23478260869565,5.602030680940294,155.58620689655174,5.25520240190496,2312.4075489710526,20
1085,Immortalz #1084,34.124369747899166,2030.4,42.72727272727273,62.66666666666667,5.602030680940294,28.556962025316455,88.23989569752284,2292.317197545618,21
720,Immortalz #719,36.413199426111916,2030.4,44.05293990019527,41.39449541284404,5.602030680940294,34.97674418604651,89.24835164835167,2282.08776125449,22
2830,Immortalz #2829,36.86274509803921,223.1208791208791,175.79220779220782,41.77777777777778,5.602030680940294,30.693877551020407,1735.3846153846157,2249.2341334054804,23
3274,Immortalz #3273,36.86274509803921,2030.4,10.806898020012774,44.23529411764706,5.602030680940294,32.934306569343065,87.74416594641313,2248.5854404323954,24
1624,Immortalz #1623,36.86274509803921,2030.4,10.806898020012774,44.23529411764706,78.48473134905298,31.774647887323948,5.25520240190496,2237.8195188739815,25
514,Immortalz #513,34.719562243502054,199.05882352941177,175.79220779220782,39.578947368421055,5.602030680940294,34.97674418604651,1735.3846153846157,2225.112931185145,26
3288,Immortalz #3287,36.19251336898395,24.640776699029125,10.806898020012774,45.12,325.3846153846154,29.68421052631579,1735.3846153846157,2207.213629383573,27
2395,Immortalz #2394,38.28054298642534,2030.4,42.82640793081629,38.56410256410256,5.602030680940294,31.552447552447553,5.25520240190496,2192.4807341166374,28
2048,Immortalz #2047,32.27980922098569,2030.4,10.806898020012774,37.91596638655462,5.602030680940294,32.934306569343065,5.25520240190496,2155.1942132797417,29
56,Immortalz #55,35.75907009510391,22.660714285714285,209.7520661157025,10.324942791762014,5.602030680940294,25.782857142857146,1735.3846153846157,2045.2662964966958,30
1406,Immortalz #1405,36.86274509803921,24.640776699029125,45.80193999548839,39.23478260869565,5.602030680940294,118.73684210526316,1735.3846153846157,2006.2637325720716,31
2627,Immortalz #2626,34.32048681541582,22.89064261555806,10.806898020012774,41.77777777777778,5.602030680940294,145.54838709677418,1735.3846153846157,1996.3308383910946,32
2856,Immortalz #2855,33.93048128342246,23.581881533101043,45.80193999548839,37.289256198347104,84.42411642411643,31.552447552447553,1735.3846153846157,1991.9647383715387,33
2029,Immortalz #2028,30.624434389140273,24.640776699029125,45.80193999548839,38.23728813559322,84.42411642411643,30.693877551020407,1735.3846153846157,1989.8070485790035,34
3103,Immortalz #3102,34.124369747899166,23.581881533101043,45.80193999548839,38.56410256410256,78.48473134905298,32.69565217391305,1735.3846153846157,1988.637292748173,35
1153,Immortalz #1152,36.86274509803921,24.640776699029125,42.82640793081629,40.648648648648646,78.48473134905298,28.738853503184714,1735.3846153846157,1987.5867786133867,36
2999,Immortalz #2998,32.45524296675192,23.581881533101043,10.806898020012774,38.23728813559322,82.20242914979758,25.782857142857146,1735.3846153846157,1948.4512123327295,37
976,Immortalz #975,33.93048128342246,22.89064261555806,45.80193999548839,45.57575757575758,5.602030680940294,34.18181818181818,1735.3846153846157,1923.3672857176007,38
1410,Immortalz #1409,33.1764705882353,22.89064261555806,42.82640793081629,45.57575757575758,5.602030680940294,28.024844720496894,1735.3846153846157,1913.4807694964202,39
2108,Immortalz #2107,34.124369747899166,24.640776699029125,40.74653822998194,41.77777777777778,5.602030680940294,29.68421052631579,1735.3846153846157,1911.9603190465598,40
1369,Immortalz #1368,35.75907009510391,24.640776699029125,10.806898020012774,45.57575757575758,5.602030680940294,31.552447552447553,1735.3846153846157,1889.321596007907,41
1574,Immortalz #1573,35.54621848739496,24.640776699029125,42.82640793081629,10.324942791762014,5.602030680940294,31.552447552447553,1735.3846153846157,1885.877439527006,42
4424,Immortalz #4423,35.974486180014175,24.640776699029125,10.806898020012774,37.289256198347104,5.602030680940294,33.67164179104478,1735.3846153846157,1883.369704954004,43
2364,Immortalz #2363,36.413199426111916,22.660714285714285,10.806898020012774,10.324942791762014,5.602030680940294,28.556962025316455,1735.3846153846157,1849.7493626144735,44
3578,Immortalz #3577,34.124369747899166,22.89064261555806,42.82640793081629,41.77777777777778,87.74416594641313,1504.0,91.33603238866397,1824.6993964071285,45
2592,Immortalz #2591,36.86274509803921,24.640776699029125,10.806898020012774,10.324942791762014,83.97022332506205,1504.0,5.25520240190496,1675.86078833581,46
4240,Immortalz #4239,32.45524296675192,22.660714285714285,42.72727272727273,38.896551724137936,5.602030680940294,1504.0,5.25520240190496,1651.597014786722,47
902,Immortalz #901,35.75907009510391,24.403846153846157,45.80193999548839,902.4,332.3076923076923,33.67164179104478,5.25520240190496,1379.5993927450804,48
3325,Immortalz #3324,34.124369747899166,24.640776699029125,42.72727272727273,51.27272727272727,5.602030680940294,1128.0,89.24835164835167,1375.6155287762203,49
1120,Immortalz #1119,36.413199426111916,23.581881533101043,42.72727272727273,1128.0,5.602030680940294,31.333333333333336,88.23989569752284,1355.8976133982821,50
304,Immortalz #303,229.68325791855204,23.581881533101043,40.74653822998194,41.77777777777778,84.42411642411643,902.4,5.25520240190496,1327.868774285434,51
