TOKEN_ID,TOKEN_NAME,Background,Skin,Outfit,Hat,Blowhole Ring,Eyes,Mouth,Fin,NUM_TRAITS,RARITY_SCORE,Rank
9124,UNKNOWN,48.66431973493477,364.9068322981367,5.595970900951315,6.397168912481284,9.468170829975826,279.76190476190476,290.12345679012344,6.366493281317728,6527.777777777778,7539.062095287604,1
7760,UNKNOWN,48.388757335529704,364.9068322981367,5.595970900951315,6.397168912481284,9.468170829975826,279.76190476190476,290.12345679012344,6.366493281317728,6527.777777777778,7538.786532888199,2
208,UNKNOWN,46.5946267472985,364.9068322981367,5.595970900951315,6.397168912481284,9.468170829975826,279.76190476190476,290.12345679012344,6.366493281317728,6527.777777777778,7536.992402299968,3
6935,UNKNOWN,48.388757335529704,364.9068322981367,5.595970900951315,6.397168912481284,9.468170829975826,38.062844185293166,290.12345679012344,6.366493281317728,6527.777777777778,7297.087472311588,4
2914,UNKNOWN,48.66431973493477,364.9068322981367,5.595970900951315,6.397168912481284,9.468170829975826,33.774073009485484,290.12345679012344,6.366493281317728,6527.777777777778,7293.074263535185,5
8167,UNKNOWN,48.388757335529704,364.9068322981367,5.595970900951315,6.397168912481284,9.468170829975826,32.34241673548032,290.12345679012344,6.366493281317728,6527.777777777778,7291.367044861775,6
5142,UNKNOWN,43.02847203149318,364.9068322981367,5.595970900951315,6.397168912481284,9.468170829975826,33.107917723302336,290.12345679012344,6.366493281317728,6527.777777777778,7286.77226054556,7
5783,UNKNOWN,48.94303863376028,364.9068322981367,5.595970900951315,6.397168912481284,9.468170829975826,22.028496437945254,290.12345679012344,6.366493281317728,6527.777777777778,7281.60740586247,8
7719,UNKNOWN,43.02847203149318,364.9068322981367,5.595970900951315,6.397168912481284,9.468170829975826,16.521372328458945,290.12345679012344,6.366493281317728,6527.777777777778,7270.1857151507165,9
6073,UNKNOWN,48.94303863376028,364.9068322981367,5.595970900951315,6.397168912481284,9.468170829975826,8.670306965761512,290.12345679012344,6.366493281317728,6527.777777777778,7268.249216390286,10
3766,UNKNOWN,47.79336994102095,364.9068322981367,5.595970900951315,6.397168912481284,9.468170829975826,8.670306965761512,290.12345679012344,6.366493281317728,6527.777777777778,7267.099547697547,11
567,UNKNOWN,43.02847203149318,364.9068322981367,5.595970900951315,6.397168912481284,9.468170829975826,8.670306965761512,290.12345679012344,6.366493281317728,6527.777777777778,7262.334649788019,12
6494,UNKNOWN,46.392261375974726,364.9068322981367,285.7142857142857,505.37634408602145,9.468170829975826,22.994129158512724,290.12345679012344,1108.4905660377358,17.334218484915542,2650.800264775682,13
5121,UNKNOWN,46.392261375974726,364.9068322981367,204.08163265306123,176.02996254681648,9.468170829975826,493.69747899159665,290.12345679012344,570.3883495145631,17.334218484915542,2172.4223634851637,14
3941,UNKNOWN,48.66431973493477,390.36544850498336,64.93506493506493,74.6031746031746,115.76354679802957,16.521372328458945,11.432185250048647,1108.4905660377358,323.69146005509646,2154.467138247527,15
9546,UNKNOWN,46.392261375974726,37.93381759483455,36.63003663003663,49.42166140904311,44.847328244274806,33.774073009485484,414.4620811287478,1108.4905660377358,323.69146005509646,2095.643285485229,16
6576,UNKNOWN,44.69379992392544,23.297313373649253,36.63003663003663,505.37634408602145,439.25233644859816,16.521372328458945,19.18523961139685,652.7777777777778,323.69146005509646,2061.425680234961,17
973,UNKNOWN,48.388757335529704,23.297313373649253,58.13953488372093,505.37634408602145,88.34586466165415,33.774073009485484,94.60547504025766,876.8656716417911,323.69146005509646,2052.4844940872063,18
2899,UNKNOWN,46.5946267472985,27.608082706766915,41.32231404958678,256.83060109289613,44.847328244274806,159.86394557823127,19.18523961139685,1108.4905660377358,323.69146005509646,2028.4341641232834,19
7214,UNKNOWN,49.91503823279525,364.9068322981367,5.595970900951315,27.53368482718219,88.34586466165415,493.69747899159665,290.12345679012344,652.7777777777778,17.334218484915542,1990.2303229651332,20
7547,UNKNOWN,48.94303863376028,20.851818988464952,30.211480362537767,217.59259259259258,44.847328244274806,43.82693024990675,62.169312169312164,1108.4905660377358,323.69146005509646,1900.6245273336815,21
4901,UNKNOWN,46.392261375974726,390.36544850498336,30.211480362537767,256.83060109289613,184.31372549019608,37.805662805662806,42.3194669547992,570.3883495145631,323.69146005509646,1882.3184561567095,22
4947,UNKNOWN,47.79336994102095,23.297313373649253,51.02040816326531,39.763113367174284,439.25233644859816,58.89724310776942,19.99319380636379,876.8656716417911,323.69146005509646,1880.5741099047289,23
2188,UNKNOWN,48.94303863376028,23.996732359848874,125.0,113.52657004830918,32.86713286713287,37.805662805662806,23.587272909766135,1108.4905660377358,323.69146005509646,1837.9084357173124,24
3737,UNKNOWN,48.388757335529704,23.297313373649253,43.47826086956522,77.55775577557756,44.847328244274806,151.22265122265122,11.432185250048647,1108.4905660377358,323.69146005509646,1832.4062781641287,25
2731,UNKNOWN,47.79336994102095,37.93381759483455,68.4931506849315,68.41339155749635,115.76354679802957,43.82693024990675,11.432185250048647,1108.4905660377358,323.69146005509646,1825.8384181691006,26
5915,UNKNOWN,47.79336994102095,42.65746959520784,51.02040816326531,39.763113367174284,85.76642335766424,8.670306965761512,94.60547504025766,1108.4905660377358,323.69146005509646,1802.458592523184,27
5608,UNKNOWN,43.02847203149318,72.66542980828696,70.4225352112676,113.52657004830918,44.847328244274806,8.670306965761512,11.432185250048647,1108.4905660377358,323.69146005509646,1796.7748536522743,28
9195,UNKNOWN,44.69379992392544,685.1311953352771,77.51937984496124,29.50408035153798,184.31372549019608,43.82693024990675,43.66406540319584,362.65432098765433,323.69146005509646,1794.998957641751,29
475,UNKNOWN,46.042319749216304,20.851818988464952,65.78947368421052,180.07662835249042,195.02074688796682,37.805662805662806,42.3194669547992,876.8656716417911,323.69146005509646,1788.4632491196987,30
