TOKEN_ID,TOKEN_NAME,Background,Fur,Feet,Neck,Mouth,Eyes,Back,Head,RARITY_SCORE,Rank
8800,UNKNOWN,28.4386672151378,227.41578947368424,3.5249632892804694,177.8148148148148,5.430995475113122,26.60652709359606,86.15952143569291,327.3409090909091,882.7321878882286,1
4020,UNKNOWN,29.418893617021276,112.5234375,76.816,2.7073308270676697,35.69516728624535,36.61779661016949,260.68778280542983,327.3409090909091,881.8073177368427,2
824,UNKNOWN,28.4386672151378,35.76903973509934,80.35146443514644,173.53012048192772,49.49484536082474,33.8628526645768,350.580121703854,51.60053739364084,803.6276489902076,3
7342,UNKNOWN,29.418893617021276,79.13736263736264,3.5249632892804694,248.32758620689657,35.69516728624535,100.02083333333336,138.32412965186074,151.8102766798419,786.2592127018423,4
5319,UNKNOWN,28.4386672151378,227.41578947368424,54.095774647887325,248.32758620689657,41.38793103448276,8.393356643356645,3.3111296301617865,168.950146627566,780.3203814791732,5
2660,UNKNOWN,87.07103274559194,21.32724580454097,62.35064935064935,2.7073308270676697,32.54915254237288,45.57911392405063,350.580121703854,171.71982116244413,773.8844680605716,6
7206,UNKNOWN,29.418893617021276,79.13736263736264,93.6780487804878,2.7073308270676697,49.24102564102564,6.40702846975089,175.290060851927,327.3409090909091,763.220659915552,7
7482,UNKNOWN,28.4386672151378,194.63513513513516,42.5809312638581,177.8148148148148,118.5432098765432,36.61779661016949,119.60968858131488,43.64545454545455,761.885698042428,8
5908,UNKNOWN,28.627080745341612,96.44866071428572,51.623655913978496,177.8148148148148,27.43428571428571,161.22761194029852,117.53553213192792,79.96113809854268,740.6727800734755,9
5497,UNKNOWN,29.418893617021276,125.60755813953489,83.86026200873363,125.24347826086957,54.248587570621474,61.37642045454545,186.54722072315164,73.2511125238398,739.5535332983177,10
1665,UNKNOWN,29.418893617021276,75.80526315789474,109.73714285714284,2.7073308270676697,80.01666666666667,28.278141361256544,350.580121703854,58.1939393939394,734.7374995848431,11
2231,UNKNOWN,28.627080745341612,55.254475703324815,93.6780487804878,2.7073308270676697,118.5432098765432,35.18648208469055,350.580121703854,38.94018249408584,723.5169322153955,12
