TOKEN_ID,TOKEN_NAME,background,fur,expression,eyes,clothing,clothing_color,joint_count,last_metadata_update,extras,First 100 Cats,rarity_score,rarity_rank,bcmd_version,paid_endorsement,sneaky_custom,sneaky_custom_date,collaborator,on-contract_collaboration,NUM_TRAITS,RARITY_SCORE,Rank
1026,Blazed Cat #1026,12526.648902821316,5373.858257127488,9672.736735089078,6766.460647520997,15658.311128526648,5538.923541805278,4884.131465727975,6972.363553880515,4493.523974451242,2549.770929045431,17725.341554293824,9995.0,9995.0,419748.00420168065,1998000.5000000005,1387500.347222222,1999.8003202882596,1999.8003202882596,6660001.666666668,10581402.189421438,11
6789,Blazed Cat #6789,12526.648902821316,18500.00462962963,9871.543972332016,6766.460647520997,87631.60087719299,11408.019298846637,4884.131465727975,6972.363553880515,4493.523974451242,2549.770929045431,17725.341554293824,9995.0,9995.0,5057.716940056704,2497500.625,1387500.347222222,1999.8003202882596,1999.8003202882596,951428.8095238096,5048806.509132407,12
1110,Blazed Cat #1110,11409.322179077204,9207.375576036866,12588.208795362903,6766.460647520997,15633.806729264476,5538.923541805278,24819.881987577643,5976.311617611869,10730.400107411388,2549.770929045431,35450.68310858765,9995.0,9995.0,5057.716940056704,2497500.625,1387500.347222222,1999.8003202882596,1999.8003202882596,951428.8095238096,5006148.244545966,13
9549,Blazed Cat #9549,43662.59833916084,7516.931903686984,12588.208795362903,6766.460647520997,6546.528505897772,23270.44607500582,4884.131465727975,6972.363553880515,4493.523974451242,2549.770929045431,5064.383301226807,9995.0,9995.0,5057.716940056704,2497500.625,1387500.347222222,1999.8003202882596,1999.8003202882596,951428.8095238096,4989792.446817632,14
5159,Blazed Cat #5159,11409.322179077204,5216.711488250653,5977.74204164672,6766.460647520997,19743.087944664032,4503.043723236421,4884.131465727975,5976.311617611869,4493.523974451242,2549.770929045431,5908.447184764609,9995.0,9995.0,5057.716940056704,2497500.625,1387500.347222222,1999.8003202882596,1999.8003202882596,951428.8095238096,4942905.652522662,15
7220,Blazed Cat #7220,9054.656485090183,9207.375576036866,9672.736735089078,6766.460647520997,5333.690603310198,11066.802370665779,4884.131465727975,5976.311617611869,4493.523974451242,2549.770929045431,5064.383301226807,9995.0,9995.0,5057.716940056704,2497500.625,1387500.347222222,1999.8003202882596,1999.8003202882596,951428.8095238096,4939546.943032441,16
8905,Blazed Cat #8905,7505.636739293764,195882.4019607843,5977.74204164672,6766.460647520997,6546.528505897772,11066.802370665779,12551.831260208568,10458.54533082077,7107.286923733637,2549.770929045431,17725.341554293824,9995.0,9995.0,5057.716940056704,1998000.5000000005,1387500.347222222,1999.8003202882596,1999.8003202882596,951428.8095238096,4650115.3225905765,17
2583,Blazed Cat #2583,7505.636739293764,7666.924405218727,12860.456359423273,19115.96345197091,7389.055103550296,4503.043723236421,4540.703831644017,13944.72710776103,34639.398404993066,2549.770929045431,8862.670777146912,9995.0,9995.0,5057.716940056704,1998000.5000000005,1387500.347222222,1999.8003202882596,1999.8003202882596,951428.8095238096,4489555.325159949,18
9715,Blazed Cat #9715,5270.934680525511,9652.176328502417,20708.96040630182,6766.460647520997,3715.1366679062853,9076.044789679294,24819.881987577643,8366.836264656618,10730.400107411388,2549.770929045431,17725.341554293824,9995.0,9995.0,5057.716940056704,1998000.5000000005,1387500.347222222,1999.8003202882596,1999.8003202882596,951428.8095238096,4485358.918690086,19
7621,Blazed Cat #7621,7089.633453977716,5373.858257127488,9871.543972332016,6766.460647520997,19743.087944664032,4503.043723236421,4540.703831644017,8366.836264656618,31160.332189644418,2549.770929045431,7090.136621717531,9995.0,9995.0,5057.716940056704,1998000.5000000005,1387500.347222222,1999.8003202882596,1999.8003202882596,951428.8095238096,4473032.382162232,20
6303,Blazed Cat #6303,10499.214398318445,9207.375576036866,20708.96040630182,6766.460647520997,6546.528505897772,7124.520396519754,4540.703831644017,10458.54533082077,10730.400107411388,2549.770929045431,7090.136621717531,9995.0,9995.0,5057.716940056704,1998000.5000000005,1387500.347222222,1999.8003202882596,1999.8003202882596,951428.8095238096,4462199.5910779,21
5963,Blazed Cat #5963,7505.636739293764,14011.223702664798,12588.208795362903,6766.460647520997,7389.055103550296,5538.923541805278,4884.131465727975,10458.54533082077,4493.523974451242,2549.770929045431,11816.894369529218,9995.0,9995.0,5057.716940056704,1998000.5000000005,1387500.347222222,1999.8003202882596,1999.8003202882596,951428.8095238096,4453979.348926438,22
3238,Blazed Cat #3238,12526.648902821316,5216.711488250653,5977.74204164672,6766.460647520997,7389.055103550296,11408.019298846637,4884.131465727975,13944.72710776103,4493.523974451242,2549.770929045431,7090.136621717531,9995.0,9995.0,5057.716940056704,1998000.5000000005,1387500.347222222,1999.8003202882596,1999.8003202882596,951428.8095238096,4448223.901908005,23
1526,Blazed Cat #1526,7505.636739293764,18500.00462962963,5977.74204164672,6766.460647520997,5333.690603310198,4503.043723236421,4540.703831644017,6972.363553880515,10730.400107411388,2549.770929045431,3938.9647898430717,9995.0,9995.0,5057.716940056704,1998000.5000000005,1387500.347222222,1999.8003202882596,1999.8003202882596,951428.8095238096,4443295.755923127,24
9,Blazed Cat #9,7505.636739293764,5373.858257127488,8831.331771570014,6766.460647520997,87631.60087719299,11408.019298846637,16575.41480006637,10458.54533082077,10008.016930474856,2497500.625,35450.68310858765,9995.0,9995.0,5057.716940056704,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,2795102.75595135,25
1,Blazed Cat #1,12526.648902821316,5373.858257127488,5977.74204164672,6766.460647520997,15658.311128526648,56632.66723356009,4540.703831644017,41834.18132328308,7107.286923733637,2497500.625,8862.670777146912,9995.0,9995.0,5057.716940056704,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,2760373.719256859,26
7,Blazed Cat #7,12526.648902821316,7516.931903686984,9114.965784671533,6766.460647520997,7389.055103550296,11408.019298846637,24819.881987577643,13944.72710776103,34639.398404993066,2497500.625,35450.68310858765,9995.0,9995.0,5057.716940056704,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,2758669.960439865,27
4,Blazed Cat #4,10499.214398318445,14011.223702664798,5977.74204164672,19115.96345197091,7389.055103550296,4503.043723236421,10869.331411163095,13944.72710776103,38781.06560559006,2497500.625,35450.68310858765,9995.0,9995.0,5057.716940056704,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,2755635.2378443372,28
10,Blazed Cat #10,11409.322179077204,9207.375576036866,5977.74204164672,6766.460647520997,15658.311128526648,56632.66723356009,4540.703831644017,10458.54533082077,3787.535069760389,2497500.625,5908.447184764609,9995.0,9995.0,5057.716940056704,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,2725440.2984132064,29
8,Blazed Cat #8,7089.633453977716,5216.711488250653,5977.74204164672,19115.96345197091,7389.055103550296,11408.019298846637,4540.703831644017,13944.72710776103,31160.332189644418,2497500.625,7090.136621717531,9995.0,9995.0,5057.716940056704,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,2708026.2127788574,30
2,Blazed Cat #2,5270.934680525511,14011.223702664798,9114.965784671533,6766.460647520997,3715.1366679062853,7124.520396519754,4884.131465727975,41834.18132328308,3346.958757705709,2497500.625,8862.670777146912,9995.0,9995.0,5057.716940056704,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,2700024.37239352,31
3,Blazed Cat #3,7089.633453977716,5373.858257127488,9114.965784671533,19115.96345197091,6546.528505897772,7124.520396519754,10869.331411163095,13944.72710776103,10252.465619868639,2497500.625,11816.894369529218,9995.0,9995.0,5057.716940056704,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,2696342.0765483356,32
6,Blazed Cat #6,10499.214398318445,9652.176328502417,9672.736735089078,6766.460647520997,6546.528505897772,11066.802370665779,4884.131465727975,13944.72710776103,3346.958757705709,2497500.625,5908.447184764609,9995.0,9995.0,5057.716940056704,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,2677381.371691802,33
5,Blazed Cat #5,9054.656485090183,7666.924405218727,9114.965784671533,6766.460647520997,3715.1366679062853,4503.043723236421,4540.703831644017,13944.72710776103,3787.535069760389,2497500.625,17725.341554293824,9995.0,9995.0,5057.716940056704,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,2675912.683466952,34
103,Blazed Cat #103,7089.633453977716,5216.711488250653,5977.74204164672,6766.460647520997,6546.528505897772,23270.44607500582,12551.831260208568,6972.363553880515,7107.286923733637,249750.0625,17725.341554293824,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,951428.8095238096,1748647.5904155956,35
15,Blazed Cat #15,5270.934680525511,9652.176328502417,8831.331771570014,19115.96345197091,3715.1366679062853,4503.043723236421,324350.73051948054,8366.836264656618,10252.465619868639,277500.06944444444,7090.136621717531,9995.0,9995.0,5057.716940056704,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,776241.3882837277,36
2524,Blazed Cat #2524,7089.633453977716,195882.4019607843,5977.74204164672,6766.460647520997,5333.690603310198,5538.923541805278,4884.131465727975,13944.72710776103,3346.958757705709,2549.770929045431,7090.136621717531,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,770687.4275824754,37
3646,Blazed Cat #3646,8749.345331932036,195882.4019607843,9871.543972332016,6766.460647520997,5333.690603310198,4503.043723236421,4884.131465727975,10458.54533082077,3346.958757705709,2549.770929045431,4431.335388573456,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,769060.0785624618,38
3287,Blazed Cat #3287,5270.934680525511,14011.223702664798,9672.736735089078,19115.96345197091,87631.60087719299,11408.019298846637,12551.831260208568,13944.72710776103,31160.332189644418,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,755050.6737930095,39
180,Blazed Cat #180,8732.519667832168,7516.931903686984,9672.736735089078,6766.460647520997,3715.1366679062853,4503.043723236421,324350.73051948054,6972.363553880515,14991.000150060026,249750.0625,8862.670777146912,9995.0,9995.0,5057.716940056704,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,743426.2200356885,40
5746,Blazed Cat #5746,7089.633453977716,9652.176328502417,9871.543972332016,6766.460647520997,15658.311128526648,56632.66723356009,12551.831260208568,13944.72710776103,7107.286923733637,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,689557.9425452286,41
141,Blazed Cat #141,9054.656485090183,9207.375576036866,8831.331771570014,19115.96345197091,104062.52604166669,115625.0289351852,10869.331411163095,10458.54533082077,10252.465619868639,249750.0625,35450.68310858765,9995.0,9995.0,5057.716940056704,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,680270.5334218086,42
9361,Blazed Cat #9361,5270.934680525511,7666.924405218727,20708.96040630182,6766.460647520997,15658.311128526648,56632.66723356009,4884.131465727975,5976.311617611869,3346.958757705709,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,677194.9648318049,43
651,Blazed Cat #651,9054.656485090183,14011.223702664798,5977.74204164672,19115.96345197091,6546.528505897772,11066.802370665779,12551.831260208568,10458.54533082077,31160.332189644418,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,670226.9298277155,44
3744,Blazed Cat #3744,43662.59833916084,5216.711488250653,5977.74204164672,6766.460647520997,15658.311128526648,56632.66723356009,4884.131465727975,6972.363553880515,3346.958757705709,2549.770929045431,5908.447184764609,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,669859.0132212627,45
5913,Blazed Cat #5913,5270.934680525511,7516.931903686984,5977.74204164672,19115.96345197091,15658.311128526648,56632.66723356009,4884.131465727975,13944.72710776103,4493.523974451242,2549.770929045431,17725.341554293824,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,666052.8959226687,46
7886,Blazed Cat #7886,7089.633453977716,9207.375576036866,20708.96040630182,19115.96345197091,3715.1366679062853,4503.043723236421,4884.131465727975,41834.18132328308,4493.523974451242,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,665835.254531998,47
7308,Blazed Cat #7308,10499.214398318445,5373.858257127488,5977.74204164672,19115.96345197091,15633.806729264476,5538.923541805278,12551.831260208568,8366.836264656618,31160.332189644418,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,664501.8126237486,48
7818,Blazed Cat #7818,5270.934680525511,7516.931903686984,20708.96040630182,19115.96345197091,3715.1366679062853,7124.520396519754,12551.831260208568,5976.311617611869,31160.332189644418,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,663424.2270634817,49
4851,Blazed Cat #4851,43662.59833916084,7516.931903686984,8831.331771570014,19115.96345197091,5333.690603310198,5538.923541805278,4884.131465727975,10458.54533082077,4493.523974451242,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,660118.9448716098,50
4700,Blazed Cat #4700,8749.345331932036,5216.711488250653,5977.74204164672,19115.96345197091,15633.806729264476,5538.923541805278,12551.831260208568,5229.272665410385,31160.332189644418,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,659457.2331892389,51
9958,Blazed Cat #9958,5270.934680525511,5216.711488250653,9672.736735089078,19115.96345197091,6546.528505897772,11066.802370665779,12551.831260208568,8366.836264656618,31160.332189644418,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,659251.9814360149,52
2602,Blazed Cat #2602,5270.934680525511,60545.469696969696,8831.331771570014,19115.96345197091,3715.1366679062853,7124.520396519754,4884.131465727975,20917.09066164154,4493.523974451242,2549.770929045431,5908.447184764609,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,655639.1713325654,53
285,Blazed Cat #285,8732.519667832168,18500.00462962963,5977.74204164672,6766.460647520997,6546.528505897772,11066.802370665779,12551.831260208568,41834.18132328308,7107.286923733637,2549.770929045431,17725.341554293824,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,651641.3203052301,54
9942,Blazed Cat #9942,7505.636739293764,9652.176328502417,5977.74204164672,6766.460647520997,15658.311128526648,56632.66723356009,4884.131465727975,6972.363553880515,3346.958757705709,2549.770929045431,17725.341554293824,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,649954.4108311767,55
8478,Blazed Cat #8478,11409.322179077204,5216.711488250653,8831.331771570014,19115.96345197091,6546.528505897772,23270.44607500582,4884.131465727975,41834.18132328308,4493.523974451242,2549.770929045431,8862.670777146912,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,649297.4323928994,56
3220,Blazed Cat #3220,12526.648902821316,14011.223702664798,12588.208795362903,6766.460647520997,15633.806729264476,5538.923541805278,12551.831260208568,5976.311617611869,7107.286923733637,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,642984.0066100995,57
2392,Blazed Cat #2392,8732.519667832168,5216.711488250653,20708.96040630182,6766.460647520997,17775.80516014235,5538.923541805278,12551.831260208568,6972.363553880515,7107.286923733637,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,641654.1671387816,58
4593,Blazed Cat #4593,12526.648902821316,7666.924405218727,5977.74204164672,19115.96345197091,3715.1366679062853,9076.044789679294,12551.831260208568,6972.363553880515,31160.332189644418,2549.770929045431,17725.341554293824,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,641320.9501977884,59
4385,Blazed Cat #4385,5270.934680525511,9652.176328502417,12588.208795362903,6766.460647520997,6546.528505897772,23270.44607500582,12551.831260208568,6972.363553880515,7107.286923733637,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,641009.5412597437,60
1572,Blazed Cat #1572,5270.934680525511,14011.223702664798,12588.208795362903,6766.460647520997,6546.528505897772,11066.802370665779,12551.831260208568,13944.72710776103,7107.286923733637,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,640137.3084834465,61
6018,Blazed Cat #6018,7089.633453977716,5216.711488250653,9114.965784671533,19115.96345197091,15658.311128526648,9076.044789679294,4884.131465727975,13944.72710776103,4493.523974451242,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,638877.3171341226,62
2440,Blazed Cat #2440,7505.636739293764,18500.00462962963,12588.208795362903,6766.460647520997,7389.055103550296,11408.019298846637,12551.831260208568,20917.09066164154,7107.286923733637,2549.770929045431,17725.341554293824,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,637291.5569945998,63
5949,Blazed Cat #5949,43662.59833916084,5216.711488250653,9672.736735089078,19115.96345197091,3715.1366679062853,9076.044789679294,4884.131465727975,6972.363553880515,4493.523974451242,2549.770929045431,11816.894369529218,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,633458.726216164,64
2782,Blazed Cat #2782,8749.345331932036,9207.375576036866,8831.331771570014,19115.96345197091,5333.690603310198,4503.043723236421,12551.831260208568,5976.311617611869,31160.332189644418,2549.770929045431,11816.894369529218,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,632078.7412755685,65
2477,Blazed Cat #2477,7505.636739293764,5373.858257127488,9672.736735089078,6766.460647520997,17775.80516014235,5538.923541805278,12551.831260208568,8366.836264656618,7107.286923733637,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,630942.6800186834,66
4086,Blazed Cat #4086,10499.214398318445,5373.858257127488,9114.965784671533,19115.96345197091,3715.1366679062853,4503.043723236421,12551.831260208568,5976.311617611869,31160.332189644418,2549.770929045431,11816.894369529218,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,628660.173100743,67
7283,Blazed Cat #7283,7089.633453977716,7516.931903686984,9672.736735089078,6766.460647520997,5333.690603310198,11066.802370665779,12551.831260208568,10458.54533082077,7107.286923733637,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,627847.2237181193,68
105,Blazed Cat #105,7505.636739293764,195882.4019607843,9114.965784671533,19115.96345197091,3715.1366679062853,4503.043723236421,10869.331411163095,6972.363553880515,10252.465619868639,249750.0625,11816.894369529218,9995.0,9995.0,5057.716940056704,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,627090.8289721531,69
1093,Blazed Cat #1093,7505.636739293764,18500.00462962963,5977.74204164672,6766.460647520997,3715.1366679062853,7124.520396519754,12551.831260208568,6972.363553880515,7107.286923733637,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,626504.2873494455,70
5197,Blazed Cat #5197,9054.656485090183,9652.176328502417,5977.74204164672,6766.460647520997,7389.055103550296,11408.019298846637,12551.831260208568,5976.311617611869,7107.286923733637,2549.770929045431,35450.68310858765,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,626166.8441958169,71
9210,Blazed Cat #9210,10499.214398318445,7516.931903686984,9114.965784671533,6766.460647520997,6546.528505897772,23270.44607500582,4884.131465727975,20917.09066164154,3346.958757705709,2549.770929045431,11816.894369529218,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,619512.243950224,72
1437,Blazed Cat #1437,8732.519667832168,9207.375576036866,8831.331771570014,19115.96345197091,15658.311128526648,5538.923541805278,4884.131465727975,13944.72710776103,4493.523974451242,2549.770929045431,11816.894369529218,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,617056.3234357294,73
4481,Blazed Cat #4481,8732.519667832168,7516.931903686984,5977.74204164672,6766.460647520997,6546.528505897772,23270.44607500582,12551.831260208568,5976.311617611869,7107.286923733637,2549.770929045431,17725.341554293824,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,617004.0215779564,74
9450,Blazed Cat #9450,7089.633453977716,7666.924405218727,9672.736735089078,6766.460647520997,6546.528505897772,23270.44607500582,4884.131465727975,10458.54533082077,3346.958757705709,2549.770929045431,17725.341554293824,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,612260.3283117763,75
573,Blazed Cat #573,5270.934680525511,5216.711488250653,9672.736735089078,19115.96345197091,6546.528505897772,23270.44607500582,4884.131465727975,6972.363553880515,4493.523974451242,2549.770929045431,11816.894369529218,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,612092.8556808466,76
5235,Blazed Cat #5235,9054.656485090183,18500.00462962963,5977.74204164672,6766.460647520997,7389.055103550296,5538.923541805278,12551.831260208568,5976.311617611869,7107.286923733637,2549.770929045431,17725.341554293824,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,611420.235185609,77
6633,Blazed Cat #6633,10499.214398318445,5216.711488250653,20708.96040630182,6766.460647520997,5333.690603310198,5538.923541805278,12551.831260208568,10458.54533082077,7107.286923733637,2549.770929045431,11816.894369529218,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,610831.1403503176,78
2980,Blazed Cat #2980,8749.345331932036,9652.176328502417,5977.74204164672,19115.96345197091,6546.528505897772,11066.802370665779,4884.131465727975,5976.311617611869,4493.523974451242,2549.770929045431,17725.341554293824,9995.0,9995.0,419748.00420168065,2003.0080200501252,2503.760025062656,1999.8003202882596,1999.8003202882596,64038.47756410256,609020.4880232185,79
