TOKEN_ID,TOKEN_NAME,body,hats,shirt,face,tier,RARITY_SCORE,Rank
2206,Cool Cat #2206,95.0,174.94160177975527,183.94444444444446,66.5,796.9890202702703,1317.37506649447,107
7164,Cool Cat #7164,95.0,198.95319418089815,155.203125,71.1908713692946,796.9890202702703,1317.336210820463,108
5626,Cool Cat #5626,95.0,202.93225806451613,155.203125,66.5,796.9890202702703,1316.6244033347866,109
6031,Cool Cat #6031,95.0,198.95319418089815,157.66666666666666,66.5,796.9890202702703,1315.1088811178352,110
7111,Cool Cat #7111,95.0,174.94160177975527,180.6,67.28235294117647,796.9890202702703,1314.812974991202,111
7489,Cool Cat #7489,95.0,198.95319418089815,157.66666666666666,65.98846153846154,796.9890202702703,1314.5973426562969,112
4766,Cool Cat #4766,95.0,195.12717121588088,162.8360655737705,64.5,796.9890202702703,1314.4522570599215,113
9240,Cool Cat #9240,95.0,198.95319418089815,157.66666666666666,65.73563218390804,796.9890202702703,1314.344513301743,114
7270,Cool Cat #7270,95.0,174.94160177975527,177.375,69.74390243902438,796.9890202702703,1314.0495244890499,115
6427,Cool Cat #6427,95.0,130.08478081058726,220.73333333333335,70.89669421487604,796.9890202702703,1313.703828629067,116
8083,Cool Cat #8083,95.0,166.3379164463247,183.94444444444446,70.89669421487604,796.9890202702703,1313.1680753759156,117
8624,Cool Cat #8624,95.0,174.94160177975527,165.54999999999998,80.54929577464789,796.9890202702703,1313.0299178246735,118
7750,Cool Cat #7750,95.0,153.73655913978493,191.01923076923077,75.58149779735682,796.9890202702703,1312.326307976643,119
3516,Cool Cat #3516,95.0,120.79301075268816,121.1341463414634,817.0,157.90411646586347,1311.8312735600148,120
5293,Cool Cat #5293,95.0,166.3379164463247,180.6,71.1908713692946,796.9890202702703,1310.1178080858895,121
3514,Cool Cat #3514,95.0,166.3379164463247,183.94444444444446,65.73563218390804,796.9890202702703,1308.0070133449476,122
8947,Cool Cat #8947,95.0,153.73655913978493,191.01923076923077,71.1908713692946,796.9890202702703,1307.9356815485805,123
7923,Cool Cat #7923,95.0,174.94160177975527,168.35593220338984,72.39240506329115,796.9890202702703,1307.6789593167066,124
2947,Cool Cat #2947,95.0,166.3379164463247,183.94444444444446,64.5,796.9890202702703,1306.7713811610395,125
2415,Cool Cat #2415,95.0,153.73655913978493,183.94444444444446,75.58149779735682,796.9890202702703,1305.2515216518566,126
6975,Cool Cat #6975,95.0,149.21489563567363,85.62931034482759,817.0,157.90411646586347,1304.7483224463645,127
5024,Cool Cat #5024,95.0,156.10173697270469,183.94444444444446,72.39240506329115,796.9890202702703,1304.4276067507105,128
2144,Cool Cat #2144,95.0,144.9516129032258,88.6875,817.0,157.90411646586347,1303.5432293690892,129
9764,Cool Cat #9764,95.0,174.94160177975527,165.54999999999998,70.89669421487604,796.9890202702703,1303.3773162649015,130
9844,Cool Cat #9844,95.0,149.21489563567363,84.17796610169492,817.0,157.90411646586347,1303.296978203232,131
4278,Cool Cat #4278,95.0,166.3379164463247,168.35593220338984,75.58149779735682,796.9890202702703,1302.2643667173415,132
2011,Cool Cat #2011,95.0,166.3379164463247,168.35593220338984,75.58149779735682,796.9890202702703,1302.2643667173415,133
6135,Cool Cat #6135,95.0,174.94160177975527,160.20967741935485,74.59565217391305,796.9890202702703,1301.7359516432934,134
3273,Cool Cat #3273,95.0,166.3379164463247,168.35593220338984,74.59565217391305,796.9890202702703,1301.2785210938978,135
4689,Cool Cat #4689,95.0,174.94160177975527,168.35593220338984,65.98846153846154,796.9890202702703,1301.275015791877,136
801,Cool Cat #801,95.0,149.21489563567363,134.22972972972974,686.2800000000001,236.38151302605212,1301.1061383914555,137
4894,Cool Cat #4894,95.0,174.94160177975527,168.35593220338984,65.73563218390804,796.9890202702703,1301.0221864373234,138
5414,Cool Cat #5414,95.0,166.3379164463247,160.20967741935485,80.54929577464789,796.9890202702703,1299.0859099105978,139
1204,Cool Cat #1204,95.0,156.10173697270469,183.94444444444446,64.5,796.9890202702703,1296.5352016874194,140
1310,Cool Cat #1310,95.0,144.9516129032258,80.7560975609756,817.0,157.90411646586347,1295.611826930065,141
6625,Cool Cat #6625,95.0,156.10173697270469,174.26315789473685,72.39240506329115,796.9890202702703,1294.746320201003,142
8886,Cool Cat #8886,95.0,166.3379164463247,160.20967741935485,75.58149779735682,796.9890202702703,1294.1181119333066,143
9215,Cool Cat #9215,95.0,153.73655913978493,177.375,70.89669421487604,796.9890202702703,1293.9972736249313,144
4382,Cool Cat #4382,95.0,166.3379164463247,165.54999999999998,69.74390243902438,796.9890202702703,1293.6208391556193,145
8265,Cool Cat #8265,95.0,166.3379164463247,168.35593220338984,66.5,796.9890202702703,1293.182868919985,146
5470,Cool Cat #5470,95.0,153.73655913978493,174.26315789473685,71.78661087866108,796.9890202702703,1291.7753481834532,147
2177,Cool Cat #2177,95.0,174.94160177975527,160.20967741935485,64.5,796.9890202702703,1291.6402994693804,148
3419,Cool Cat #3419,95.0,153.73655913978493,174.26315789473685,71.1908713692946,796.9890202702703,1291.1796086740867,149
2962,Cool Cat #2962,95.0,153.73655913978493,174.26315789473685,71.1908713692946,796.9890202702703,1291.1796086740867,150
396,Cool Cat #396,95.0,153.73655913978493,174.26315789473685,70.89669421487604,796.9890202702703,1290.8854315196681,151
9623,Cool Cat #9623,95.0,166.3379164463247,165.54999999999998,66.5,796.9890202702703,1290.376936716595,152
8630,Cool Cat #8630,95.0,144.9516129032258,127.34615384615385,686.2800000000001,236.38151302605212,1289.959279775432,153
4001,Cool Cat #4001,95.0,153.73655913978493,168.35593220338984,75.58149779735682,796.9890202702703,1289.6630094108018,154
6264,Cool Cat #6264,95.0,166.3379164463247,155.203125,75.58149779735682,796.9890202702703,1289.1115595139518,155
1321,Cool Cat #1321,95.0,153.73655913978493,177.375,65.98846153846154,796.9890202702703,1289.0890409485169,156
3205,Cool Cat #3205,95.0,166.3379164463247,165.54999999999998,64.5,796.9890202702703,1288.376936716595,157
3271,Cool Cat #3271,95.0,166.3379164463247,162.8360655737705,65.73563218390804,796.9890202702703,1286.8986344742734,158
8362,Cool Cat #8362,95.0,153.73655913978493,174.26315789473685,66.5,796.9890202702703,1286.488737304792,159
9815,Cool Cat #9815,95.0,153.73655913978493,174.26315789473685,65.73563218390804,796.9890202702703,1285.7243694887002,160
8610,Cool Cat #8610,95.0,144.9516129032258,122.62962962962965,686.2800000000001,236.38151302605212,1285.2427555589077,161
6573,Cool Cat #6573,95.0,156.10173697270469,165.54999999999998,71.1908713692946,796.9890202702703,1284.8316286122695,162
5336,Cool Cat #5336,95.0,156.10173697270469,165.54999999999998,70.89669421487604,796.9890202702703,1284.5374514578511,163
679,Cool Cat #679,95.0,130.08478081058726,180.6,80.54929577464789,796.9890202702703,1283.2230968555054,164
9521,Cool Cat #9521,95.0,166.3379164463247,157.66666666666666,66.5,796.9890202702703,1282.4936033832616,165
1931,Cool Cat #1931,95.0,156.10173697270469,168.35593220338984,65.98846153846154,796.9890202702703,1282.4351509848264,166
6087,Cool Cat #6087,95.0,156.10173697270469,168.35593220338984,64.5,796.9890202702703,1280.9466894463649,167
829,Cool Cat #829,95.0,153.73655913978493,168.35593220338984,65.73563218390804,796.9890202702703,1279.817143797353,168
6833,Cool Cat #6833,95.0,120.79301075268816,87.13157894736842,857.85,118.90561995967742,1279.680209659734,169
5716,Cool Cat #5716,95.0,156.10173697270469,160.20967741935485,71.1908713692946,796.9890202702703,1279.4913060316244,170
1193,Cool Cat #1193,95.0,153.73655913978493,165.54999999999998,65.98846153846154,796.9890202702703,1277.2640409485168,171
4735,Cool Cat #4735,95.0,156.10173697270469,162.8360655737705,65.73563218390804,796.9890202702703,1276.6624550006536,172
5430,Cool Cat #5430,95.0,153.73655913978493,162.8360655737705,67.28235294117647,796.9890202702703,1275.8439979250022,173
2698,Cool Cat #2698,95.0,142.91004089050432,168.35593220338984,71.78661087866108,796.9890202702703,1275.0416042428255,174
4700,Cool Cat #4700,95.0,130.08478081058726,177.375,75.58149779735682,796.9890202702703,1275.0302988782144,175
1268,Cool Cat #1268,95.0,130.08478081058726,180.6,71.1908713692946,796.9890202702703,1273.8646724501523,176
9894,Cool Cat #9894,95.0,156.10173697270469,157.66666666666666,66.5,796.9890202702703,1272.2574239096416,177
8221,Cool Cat #8221,95.0,142.91004089050432,165.54999999999998,71.1908713692946,796.9890202702703,1271.6399325300692,178
1955,Cool Cat #1955,95.0,130.08478081058726,183.94444444444446,64.5,796.9890202702703,1270.518245525302,179
9713,Cool Cat #9713,95.0,153.73655913978493,157.66666666666666,66.5,796.9890202702703,1269.892246076722,180
6325,Cool Cat #6325,95.0,142.91004089050432,165.54999999999998,66.5,796.9890202702703,1266.9490611607746,181
2301,Cool Cat #2301,95.0,153.73655913978493,155.203125,64.5,796.9890202702703,1265.4287044100552,182
2949,Cool Cat #2949,95.0,120.79301075268816,51.201030927835056,903.0,95.04784448025785,1265.0418861607811,183
3874,Cool Cat #3874,95.0,120.79301075268816,50.16666666666667,903.0,95.04784448025785,1264.0075218996128,184
9256,Cool Cat #9256,95.0,130.08478081058726,174.26315789473685,65.98846153846154,796.9890202702703,1262.325420514056,185
