,block_numbers,timestamps,base_fee
555,13213423,2021-09-12 21:40:13,60.16576098
556,13213424,2021-09-12 21:40:24,59.494792915
557,13213425,2021-09-12 21:40:49,66.861221513
558,13213426,2021-09-12 21:40:53,59.441824925
559,13213427,2021-09-12 21:41:04,58.327850452
560,13213428,2021-09-12 21:41:07,52.156294335
561,13213429,2021-09-12 21:41:37,58.401492208
562,13213430,2021-09-12 21:41:56,65.693320507
563,13213431,2021-09-12 21:42:04,66.212365074
564,13213432,2021-09-12 21:42:26,70.404400676
565,13213433,2021-09-12 21:42:28,62.043102474
566,13213434,2021-09-12 21:42:30,55.551530078
567,13213435,2021-09-12 21:42:39,56.514679728
568,13213436,2021-09-12 21:42:46,55.781789356
569,13213437,2021-09-12 21:42:59,53.504658816
570,13213438,2021-09-12 21:43:04,53.666829207
571,13213439,2021-09-12 21:43:17,55.554868061
572,13213440,2021-09-12 21:43:43,59.0641163
573,13213441,2021-09-12 21:43:45,53.895176273
574,13213442,2021-09-12 21:43:48,47.875682871
575,13213443,2021-09-12 21:44:07,53.857089958
576,13213444,2021-09-12 21:44:08,51.096210366
577,13213445,2021-09-12 21:44:20,47.50482508
578,13213446,2021-09-12 21:44:28,53.258575448
579,13213447,2021-09-12 21:44:36,56.446800419
580,13213448,2021-09-12 21:45:01,57.165071092
581,13213449,2021-09-12 21:45:04,52.22930051
582,13213450,2021-09-12 21:45:16,54.766004079
583,13213451,2021-09-12 21:45:28,48.832977404
584,13213452,2021-09-12 21:45:47,48.864315235
585,13213453,2021-09-12 21:45:54,54.60525787
586,13213454,2021-09-12 21:46:02,49.046045366
587,13213455,2021-09-12 21:46:03,47.210918097
588,13213456,2021-09-12 21:46:16,42.855961461
589,13213457,2021-09-12 21:46:24,48.211781318
590,13213458,2021-09-12 21:46:41,45.106463698
591,13213459,2021-09-12 21:46:46,50.462098593
592,13213460,2021-09-12 21:46:51,49.849195554
593,13213461,2021-09-12 21:47:29,56.073774222
594,13213462,2021-09-12 21:47:36,62.885052914
595,13213463,2021-09-12 21:47:42,56.000763372
596,13213464,2021-09-12 21:47:47,53.176934293
597,13213465,2021-09-12 21:47:49,49.720361384
598,13213466,2021-09-12 21:47:52,46.391111173
599,13213467,2021-09-12 21:47:55,46.549816127
600,13213468,2021-09-12 21:48:00,41.485116597
601,13213469,2021-09-12 21:48:03,42.790986433
602,13213470,2021-09-12 21:48:05,38.829956414
603,13213471,2021-09-12 21:48:27,43.67927832
604,13213472,2021-09-12 21:49:05,49.136731878
605,13213473,2021-09-12 21:49:10,55.273395777
606,13213474,2021-09-12 21:49:34,61.816854286
607,13213475,2021-09-12 21:49:38,54.876188218
608,13213476,2021-09-12 21:49:42,51.849758664
609,13213477,2021-09-12 21:49:51,52.725485532
610,13213478,2021-09-12 21:49:58,47.923485575
611,13213479,2021-09-12 21:50:13,50.496490661
612,13213480,2021-09-12 21:50:17,45.69179418
613,13213481,2021-09-12 21:50:27,48.155239667
614,13213482,2021-09-12 21:50:28,42.985178367
615,13213483,2021-09-12 21:50:34,42.765242195
616,13213484,2021-09-12 21:51:15,48.10812343
617,13213485,2021-09-12 21:51:31,43.227588385
618,13213486,2021-09-12 21:51:40,48.406253227
619,13213487,2021-09-12 21:51:45,51.017590678
620,13213488,2021-09-12 21:52:00,52.391388533
621,13213489,2021-09-12 21:52:18,52.409775727
622,13213490,2021-09-12 21:52:24,46.529998546
623,13213491,2021-09-12 21:52:35,43.034471956
624,13213492,2021-09-12 21:52:38,46.659925105
625,13213493,2021-09-12 21:53:08,52.487861341
626,13213494,2021-09-12 21:53:17,58.890740947
627,13213495,2021-09-12 21:53:20,51.852793888
628,13213496,2021-09-12 21:53:24,46.947100875
629,13213497,2021-09-12 21:53:25,44.650963163
630,13213498,2021-09-12 21:53:47,50.193500209
631,13213499,2021-09-12 21:54:03,51.39503138
632,13213500,2021-09-12 21:54:26,51.085419146
633,13213501,2021-09-12 21:55:01,57.465195747
634,13213502,2021-09-12 21:55:29,60.904387148
635,13213503,2021-09-12 21:55:32,57.965657082
636,13213504,2021-09-12 21:55:45,55.925549019
637,13213505,2021-09-12 21:55:51,51.109145199
638,13213506,2021-09-12 21:55:52,47.632756511
639,13213507,2021-09-12 21:56:16,49.034592504
640,13213508,2021-09-12 21:56:33,55.158814926
641,13213509,2021-09-12 21:56:40,50.840099165
642,13213510,2021-09-12 21:57:13,57.192580147
643,13213511,2021-09-12 21:57:30,62.564670621
644,13213512,2021-09-12 21:57:50,60.971421119
645,13213513,2021-09-12 21:58:25,65.724302937
646,13213514,2021-09-12 21:58:28,60.016300036
647,13213515,2021-09-12 21:58:30,53.396459631
648,13213516,2021-09-12 21:59:14,60.070027915
649,13213517,2021-09-12 21:59:16,65.290548347
650,13213518,2021-09-12 21:59:22,59.50548312
651,13213519,2021-09-12 21:59:50,53.63050518
652,13213520,2021-09-12 21:59:58,60.332617793
653,13213521,2021-09-12 22:00:37,67.864753465
654,13213522,2021-09-12 22:01:03,66.473625518
655,13213523,2021-09-12 22:01:15,70.560501781
656,13213524,2021-09-12 22:01:20,70.069997969
657,13213525,2021-09-12 22:01:33,66.986633108
658,13213526,2021-09-12 22:01:41,64.810209488
659,13213527,2021-09-12 22:02:01,72.864140195
660,13213528,2021-09-12 22:02:35,81.940236546
661,13213529,2021-09-12 22:02:41,88.42856902
662,13213530,2021-09-12 22:03:04,97.506633388
663,13213531,2021-09-12 22:03:14,89.879752281
664,13213532,2021-09-12 22:03:20,84.41079031
665,13213533,2021-09-12 22:03:28,78.136235202
666,13213534,2021-09-12 22:03:46,75.630223241
667,13213535,2021-09-12 22:03:54,77.911279933
668,13213536,2021-09-12 22:04:00,71.616163434
669,13213537,2021-09-12 22:04:07,69.397318038
670,13213538,2021-09-12 22:04:38,77.93154104
671,13213539,2021-09-12 22:04:45,74.692275847
672,13213540,2021-09-12 22:04:49,68.89796404
673,13213541,2021-09-12 22:05:25,77.500209579
674,13213542,2021-09-12 22:05:41,87.186440877
675,13213543,2021-09-12 22:05:56,86.546166179
676,13213544,2021-09-12 22:05:57,77.149507969
677,13213545,2021-09-12 22:06:03,74.773980111
678,13213546,2021-09-12 22:06:08,71.543670643
679,13213547,2021-09-12 22:06:28,75.117361651
680,13213548,2021-09-12 22:06:40,70.555828292
681,13213549,2021-09-12 22:06:41,62.828713317
682,13213550,2021-09-12 22:06:44,70.67403684
683,13213551,2021-09-12 22:06:47,63.145327816
684,13213552,2021-09-12 22:06:49,59.956578744
685,13213553,2021-09-12 22:06:56,61.346222847
686,13213554,2021-09-12 22:07:00,54.689647473
687,13213555,2021-09-12 22:07:12,60.922745089
688,13213556,2021-09-12 22:07:19,56.791772759
689,13213557,2021-09-12 22:07:23,52.385823488
690,13213558,2021-09-12 22:07:45,58.93178399
691,13213559,2021-09-12 22:07:48,59.465409329
692,13213560,2021-09-12 22:07:51,55.149197827
693,13213561,2021-09-12 22:08:19,62.041508737
694,13213562,2021-09-12 22:08:20,58.112716754
695,13213563,2021-09-12 22:08:31,51.340919355
696,13213564,2021-09-12 22:08:59,57.751485593
697,13213565,2021-09-12 22:09:07,59.070127436
698,13213566,2021-09-12 22:09:35,66.415078877
699,13213567,2021-09-12 22:09:40,62.443935349
700,13213568,2021-09-12 22:09:54,57.643242998
701,13213569,2021-09-12 22:10:01,63.090418017
702,13213570,2021-09-12 22:10:09,58.580812202
703,13213571,2021-09-12 22:10:16,54.413046146
704,13213572,2021-09-12 22:11:09,60.841885426
705,13213573,2021-09-12 22:11:23,54.463496961
706,13213574,2021-09-12 22:11:33,60.971865109
707,13213575,2021-09-12 22:11:51,68.590260022
708,13213576,2021-09-12 22:11:52,65.274585704
709,13213577,2021-09-12 22:11:53,58.72472272
710,13213578,2021-09-12 22:12:08,61.756252442
711,13213579,2021-09-12 22:12:28,65.133051903
712,13213580,2021-09-12 22:12:31,57.588637852
713,13213581,2021-09-12 22:12:42,58.077159867
714,13213582,2021-09-12 22:12:45,51.218378445
715,13213583,2021-09-12 22:12:47,50.147475074
716,13213584,2021-09-12 22:13:02,56.245663218
717,13213585,2021-09-12 22:13:09,56.507412254
718,13213586,2021-09-12 22:13:17,54.615192334
719,13213587,2021-09-12 22:13:32,55.141347814
720,13213588,2021-09-12 22:13:50,49.50767377
721,13213589,2021-09-12 22:13:56,53.912104989
722,13213590,2021-09-12 22:14:10,53.872773413
723,13213591,2021-09-12 22:14:28,56.288211285
724,13213592,2021-09-12 22:14:37,54.34400005
725,13213593,2021-09-12 22:14:45,52.897377261
726,13213594,2021-09-12 22:14:57,53.233726115
727,13213595,2021-09-12 22:15:02,46.962188708
728,13213596,2021-09-12 22:15:06,52.826332159
729,13213597,2021-09-12 22:15:07,47.535777635
730,13213598,2021-09-12 22:15:11,41.621747707
731,13213599,2021-09-12 22:15:17,43.414839938
732,13213600,2021-09-12 22:15:32,45.820172575
733,13213601,2021-09-12 22:15:40,49.342960321
734,13213602,2021-09-12 22:16:04,48.623564782
735,13213603,2021-09-12 22:16:08,51.309402053
736,13213604,2021-09-12 22:16:17,49.041934393
737,13213605,2021-09-12 22:16:40,53.646529429
738,13213606,2021-09-12 22:16:49,48.33897517
739,13213607,2021-09-12 22:17:16,54.377643495
740,13213608,2021-09-12 22:17:41,59.540912672
741,13213609,2021-09-12 22:17:49,56.368094037
742,13213610,2021-09-12 22:17:54,49.605155128
743,13213611,2021-09-12 22:17:55,46.41034338
744,13213612,2021-09-12 22:17:58,45.061120055
745,13213613,2021-09-12 22:18:18,42.338747606
746,13213614,2021-09-12 22:18:28,47.378843543
747,13213615,2021-09-12 22:18:36,44.862878182
748,13213616,2021-09-12 22:18:39,43.55216476
749,13213617,2021-09-12 22:18:46,39.840553465
750,13213618,2021-09-12 22:18:53,41.543280287
751,13213619,2021-09-12 22:19:30,46.735495511
752,13213620,2021-09-12 22:20:07,52.575855905
753,13213621,2021-09-12 22:20:18,46.617431089
754,13213622,2021-09-12 22:20:32,52.440595437
755,13213623,2021-09-12 22:20:35,57.523040057
756,13213624,2021-09-12 22:20:37,50.785844225
757,13213625,2021-09-12 22:20:44,47.939052314
758,13213626,2021-09-12 22:21:02,42.644324757
759,13213627,2021-09-12 22:21:27,47.773918896
760,13213628,2021-09-12 22:21:59,53.745278185
761,13213629,2021-09-12 22:22:01,47.027118412
762,13213630,2021-09-12 22:22:25,52.899984388
763,13213631,2021-09-12 22:22:48,59.51188687
764,13213632,2021-09-12 22:22:52,61.007873113
765,13213633,2021-09-12 22:23:57,68.630073238
766,13213634,2021-09-12 22:24:27,77.207743462
767,13213635,2021-09-12 22:24:59,84.418677761
768,13213636,2021-09-12 22:25:05,75.963773417
769,13213637,2021-09-12 22:25:15,74.722488256
770,13213638,2021-09-12 22:25:22,66.849117153
771,13213639,2021-09-12 22:25:52,75.204761409
772,13213640,2021-09-12 22:26:04,72.491568628
773,13213641,2021-09-12 22:26:07,69.494923224
774,13213642,2021-09-12 22:26:33,74.752952481
775,13213643,2021-09-12 22:27:44,84.089083577
776,13213644,2021-09-12 22:27:56,94.59613445
777,13213645,2021-09-12 22:28:05,93.901633395
778,13213646,2021-09-12 22:28:12,91.284337744
779,13213647,2021-09-12 22:28:17,83.928761436
780,13213648,2021-09-12 22:28:23,74.832515831
781,13213649,2021-09-12 22:28:31,76.17405705
782,13213650,2021-09-12 22:28:33,66.978534362
783,13213651,2021-09-12 22:28:35,65.732586829
784,13213652,2021-09-12 22:28:58,71.038275836
785,13213653,2021-09-12 22:29:05,63.721725912
786,13213654,2021-09-12 22:29:19,67.717821546
787,13213655,2021-09-12 22:30:02,76.181395214
788,13213656,2021-09-12 22:30:13,73.217672941
789,13213657,2021-09-12 22:30:19,69.462267153
790,13213658,2021-09-12 22:30:22,64.771398634
791,13213659,2021-09-12 22:30:39,58.54734478
792,13213660,2021-09-12 22:30:43,58.817505159
793,13213661,2021-09-12 22:30:50,66.117828027
794,13213662,2021-09-12 22:31:06,63.30731221
795,13213663,2021-09-12 22:31:17,64.897304273
796,13213664,2021-09-12 22:31:20,57.434088323
797,13213665,2021-09-12 22:31:21,63.338544732
798,13213666,2021-09-12 22:31:49,71.25398114
799,13213667,2021-09-12 22:31:57,64.393871693
800,13213668,2021-09-12 22:32:01,59.984183763
801,13213669,2021-09-12 22:32:11,57.699488677
802,13213670,2021-09-12 22:32:28,64.859221567
803,13213671,2021-09-12 22:33:08,72.957471294
804,13213672,2021-09-12 22:33:26,72.715536174
805,13213673,2021-09-12 22:33:41,78.57189336
806,13213674,2021-09-12 22:33:45,70.923580855
807,13213675,2021-09-12 22:33:48,64.371968507
808,13213676,2021-09-12 22:34:05,71.076020426
809,13213677,2021-09-12 22:34:32,75.340805541
810,13213678,2021-09-12 22:34:34,65.93638949
811,13213679,2021-09-12 22:34:48,73.613857841
812,13213680,2021-09-12 22:34:54,65.835602399
813,13213681,2021-09-12 22:35:07,64.039873252
814,13213682,2021-09-12 22:35:15,58.846596554
815,13213683,2021-09-12 22:35:19,63.685808714
816,13213684,2021-09-12 22:35:46,71.00927921
817,13213685,2021-09-12 22:35:49,64.271046568
818,13213686,2021-09-12 22:35:56,60.155153384
819,13213687,2021-09-12 22:36:16,64.73783563
820,13213688,2021-09-12 22:36:22,57.469701227
821,13213689,2021-09-12 22:36:39,55.152565497
822,13213690,2021-09-12 22:37:24,62.039528856
823,13213691,2021-09-12 22:37:25,54.284587749
824,13213692,2021-09-12 22:37:27,61.068304232
825,13213693,2021-09-12 22:38:19,68.697792414
826,13213694,2021-09-12 22:38:25,76.875012773
827,13213695,2021-09-12 22:38:32,68.834479016
828,13213696,2021-09-12 22:38:56,71.427905917
829,13213697,2021-09-12 22:39:24,63.618313247
830,13213698,2021-09-12 22:39:36,71.57025708
831,13213699,2021-09-12 22:39:47,63.306353212
832,13213700,2021-09-12 22:39:50,67.44301032
833,13213701,2021-09-12 22:39:57,60.003448036
834,13213702,2021-09-12 22:40:09,66.325173807
835,13213703,2021-09-12 22:40:25,66.529972678
836,13213704,2021-09-12 22:40:50,72.585382153
837,13213705,2021-09-12 22:40:51,63.627885079
838,13213706,2021-09-12 22:40:57,57.957742836
839,13213707,2021-09-12 22:41:02,57.935957004
840,13213708,2021-09-12 22:41:20,62.32960224
841,13213709,2021-09-12 22:41:22,56.915084232
842,13213710,2021-09-12 22:41:29,53.715989914
843,13213711,2021-09-12 22:41:35,55.014351048
844,13213712,2021-09-12 22:41:55,61.817286787
845,13213713,2021-09-12 22:42:20,67.345723027
846,13213714,2021-09-12 22:42:31,63.681430263
847,13213715,2021-09-12 22:42:51,64.711341935
848,13213716,2021-09-12 22:43:00,59.981219481
849,13213717,2021-09-12 22:43:07,55.515833124
850,13213718,2021-09-12 22:43:39,62.223726116
851,13213719,2021-09-12 22:43:58,69.586366138
852,13213720,2021-09-12 22:44:02,64.822033305
853,13213721,2021-09-12 22:44:10,60.674749865
854,13213722,2021-09-12 22:44:30,64.442062269
855,13213723,2021-09-12 22:44:36,59.643307663
856,13213724,2021-09-12 22:44:42,56.13045104
857,13213725,2021-09-12 22:44:55,58.020118223
858,13213726,2021-09-12 22:45:31,65.266991511
859,13213727,2021-09-12 22:45:50,70.825344976
860,13213728,2021-09-12 22:46:05,68.846802372
861,13213729,2021-09-12 22:46:15,65.205508191
862,13213730,2021-09-12 22:46:18,59.872513234
863,13213731,2021-09-12 22:46:28,58.887201263
864,13213732,2021-09-12 22:46:58,65.648604194
865,13213733,2021-09-12 22:47:23,70.766331947
866,13213734,2021-09-12 22:47:30,67.326337502
867,13213735,2021-09-12 22:47:33,60.451459003
868,13213736,2021-09-12 22:47:36,55.500878453
869,13213737,2021-09-12 22:47:47,55.852557696
870,13213738,2021-09-12 22:47:51,55.766137965
871,13213739,2021-09-12 22:47:59,53.098702312
872,13213740,2021-09-12 22:48:01,47.596319386
873,13213741,2021-09-12 22:48:23,53.545231434
874,13213742,2021-09-12 22:48:30,55.562869299
875,13213743,2021-09-12 22:48:34,53.191915544
876,13213744,2021-09-12 22:48:37,48.372302018
877,13213745,2021-09-12 22:48:43,47.849133125
878,13213746,2021-09-12 22:48:48,44.820931354
879,13213747,2021-09-12 22:49:10,50.421775478
880,13213748,2021-09-12 22:49:23,50.30769327
881,13213749,2021-09-12 22:49:35,51.237448614
882,13213750,2021-09-12 22:49:43,52.344091337
883,13213751,2021-09-12 22:49:53,49.176187855
884,13213752,2021-09-12 22:50:10,48.818268459
885,13213753,2021-09-12 22:50:34,47.025753493
886,13213754,2021-09-12 22:50:48,52.534709889
887,13213755,2021-09-12 22:50:49,47.585040875
888,13213756,2021-09-12 22:50:51,48.852077756
889,13213757,2021-09-12 22:50:56,45.429047203
890,13213758,2021-09-12 22:51:05,44.580999104
891,13213759,2021-09-12 22:51:25,50.153110979
892,13213760,2021-09-12 22:51:26,47.036454334
893,13213761,2021-09-12 22:51:27,41.639328965
894,13213762,2021-09-12 22:51:32,43.71372686
895,13213763,2021-09-12 22:51:44,44.250175726
896,13213764,2021-09-12 22:51:55,44.983194411
897,13213765,2021-09-12 22:52:02,44.704779652
898,13213766,2021-09-12 22:52:07,41.266247304
899,13213767,2021-09-12 22:52:12,39.33902724
900,13213768,2021-09-12 22:52:15,42.464630643
901,13213769,2021-09-12 22:52:22,38.126811296
902,13213770,2021-09-12 22:52:42,42.888999039
903,13213771,2021-09-12 22:53:06,48.246767497
904,13213772,2021-09-12 22:53:21,54.276172866
905,13213773,2021-09-12 22:53:25,56.341242839
906,13213774,2021-09-12 22:53:51,57.950204125
907,13213775,2021-09-12 22:54:02,55.309762476
908,13213776,2021-09-12 22:54:36,62.219861378
909,13213777,2021-09-12 22:55:22,69.991633822
910,13213778,2021-09-12 22:55:30,78.732378031
911,13213779,2021-09-12 22:55:39,74.78873489
912,13213780,2021-09-12 22:55:41,67.850011821
913,13213781,2021-09-12 22:55:43,62.539204243
914,13213782,2021-09-12 22:56:04,68.490786114
915,13213783,2021-09-12 22:56:11,60.84191491
916,13213784,2021-09-12 22:56:12,58.329701542
917,13213785,2021-09-12 22:56:20,58.07589054
918,13213786,2021-09-12 22:56:33,52.599929097
919,13213787,2021-09-12 22:56:37,59.170400146
920,13213788,2021-09-12 22:56:54,55.878247098
921,13213789,2021-09-12 22:57:04,56.624581779
922,13213790,2021-09-12 22:57:21,60.66397893
923,13213791,2021-09-12 22:57:40,54.58794367
924,13213792,2021-09-12 22:57:53,60.384701812
925,13213793,2021-09-12 22:58:00,60.330283119
926,13213794,2021-09-12 22:58:02,53.432775142
927,13213795,2021-09-12 22:58:12,60.094691616
928,13213796,2021-09-12 22:58:15,53.823551138
929,13213797,2021-09-12 22:58:23,51.264516732
930,13213798,2021-09-12 22:58:49,57.667445473
931,13213799,2021-09-12 22:59:04,52.159539333
932,13213800,2021-09-12 22:59:19,58.673935017
933,13213801,2021-09-12 22:59:42,65.989276063
934,13213802,2021-09-12 23:00:06,60.880886113
935,13213803,2021-09-12 23:00:22,58.182016646
936,13213804,2021-09-12 23:00:26,65.447968071
937,13213805,2021-09-12 23:00:38,62.814681586
938,13213806,2021-09-12 23:00:44,63.391988871
939,13213807,2021-09-12 23:01:04,71.299319612
940,13213808,2021-09-12 23:01:10,66.257115506
941,13213809,2021-09-12 23:01:11,59.064117711
942,13213810,2021-09-12 23:01:17,57.562819077
943,13213811,2021-09-12 23:01:24,54.980193645
944,13213812,2021-09-12 23:01:25,52.952451075
945,13213813,2021-09-12 23:01:33,52.872631186
946,13213814,2021-09-12 23:01:49,56.681481651
947,13213815,2021-09-12 23:02:00,55.484308299
948,13213816,2021-09-12 23:02:01,50.173095832
949,13213817,2021-09-12 23:02:06,52.946117682
950,13213818,2021-09-12 23:02:09,47.126327301
951,13213819,2021-09-12 23:02:26,47.178354814
952,13213820,2021-09-12 23:02:36,44.108543008
953,13213821,2021-09-12 23:02:42,49.617167786
954,13213822,2021-09-12 23:02:48,53.753675074
955,13213823,2021-09-12 23:02:53,51.263738101
956,13213824,2021-09-12 23:03:00,45.762255131
957,13213825,2021-09-12 23:03:23,51.481237755
958,13213826,2021-09-12 23:03:25,49.917313258
959,13213827,2021-09-12 23:03:30,44.331888386
960,13213828,2021-09-12 23:03:39,46.788855845
961,13213829,2021-09-12 23:03:50,48.579855655
962,13213830,2021-09-12 23:03:51,42.794815847
963,13213831,2021-09-12 23:04:34,48.13737736
964,13213832,2021-09-12 23:04:38,54.149765476
965,13213833,2021-09-12 23:04:54,49.456461806
966,13213834,2021-09-12 23:05:26,55.631642198
967,13213835,2021-09-12 23:05:34,49.371598941
968,13213836,2021-09-12 23:05:44,54.947461739
969,13213837,2021-09-12 23:05:47,54.568058216
970,13213838,2021-09-12 23:06:26,61.381713811
971,13213839,2021-09-12 23:06:43,65.847985928
972,13213840,2021-09-12 23:06:52,59.422452213
973,13213841,2021-09-12 23:07:13,66.802670763
974,13213842,2021-09-12 23:07:28,68.496679052
975,13213843,2021-09-12 23:07:47,68.296157879
976,13213844,2021-09-12 23:07:56,61.520165166
977,13213845,2021-09-12 23:07:57,63.815293445
978,13213846,2021-09-12 23:08:14,66.136170866
979,13213847,2021-09-12 23:08:31,65.045315904
980,13213848,2021-09-12 23:08:35,57.698489753
981,13213849,2021-09-12 23:08:37,60.292768676
982,13213850,2021-09-12 23:08:43,54.203224025
983,13213851,2021-09-12 23:09:10,60.149975818
984,13213852,2021-09-12 23:09:42,67.218557869
985,13213853,2021-09-12 23:09:50,75.267515805
986,13213854,2021-09-12 23:09:53,66.08283452
987,13213855,2021-09-12 23:09:58,64.270880094
988,13213856,2021-09-12 23:10:15,66.157408602
989,13213857,2021-09-12 23:10:34,59.571461097
990,13213858,2021-09-12 23:10:35,61.091608498
991,13213859,2021-09-12 23:10:47,59.351839635
992,13213860,2021-09-12 23:10:49,55.284997675
993,13213861,2021-09-12 23:11:11,60.341983473
994,13213862,2021-09-12 23:11:34,55.907522962
995,13213863,2021-09-12 23:11:57,62.892104315
996,13213864,2021-09-12 23:12:03,62.301803217
997,13213865,2021-09-12 23:12:21,57.150645032
998,13213866,2021-09-12 23:12:22,60.255442923
999,13213867,2021-09-12 23:13:07,67.786176047
1000,13213868,2021-09-12 23:13:11,68.030405011
1001,13213869,2021-09-12 23:13:14,59.75305436
1002,13213870,2021-09-12 23:14:01,67.215454973
1003,13213871,2021-09-12 23:14:16,71.313315897
1004,13213872,2021-09-12 23:14:37,75.878402751
1005,13213873,2021-09-12 23:14:38,68.998380245
1006,13213874,2021-09-12 23:15:01,68.59435908
1007,13213875,2021-09-12 23:15:03,61.405562784
1008,13213876,2021-09-12 23:15:09,54.61392231
1009,13213877,2021-09-12 23:15:18,61.431754612
1010,13213878,2021-09-12 23:15:29,65.278195397
1011,13213879,2021-09-12 23:15:31,57.90073865
1012,13213880,2021-09-12 23:15:36,54.828786494
1013,13213881,2021-09-12 23:15:39,47.975188183
1014,13213882,2021-09-12 23:15:57,53.970464344
1015,13213883,2021-09-12 23:15:58,53.164405565
1016,13213884,2021-09-12 23:16:16,57.325911878
1017,13213885,2021-09-12 23:16:20,52.802768663
1018,13213886,2021-09-12 23:16:27,50.538667788
1019,13213887,2021-09-12 23:16:31,47.725880956
1020,13213888,2021-09-12 23:16:33,42.376696607
1021,13213889,2021-09-12 23:16:55,47.373813526
1022,13213890,2021-09-12 23:17:13,51.826690297
1023,13213891,2021-09-12 23:17:16,58.28874998
1024,13213892,2021-09-12 23:17:19,52.738163933
1025,13213893,2021-09-12 23:17:40,47.10646757
1026,13213894,2021-09-12 23:18:00,52.989973904
1027,13213895,2021-09-12 23:18:06,53.512572066
1028,13213896,2021-09-12 23:18:17,52.048349117
1029,13213897,2021-09-12 23:18:18,46.684796669
1030,13213898,2021-09-12 23:18:24,45.218407754
1031,13213899,2021-09-12 23:18:33,43.958262674
1032,13213900,2021-09-12 23:18:38,43.688828929
1033,13213901,2021-09-12 23:19:01,49.139326152
1034,13213902,2021-09-12 23:19:04,46.451718275
1035,13213903,2021-09-12 23:19:05,40.645253491
1036,13213904,2021-09-12 23:19:30,45.72392364
1037,13213905,2021-09-12 23:19:45,51.395609433
1038,13213906,2021-09-12 23:19:53,48.726079506
1039,13213907,2021-09-12 23:20:00,47.154493066
1040,13213908,2021-09-12 23:20:07,42.23327307
1041,13213909,2021-09-12 23:20:14,44.317289063
1042,13213910,2021-09-12 23:20:19,42.932243044
1043,13213911,2021-09-12 23:20:40,48.284616875
1044,13213912,2021-09-12 23:20:45,43.888581432
1045,13213913,2021-09-12 23:20:50,40.63699091
1046,13213914,2021-09-12 23:21:33,45.715367218
1047,13213915,2021-09-12 23:21:39,51.187992685
1048,13213916,2021-09-12 23:21:49,48.339694419
1049,13213917,2021-09-12 23:22:28,54.373753573
1050,13213918,2021-09-12 23:22:41,57.330701602
1051,13213919,2021-09-12 23:23:07,62.044132812
1052,13213920,2021-09-12 23:23:11,54.780945294
1053,13213921,2021-09-12 23:23:18,51.317167123
1054,13213922,2021-09-12 23:23:53,57.6687378
1055,13213923,2021-09-12 23:23:58,53.056667519
1056,13213924,2021-09-12 23:24:02,48.118281569
1057,13213925,2021-09-12 23:24:30,54.132514607
1058,13213926,2021-09-12 23:24:40,49.763094562
1059,13213927,2021-09-12 23:24:48,50.764041472
1060,13213928,2021-09-12 23:24:57,47.210814928
1061,13213929,2021-09-12 23:25:01,45.241666001
1062,13213930,2021-09-12 23:25:04,41.59946393
1063,13213931,2021-09-12 23:25:09,43.293545592
1064,13213932,2021-09-12 23:25:44,48.374644586
1065,13213933,2021-09-12 23:26:01,49.971347689
1066,13213934,2021-09-12 23:26:05,49.539676449
1067,13213935,2021-09-12 23:26:06,44.978442433
1068,13213936,2021-09-12 23:26:11,43.06384426
1069,13213937,2021-09-12 23:26:17,39.060761369
1070,13213938,2021-09-12 23:26:30,39.71654737
1071,13213939,2021-09-12 23:26:33,40.732874409
1072,13213940,2021-09-12 23:26:52,37.476784505
1073,13213941,2021-09-12 23:27:20,42.158177044
1074,13213942,2021-09-12 23:27:22,43.269460618
1075,13213943,2021-09-12 23:27:30,43.071766274
1076,13213944,2021-09-12 23:27:45,48.454201548
1077,13213945,2021-09-12 23:28:04,47.073736097
1078,13213946,2021-09-12 23:28:22,51.289913349
1079,13213947,2021-09-12 23:28:34,49.512745634
1080,13213948,2021-09-12 23:28:36,44.907513175
1081,13213949,2021-09-12 23:28:49,46.643778945
1082,13213950,2021-09-12 23:28:50,41.278412677
1083,13213951,2021-09-12 23:29:32,46.438165463
1084,13213952,2021-09-12 23:29:51,52.238150751
1085,13213953,2021-09-12 23:30:03,56.755638916
1086,13213954,2021-09-12 23:30:04,52.645951279
1087,13213955,2021-09-12 23:30:37,59.226648684
1088,13213956,2021-09-12 23:30:48,55.362568864
1089,13213957,2021-09-12 23:30:50,54.30887662
1090,13213958,2021-09-12 23:30:54,48.952374922
1091,13213959,2021-09-12 23:31:07,46.756752642
1092,13213960,2021-09-12 23:31:12,49.755858947
1093,13213961,2021-09-12 23:32:21,55.969247466
1094,13213962,2021-09-12 23:32:40,62.958912832
1095,13213963,2021-09-12 23:32:42,66.297164379
1096,13213964,2021-09-12 23:32:50,59.145448931
1097,13213965,2021-09-12 23:33:34,51.752267815
1098,13213966,2021-09-12 23:33:35,58.212937255
1099,13213967,2021-09-12 23:34:00,61.03341428
1100,13213968,2021-09-12 23:34:06,54.102668286
1101,13213969,2021-09-12 23:34:22,56.841335435
1102,13213970,2021-09-12 23:34:30,54.039562065
1103,13213971,2021-09-12 23:34:40,50.96198694
1104,13213972,2021-09-12 23:34:44,52.159958011
1105,13213973,2021-09-12 23:35:00,50.403821332
1106,13213974,2021-09-12 23:35:03,46.955948952
1107,13213975,2021-09-12 23:35:36,52.382737432
1108,13213976,2021-09-12 23:35:43,53.085770025
