,TOKEN_ID,USER,OFFER,DATE,RANK
20,8479,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.66613169,2021-10-13T10:26:03.993449,536
21,1027,0xc70016571f1ec9b58614491a96218d71b70b22bb,3.5701,2021-10-13T10:22:37.436272,5047
22,1158,0xb9544f7e6bac1f7ff0dec76bb9f3fdfdd3010879,3.5,2021-10-13T10:04:46.373671,6261
23,8003,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.67724982,2021-10-13T09:45:59.903447,4391
24,5252,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.653386803,2021-10-13T09:24:10.326594,610
25,6844,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.67304562,2021-10-13T09:17:25.175045,3375
26,1027,0x2083dcaefc99339551ea3989500cf9a7e24b0a1a,1.05,2021-10-13T09:11:29.124173,5047
27,4958,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.663568368999999,2021-10-13T08:13:27.292028,3829
28,4957,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.683314246,2021-10-13T07:56:37.685967,6962
29,1605,0x2a58d1bf93fc5715ffad15d4a9ec4676cda877f2,5.5,2021-10-13T07:19:39.148541,7421
30,3589,0x2a58d1bf93fc5715ffad15d4a9ec4676cda877f2,5.55,2021-10-13T06:53:31.227875,6475
31,1497,0x2a58d1bf93fc5715ffad15d4a9ec4676cda877f2,5.5,2021-10-13T06:48:15.054332,5655
32,7045,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.581565411000001,2021-10-13T06:46:12.721723,6567
33,7045,0x510e74e9cdc8dd5627d652a26e49480a81264ed5,4.4,2021-10-13T06:38:24.178274,6567
34,7045,0x7502081d263c25c7819d85e36d47cf705e3fbb76,3.908,2021-10-13T06:37:37.792366,6567
35,7045,0x2083dcaefc99339551ea3989500cf9a7e24b0a1a,1.05,2021-10-13T06:34:39.873395,6567
36,1605,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.552289260999999,2021-10-13T06:18:41.667854,7421
37,4423,0x2a58d1bf93fc5715ffad15d4a9ec4676cda877f2,5.55,2021-10-13T05:55:33.320824,6444
38,8479,0x2a58d1bf93fc5715ffad15d4a9ec4676cda877f2,5.5,2021-10-13T05:54:20.443022,536
39,5251,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.550148558,2021-10-13T05:47:22.834857,8209
40,8479,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.566267455,2021-10-13T05:35:34.440325,536
41,6391,0x2a58d1bf93fc5715ffad15d4a9ec4676cda877f2,5.55,2021-10-13T05:31:38.287677,6961
42,1158,0x2a58d1bf93fc5715ffad15d4a9ec4676cda877f2,5.5,2021-10-13T05:12:22.973736,6261
43,5252,0x2a58d1bf93fc5715ffad15d4a9ec4676cda877f2,5.55,2021-10-13T05:00:29.114573,610
44,1497,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.190191316999999,2021-10-13T04:48:07.829110,5655
45,648,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.194926502,2021-10-13T04:39:31.503388,4808
46,5252,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.180686382,2021-10-13T04:32:56.369661,610
47,7045,0x7502081d263c25c7819d85e36d47cf705e3fbb76,3.6598,2021-10-13T04:31:38.994450,6567
48,6844,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.196470316999999,2021-10-13T04:26:15.438855,3375
49,5251,0xc616540da0a1826cce0bc865b6ce9ad3c11ef250,5.1102,2021-10-13T04:22:45.541551,8209
50,4958,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.028478651,2021-10-13T03:20:40.552121,3829
51,1158,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.021021466,2021-10-13T02:48:38.476204,6261
52,4423,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.045379028999999,2021-10-13T02:46:40.492232,6444
53,8479,0x9f1a8e2d468098a784e03d349f6a784aea041b9c,4.511,2021-10-13T02:32:37.424841,536
54,3589,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.050542455,2021-10-13T02:24:44.841413,6475
55,7045,0xdc7635110f919dbdc0eaeb2da873134aaad0aa6e,5.0175,2021-10-13T02:22:47.498471,6567
56,3589,0x9f1a8e2d468098a784e03d349f6a784aea041b9c,4.51,2021-10-13T02:12:30.044211,6475
57,6844,0x9f1a8e2d468098a784e03d349f6a784aea041b9c,4.511,2021-10-13T01:57:03.585837,3375
58,6391,0x9f1a8e2d468098a784e03d349f6a784aea041b9c,4.511,2021-10-13T01:47:12.440635,6961
59,1605,0x5ecea1590302cf0afc0d17b28b1ddabb75bae2b7,4.832,2021-10-13T01:33:07.846360,7421
60,1605,0x9f1a8e2d468098a784e03d349f6a784aea041b9c,4.51,2021-10-13T01:29:20.259384,7421
61,1605,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.039768913,2021-10-13T01:29:00.289301,7421
62,8479,0xb60398b7061668962dc041bae1905b13205d1a32,3.0,2021-10-13T01:26:01.788012,536
63,6844,0xb60398b7061668962dc041bae1905b13205d1a32,3.0,2021-10-13T01:22:45.230612,3375
64,5251,0x9f1a8e2d468098a784e03d349f6a784aea041b9c,4.511,2021-10-13T01:22:24.185844,8209
65,6391,0xb60398b7061668962dc041bae1905b13205d1a32,3.0,2021-10-13T01:21:36.360421,6961
66,1158,0x9f1a8e2d468098a784e03d349f6a784aea041b9c,4.51,2021-10-13T01:19:36.066863,6261
67,5251,0x03fa6e453b79618c9ca5f68ab1f4868d4251134a,5.1102,2021-10-13T01:18:56.208385,8209
68,1027,0x9f1a8e2d468098a784e03d349f6a784aea041b9c,4.51,2021-10-13T01:16:45.236703,5047
69,4958,0x9f1a8e2d468098a784e03d349f6a784aea041b9c,4.511,2021-10-13T01:16:01.708183,3829
70,4957,0x9f1a8e2d468098a784e03d349f6a784aea041b9c,4.511,2021-10-13T01:16:00.053202,6962
71,648,0x9f1a8e2d468098a784e03d349f6a784aea041b9c,4.51,2021-10-13T01:08:30.112818,4808
72,1158,0xb60398b7061668962dc041bae1905b13205d1a32,3.0,2021-10-13T00:38:42.291334,6261
73,1027,0xb60398b7061668962dc041bae1905b13205d1a32,3.0,2021-10-13T00:36:48.386605,5047
74,648,0xb60398b7061668962dc041bae1905b13205d1a32,3.0,2021-10-13T00:30:28.340669,4808
75,648,0x22e12520de00cd38554c6630c99e08a856a5d740,5.24,2021-10-12T23:42:50.526199,4808
76,6368,0xb472922a4cce42a5a360a54c2620cf8478c0633d,5.0,2021-10-12T23:26:22.375432,5117
77,6368,0xb472922a4cce42a5a360a54c2620cf8478c0633d,5.0,2021-10-12T23:26:20.778543,5117
78,1027,0xb472922a4cce42a5a360a54c2620cf8478c0633d,5.0,2021-10-12T23:15:21.027244,5047
79,1027,0xb472922a4cce42a5a360a54c2620cf8478c0633d,5.0,2021-10-12T23:15:19.776049,5047
80,1027,0x7fc65ccc5c9c69080d682e0930849301c7aeb524,2.5,2021-10-12T21:16:17.189753,5047
81,8479,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,1.0,2021-10-12T20:17:32.246513,536
82,1027,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,1.0,2021-10-12T20:13:03.455324,5047
83,648,0x75012a246789009b08bd5675d53fc903c1c30735,2.12,2021-10-12T19:44:00.690221,4808
84,4957,0xe971a5a15a9a68022af4cc52b4bee80af2ba13ab,5.0,2021-10-12T19:07:00.256619,6962
85,648,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,1.0,2021-10-12T19:00:37.099526,4808
86,8479,0x75012a246789009b08bd5675d53fc903c1c30735,2.12,2021-10-12T18:57:38.295717,536
87,1027,0xba1fc10fb094b165f4125e766da52ea4a27d677d,2.1203,2021-10-12T18:36:39.442404,5047
88,1027,0x75012a246789009b08bd5675d53fc903c1c30735,2.11,2021-10-12T18:29:12.766027,5047
89,8479,0xe298b13bb2343d4cae8e3a208a042a3f21588980,2.1,2021-10-12T18:22:54.499461,536
90,6391,0xe298b13bb2343d4cae8e3a208a042a3f21588980,2.1,2021-10-12T18:16:38.730421,6961
91,1497,0xe298b13bb2343d4cae8e3a208a042a3f21588980,2.1,2021-10-12T18:05:28.455880,5655
92,1158,0xe298b13bb2343d4cae8e3a208a042a3f21588980,2.1,2021-10-12T18:04:45.802606,6261
93,1027,0xe298b13bb2343d4cae8e3a208a042a3f21588980,2.1,2021-10-12T18:04:24.159085,5047
94,648,0xe298b13bb2343d4cae8e3a208a042a3f21588980,2.1,2021-10-12T18:04:00.861200,4808
95,1497,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,1.0,2021-10-12T17:13:49.658852,5655
96,2879,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,1.0,2021-10-12T16:17:30.416059,4588
97,3468,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,1.0,2021-10-12T15:50:45.863576,934
98,6391,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,1.0,2021-10-12T15:42:33.403296,6961
99,6391,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.291782576999999,2021-10-12T15:36:51.765412,6961
100,3078,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,1.0,2021-10-12T15:33:52.283685,8195
101,5251,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.277262497,2021-10-12T15:29:13.631247,8209
102,1158,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,1.0,2021-10-12T15:25:20.043489,6261
103,8479,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.261950742,2021-10-12T15:17:27.669337,536
104,1537,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.195,2021-10-12T15:00:18.383316,4106
105,1027,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.202,2021-10-12T14:45:53.962320,5047
106,1805,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.269,2021-10-12T14:40:47.121920,1294
107,1497,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.267,2021-10-12T14:39:39.804147,5655
108,2879,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T14:35:20.219127,4588
109,6368,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.281716036,2021-10-12T14:33:49.910328,5117
110,1497,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.265496576,2021-10-12T14:31:15.872832,5655
111,648,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.271,2021-10-12T14:26:42.216795,4808
112,6391,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T14:25:21.147009,6961
113,648,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.269314003000001,2021-10-12T14:22:38.478735,4808
114,5252,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T14:18:14.933330,610
115,2879,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T14:17:51.681193,4588
116,5252,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.286740653,2021-10-12T14:15:34.409439,610
117,7514,0x75012a246789009b08bd5675d53fc903c1c30735,5.293,2021-10-12T14:14:11.733539,1646
118,1497,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T14:12:27.079762,5655
119,6844,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.261218960999999,2021-10-12T14:08:53.121438,3375
120,8479,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.196,2021-10-12T14:03:40.505627,536
121,3589,0x98891cc84782db998cf18d0e648e4de9115e1b23,5.53455,2021-10-12T14:01:34.141389,6475
122,1497,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T13:58:38.431383,5655
123,7514,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.290587008999999,2021-10-12T13:57:53.406763,1646
124,6722,0x98891cc84782db998cf18d0e648e4de9115e1b23,5.88,2021-10-12T13:55:42.226851,3866
125,6368,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T13:42:49.333079,5117
126,4957,0x75012a246789009b08bd5675d53fc903c1c30735,5.322,2021-10-12T13:41:03.256457,6962
127,6844,0x75012a246789009b08bd5675d53fc903c1c30735,5.211,2021-10-12T13:37:06.836157,3375
128,6722,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.283,2021-10-12T13:36:37.396794,3866
129,6722,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.280566128,2021-10-12T13:35:04.363846,3866
130,5252,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T13:32:20.482754,610
131,648,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.22,2021-10-12T13:31:39.521593,4808
132,648,0x2378d2cb86db464bdaa7f481ade37b191df2a3ff,5.5,2021-10-12T13:29:01.309695,4808
133,648,0x2378d2cb86db464bdaa7f481ade37b191df2a3ff,5.5,2021-10-12T13:28:59.477947,4808
134,5252,0x2378d2cb86db464bdaa7f481ade37b191df2a3ff,5.4295555,2021-10-12T13:27:52.229455,610
135,2879,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.2605375190000006,2021-10-12T13:26:38.506993,4588
136,7514,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T13:23:43.065666,1646
137,4958,0x75012a246789009b08bd5675d53fc903c1c30735,5.282,2021-10-12T13:15:36.555829,3829
138,6722,0x4dfbbd94f713a763cb0c165628c8a48e257a0f8f,5.88,2021-10-12T13:14:52.256806,3866
139,4958,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.2802495270000005,2021-10-12T13:04:57.303302,3829
140,1805,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T13:02:40.530514,1294
141,4957,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.266652807000001,2021-10-12T12:48:05.968651,6962
142,4663,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.282,2021-10-12T12:45:04.760528,3744
143,4663,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.280323696,2021-10-12T12:43:05.476873,3744
144,4958,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.219,2021-10-12T12:40:20.837861,3829
145,5442,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.269,2021-10-12T12:35:16.076114,5177
146,3077,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.28675555,2021-10-12T12:35:11.874937,2129
147,4423,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.295,2021-10-12T12:34:56.071217,6444
148,1158,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.266857648999999,2021-10-12T12:32:26.644715,6261
149,4423,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.29266016,2021-10-12T12:30:57.497990,6444
150,6368,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T12:23:25.091815,5117
151,6458,0x4dfbbd94f713a763cb0c165628c8a48e257a0f8f,5.5419,2021-10-12T12:17:38.337036,3219
152,3589,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.264986775000001,2021-10-12T12:08:29.038655,6475
153,3078,0x75012a246789009b08bd5675d53fc903c1c30735,5.279,2021-10-12T11:48:42.994186,8195
154,5442,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.266902906,2021-10-12T11:48:16.291566,5177
155,3078,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.276636424,2021-10-12T11:44:20.553275,8195
156,1805,0x75012a246789009b08bd5675d53fc903c1c30735,5.269,2021-10-12T11:34:54.602285,1294
157,1805,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.267380776,2021-10-12T11:30:29.115705,1294
158,1027,0x75012a246789009b08bd5675d53fc903c1c30735,5.202,2021-10-12T11:26:51.203632,5047
159,3078,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T11:19:11.534186,8195
160,1805,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T11:16:29.905878,1294
161,5251,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.225,2021-10-12T11:14:33.482382,8209
162,6391,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T11:11:25.451186,6961
163,1805,0xb510d09b72755ab2213d3d43fd43e4153cc0fdd1,4.4764,2021-10-12T11:11:20.527979,1294
164,1537,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.195,2021-10-12T11:09:19.468774,4106
165,7514,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T11:09:07.907882,1646
166,1537,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.19326954,2021-10-12T11:07:05.794570,4106
167,1027,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.200017513,2021-10-12T11:05:49.951148,5047
168,8479,0x75012a246789009b08bd5675d53fc903c1c30735,5.196,2021-10-12T11:03:37.390158,536
169,3078,0x75012a246789009b08bd5675d53fc903c1c30735,5.172,2021-10-12T11:02:22.659036,8195
170,1805,0xb510d09b72755ab2213d3d43fd43e4153cc0fdd1,4.422,2021-10-12T10:56:46.281118,1294
171,5251,0xe971a5a15a9a68022af4cc52b4bee80af2ba13ab,5.8,2021-10-12T10:56:44.188206,8209
172,5251,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.22284672,2021-10-12T10:39:49.829941,8209
173,5252,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T10:37:55.834004,610
174,5252,0x75012a246789009b08bd5675d53fc903c1c30735,5.171,2021-10-12T10:32:33.457578,610
175,1497,0xe971a5a15a9a68022af4cc52b4bee80af2ba13ab,5.5,2021-10-12T10:29:53.281975,5655
176,8479,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.194170343000001,2021-10-12T10:28:02.681208,536
177,1027,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T10:26:05.521354,5047
178,1027,0xb510d09b72755ab2213d3d43fd43e4153cc0fdd1,4.3797999999999995,2021-10-12T10:25:53.585189,5047
179,6391,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.183,2021-10-12T10:25:40.123207,6961
180,2879,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T10:22:45.013713,4588
181,1158,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T10:15:35.852916,6261
182,3468,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.220082805,2021-10-12T10:09:26.015441,934
183,4423,0xe971a5a15a9a68022af4cc52b4bee80af2ba13ab,5.5,2021-10-12T10:08:16.942577,6444
184,4663,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T10:01:18.389099,3744
185,1497,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.205,2021-10-12T09:55:15.192458,5655
186,6391,0x75f2637dfaab643c5c1857e3f888d8d8584fc7aa,5.75,2021-10-12T09:50:03.411999,6961
187,4957,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.322,2021-10-12T09:49:45.691352,6962
188,6844,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T09:46:16.928187,3375
189,1497,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.20323588,2021-10-12T09:41:45.860462,5655
190,3468,0xb510d09b72755ab2213d3d43fd43e4153cc0fdd1,4.422,2021-10-12T09:38:44.045000,934
191,5251,0x75012a246789009b08bd5675d53fc903c1c30735,5.161,2021-10-12T09:36:43.921227,8209
192,648,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.2182283169999994,2021-10-12T09:33:05.026065,4808
193,1537,0x75012a246789009b08bd5675d53fc903c1c30735,5.165,2021-10-12T09:29:49.520977,4106
194,3468,0xb510d09b72755ab2213d3d43fd43e4153cc0fdd1,4.3805,2021-10-12T09:29:03.196100,934
195,4957,0x75f2637dfaab643c5c1857e3f888d8d8584fc7aa,5.75,2021-10-12T09:28:56.390120,6962
196,4423,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T09:28:41.499496,6444
197,6844,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.211,2021-10-12T09:27:41.228201,3375
198,5442,0x75012a246789009b08bd5675d53fc903c1c30735,5.161,2021-10-12T09:27:39.436975,5177
199,3589,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T09:25:33.701719,6475
200,8479,0x75012a246789009b08bd5675d53fc903c1c30735,5.156,2021-10-12T09:19:56.424026,536
201,3077,0x75012a246789009b08bd5675d53fc903c1c30735,5.204,2021-10-12T09:01:20.568108,2129
202,4958,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.219,2021-10-12T08:35:39.865791,3829
203,2879,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T08:19:09.894283,4588
204,4423,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.164,2021-10-12T08:19:05.154210,6444
205,3468,0xb510d09b72755ab2213d3d43fd43e4153cc0fdd1,4.3472,2021-10-12T08:16:45.636459,934
206,4958,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.21667731,2021-10-12T08:15:20.307730,3829
207,7514,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T08:11:52.724846,1646
208,7514,0xb510d09b72755ab2213d3d43fd43e4153cc0fdd1,4.3472,2021-10-12T08:10:41.207789,1646
209,4957,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T08:03:03.382761,6962
210,7514,0xb510d09b72755ab2213d3d43fd43e4153cc0fdd1,4.3404,2021-10-12T08:01:04.285177,1646
211,5442,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T07:56:54.453606,5177
212,6368,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.173,2021-10-12T07:53:28.896725,5117
213,3468,0xb510d09b72755ab2213d3d43fd43e4153cc0fdd1,4.3404,2021-10-12T07:53:25.618681,934
214,3077,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.201858999000001,2021-10-12T07:45:48.597232,2129
215,1497,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.178,2021-10-12T07:45:00.334956,5655
216,6844,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T07:37:34.989158,3375
217,3589,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.201555832,2021-10-12T07:19:14.115649,6475
218,648,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T07:17:41.816844,4808
219,4663,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T07:13:25.568556,3744
220,3589,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T07:01:07.448619,6475
221,3078,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.172,2021-10-12T06:56:38.377251,8195
222,4663,0xb510d09b72755ab2213d3d43fd43e4153cc0fdd1,4.388,2021-10-12T06:52:06.937918,3744
223,1158,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T06:47:49.028367,6261
224,1805,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T06:38:17.859235,1294
225,5252,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.171,2021-10-12T06:35:55.516684,610
226,3077,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.157,2021-10-12T06:31:56.005689,2129
227,1027,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.0,2021-10-12T06:21:51.661565,5047
228,4958,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T06:21:47.607344,3829
229,3077,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.154997508,2021-10-12T06:15:58.878553,2129
230,5251,0x75012a246789009b08bd5675d53fc903c1c30735,5.161,2021-10-12T06:11:58.146773,8209
231,3077,0xb510d09b72755ab2213d3d43fd43e4153cc0fdd1,4.4083999999999985,2021-10-12T06:09:21.800333,2129
232,3077,0xb510d09b72755ab2213d3d43fd43e4153cc0fdd1,4.388,2021-10-12T06:01:59.141894,2129
233,4957,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.173051675000001,2021-10-12T05:38:35.114576,6962
234,6391,0x721d8755b8bbad8d3ef7829c87b68c48bb8a9b0e,5.44215,2021-10-12T05:32:12.035470,6961
235,6391,0x721d8755b8bbad8d3ef7829c87b68c48bb8a9b0e,5.44215,2021-10-12T05:32:10.945807,6961
236,3078,0x384d5e35f01986eeab07c883b6a6490cfd206d87,5.170219995,2021-10-12T05:27:58.972275,8195
237,1537,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.602,2021-10-12T05:23:38.029598,4106
238,3078,0x75012a246789009b08bd5675d53fc903c1c30735,5.01,2021-10-12T05:19:39.524200,8195
239,1537,0x75012a246789009b08bd5675d53fc903c1c30735,5.165,2021-10-12T05:17:29.448814,4106
240,6844,0x75012a246789009b08bd5675d53fc903c1c30735,5.211,2021-10-12T05:08:54.077166,3375
241,2879,0x75012a246789009b08bd5675d53fc903c1c30735,5.0,2021-10-12T05:05:44.234062,4588
242,8479,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.156,2021-10-12T05:03:59.554408,536
243,3589,0x201cedc1a286150a809f9f1a9e4c05c33ae154b1,5.273,2021-10-12T05:03:28.772307,6475
