,TOKEN_ID,USER,DATE,RANK,PRICE
499,1130,0xab557245f9de18a7a2b59e8bc4f361dd83d16807,2021-10-11T16:56:58.237252,188,6.7
1017,1130,0xfc3197136c91cd32ea78794049797a182138e942,2021-10-09T19:42:11.224502,188,5.99
521,8249,0x3b838b2ce56f17fc56d7edfdb19193c532ecc504,2021-10-11T14:52:56.284828,189,7.0
4014,8001,0xfb2d91e1067af0f5e184589e5eb780c5ce50ac46,2021-10-07T21:44:39.794579,191,3.799
359,7889,0x2c3ac1a1ac9cce7c027f9e87c1753c736468e07e,2021-10-12T06:46:33.529742,192,6.469
2874,7889,0x272edd645f795263eb3c4d83b4214ded8982e3ed,2021-10-07T23:00:09.992473,192,5.7
926,7854,0x7240a22e4c7cfa7ff851a4b38ef37b36136f5789,2021-10-09T22:27:29.765936,196,6.9
1817,1870,0x86eaa58f41ba0437498581ce9eda504ba6cf5ab9,2021-10-08T08:31:59.022164,198,5.4
3696,2022,0x052fdcfb81d8234def61076999b095b75da8fa36,2021-10-07T21:56:28.888228,201,2.7
1298,4981,0x28ce9360409560cb8bf0c4ec5e4c34eab3cd901d,2021-10-09T04:01:06.531644,203,5.8888
4262,3206,0x3ea87d75974a8296a35396d623f6b3294ebdabf8,2021-10-07T21:23:31.205804,205,4.9
2999,3206,0xb0bdc905efd56d256b2a60d53d40efa6be30ec3b,2021-10-07T22:47:16.851705,205,6.25
980,6484,0x434191e1ed7b3197022ea38e115cc78b218db5a9,2021-10-09T20:38:43.001325,208,6.5
2514,4110,0xeef44ca98eb0c7e412366c020c6bd3cfaff8b33e,2021-10-08T00:03:50.314081,215,4.5
2148,4110,0x4cf28b4819b9c1aaaae4bfd1a87004a0fc83c977,2021-10-08T02:31:13.165265,215,5.49
294,5496,0x2c3ac1a1ac9cce7c027f9e87c1753c736468e07e,2021-10-12T13:38:50.342771,217,6.5
3190,5496,0xd0680be2393998a558c9864a0c264ac8731bd4df,2021-10-07T22:28:00.430002,217,5.5
3307,5496,0xa808f3959b2c74d5f8536f086e38e60f60b95dff,2021-10-07T22:19:32.376995,217,5.8
889,6330,0xecbf9122f1a7489d560ea3596451e814f4f845e5,2021-10-09T23:15:02.889651,218,7.0
588,6330,0x9923ec8a394da6f0e9cc6168d6007b439f200029,2021-10-11T04:28:02.518390,218,6.937
3792,3361,0x18333a87fb0e60a01864a3f9668124fa793951e7,2021-10-07T21:52:48.607753,219,3.49
3734,3361,0x6f8d7cf3d0c2363ae275488fe33fe13b46b6bb5e,2021-10-07T21:54:21.001681,219,4.3
3773,1907,0x35f8b2320b5016156065773498b5be999bc0be4b,2021-10-07T21:52:54.654086,220,4.343
1506,6819,0xc875295e78f772575d3a772c03cd13f6520a5913,2021-10-08T17:15:43.459345,224,5.79
488,7383,0xe91441b90a39565731d39d028f9dabebecf81d3a,2021-10-11T18:02:03.668524,225,6.49
1889,4005,0xa1a9b8e320184027639eba4c9c286cf85535324d,2021-10-08T06:43:58.624066,234,5.488
1893,4005,0xe0d620f829ec31b09a43f05fb73f4a5d5c773341,2021-10-08T06:38:30.610891,234,4.47
1714,5036,0x453721d8f20513944a0edc7230ec2709552f7e17,2021-10-08T11:39:28.633155,235,5.18
1858,300,0x86a050eb5ebe79a9d53da8ed4351ba59a3f4d81d,2021-10-08T07:34:25.401421,236,5.44
981,1170,0x434191e1ed7b3197022ea38e115cc78b218db5a9,2021-10-09T20:38:43.129391,237,6.5
2454,285,0x4595ff64328faf80a8cf0d52355639984b6af23c,2021-10-08T00:17:45.910362,238,4.6
3458,465,0xe8b15c1fe4ec244eea5b17a9db675023a72c8bd3,2021-10-07T22:09:05.694226,239,5.5
689,2019,0xec30b308266489375d8b60ef7e63e89b18a02b97,2021-10-10T16:46:10.419755,242,7.244
1436,2885,0x28880fa5e7ca2dd96b3055e1f8ef87f2633d9c8a,2021-10-08T19:50:30.145374,243,6.0
1399,1405,0x6676751a1c3592f589e32f28e649febe7ef2b805,2021-10-08T21:58:34.651263,244,5.97
1439,1405,0x8513a2e052ff46275b490d15ac47f3a8d6872419,2021-10-08T19:17:36.130598,244,5.5
197,5170,0x1a91bd78f536523ac1217bbe23b5c1844053cba6,2021-10-12T16:48:30.554049,245,6.75
4094,5810,0x8f6663a1ac7a98c060280b562c814a84b79b3123,2021-10-07T21:37:09.660747,248,3.0
3927,5810,0x09a7002b9f75ec74a31433dcdbd449eef3b5733b,2021-10-07T21:48:06.212930,248,3.99
1158,5810,0x8140872816ebc41f0b2904e6eb8caefa809adcbf,2021-10-09T10:30:06.117770,248,6.45
4257,2599,0xf6574b90207b36b835b77d8a3e104e8d7185a373,2021-10-07T21:23:43.924772,249,6.2
2867,6351,0xb0bdc905efd56d256b2a60d53d40efa6be30ec3b,2021-10-07T23:01:20.705015,250,6.44
481,4326,0x87180ec01780ef48f9a581ee22ea8651357a464a,2021-10-11T18:39:03.518595,251,6.47
3359,7072,0xcdf0437d2dde9307204f330dc6debd2d29cc9d11,2021-10-07T22:14:49.467976,252,5.59
3564,6845,0xec95ff44314a3f207c4d245d6552ca79ec4f3eab,2021-10-07T22:02:22.692062,254,4.69
1652,3461,0x3e7604a2c57d990d5ad4612a25432e8fe752c5f5,2021-10-08T13:17:00.709021,257,5.0
574,3461,0xab557245f9de18a7a2b59e8bc4f361dd83d16807,2021-10-11T06:03:12.710914,257,6.8
1455,1037,0xb4b66f947a7c0131f90af85f35414068d867cac8,2021-10-08T18:32:25.311289,258,6.069
1607,2011,0x274511c27f659187d5c01cae69af0361e9f388c3,2021-10-08T14:51:02.633922,259,5.25
3198,4646,0x8ec142ad6b981c995c9060d4bc2002cb23ca34c0,2021-10-07T22:27:07.322485,260,5.0
3179,4646,0x944d494db1d4bcb3ae3a3ab9d97b79da14fe436a,2021-10-07T22:29:19.040250,260,5.9
2574,4560,0x57b751601cce10f62394c3e075a6f9281f375e95,2021-10-07T23:48:36.976478,262,5.6
314,6717,0x90c95a72092e40972856c56edbfad071602457c8,2021-10-12T11:25:41.097008,264,6.69
2387,6717,0x272edd645f795263eb3c4d83b4214ded8982e3ed,2021-10-08T00:35:37.994608,264,4.98
573,7543,0xab557245f9de18a7a2b59e8bc4f361dd83d16807,2021-10-11T06:05:53.418718,265,6.85
3731,4250,0x5af6b9c39350126176bbac477451cee70cb4e87b,2021-10-07T21:54:20.570823,266,3.99
2654,2332,0xcbfad11368946037cf812499f1ebf34215bddf32,2021-10-07T23:31:53.639820,268,5.97
2252,3172,0x0f4a7fb8a48b8f6a531b80559853b80ee7105ea0,2021-10-08T02:11:56.152160,270,5.3
18,3172,0x010b60c190058dd3954ab16421ff32e088e43274,2021-10-13T14:21:25.268285,270,6.658
1080,2122,0xf6d1a50f3d9e52bb351b4d05075884238483218d,2021-10-09T15:46:47.613068,271,6.439
3252,2630,0xaec5065f734b0d68164db2e8fc2c00286da29e9f,2021-10-07T22:23:34.917220,272,5.8888
716,2630,0x911cb94046ac22e447148e41f3e26af7e462d14d,2021-10-10T12:45:24.384309,272,8.0
3306,5559,0x6d9a2ec158a9bb480247769896a044e1b9567aa4,2021-10-07T22:19:31.471199,277,5.8
3517,2669,0xfa45c6991a2c3d74ada3a279e21135133ce3da8a,2021-10-07T22:05:40.675935,279,5.29
1935,4897,0x280a8675cf1d930c638f4f9eb9dbe75823801d5a,2021-10-08T05:50:54.261154,281,5.4
2437,4897,0x2cb896e583a792baaf0a227c06a187591ef7d698,2021-10-08T00:22:01.575229,281,4.888
296,4824,0xc68acf7310d836cd58b7946556f53558077e5ac9,2021-10-12T13:00:34.311549,282,6.4
2321,978,0xae67a1120ad2f4e22616a9108c2dcf2fad865afd,2021-10-08T00:54:41.430574,283,5.8
2001,1987,0x3479bb56816b2822b208f7175ef0d33990025c89,2021-10-08T04:14:45.264152,284,5.75
2674,1750,0xfce0413bad4e59f55946669e678eccfe87777777,2021-10-07T23:27:52.291216,286,5.9
943,1750,0xf112fd2b9fdad3d009b68e1d9606088bc369ac74,2021-10-09T21:45:52.964038,286,6.8765
812,5705,0x4e6c806419de35adcc0309ed6706d48d5fee271d,2021-10-10T02:25:21.302701,292,8.75
827,5705,0x9eb566c9702634c3d02156a04dc9c89f7c9c13d9,2021-10-10T01:53:48.190979,292,7.999
1286,859,0x98e9ea963f5155ae503b4f5532fdb7d42d9d7c1f,2021-10-09T05:06:47.965290,293,5.68
1290,859,0x4fe2521bfe4335e1c72d398ff8ed5fb40edcaf8d,2021-10-09T04:52:19.796729,293,5.05
548,3716,0x8ff067e2dbed297b0b09071c5bf54c3f131909e6,2021-10-11T10:52:27.688209,295,6.9
1509,2191,0x03ba6a97aab6349d6483ea923eb56aa8ee9cd7d2,2021-10-08T17:07:57.590932,299,5.8
772,2191,0x3c415c77917c90f9172e02a2d12dfdd6167b2914,2021-10-10T06:10:37.892854,299,7.4
1091,127,0xd0abc0e3e4e4eac7a796147c9c69f5b87d9b4459,2021-10-09T15:03:43.151244,303,6.9
1176,4749,0xf7d092c2971757d37eb74f90dc3da68dfd545c47,2021-10-09T10:12:03.392039,304,6.2
3160,8175,0x5e75f31711f2a7a85fcf6907127d8e8b5c7fbf52,2021-10-07T22:31:05.789550,306,5.969
1361,8175,0xc9b7ccab253187590db7a858b4b94bf19277fef4,2021-10-08T23:57:55.581745,306,5.74
626,5357,0x455de1fa5e8444f77d5ed3bdf1d3d7b65e655f3f,2021-10-10T23:30:44.049235,307,6.77
4253,5357,0xe6549f06f539db7a99512953a77bbc043c89e6ca,2021-10-07T21:24:14.339821,307,4.0
2672,3236,0x83597b09e0af547530dba42be453d43c83312fc4,2021-10-07T23:28:32.795662,308,6.0
2911,1789,0xb5ddebe5adc68c9fa23e35ba110e585488888888,2021-10-07T22:56:12.021421,309,6.0
2158,2624,0x862c6f0373ac129fc66a324b234943139ca10c92,2021-10-08T02:29:52.395026,311,5.65
2471,5457,0x5bdada33a3d368008e520de17262ee32c32d3ecb,2021-10-08T00:14:02.505899,314,4.79
207,5457,0xda5de5cbc4f233e3ef2446d83304b9f934f16a2a,2021-10-12T16:36:48.135978,314,6.778
3984,5457,0x59b429647fcc0a29166baf2707db5d61f0572865,2021-10-07T21:45:31.612094,314,3.3
1863,4175,0xe28d8c1f09882d4bce5b43ae8dba55007ee46ae6,2021-10-08T07:25:30.245326,317,5.44
733,1013,0xb3d9b1faeac1060e9fd2c6ea87749772fdf08b14,2021-10-10T10:31:40.351354,322,7.9
4027,1013,0xc9130a754151b1d06fcfd2a5fe1663bcb58b9def,2021-10-07T21:44:15.146585,322,3.4
3492,2291,0x95b36111ceda68941009d5f850572d8cb0e9d4f7,2021-10-07T22:07:05.433087,323,5.0
1936,2170,0x785e73aec41a9b8f9b0438f0ca53abef7e218623,2021-10-08T05:49:46.255998,324,5.79
4053,8151,0x8c794d7345a81e1c9ef45bbb794579beb3555613,2021-10-07T21:43:09.548454,325,3.8
2513,6721,0x2bd0cbb03af55e337aabb179a7bf092218b8367c,2021-10-08T00:03:51.579465,327,5.5125
2394,5209,0x0b13f13c0e99f24b96a835b787d1347b33d87776,2021-10-08T00:32:27.579302,331,4.99
3278,7112,0xc8f738645ec26569690924b19050a90cffaf7bfa,2021-10-07T22:21:31.697265,332,6.0
3612,2670,0x8629396e39997886cf31fc77a2761c5a58247268,2021-10-07T22:00:03.594789,343,4.95
1110,3448,0x243d7e34d923028d00afd02fb0ef4a96fa50ceb1,2021-10-09T13:12:26.644676,345,6.5
2647,3448,0xbdd95abe8a7694ccd77143376b0fbea183e6a740,2021-10-07T23:33:35.358086,345,5.81
1917,6217,0x07c2af75788814ba7e5225b2f5c951ed161cb589,2021-10-08T06:11:50.880116,347,5.498
3761,126,0xb0bd404d9a2053fd8536a601f4e8c24042cbb749,2021-10-07T21:53:46.318782,350,4.0
741,2292,0xe67b18b27db897ff71994a6ad3890626620e580a,2021-10-10T09:13:48.748133,354,8.0
3511,2292,0xc42193d87dd67c3639ed1cef53c409c37775f7c4,2021-10-07T22:05:38.679328,354,4.8
3250,4411,0xbeb0d29f995782869475e43ecbc75fe0f8b88a11,2021-10-07T22:23:50.396563,355,6.66
3752,5531,0x19e7b1eb2086127ac37bfe16de6d31e3ed350153,2021-10-07T21:53:58.751881,356,4.0
764,559,0xdb4f7db91482ce3f8393db0725ef94ba7237bbef,2021-10-10T06:34:47.990969,358,7.77
3208,5484,0x8469f316c767d41ee1a61242b99d2e15bc1daa85,2021-10-07T22:26:00.058706,359,5.99
433,7694,0x00b0f7f28e63122b77098cd28366c358f6a01eed,2021-10-11T22:47:27.659573,360,6.6
1660,6935,0x9ba91ce6a54750aa7f13c98a2384c03227817f04,2021-10-08T13:08:00.654332,364,5.0
3236,2583,0x350dfe6a1c06c4448a80df0245ca5264e39f16a8,2021-10-07T22:24:28.364800,366,6.0
547,3715,0xfc63b7423a943dd48e3d5812a11cbca692ec1e7a,2021-10-11T11:01:09.539201,367,6.9
682,2854,0x95749cddbdfb94be7fd9a1d0078152270f718080,2021-10-10T18:15:23.737118,374,7.2
3811,3518,0xefeb0b9ef8e5732bf8a6cfadf86dc7e90e15b98c,2021-10-07T21:51:48.196754,376,4.2
1153,7789,0xd6da5b97151c2fea9ccf11287985a21304a521a1,2021-10-09T10:45:43.421088,380,6.48
861,1781,0xcc52d4132a0fd28a6e2e820d0c8e774fe53499f0,2021-10-10T00:54:35.143982,381,7.5
1342,1106,0x606d0788a080014eaaddff313533dc60d9e89966,2021-10-09T01:06:08.324385,386,5.6
4185,1106,0x09d4083ffd20d21acb9118465ad7c52ac8b548f7,2021-10-07T21:30:13.568025,386,4.0
73,2372,0x1dae00f79ca9b99dc34cbeaa74e99b9033c6759e,2021-10-13T01:47:02.588312,387,6.4
3879,2372,0x690175f529bf170fa61b35a5868c3023dc04fe2f,2021-10-07T21:49:28.871771,387,3.99
253,2372,0x3d9268744b62d2e18b52f66044fd6eda0f3ff2c3,2021-10-12T15:33:18.159676,387,5.85
3293,6993,0x65d583670b6ce11793fcb43c8e14a6daf62f91d8,2021-10-07T22:20:23.263713,392,5.74
2500,4344,0x514425232657379f702f5df2d14bfb1a9dcb3109,2021-10-08T00:07:54.038842,394,4.73
1825,8345,0x276db42276559999c60cc1983562619c07f643b2,2021-10-08T08:21:40.777313,399,5.55
2367,7105,0xc2bd88f4627ba7355b885cc194c9dada60f57e70,2021-10-08T00:40:40.795206,401,5.19
419,5928,0xff2d93272f3fea38a51cbd5d1c7d436ada5d4286,2021-10-12T00:01:19.392276,402,6.667
2047,6592,0x814af9498176956da2bbace624074e6489a1e40f,2021-10-08T03:32:45.697741,404,5.88
2502,4169,0xbd0c5066d0172a71d68a6b299565c91ba1251afa,2021-10-08T00:07:35.592150,405,4.4
2002,6145,0x11713c4da8138d4f3c3753a111fbc394bbdd3b3f,2021-10-08T04:13:05.778253,408,5.82
470,6145,0x9ee9a8d76cd828ed14cbfc5ad8b4a6789ce3419c,2021-10-11T19:27:30.687581,408,6.7
2967,991,0xb2642bd041ff2c6c1f28a8b35c562b706be1c165,2021-10-07T22:49:56.149053,410,5.94
4324,7355,0x1d68c6a2a32ddc7f391aa2a454b5cd501df03374,2021-10-07T21:10:45.797723,411,8.0
2626,3130,0x7512c6a03b4c29e95b4786a5c2045aca94eaf05e,2021-10-07T23:35:48.456799,414,5.96
524,1351,0x9d415e41542903be4efc533111824a621dd8d91f,2021-10-11T14:49:37.536088,415,6.45
1375,5190,0x9eefbb6759e48aaafd8a49d825abfdd0b22d5ad1,2021-10-08T23:08:01.785262,422,5.939
673,6779,0x4c6f98235cb97ecbfb49a1d3a26948544cfe35ef,2021-10-10T19:05:55.788466,424,7.0
1650,4134,0x775a1a552d42e282078ae98ea0b339c5e3a22e68,2021-10-08T13:20:59.119154,427,5.19
2178,4903,0xc352cbaa4b76974a6786b4f08e075621ea267fb0,2021-10-08T02:27:14.332986,430,5.5
1941,2600,0x766977e1e61a75914cfebabc7554d558185b22ea,2021-10-08T05:46:10.467167,431,5.2
2163,4183,0x6d8aac4f1817f6316706083f22fd314714b5ae5c,2021-10-08T02:29:38.161910,444,5.699
1663,7519,0x2771aba2c97772209d33951d7defbe172ad43bba,2021-10-08T13:03:15.548489,447,5.1
4072,4132,0xd0680be2393998a558c9864a0c264ac8731bd4df,2021-10-07T21:42:18.903261,452,3.0
228,4132,0x5974611d6f0ec3804be04ff6c110a8980542071c,2021-10-12T16:09:09.318901,452,5.75
4268,119,0xc524ed0fd1af56ce04becfa8ffbc73ffc085be3a,2021-10-07T21:23:18.373584,453,5.2
818,119,0x1c821603402be0898843c64e5359eeb2ba2e75d3,2021-10-10T02:11:24.946253,453,8.5
2875,5121,0xb0bdc905efd56d256b2a60d53d40efa6be30ec3b,2021-10-07T23:00:03.375811,456,6.4
2889,1358,0xc5e17b633db94c3465bd7faf2c64130804f134de,2021-10-07T22:58:28.434581,457,6.25
52,2773,0x413c3531f3d5a9248d031b4b5cb2de7b1ba8b7f4,2021-10-13T05:55:49.479220,459,8.0
3726,1647,0x93c3abc4804df0f1fb0c2adfdb65a7d161246b32,2021-10-07T21:54:41.578529,460,4.0
757,1647,0xfe605f9ad0c6c7efabf97b3b84b4959dbc178c02,2021-10-10T07:05:19.399808,460,8.2
3356,4146,0x2390c959cbcceb3f978d25706542d18ef665a2af,2021-10-07T22:15:04.397634,461,5.5
1114,5483,0xc19e51a53fd2457aa4d3e3e811b5823750c9429b,2021-10-09T12:58:40.688314,462,6.5
1667,630,0x23e24e2b892f86988132c8157d5e10942b1b6d96,2021-10-08T12:59:50.856530,464,5.3
3444,808,0x87180ec01780ef48f9a581ee22ea8651357a464a,2021-10-07T22:09:47.011786,465,5.0
2953,4153,0x5ea00bc260417e58087a010c85703683bfa6419f,2021-10-07T22:51:22.247996,468,6.0
