,id,price,date_sold
1188,1795,0.015,2021-09-30T09:08:26
1189,2381,0.012,2021-09-30T09:08:26
1182,5517,0.013,2021-09-30T09:08:26
1175,2177,0.0123,2021-09-30T09:08:34
1174,1797,0.02,2021-09-30T09:08:34
1173,2563,0.019,2021-09-30T09:08:35
1172,2562,0.015,2021-09-30T09:08:43
1171,1368,0.0239,2021-09-30T09:08:43
1170,2696,0.015,2021-09-30T09:08:43
1169,1282,0.02,2021-09-30T09:08:59
1168,2306,0.02,2021-09-30T09:08:59
1167,2560,0.019,2021-09-30T09:09:11
1166,2258,0.015,2021-09-30T09:09:11
1165,2568,0.015,2021-09-30T09:09:11
1164,5416,0.07,2021-09-30T09:09:11
1163,1788,0.015,2021-09-30T09:09:11
1162,5527,0.05,2021-09-30T09:09:11
1161,2559,0.015,2021-09-30T09:09:11
1152,2010,0.02,2021-09-30T09:09:25
1153,1535,0.024,2021-09-30T09:09:25
1155,3901,0.021,2021-09-30T09:09:25
1154,5703,0.015,2021-09-30T09:09:25
1157,2567,0.015,2021-09-30T09:09:25
1158,2087,0.015,2021-09-30T09:09:25
1159,3102,0.02,2021-09-30T09:09:25
1160,5651,0.05,2021-09-30T09:09:25
1156,2260,0.015,2021-09-30T09:09:25
1151,41,0.015,2021-09-30T09:09:42
1150,1798,0.015,2021-09-30T09:09:42
1149,1791,0.015,2021-09-30T09:09:42
1148,1028,0.0123,2021-09-30T09:09:42
1147,4152,0.015,2021-09-30T09:10:03
1146,2688,0.015,2021-09-30T09:10:03
1145,3304,0.02,2021-09-30T09:10:06
1144,5553,0.025,2021-09-30T09:10:09
1143,2261,0.02,2021-09-30T09:10:09
1138,1974,0.08,2021-09-30T09:10:12
1139,2701,0.017,2021-09-30T09:10:12
1141,2565,0.015,2021-09-30T09:10:12
1142,4185,0.02,2021-09-30T09:10:12
1140,2410,0.029,2021-09-30T09:10:12
1137,4735,0.07,2021-09-30T09:10:27
1136,1560,0.02,2021-09-30T09:10:34
1134,2690,0.016,2021-09-30T09:10:34
1133,5943,0.3,2021-09-30T09:10:34
1132,3535,0.07,2021-09-30T09:10:34
1123,650,0.025,2021-09-30T09:10:44
1124,2703,0.018,2021-09-30T09:10:44
1125,2073,0.0222,2021-09-30T09:10:44
1128,1793,0.015,2021-09-30T09:10:44
1129,1787,0.015,2021-09-30T09:10:44
1131,2695,0.015,2021-09-30T09:10:44
1127,2399,0.025,2021-09-30T09:10:44
1130,1281,0.02,2021-09-30T09:10:44
1111,2893,0.23,2021-09-30T09:11:18
1112,776,0.03,2021-09-30T09:11:18
1113,3888,0.02,2021-09-30T09:11:18
1114,2031,0.025,2021-09-30T09:11:18
1115,3885,0.024,2021-09-30T09:11:18
1117,5579,0.05,2021-09-30T09:11:18
1118,78,0.02,2021-09-30T09:11:18
1119,659,0.025,2021-09-30T09:11:18
1121,2070,0.0222,2021-09-30T09:11:18
1116,2089,0.02,2021-09-30T09:11:18
1102,5941,0.03,2021-09-30T09:12:09
1103,4184,0.024,2021-09-30T09:12:09
1104,5260,0.02,2021-09-30T09:12:09
1105,3151,0.02,2021-09-30T09:12:09
1106,2459,0.025,2021-09-30T09:12:09
1108,3891,0.02,2021-09-30T09:12:09
1109,4420,0.0222,2021-09-30T09:12:09
1110,5575,0.028,2021-09-30T09:12:09
1107,5134,0.05,2021-09-30T09:12:09
1101,617,0.025,2021-09-30T09:12:21
1100,4186,0.024,2021-09-30T09:12:21
1098,2072,0.0222,2021-09-30T09:12:21
1095,2694,0.02,2021-09-30T09:12:30
1097,2460,0.025,2021-09-30T09:12:30
1096,3975,0.029,2021-09-30T09:12:30
1094,2403,0.025,2021-09-30T09:12:35
1087,2013,0.02,2021-09-30T09:12:35
1088,3542,0.07,2021-09-30T09:12:35
1089,1792,0.015,2021-09-30T09:12:35
1093,2397,0.025,2021-09-30T09:12:35
1091,5316,0.1,2021-09-30T09:12:35
1092,2463,0.025,2021-09-30T09:12:35
1090,3362,0.036,2021-09-30T09:12:35
1073,5611,0.03,2021-09-30T09:12:40
1074,2396,0.025,2021-09-30T09:12:40
1076,2402,0.025,2021-09-30T09:12:40
1077,5573,0.028,2021-09-30T09:12:40
1078,5361,0.06,2021-09-30T09:12:40
1081,2461,0.025,2021-09-30T09:12:40
1082,4771,0.05,2021-09-30T09:12:40
1072,3026,0.04,2021-09-30T09:12:40
1084,4364,0.35,2021-09-30T09:12:40
1085,3452,0.03,2021-09-30T09:12:40
1086,2259,0.02,2021-09-30T09:12:40
1079,2414,0.029,2021-09-30T09:12:40
1083,3303,0.03,2021-09-30T09:12:40
1070,4759,0.023,2021-09-30T09:13:16
1071,3106,0.03,2021-09-30T09:13:16
1060,3088,0.0268,2021-09-30T09:13:22
1061,2749,0.02,2021-09-30T09:13:22
1062,3562,0.035,2021-09-30T09:13:22
1063,3887,0.024,2021-09-30T09:13:22
1069,2026,0.027,2021-09-30T09:13:22
1065,3523,0.1,2021-09-30T09:13:22
1068,2458,0.025,2021-09-30T09:13:22
1064,3421,0.03,2021-09-30T09:13:22
1067,5614,0.03,2021-09-30T09:13:22
1059,3558,0.04,2021-09-30T09:13:50
1058,3886,0.024,2021-09-30T09:13:50
1057,4543,0.025,2021-09-30T09:13:50
1056,3698,0.024,2021-09-30T09:13:50
1055,4730,0.028,2021-09-30T09:13:50
1052,2457,0.025,2021-09-30T09:13:57
1054,2404,0.025,2021-09-30T09:13:57
1053,4586,0.03,2021-09-30T09:13:57
1051,5733,0.028,2021-09-30T09:14:00
1049,2462,0.025,2021-09-30T09:14:00
1048,2408,0.029,2021-09-30T09:14:00
1050,5532,0.12,2021-09-30T09:14:00
1047,2558,0.1,2021-09-30T09:14:06
1046,1376,0.0279,2021-09-30T09:14:06
1045,2400,0.025,2021-09-30T09:14:06
1044,5259,0.03,2021-09-30T09:14:06
1043,2395,0.025,2021-09-30T09:14:06
1038,5870,0.026,2021-09-30T09:14:24
1037,4773,0.03,2021-09-30T09:14:24
1039,5574,0.028,2021-09-30T09:14:24
1041,3954,0.035,2021-09-30T09:14:24
1040,2398,0.025,2021-09-30T09:14:24
1035,5299,0.03,2021-09-30T09:14:47
1034,360,0.026,2021-09-30T09:14:47
1033,2006,0.026,2021-09-30T09:14:47
1032,2418,0.029,2021-09-30T09:14:47
1031,2307,0.03,2021-09-30T09:14:47
1030,3443,0.03,2021-09-30T09:14:47
1029,3970,0.03,2021-09-30T09:14:47
1036,4474,0.09,2021-09-30T09:14:47
1026,4696,0.0345,2021-09-30T09:14:57
1025,3388,0.03,2021-09-30T09:14:57
1028,4371,0.03,2021-09-30T09:14:57
1027,2417,0.029,2021-09-30T09:14:57
1006,5610,0.03,2021-09-30T09:16:15
1007,4310,0.05,2021-09-30T09:16:15
1008,2330,0.025,2021-09-30T09:16:15
1009,2195,0.03,2021-09-30T09:16:15
1010,3417,0.03,2021-09-30T09:16:15
1011,5609,0.03,2021-09-30T09:16:15
1012,5811,0.05,2021-09-30T09:16:15
1013,2423,0.029,2021-09-30T09:16:15
1014,1456,0.15,2021-09-30T09:16:15
1015,2198,0.037,2021-09-30T09:16:15
1017,3328,0.05,2021-09-30T09:16:15
1018,3153,0.03,2021-09-30T09:16:15
1019,2455,0.025,2021-09-30T09:16:15
1020,1421,0.033,2021-09-30T09:16:15
1021,4151,0.03,2021-09-30T09:16:15
1022,3385,0.03,2021-09-30T09:16:15
1023,651,0.03,2021-09-30T09:16:15
1024,3429,0.03,2021-09-30T09:16:15
1016,3056,0.029,2021-09-30T09:16:15
1005,680,0.035,2021-09-30T09:16:30
996,2032,0.03,2021-09-30T09:16:31
997,4414,0.03,2021-09-30T09:16:31
998,4606,0.0284,2021-09-30T09:16:31
999,2412,0.029,2021-09-30T09:16:31
1002,4564,0.035,2021-09-30T09:16:31
1003,4599,0.0369,2021-09-30T09:16:31
1004,2181,0.0333,2021-09-30T09:16:31
1000,2069,0.0269,2021-09-30T09:16:31
995,385,0.029,2021-09-30T09:16:56
994,5662,0.036,2021-09-30T09:16:56
987,383,0.03,2021-09-30T09:17:04
988,1867,0.035,2021-09-30T09:17:04
989,5945,0.035,2021-09-30T09:17:04
993,3055,0.029,2021-09-30T09:17:04
991,2173,0.04,2021-09-30T09:17:04
992,1790,0.03,2021-09-30T09:17:04
990,3873,0.03,2021-09-30T09:17:04
986,3426,0.03,2021-09-30T09:17:45
985,2193,0.033,2021-09-30T09:17:45
984,3909,0.06,2021-09-30T09:17:45
983,5666,0.04,2021-09-30T09:17:45
982,5612,0.03,2021-09-30T09:17:45
981,4378,0.039,2021-09-30T09:17:45
980,168,0.03,2021-09-30T09:17:45
970,5665,0.037,2021-09-30T09:18:03
971,4454,0.05,2021-09-30T09:18:03
972,5948,0.028,2021-09-30T09:18:03
973,5812,0.035,2021-09-30T09:18:03
977,3330,0.03,2021-09-30T09:18:03
975,2030,0.039,2021-09-30T09:18:03
976,2744,0.12,2021-09-30T09:18:03
978,2416,0.029,2021-09-30T09:18:03
974,3741,0.03,2021-09-30T09:18:03
979,2202,0.033,2021-09-30T09:18:03
962,4568,0.03,2021-09-30T09:18:11
958,3524,0.05,2021-09-30T09:18:11
960,3451,0.03,2021-09-30T09:18:11
963,409,0.029,2021-09-30T09:18:11
959,2421,0.029,2021-09-30T09:18:11
965,3899,0.029,2021-09-30T09:18:11
969,1630,0.03,2021-09-30T09:18:11
968,5613,0.03,2021-09-30T09:18:11
964,1417,0.033,2021-09-30T09:18:11
966,2204,0.033,2021-09-30T09:18:11
967,3305,0.04,2021-09-30T09:18:11
957,2409,0.029,2021-09-30T09:18:55
956,2331,0.035,2021-09-30T09:18:55
955,5807,0.045,2021-09-30T09:18:55
954,4475,0.04,2021-09-30T09:18:55
952,531,0.033,2021-09-30T09:18:55
951,5655,0.04,2021-09-30T09:18:55
946,1875,0.04,2021-09-30T09:19:20
947,2303,0.05,2021-09-30T09:19:20
950,2426,0.029,2021-09-30T09:19:20
948,3402,0.05,2021-09-30T09:19:20
949,3422,0.03,2021-09-30T09:19:20
945,1662,0.03,2021-09-30T09:19:41
944,2161,0.04,2021-09-30T09:19:41
940,1420,0.033,2021-09-30T09:19:52
938,4455,0.05,2021-09-30T09:19:52
932,1927,0.03,2021-09-30T09:20:24
931,4871,0.033,2021-09-30T09:20:24
933,5537,0.03,2021-09-30T09:20:24
935,1767,0.04,2021-09-30T09:20:24
936,3489,0.04,2021-09-30T09:20:24
937,1784,0.03,2021-09-30T09:20:24
934,3424,0.05,2021-09-30T09:20:24
930,5184,0.4,2021-09-30T09:20:33
929,5821,0.04,2021-09-30T09:20:42
928,5221,0.035,2021-09-30T09:20:42
927,5820,0.04,2021-09-30T09:20:42
926,3893,0.05,2021-09-30T09:20:42
925,2946,0.05,2021-09-30T09:20:42
924,1747,0.029,2021-09-30T09:20:42
923,3104,0.03,2021-09-30T09:20:42
920,3329,0.03,2021-09-30T09:21:06
919,1283,0.03,2021-09-30T09:21:06
922,3561,0.0341,2021-09-30T09:21:06
921,2427,0.05,2021-09-30T09:21:06
918,3023,0.04,2021-09-30T09:21:12
917,3563,0.04,2021-09-30T09:21:19
916,5615,0.03,2021-09-30T09:21:19
915,4715,0.04,2021-09-30T09:21:26
914,5607,0.03,2021-09-30T09:21:33
912,5825,0.039,2021-09-30T09:21:33
911,3024,0.06,2021-09-30T09:21:33
910,5969,0.07,2021-09-30T09:21:33
909,2943,0.04,2021-09-30T09:21:33
908,1418,0.033,2021-09-30T09:21:33
907,2155,0.04,2021-09-30T09:21:33
906,2439,0.039,2021-09-30T09:21:33
905,2159,0.04,2021-09-30T09:21:33
904,5653,0.04,2021-09-30T09:21:46
902,1855,0.04,2021-09-30T09:21:46
899,4139,0.05,2021-09-30T09:21:46
903,2487,0.04,2021-09-30T09:21:46
901,5656,0.04,2021-09-30T09:21:46
900,4647,0.04,2021-09-30T09:21:46
897,2025,0.04,2021-09-30T09:22:04
887,5652,0.039,2021-09-30T09:22:10
888,4646,0.04,2021-09-30T09:22:10
889,3406,0.035,2021-09-30T09:22:10
890,3560,0.041,2021-09-30T09:22:10
896,2975,0.049,2021-09-30T09:22:10
892,1683,0.05,2021-09-30T09:22:10
893,2169,0.04,2021-09-30T09:22:10
894,3381,0.03,2021-09-30T09:22:10
895,3837,0.08,2021-09-30T09:22:10
891,2302,0.05,2021-09-30T09:22:10
873,3146,0.04,2021-09-30T09:22:52
874,4660,0.04,2021-09-30T09:22:52
875,5808,0.045,2021-09-30T09:22:52
876,568,0.04,2021-09-30T09:22:52
878,5887,0.1,2021-09-30T09:22:52
881,2939,0.05,2021-09-30T09:22:52
880,5818,0.04,2021-09-30T09:22:52
882,2301,0.05,2021-09-30T09:22:52
883,5353,0.05,2021-09-30T09:22:52
872,5658,0.04,2021-09-30T09:22:52
885,5360,0.039,2021-09-30T09:22:52
886,3266,0.05,2021-09-30T09:22:52
879,3900,0.04,2021-09-30T09:22:52
884,4135,0.05,2021-09-30T09:22:52
871,2158,0.04,2021-09-30T09:23:00
869,2948,0.05,2021-09-30T09:23:10
865,2168,0.04,2021-09-30T09:23:10
866,4775,0.05,2021-09-30T09:23:10
870,2945,0.05,2021-09-30T09:23:10
868,2973,0.049,2021-09-30T09:23:10
867,2164,0.04,2021-09-30T09:23:10
864,2157,0.04,2021-09-30T09:23:40
863,2745,0.03,2021-09-30T09:23:40
862,3147,0.04,2021-09-30T09:23:40
861,1001,0.06,2021-09-30T09:23:40
860,2196,0.049,2021-09-30T09:23:40
859,5661,0.043,2021-09-30T09:24:00
858,4327,0.05,2021-09-30T09:24:02
855,2172,0.04,2021-09-30T09:24:06
856,2160,0.04,2021-09-30T09:24:06
857,3333,0.06,2021-09-30T09:24:06
853,3565,0.05,2021-09-30T09:24:18
854,3318,0.07,2021-09-30T09:24:18
852,5819,0.05,2021-09-30T09:24:20
851,3961,0.04,2021-09-30T09:24:20
850,4657,0.07,2021-09-30T09:24:28
849,2118,0.04,2021-09-30T09:24:28
848,1865,0.045,2021-09-30T09:24:28
847,1863,0.0469,2021-09-30T09:24:28
846,4659,0.04,2021-09-30T09:24:28
845,5362,0.041,2021-09-30T09:24:28
844,5650,0.05,2021-09-30T09:24:28
843,3564,0.05,2021-09-30T09:24:48
841,2950,0.05,2021-09-30T09:25:04
840,3702,0.0475,2021-09-30T09:25:04
839,295,0.05,2021-09-30T09:25:04
838,3912,0.05,2021-09-30T09:25:04
837,2764,0.045,2021-09-30T09:25:04
835,2049,0.05,2021-09-30T09:25:35
834,4644,0.06,2021-09-30T09:25:41
831,5121,0.05,2021-09-30T09:25:46
833,2264,0.05,2021-09-30T09:25:46
830,1926,0.06,2021-09-30T09:25:52
829,3283,0.06,2021-09-30T09:25:52
828,119,0.45,2021-09-30T09:25:52
819,2432,0.05,2021-09-30T09:26:50
815,2947,0.05,2021-09-30T09:26:50
816,4144,0.05,2021-09-30T09:26:50
817,2913,0.065,2021-09-30T09:26:50
818,4143,0.05,2021-09-30T09:26:50
820,2007,0.06,2021-09-30T09:26:50
814,4476,0.05,2021-09-30T09:26:50
822,2428,0.05,2021-09-30T09:26:50
823,2074,0.057,2021-09-30T09:26:50
824,1684,0.05,2021-09-30T09:26:50
825,4383,0.05,2021-09-30T09:26:50
826,4654,0.05,2021-09-30T09:26:50
821,3404,0.05,2021-09-30T09:26:50
813,4714,0.06,2021-09-30T09:26:54
812,74,0.05,2021-09-30T09:26:54
811,3270,0.05,2021-09-30T09:26:54
809,5084,0.05,2021-09-30T09:27:17
808,2433,0.05,2021-09-30T09:27:17
807,5075,0.05,2021-09-30T09:27:26
804,3842,0.08,2021-09-30T09:27:35
803,4456,0.05,2021-09-30T09:27:35
806,3667,0.05,2021-09-30T09:27:35
805,4137,0.05,2021-09-30T09:27:35
801,3910,0.05,2021-09-30T09:27:49
800,5709,0.4,2021-09-30T09:27:49
799,2304,0.05,2021-09-30T09:27:49
798,1743,0.055,2021-09-30T09:27:49
792,3184,0.05,2021-09-30T09:28:14
795,3666,0.05,2021-09-30T09:28:14
794,3314,0.05,2021-09-30T09:28:14
791,2431,0.05,2021-09-30T09:28:26
784,2188,0.06,2021-09-30T09:28:49
785,3915,0.06,2021-09-30T09:28:49
786,3405,0.05,2021-09-30T09:28:49
789,2963,0.06,2021-09-30T09:28:49
787,3403,0.05,2021-09-30T09:28:49
790,1675,0.0555,2021-09-30T09:28:49
783,3911,0.06,2021-09-30T09:29:03
782,1972,0.08,2021-09-30T09:29:03
781,2830,0.07,2021-09-30T09:29:03
780,2949,0.05,2021-09-30T09:29:12
779,5501,0.05,2021-09-30T09:29:12
774,3908,0.05,2021-09-30T09:30:10
775,3341,0.065,2021-09-30T09:30:10
777,2742,0.07,2021-09-30T09:30:10
778,2748,0.06,2021-09-30T09:30:10
776,4767,0.06,2021-09-30T09:30:10
761,1977,0.08,2021-09-30T09:30:12
771,5083,0.07,2021-09-30T09:30:12
770,410,0.065,2021-09-30T09:30:12
769,2205,0.06,2021-09-30T09:30:12
768,2190,0.07,2021-09-30T09:30:12
767,3584,0.09,2021-09-30T09:30:12
766,5498,0.07,2021-09-30T09:30:12
765,5261,0.065,2021-09-30T09:30:12
764,2490,0.065,2021-09-30T09:30:12
762,3913,0.06,2021-09-30T09:30:12
772,3442,0.07,2021-09-30T09:30:12
760,889,0.08,2021-09-30T09:30:35
755,5224,0.08,2021-09-30T09:31:12
754,2489,0.054,2021-09-30T09:31:30
753,4919,0.08,2021-09-30T09:31:30
752,5721,0.4,2021-09-30T09:31:43
751,5822,0.08,2021-09-30T09:31:43
747,4766,0.06,2021-09-30T09:32:46
746,2970,0.07,2021-09-30T09:32:46
750,574,0.08,2021-09-30T09:32:46
745,5263,0.09,2021-09-30T09:33:30
743,585,0.08,2021-09-30T09:33:30
742,4141,0.08,2021-09-30T09:33:30
741,2967,0.08,2021-09-30T09:33:30
740,3339,0.075,2021-09-30T09:33:30
739,5809,0.07,2021-09-30T09:33:30
738,3652,0.09,2021-09-30T09:33:30
737,1978,0.08,2021-09-30T09:33:30
736,2741,0.077,2021-09-30T09:33:30
733,1970,0.08,2021-09-30T09:33:47
732,2165,0.08,2021-09-30T09:33:47
734,3236,0.39,2021-09-30T09:33:47
730,5817,0.12,2021-09-30T09:33:59
729,3838,0.08,2021-09-30T09:33:59
728,5806,0.06,2021-09-30T09:33:59
731,5824,0.11,2021-09-30T09:33:59
727,5814,0.07,2021-09-30T09:34:13
726,1982,0.08,2021-09-30T09:34:35
725,5664,0.05,2021-09-30T09:34:38
724,1980,0.08,2021-09-30T09:34:38
723,3686,0.1,2021-09-30T09:34:49
722,5810,0.07,2021-09-30T09:34:49
717,1981,0.08,2021-09-30T09:35:10
719,5667,0.06,2021-09-30T09:35:10
716,5502,0.08,2021-09-30T09:35:55
715,5648,0.13,2021-09-30T09:35:55
713,3658,0.09,2021-09-30T09:36:21
712,1581,0.079,2021-09-30T09:36:21
711,4649,0.08,2021-09-30T09:36:21
710,3586,0.09,2021-09-30T09:36:26
704,4125,0.02,2021-09-30T09:36:56
705,3659,0.09,2021-09-30T09:36:56
707,5119,0.08,2021-09-30T09:36:56
703,3655,0.09,2021-09-30T09:37:18
701,3840,0.08,2021-09-30T09:37:18
700,3914,0.08,2021-09-30T09:37:18
699,5122,0.08,2021-09-30T09:37:47
697,3835,0.08,2021-09-30T09:38:03
692,2166,0.08,2021-09-30T09:38:17
691,3321,0.09,2021-09-30T09:38:17
695,2003,0.09,2021-09-30T09:38:17
696,2207,0.08,2021-09-30T09:38:17
694,4122,0.035,2021-09-30T09:38:17
688,1973,0.08,2021-09-30T09:40:00
687,5944,0.1,2021-09-30T09:40:00
686,2298,0.075,2021-09-30T09:40:00
684,3441,0.1,2021-09-30T09:40:00
683,3841,0.08,2021-09-30T09:40:00
681,1971,0.08,2021-09-30T09:40:00
680,2429,0.1,2021-09-30T09:40:00
677,2167,0.08,2021-09-30T09:40:35
679,4643,0.1,2021-09-30T09:40:35
673,5881,0.1,2021-09-30T09:40:38
674,2492,0.08,2021-09-30T09:40:38
672,4650,0.12,2021-09-30T09:41:17
670,4729,0.027,2021-09-30T09:41:24
671,5986,0.098,2021-09-30T09:41:24
668,1983,0.1,2021-09-30T09:42:24
665,1463,0.1,2021-09-30T09:42:24
669,4658,0.09,2021-09-30T09:42:24
667,2750,0.08,2021-09-30T09:42:24
666,5993,0.088,2021-09-30T09:42:24
663,5985,0.068,2021-09-30T09:42:38
662,2770,0.08,2021-09-30T09:42:53
661,1618,0.07,2021-09-30T09:43:39
660,4655,0.12,2021-09-30T09:43:39
656,1629,0.075,2021-09-30T09:43:53
659,4734,0.045,2021-09-30T09:43:53
654,3839,0.08,2021-09-30T09:44:19
653,1976,0.08,2021-09-30T09:44:19
652,4652,0.08,2021-09-30T09:44:19
655,2976,0.12,2021-09-30T09:44:19
651,4918,0.08,2021-09-30T09:44:36
648,1625,0.08,2021-09-30T09:45:14
647,5988,0.088,2021-09-30T09:45:34
646,3338,0.074,2021-09-30T09:45:34
645,3647,0.09,2021-09-30T09:45:53
643,1626,0.12,2021-09-30T09:46:21
642,2940,0.08,2021-09-30T09:46:21
640,1979,0.08,2021-09-30T09:46:54
638,3340,0.085,2021-09-30T09:46:54
637,3396,0.2,2021-09-30T09:47:01
633,3021,0.07,2021-09-30T09:47:26
629,2839,0.08,2021-09-30T09:47:32
630,5660,0.11,2021-09-30T09:47:32
628,3582,0.09,2021-09-30T09:47:43
623,1975,0.08,2021-09-30T09:49:09
622,2174,0.09,2021-09-30T09:49:17
618,5990,0.088,2021-09-30T09:49:40
619,5987,0.078,2021-09-30T09:49:40
614,3646,0.09,2021-09-30T09:50:23
616,5991,0.078,2021-09-30T09:50:23
615,4653,0.09,2021-09-30T09:50:23
612,408,0.088,2021-09-30T09:50:28
613,3648,0.09,2021-09-30T09:50:28
609,5877,0.1,2021-09-30T09:50:57
608,835,0.099,2021-09-30T09:50:57
607,3671,0.09,2021-09-30T09:51:15
606,2495,0.089,2021-09-30T09:51:57
604,4438,0.1,2021-09-30T09:52:42
603,5994,0.088,2021-09-30T09:52:43
601,3316,0.09,2021-09-30T09:53:45
597,2004,0.09,2021-09-30T09:55:34
596,2778,0.09,2021-09-30T09:55:34
593,3597,0.09,2021-09-30T09:55:42
592,3709,0.09,2021-09-30T09:55:57
590,3685,0.09,2021-09-30T09:56:51
589,4524,0.11,2021-09-30T09:57:00
585,3592,0.09,2021-09-30T09:58:16
584,3598,0.09,2021-09-30T09:58:16
583,3038,0.079,2021-09-30T09:58:16
581,4124,0.08,2021-09-30T09:58:41
580,4342,0.09,2021-09-30T09:58:41
579,4662,0.1,2021-09-30T09:58:45
573,2787,0.079,2021-09-30T09:59:33
570,299,0.1,2021-09-30T10:00:26
564,1470,0.1,2021-09-30T10:01:42
565,3662,0.09,2021-09-30T10:01:42
566,1677,0.085,2021-09-30T10:01:42
562,3599,0.09,2021-09-30T10:02:20
557,2389,0.08,2021-09-30T10:03:12
560,3588,0.09,2021-09-30T10:03:12
559,1849,0.088,2021-09-30T10:03:12
558,5885,0.15,2021-09-30T10:03:12
552,3039,0.089,2021-09-30T10:04:04
550,3054,0.075,2021-09-30T10:04:22
549,4123,0.14,2021-09-30T10:04:48
548,3593,0.09,2021-09-30T10:05:35
547,3089,0.0799,2021-09-30T10:05:37
545,4350,0.09,2021-09-30T10:06:14
541,5473,0.11,2021-09-30T10:07:26
540,3650,0.09,2021-09-30T10:07:26
539,2823,0.08,2021-09-30T10:07:48
535,3581,0.09,2021-09-30T10:08:47
533,3040,0.079,2021-09-30T10:08:54
530,313,0.13,2021-09-30T10:09:16
528,5657,0.085,2021-09-30T10:09:31
525,108,0.08,2021-09-30T10:11:06
524,3037,0.087,2021-09-30T10:12:16
523,5875,0.1,2021-09-30T10:12:29
517,1914,0.099,2021-09-30T10:13:20
513,3091,0.0888,2021-09-30T10:15:49
509,3539,0.07,2021-09-30T10:16:35
507,3540,0.07,2021-09-30T10:18:06
506,2783,0.069,2021-09-30T10:18:08
504,5743,0.08,2021-09-30T10:18:52
501,3239,0.07,2021-09-30T10:19:26
499,3241,0.07,2021-09-30T10:19:26
498,3238,0.07,2021-09-30T10:19:35
495,2971,0.065,2021-09-30T10:21:31
494,576,0.079,2021-09-30T10:21:31
485,2044,0.061,2021-09-30T10:24:45
484,3234,0.07,2021-09-30T10:25:37
481,5742,0.09,2021-09-30T10:26:07
476,2974,0.06,2021-09-30T10:30:33
475,3815,0.14,2021-09-30T10:30:33
472,5737,0.08,2021-09-30T10:31:11
468,3233,0.07,2021-09-30T10:32:38
467,2784,0.065,2021-09-30T10:32:38
463,1576,0.15,2021-09-30T10:36:55
457,1851,0.055,2021-09-30T10:39:26
453,2836,0.08,2021-09-30T10:43:31
452,3307,0.05,2021-09-30T10:43:57
446,5727,0.045,2021-09-30T10:47:04
438,5725,0.05,2021-09-30T10:49:43
435,5723,0.04,2021-09-30T10:50:17
432,5264,0.045,2021-09-30T10:51:05
431,2833,0.09,2021-09-30T10:51:05
429,2944,0.07,2021-09-30T10:52:11
428,3032,0.055,2021-09-30T10:52:11
427,2017,0.048,2021-09-30T10:52:29
425,2042,0.049,2021-09-30T10:52:29
424,2961,0.065,2021-09-30T10:52:43
420,2043,0.064,2021-09-30T10:53:56
421,2040,0.059,2021-09-30T10:53:56
418,5724,0.06,2021-09-30T10:54:01
412,3034,0.048,2021-09-30T10:58:07
411,2022,0.06,2021-09-30T10:58:27
410,1850,0.06,2021-09-30T10:59:37
409,2271,0.04,2021-09-30T11:00:07
408,2277,0.04,2021-09-30T11:00:30
407,2279,0.04,2021-09-30T11:00:53
406,2276,0.04,2021-09-30T11:00:59
405,2272,0.04,2021-09-30T11:01:22
404,2265,0.04,2021-09-30T11:01:28
402,2267,0.04,2021-09-30T11:02:01
401,2278,0.04,2021-09-30T11:03:23
400,2274,0.04,2021-09-30T11:03:42
399,2275,0.04,2021-09-30T11:05:18
398,3033,0.049,2021-09-30T11:05:20
396,2270,0.04,2021-09-30T11:05:32
395,2273,0.04,2021-09-30T11:05:40
392,2269,0.04,2021-09-30T11:07:00
391,45,0.039,2021-09-30T11:07:16
390,3043,0.055,2021-09-30T11:08:01
389,1848,0.05,2021-09-30T11:09:37
387,2268,0.04,2021-09-30T11:10:18
386,2266,0.04,2021-09-30T11:10:42
385,5262,0.065,2021-09-30T11:12:25
380,5891,0.05,2021-09-30T11:15:34
378,5882,0.05,2021-09-30T11:17:22
377,5888,0.04,2021-09-30T11:18:04
375,5886,0.04,2021-09-30T11:20:16
374,2932,0.06,2021-09-30T11:21:02
373,2934,0.06,2021-09-30T11:21:25
371,3035,0.069,2021-09-30T11:26:53
369,2786,0.0543,2021-09-30T11:28:08
368,5883,0.04,2021-09-30T11:28:25
366,5879,0.05,2021-09-30T11:29:47
365,5873,0.05,2021-09-30T11:30:09
364,5876,0.05,2021-09-30T11:30:11
361,2834,0.0678,2021-09-30T11:30:31
360,5874,0.04,2021-09-30T11:31:01
359,575,0.05,2021-09-30T11:31:46
358,548,0.04,2021-09-30T11:31:46
356,2938,0.06,2021-09-30T11:32:21
355,542,0.039,2021-09-30T11:32:21
354,3594,0.09,2021-09-30T11:32:44
353,577,0.0654,2021-09-30T11:32:44
352,5509,0.05,2021-09-30T11:33:52
350,544,0.0499,2021-09-30T11:34:44
346,3044,0.07,2021-09-30T11:36:24
345,3237,0.045,2021-09-30T11:37:25
339,2937,0.06,2021-09-30T11:40:19
336,5890,0.05,2021-09-30T11:41:31
333,4617,0.05,2021-09-30T11:43:17
332,1757,0.044,2021-09-30T11:43:17
331,3242,0.055,2021-09-30T11:44:39
330,3235,0.05,2021-09-30T11:45:09
329,550,0.0555,2021-09-30T11:45:28
326,547,0.047,2021-09-30T11:46:54
324,549,0.05,2021-09-30T11:48:04
