TOKEN_ID,TOKEN_NAME,background,sers,head I,eye,accessories,facialHair,accessories II,mems,head II,accessories I,apes,zombie,alien,NUM_TRAITS,RARITY_SCORE,Rank
1094,NounPunks #1094,996.9000000000001,22.35931000734035,2.850536527543827,32252.64705882353,12.964815208909696,12.065289147082122,21.175414204611286,17.464405160057332,1.5876731963688484,7.938365981844242,14.176621160409558,27.744914482339848,30460.833333333336,20307.222222222226,84157.92995945559,1
8388,NounPunks #8388,27.34638403990025,22.35931000734035,2.850536527543827,112.37856118056979,203.7513935340022,12.065289147082122,21.175414204611286,17.464405160057332,1.5876731963688484,7.938365981844242,14.176621160409558,27.744914482339848,30460.833333333336,20307.222222222226,51238.89442417763,2
3488,NounPunks #3488,18.352970711297072,22.35931000734035,2.850536527543827,13.777294770962637,232.52544529262084,12.065289147082122,21.175414204611286,17.464405160057332,1.5876731963688484,7.938365981844242,14.176621160409558,27.744914482339848,30460.833333333336,20307.222222222226,51160.07379619804,3
613,NounPunks #613,17.559487590072056,22.35931000734035,2.850536527543827,14.593957945169018,116.93218170185541,12.065289147082122,21.175414204611286,17.464405160057332,1.5876731963688484,7.938365981844242,14.176621160409558,27.744914482339848,30460.833333333336,20307.222222222226,51044.503712660255,4
131,NounPunks #131,36.73668341708543,22.35931000734035,2.850536527543827,73.6361804995971,12.964815208909696,12.065289147082122,21.175414204611286,17.464405160057332,1.5876731963688484,7.938365981844242,14.176621160409558,27.744914482339848,30460.833333333336,20307.222222222226,51018.755764548754,5
2366,NounPunks #2366,17.559487590072056,22.35931000734035,2.850536527543827,29.616755793226385,45.63420724094881,12.065289147082122,21.175414204611286,17.464405160057332,1.5876731963688484,7.938365981844242,14.176621160409558,27.744914482339848,30460.833333333336,20307.222222222226,50988.228536047405,6
781,NounPunks #781,18.352970711297072,22.35931000734035,2.850536527543827,44.181708299758256,12.964815208909696,12.065289147082122,21.175414204611286,17.464405160057332,1.5876731963688484,7.938365981844242,14.176621160409558,27.744914482339848,30460.833333333336,20307.222222222226,50970.91757964312,7
1239,NounPunks #1239,24.2608407079646,22.35931000734035,2.850536527543827,37.02944553251841,12.964815208909696,12.065289147082122,21.175414204611286,17.464405160057332,1.5876731963688484,7.938365981844242,14.176621160409558,27.744914482339848,30460.833333333336,20307.222222222226,50969.67318687255,8
9850,NounPunks #9850,44.039759036144574,22.35931000734035,2.850536527543827,14.593957945169018,12.964815208909696,12.065289147082122,21.175414204611286,17.464405160057332,1.5876731963688484,7.938365981844242,14.176621160409558,27.744914482339848,30460.833333333336,20307.222222222226,50967.01661761338,9
9852,NounPunks #9852,1370.7375,22.35931000734035,195.26175213675214,71.67254901960784,12.964815208909696,12.065289147082122,13.182069529259028,17.464405160057332,1.5876731963688484,7.938365981844242,14.176621160409558,3115.3125000000005,27.524849397590366,48.37612493382742,4930.62382487905,10
7671,NounPunks #7671,27.34638403990025,22.35931000734035,13.033540933726348,13.777294770962637,120.87632275132276,12.065289147082122,1350.4802955665027,17.464405160057332,1.5876731963688484,7.938365981844242,14.176621160409558,3115.3125000000005,27.524849397590366,48.37612493382742,4792.318977046936,11
