TOKEN_ID,TOKEN_NAME,Sex,Fur,Eyes,Eyewear,Top,Neck,Head,Mouth,Nose,Ears,Expression,Background,Music,Dance,Trait Count,RARITY_SCORE,Rank
4997,fluf-world #4997,11.070519207350825,724.6376811594203,952.3809523809523,0.6364541864365247,0.8102414519526819,0.9562057754828838,0.7451120648545542,1.3168984407922462,2380.9523809523807,1.3415165844987758,18.518518518518515,6.370441153049848,6.5487884741322855,1041.6666666666667,529.1005291005291,5677.052906117019,1
6820,fluf-world #6820,4.769399532598846,724.6376811594203,952.3809523809523,0.6364541864365247,0.8102414519526819,0.9562057754828838,0.7451120648545542,1.3168984407922462,2380.9523809523807,1.3415165844987758,18.518518518518515,6.370441153049848,6.844626967830253,1041.6666666666667,529.1005291005291,5671.047624935965,2
158,fluf-world #158,11.070519207350825,241.5458937198068,952.3809523809523,0.6364541864365247,0.8102414519526819,0.9562057754828838,0.7451120648545542,1.3168984407922462,2380.9523809523807,1.3415165844987758,18.518518518518515,6.370441153049848,6.510416666666666,1041.6666666666667,529.1005291005291,5193.922746869939,3
9277,fluf-world #9277,4.769399532598846,241.5458937198068,952.3809523809523,0.6364541864365247,0.8102414519526819,0.9562057754828838,0.7451120648545542,1.3168984407922462,2380.9523809523807,1.3415165844987758,18.518518518518515,6.370441153049848,7.092198581560283,1041.6666666666667,529.1005291005291,5188.203409110081,4
6663,fluf-world #6663,11.070519207350825,241.5458937198068,15.11715797430083,0.6364541864365247,0.8102414519526819,0.9562057754828838,0.7451120648545542,1.3168984407922462,2380.9523809523807,1.3415165844987758,18.518518518518515,6.370441153049848,6.385696040868454,1041.6666666666667,529.1005291005291,4256.53423183749,5
4485,fluf-world #4485,11.070519207350825,241.5458937198068,13.903371567605143,0.6364541864365247,0.8102414519526819,0.9562057754828838,0.7451120648545542,1.3168984407922462,2380.9523809523807,1.3415165844987758,18.518518518518515,6.370441153049848,6.788866259334691,1041.6666666666667,529.1005291005291,4255.72361564926,6
7167,fluf-world #7167,4.769399532598846,241.5458937198068,15.11715797430083,0.6364541864365247,0.8102414519526819,0.9562057754828838,0.7451120648545542,1.3168984407922462,2380.9523809523807,1.3415165844987758,18.518518518518515,6.370441153049848,6.410256410256411,1041.6666666666667,529.1005291005291,4250.257672532126,7
6305,fluf-world #6305,4.769399532598846,241.5458937198068,13.903371567605143,0.6364541864365247,0.8102414519526819,0.9562057754828838,0.7451120648545542,1.3168984407922462,2380.9523809523807,1.3415165844987758,18.518518518518515,6.370441153049848,6.761325219743069,1041.6666666666667,529.1005291005291,4249.394954934916,8
2169,fluf-world #2169,4.769399532598846,26.838432635534083,57.72005772005772,0.6364541864365247,0.8102414519526819,666.6666666666666,0.7451120648545542,11.353315168029065,8.428150021070374,1.3415165844987758,6.4787819889860705,6.738771521951548,6.510416666666666,5.475251861585633,6.896313920209647,811.4088819910987,9
5187,fluf-world #5187,4.769399532598846,45.289855072463766,15.612802498048397,0.6364541864365247,8.417508417508419,666.6666666666666,0.7451120648545542,1.3168984407922462,1.4403825656094258,6.869311351537009,12.044564890093344,6.549431836788158,6.788866259334691,5.475251861585633,6.896313920209647,789.5188195645272,10
7060,fluf-world #7060,4.769399532598846,3.0704986489805948,9.246417013407305,18.27485380116959,7.6522803795531065,666.6666666666666,15.782828282828284,1.3168984407922462,4.25930658488798,1.3415165844987758,13.932427725531173,6.55780706931602,6.447453255963894,5.062778452814905,2.838691363281527,767.2198238022909,11
8168,fluf-world #8168,4.769399532598846,4.4730721059223475,1.4246536310859421,11.774402449075708,7.6522803795531065,666.6666666666666,0.7451120648545542,4.524068041983352,9.264406151565684,12.449424214130095,5.625879043600563,6.765442121642648,6.410256410256411,5.475251861585633,7.365668618568851,755.3859832930905,12
1807,fluf-world #1807,4.769399532598846,3.9169604386995696,4.773839360305526,0.6364541864365247,0.8102414519526819,666.6666666666666,21.04377104377104,1.3168984407922462,4.090983472426771,6.869311351537009,2.1937040693210483,6.765442121642648,6.447453255963894,5.607895917451772,2.659539101873645,738.5685604114396,13
8582,fluf-world #8582,11.070519207350825,22.644927536231883,76.19047619047619,0.6364541864365247,0.8102414519526819,4.909180166912125,0.7451120648545542,1.3168984407922462,1.4403825656094258,1.3415165844987758,2.1937040693210483,6.837606837606837,6.613756613756613,7.303534910896875,529.1005291005291,673.1548399272257,14
7125,fluf-world #7125,4.769399532598846,63.0119722747322,1.4246536310859421,0.6364541864365247,0.8102414519526819,0.9562057754828838,0.7451120648545542,18.115942028985508,1.4403825656094258,1.3415165844987758,18.518518518518515,6.738771521951548,6.613756613756613,5.062778452814905,529.1005291005291,659.286234303808,15
2344,fluf-world #2344,11.070519207350825,40.25764895330113,9.920634920634921,0.6364541864365247,0.8102414519526819,0.9562057754828838,0.7451120648545542,4.524068041983352,1.4403825656094258,1.3415165844987758,22.446689113355777,6.765442121642648,6.626905235255136,7.303534910896875,529.1005291005291,643.9458842337847,16
3136,fluf-world #3136,11.070519207350825,4.4730721059223475,5.365526492287056,16.473107651758504,0.8102414519526819,0.9562057754828838,0.7451120648545542,1.3168984407922462,1.4403825656094258,1.3415165844987758,18.518518518518515,6.483192323900288,6.5487884741322855,5.062778452814905,529.1005291005291,609.7063892104044,17
410,fluf-world #410,11.070519207350825,8.426019548365353,1.392369813422445,0.6364541864365247,0.8102414519526819,0.9562057754828838,0.7451120648545542,1.3168984407922462,1.4403825656094258,12.449424214130095,12.044564890093344,6.729927989770508,6.613756613756613,7.303534910896875,529.1005291005291,601.0359407734435,18
3025,fluf-world #3025,11.070519207350825,4.0824658093488475,5.276348766653475,0.6364541864365247,0.8102414519526819,0.9562057754828838,5.169561621174524,1.3168984407922462,1.4403825656094258,1.3415165844987758,18.518518518518515,6.483192323900288,6.385696040868454,7.303534910896875,529.1005291005291,599.8920653040135,19
6504,fluf-world #6504,4.769399532598846,2.134426159527011,13.320013320013318,19.173617102866455,0.8102414519526819,0.9562057754828838,0.7451120648545542,1.3168984407922462,1.4403825656094258,1.3415165844987758,2.1937040693210483,6.738771521951548,6.8728522336769755,5.475251861585633,529.1005291005291,596.3889217852605,20
2862,fluf-world #2862,11.070519207350825,2.032644266926845,1.4300014300014299,0.6364541864365247,11.655011655011656,0.9562057754828838,0.7451120648545542,1.3168984407922462,1.4403825656094258,1.3415165844987758,6.754474839581222,6.331117442228552,6.447453255963894,5.062778452814905,529.1005291005291,586.3210992680829,21
7722,fluf-world #7722,4.769399532598846,4.4730721059223475,4.502983226387482,0.6364541864365247,0.8102414519526819,0.9562057754828838,9.512937595129376,1.3168984407922462,1.4403825656094258,1.3415165844987758,2.1937040693210483,6.483192323900288,6.613756613756613,7.303534910896875,529.1005291005291,581.4548084832145,22
627,fluf-world #627,4.769399532598846,2.226229435205592,8.210180623973727,0.6364541864365247,0.8102414519526819,8.98472596585804,0.7451120648545542,1.3168984407922462,1.4403825656094258,1.3415165844987758,2.1937040693210483,6.549431836788158,7.092198581560283,5.062778452814905,529.1005291005291,580.4797828927939,23
9541,fluf-world #9541,11.070519207350825,6.93433187712364,1.4246536310859421,50.125313283208015,9.381743127873158,15.29051987767584,0.7451120648545542,126.26262626262627,1.4403825656094258,41.53686396677051,2.1937040693210483,6.996187078042466,6.447453255963894,5.062778452814905,2.838691363281527,287.750880083602,24
3705,fluf-world #3705,4.769399532598846,38.13882532418002,12.288786482334869,9.161284412074572,7.1301247771836005,4.909180166912125,6.313131313131313,8.680555555555555,42.14075010535188,41.53686396677051,6.754474839581222,6.483192323900288,6.422607578676942,5.475251861585633,51.75983436853002,251.9642626083674,25
2467,fluf-world #2467,11.070519207350825,5.387640752114649,21.164021164021165,0.6364541864365247,0.8102414519526819,0.9562057754828838,0.7451120648545542,126.26262626262627,1.4403825656094258,3.888402838534072,2.1937040693210483,6.55780706931602,6.422607578676942,5.486065393899495,50.65856129685916,243.68035167705574,26
5697,fluf-world #5697,4.769399532598846,3.0704986489805948,16.00640256102441,0.6364541864365247,11.22334455667789,8.23045267489712,15.096618357487923,126.26262626262627,1.4403825656094258,12.449424214130095,18.518518518518515,6.549431836788158,6.5487884741322855,5.607895917451772,2.838691363281527,239.24892967064136,27
541,fluf-world #541,4.769399532598846,1.7070381181611785,15.11715797430083,0.6364541864365247,0.8102414519526819,0.9562057754828838,0.7451120648545542,126.26262626262627,1.4403825656094258,12.449424214130095,2.1937040693210483,6.483192323900288,6.510416666666666,5.486065393899495,50.65856129685916,236.22598189679996,28
2661,fluf-world #2661,11.070519207350825,2.067439889185222,1.4300014300014299,16.473107651758504,11.22334455667789,16.920473773265652,6.038647342995169,126.26262626262627,1.4403825656094258,13.675213675213675,2.1937040693210483,6.370441153049848,6.626905235255136,5.062778452814905,7.365668618568851,234.2212538836939,29
7198,fluf-world #7198,4.769399532598846,5.387640752114649,9.246417013407305,0.6364541864365247,9.324009324009324,0.9562057754828838,0.7451120648545542,126.26262626262627,1.4403825656094258,1.3415165844987758,2.1937040693210483,6.651368519072799,6.626905235255136,5.062778452814905,50.65856129685916,231.30308163496164,30
6876,fluf-world #6876,11.070519207350825,2.226229435205592,4.502983226387482,0.6364541864365247,11.655011655011656,55.55555555555555,0.7451120648545542,17.806267806267808,9.264406151565684,18.912529550827422,76.62835249042146,6.738771521951548,6.844626967830253,5.630630630630631,2.838691363281527,231.05614181357853,31
164,fluf-world #164,11.070519207350825,4.4730721059223475,7.870916961826053,0.6364541864365247,0.8102414519526819,16.920473773265652,0.7451120648545542,126.26262626262627,1.4403825656094258,12.449424214130095,18.518518518518515,6.483192323900288,6.761325219743069,5.475251861585633,6.896313920209647,226.8138246379316,32
5326,fluf-world #5326,4.769399532598846,85.25149190110828,1.4246536310859421,11.618450098756824,11.265067027148811,4.909180166912125,0.7451120648545542,1.3168984407922462,4.03893533664526,1.3415165844987758,76.62835249042146,6.738771521951548,6.613756613756613,5.607895917451772,2.659539101873645,224.92902042985668,33
0,fluf-world #0,4.769399532598846,5.774005427565102,17.801513128615934,25.425883549453342,10.485477613505296,10.070493454179255,5.369415807560138,4.524068041983352,8.428150021070374,49.93757802746567,5.625879043600563,6.729927989770508,6.720430107526882,6.9560378408458545,51.75983436853002,220.37809395427118,34
