TOKEN_ID,TOKEN_NAME,hairstyle,apparel,background,earrings,eyes,eyewear,face filter,forehead accessory,head accessory,lips,necklace,nose,skin,tattoo,goddess,NUM_TRAITS,RARITY_SCORE,Rank
3520,8SIAN Apsara Goddess,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,1
3515,8SIAN Khutulun,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,2
2667,8SIAN Twin Mermaid - Pix (1/2),294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,3
933,8SIAN Nezha Goddess,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,4
5977,8SIAN Dewi Lanjar Goddess,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,5
1206,8SIAN Twin Mythical Fairy - Lily (2/2),294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,6
1937,8SIAN Inari Goddess,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,7
2211,8SIAN Fuujin Goddess (2/2),294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,8
6860,8SIAN Kumiho,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,9
7963,8SIAN Twin Mythical Fairy - Angel (1/2),294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,10
2440,8SIAN Chinese Ink,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,11
2517,8SIAN Phramae Goddess,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,12
2444,8SIAN Twin Mischievous Devil - Gwisin (2/2),294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,13
3533,8SIAN Nang Kwak Goddess,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,14
2823,8SIAN Jade Lady,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,15
2822,8SIAN Chang Er Goddess,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,16
3979,8SIAN Garuda Goddess,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,17
5488,8SIAN Lady in Sketch Form,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,18
4147,8SIAN Shou Xing Goddess (3/3),294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,19
1715,8SIAN Red Papercut,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,20
5014,8SIAN Lakshmi Goddess,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,21
5387,8SIAN Princess Iron Fan,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,22
6302,8SIAN Twin Mischievous Devil - Aswang (1/2),294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,23
1517,8SIAN Tengu Goddess,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,24
562,8SIAN Saraswati Goddess,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,25
7454,8SIAN Twin Mermaid - Jix (2/2),294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,26
224,8SIAN Raijin Goddess (1/2),294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,27
1856,8SIAN Stone Apsara Goddess,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,28
3206,8SIAN Amaterasu Omikami,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,29
2106,8SIAN Yuki Onna Goddess,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,30
7070,8SIAN Kali Goddess,294.08172043010757,259.48387096774195,383.58485273492283,1037.9354838709678,735.2043010752689,2205.612903225807,3528.9806451612903,1764.4903225806452,1470.4086021505377,980.2724014336918,840.2334869431644,1960.5448028673836,1960.5448028673836,1470.4086021505377,17093.500000000004,8822.451612903227,44807.73841136268,31
4336,8SIAN #4336,828.7757575757576,618.7692307692308,1486.3913043478262,6.731380753138075,82.57729468599032,9.818207926479035,13.786817895400128,4207.630769230769,8.971199895033784,1321.2367149758454,5.820611864857675,37.56297211921439,39.775450843513674,1899.2777777777778,2.133221015849245,34.13153625358792,10603.390247930269,32
7597,8SIAN #7597,828.7757575757576,618.7692307692308,1486.3913043478262,303.54716981132077,1199.5438596491226,9.818207926479035,13.786817895400128,4207.630769230769,8.971199895033784,1321.2367149758454,289.4137566137566,38.29671637611147,39.775450843513674,7.101209949628706,2.133221015849245,34.13153625358792,10409.32292312923,33
