TOKEN_ID,TOKEN_NAME,background,character,shirts,pants,headflame,eyes,accessories,rugs,rugflame,NUM_TRAITS,RARITY_SCORE,Rank
51,Rugburner #51,1386.1111111111113,998.0000000000001,1386.1111111111113,1559.3750000000002,1663.3333333333335,1313.1578947368423,1467.6470588235295,1663.3333333333335,1782.142857142857,21.215986394557824,13240.427685986677,1
735,Rugburner #735,1386.1111111111113,998.0000000000001,1386.1111111111113,1559.3750000000002,1663.3333333333335,1313.1578947368423,1467.6470588235295,1663.3333333333335,1782.142857142857,21.215986394557824,13240.427685986677,2
204,Rugburner #204,1386.1111111111113,998.0000000000001,1386.1111111111113,1559.3750000000002,1663.3333333333335,1313.1578947368423,1467.6470588235295,1663.3333333333335,1782.142857142857,21.215986394557824,13240.427685986677,3
363,Rugburner #363,1386.1111111111113,998.0000000000001,1386.1111111111113,1559.3750000000002,1663.3333333333335,1313.1578947368423,1467.6470588235295,1663.3333333333335,1782.142857142857,21.215986394557824,13240.427685986677,4
760,Rugburner #760,1386.1111111111113,998.0000000000001,1386.1111111111113,1559.3750000000002,1663.3333333333335,1313.1578947368423,1467.6470588235295,1663.3333333333335,1782.142857142857,21.215986394557824,13240.427685986677,5
176,Rugburner #176,1386.1111111111113,998.0000000000001,1386.1111111111113,1559.3750000000002,1663.3333333333335,1313.1578947368423,1467.6470588235295,1663.3333333333335,1782.142857142857,21.215986394557824,13240.427685986677,6
342,Rugburner #342,1386.1111111111113,998.0000000000001,1386.1111111111113,1559.3750000000002,1663.3333333333335,1313.1578947368423,1467.6470588235295,1663.3333333333335,1782.142857142857,21.215986394557824,13240.427685986677,7
638,Rugburner #638,1386.1111111111113,998.0000000000001,1386.1111111111113,1559.3750000000002,1663.3333333333335,1313.1578947368423,1467.6470588235295,1663.3333333333335,1782.142857142857,21.215986394557824,13240.427685986677,8
932,Rugburner #932,1386.1111111111113,998.0000000000001,1386.1111111111113,1559.3750000000002,1663.3333333333335,1313.1578947368423,1467.6470588235295,1663.3333333333335,1782.142857142857,21.215986394557824,13240.427685986677,9
127,Rugburner #127,1386.1111111111113,998.0000000000001,1386.1111111111113,1559.3750000000002,1663.3333333333335,1313.1578947368423,1467.6470588235295,1663.3333333333335,1782.142857142857,21.215986394557824,13240.427685986677,10
