TOKEN_ID,TOKEN_NAME,Background,Skin Tone,Eyes,Facial Features,Hairstyle,Clothes,Necklace,Earrings,Mouth,Lips Color,Face Accessories,NUM_TRAITS,RARITY_SCORE,Rank
8317,Woman #8317,28.154867256637168,19.39670223084384,70.91489361702128,7.876772451046591,19.194570135746606,103.69333333333333,5.813372093023256,6.934462773071778,76.99999999999999,205.1076923076923,3.970220369267421,903.1354838709676,1451.1923704386513,1
4730,Woman #4730,29.054794520547944,235.27058823529413,11.493103448275862,7.876772451046591,17.710779352226716,52.37037037037037,5.813372093023256,6.934462773071778,61.96812749003984,20.04812030075188,3.970220369267421,903.1354838709676,1355.6461952748832,2
4791,Woman #4791,25.892166836215665,101.51269035532995,24.210653753026634,7.876772451046591,52.020066889632105,26.318104906937393,5.813372093023256,19.94102564102564,33.55771305285869,64.30225080385853,3.970220369267421,903.1354838709676,1268.5505210231895,3
8350,Woman #8350,27.54545454545455,19.49122807017544,78.1171875,7.876772451046591,19.160416096359157,58.58380414312618,5.813372093023256,6.934462773071778,61.96812749003984,36.42622950819672,3.970220369267421,903.1354838709676,1229.0227589107285,4
5320,Woman #5320,27.846827133479213,19.39670223084384,12.593198992443325,7.876772451046591,19.160416096359157,105.80952380952381,5.813372093023256,6.934462773071778,76.99999999999999,36.42622950819672,3.970220369267421,903.1354838709676,1225.9632093282228,5
2400,Woman #2400,29.978798586572438,19.49122807017544,24.036057692307693,7.876772451046591,27.05566293003479,103.69333333333333,5.813372093023256,6.934462773071778,76.99999999999999,13.29654255319149,3.970220369267421,903.1354838709676,1222.2819347229918,6
6795,Woman #6795,27.54545454545455,101.51269035532995,24.210653753026634,7.876772451046591,52.020066889632105,19.381931464174453,36.68396226415094,6.934462773071778,17.950375072129255,20.333502796136248,3.970220369267421,903.1354838709676,1221.5555766043876,7
7969,Woman #7969,28.406250000000004,39.13502935420743,24.210653753026634,18.84571890145396,52.020066889632105,52.37037037037037,5.813372093023256,6.934462773071778,18.672268907563023,64.30225080385853,3.970220369267421,903.1354838709676,1217.8161480864421,8
6777,Woman #6777,28.154867256637168,20.07831325301205,70.91489361702128,7.876772451046591,17.946923076923074,26.185185185185183,5.813372093023256,6.934462773071778,61.96812749003984,64.30225080385853,3.970220369267421,903.1354838709676,1217.2808722400537,9
1918,Woman #1918,27.755725190839694,19.49122807017544,63.28481012658228,18.428909952606638,52.020066889632105,17.575141242937853,5.813372093023256,6.934462773071778,76.99999999999999,20.333502796136248,3.970220369267421,903.1354838709676,1215.7429233752403,10
4708,Woman #4708,29.054794520547944,20.058174523570713,24.093975903614457,7.876772451046591,52.020066889632105,54.864197530864196,24.785056657223798,6.934462773071778,61.47826086956521,20.04812030075188,3.970220369267421,903.1354838709676,1208.3195866601236,11
8323,Woman #8323,28.154867256637168,101.51269035532995,21.975824175824176,7.876772451046591,27.82468694096601,18.85333333333333,5.813372093023256,6.934462773071778,61.47826086956521,13.29654255319149,3.970220369267421,903.1354838709676,1200.826517042224,12
3238,Woman #3238,27.54545454545455,20.07831325301205,129.85714285714286,7.876772451046591,19.025006795324817,26.318104906937393,5.813372093023256,6.934462773071778,33.55771305285869,13.29654255319149,3.970220369267421,903.1354838709676,1197.4085895212984,13
9367,Woman #9367,28.406250000000004,40.2374245472837,24.036057692307693,18.428909952606638,52.020066889632105,54.864197530864196,5.813372093023256,6.934462773071778,33.55771305285869,20.333502796136248,3.970220369267421,903.1354838709676,1191.7376615680193,14
6002,Woman #6002,28.12375690607735,41.14814814814815,24.56756756756757,7.876772451046591,88.26355611601512,26.318104906937393,5.813372093023256,6.934462773071778,33.55771305285869,20.333502796136248,3.970220369267421,903.1354838709676,1190.0426610511172,15
6600,Woman #6600,28.12375690607735,19.49122807017544,11.349602724177071,97.2125,52.020066889632105,27.72549019607843,5.813372093023256,6.934462773071778,17.950375072129255,13.29654255319149,3.970220369267421,903.1354838709676,1187.0231015177912,16
2809,Woman #2809,27.54545454545455,19.10028653295129,71.93525179856115,38.37335526315789,17.739956912938787,25.923333333333332,35.71071428571429,740.6666666666666,76.99999999999999,13.29654255319149,90.89999999999999,24.645422535211267,1182.8369844271808,17
5458,Woman #5458,28.12375690607735,19.49122807017544,11.349602724177071,7.876772451046591,52.020066889632105,18.09656777196044,5.813372093023256,75.50485436893203,33.55771305285869,20.04812030075188,3.970220369267421,903.1354838709676,1178.9877588688698,18
302,Woman #302,27.755725190839694,21.342582710779084,63.28481012658228,7.876772451046591,60.495246326707,18.09656777196044,5.813372093023256,6.934462773071778,18.672268907563023,36.42622950819672,3.970220369267421,903.1354838709676,1173.803742100005,19
9880,Woman #9880,28.061742006615216,20.058174523570713,63.28481012658228,7.876772451046591,17.710779352226716,19.381931464174453,5.813372093023256,6.934462773071778,76.99999999999999,20.333502796136248,3.970220369267421,903.1354838709676,1173.561251826682,20
3090,Woman #3090,27.846827133479213,20.51076923076923,24.036057692307693,7.876772451046591,27.610650887573964,103.69333333333333,5.813372093023256,6.934462773071778,18.739759036144576,20.333502796136248,3.970220369267421,903.1354838709676,1170.501211667121,21
1359,Woman #1359,28.154867256637168,103.61658031088083,24.036057692307693,7.876772451046591,17.59502262443439,26.318104906937393,5.813372093023256,6.934462773071778,17.950375072129255,20.333502796136248,3.970220369267421,903.1354838709676,1165.7348222168396,22
513,Woman #513,27.846827133479213,20.07831325301205,70.91489361702128,7.876772451046591,17.946923076923074,58.58380414312618,5.813372093023256,6.934462773071778,18.739759036144576,20.04812030075188,3.970220369267421,903.1354838709676,1161.8889521178348,23
7540,Woman #7540,27.54545454545455,19.49122807017544,11.493103448275862,7.876772451046591,88.26355611601512,52.37037037037037,5.813372093023256,6.934462773071778,18.672268907563023,13.29654255319149,3.970220369267421,903.1354838709676,1158.8628355684225,24
7081,Woman #7081,29.978798586572438,103.61658031088083,11.401368301026226,7.876772451046591,19.025006795324817,26.185185185185183,5.813372093023256,6.934462773071778,18.739759036144576,20.333502796136248,3.970220369267421,903.1354838709676,1157.010512568647,25
2953,Woman #2953,29.054794520547944,19.10028653295129,11.349602724177071,19.186677631578945,52.020066889632105,23.728451563691834,5.813372093023256,6.934462773071778,61.96812749003984,20.04812030075188,3.970220369267421,903.1354838709676,1156.309666759701,26
9226,Woman #9226,28.061742006615216,19.10028653295129,12.593198992443325,7.876772451046591,19.160416096359157,52.37037037037037,5.813372093023256,6.934462773071778,76.99999999999999,20.04812030075188,3.970220369267421,903.1354838709676,1156.064445856868,27
5492,Woman #5492,29.054794520547944,20.51076923076923,23.03917050691244,7.876772451046591,52.020066889632105,17.575141242937853,35.49340770791075,6.934462773071778,17.950375072129255,36.42622950819672,3.970220369267421,903.1354838709676,1153.9868941433897,28
6889,Woman #6889,28.406250000000004,20.51076923076923,21.503225806451614,7.876772451046591,19.194570135746606,103.69333333333333,5.813372093023256,6.934462773071778,17.950375072129255,13.29654255319149,3.970220369267421,903.1354838709676,1152.285377688998,29
1755,Woman #1755,28.12375690607735,19.39670223084384,23.582547169811324,7.876772451046591,97.89230769230768,18.2880658436214,5.813372093023256,6.934462773071778,18.672268907563023,13.29654255319149,3.970220369267421,903.1354838709676,1146.9825028607927,30
9694,Woman #9694,29.978798586572438,20.058174523570713,23.092378752886837,7.876772451046591,52.020066889632105,18.85333333333333,24.785056657223798,6.934462773071778,35.83870967741935,20.04812030075188,3.970220369267421,903.1354838709676,1146.5915781857439,31
9382,Woman #9382,28.061742006615216,20.51076923076923,24.036057692307693,20.182525951557096,52.020066889632105,26.318104906937393,5.813372093023256,6.934462773071778,17.950375072129255,35.90305206463196,3.970220369267421,903.1354838709676,1144.83623292091,32
6292,Woman #6292,27.54545454545455,20.51076923076923,63.28481012658228,7.876772451046591,47.22874493927125,18.09656777196044,5.813372093023256,6.934462773071778,17.950375072129255,20.333502796136248,3.970220369267421,903.1354838709676,1142.68053603968,33
2164,Woman #2164,27.54545454545455,19.39670223084384,11.349602724177071,7.876772451046591,17.710779352226716,54.864197530864196,5.813372093023256,6.934462773071778,17.950375072129255,64.30225080385853,3.970220369267421,903.1354838709676,1140.8496738169308,34
2715,Woman #2715,29.054794520547944,19.58667972575906,12.593198992443325,19.738578680203045,52.020066889632105,55.749103942652326,5.813372093023256,6.934462773071778,18.672268907563023,13.29654255319149,3.970220369267421,903.1354838709676,1140.5647733183223,35
5862,Woman #5862,29.054794520547944,19.39670223084384,23.092378752886837,7.876772451046591,25.822910902047592,58.58380414312618,5.813372093023256,6.934462773071778,35.83870967741935,20.333502796136248,3.970220369267421,903.1354838709676,1139.8531145803847,36
9594,Woman #9594,27.755725190839694,40.2374245472837,23.582547169811324,7.876772451046591,60.495246326707,18.85333333333333,5.813372093023256,6.934462773071778,17.950375072129255,20.333502796136248,3.970220369267421,903.1354838709676,1136.9384659936172,37
8579,Woman #8579,25.892166836215665,19.49122807017544,23.582547169811324,7.876772451046591,47.22874493927125,55.749103942652326,5.813372093023256,6.934462773071778,17.950375072129255,13.29654255319149,3.970220369267421,903.1354838709676,1130.9210201408234,38
7521,Woman #7521,27.54545454545455,19.49122807017544,24.56756756756757,7.876772451046591,19.025006795324817,52.37037037037037,5.813372093023256,6.934462773071778,17.950375072129255,35.90305206463196,3.970220369267421,903.1354838709676,1124.5833660430305,39
4127,Woman #4127,27.755725190839694,39.13502935420743,21.975824175824176,7.876772451046591,16.490281540817527,19.131611316113162,5.813372093023256,6.934462773071778,35.83870967741935,36.42622950819672,3.970220369267421,903.1354838709676,1124.4837223207946,40
5513,Woman #5513,29.978798586572438,40.2374245472837,21.975824175824176,56.35507246376812,97.89230769230768,19.381931464174453,603.3879310344828,6.934462773071778,17.950375072129255,205.1076923076923,3.970220369267421,20.51828508611213,1123.6903255726863,41
8549,Woman #8549,27.755725190839694,19.39670223084384,71.93525179856115,7.876772451046591,17.739956912938787,26.185185185185183,5.813372093023256,6.934462773071778,18.739759036144576,13.29654255319149,3.970220369267421,903.1354838709676,1122.7794344650813,42
8574,Woman #8574,27.54545454545455,41.14814814814815,24.56756756756757,7.876772451046591,19.194570135746606,26.52003410059676,5.813372093023256,6.934462773071778,35.83870967741935,20.04812030075188,3.970220369267421,903.1354838709676,1122.5929160330616,43
6749,Woman #6749,27.54545454545455,40.2374245472837,11.493103448275862,19.738578680203045,52.020066889632105,19.131611316113162,5.813372093023256,6.934462773071778,18.739759036144576,13.29654255319149,3.970220369267421,903.1354838709676,1122.0560801226286,44
37,Woman #37,28.406250000000004,41.14814814814815,24.036057692307693,7.876772451046591,26.136295743091857,19.381931464174453,5.813372093023256,6.934462773071778,17.950375072129255,36.42622950819672,3.970220369267421,903.1354838709676,1121.2155991854247,45
5412,Woman #5412,29.054794520547944,19.39670223084384,11.493103448275862,7.876772451046591,52.020066889632105,24.630245447347583,24.269417475728154,6.934462773071778,17.950375072129255,20.333502796136248,3.970220369267421,903.1354838709676,1121.0651473449943,46
1102,Woman #1102,28.12375690607735,20.07831325301205,24.210653753026634,19.738578680203045,17.59502262443439,17.575141242937853,23.97020547945205,740.6666666666666,17.950375072129255,13.29654255319149,172.39655172413794,24.645422535211267,1120.24723049048,47
