TOKEN_ID,TOKEN_NAME,1/1,Skin,Background,Cloth,Mouth,Eyes,Hats,NUM_TRAITS,RARITY_SCORE,Rank
9615,Chubby Kaiju #9615,33526.05882352941,56994.3,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,116063.49753151264,1
9922,Chubby Kaiju #9922-9922,33526.05882352941,85.44872563718143,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,59154.64625714979,2
1416,Chubby Kaiju #1416-1416,33526.05882352941,85.44872563718143,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,59154.64625714979,3
8452,Chubby Kaiju #8452-8452,33526.05882352941,42.788513513513514,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,59111.986045026126,4
4349,Chubby Kaiju #4349-4349,33526.05882352941,42.788513513513514,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,59111.986045026126,5
9923,Chubby Kaiju #9923-9923,33526.05882352941,42.788513513513514,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,59111.986045026126,6
8974,Chubby Kaiju #8974,33526.05882352941,42.756414103525884,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,59111.95394561614,7
3194,Chubby Kaiju #3194-3194,33526.05882352941,42.756414103525884,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,59111.95394561614,8
2130,Chubby Kaiju #2130-2130,33526.05882352941,42.756414103525884,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,59111.95394561614,9
340,Chubby Kaiju #340-340,33526.05882352941,42.756414103525884,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,59111.95394561614,10
9924,Chubby Kaiju #9924,33526.05882352941,42.756414103525884,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,59111.95394561614,11
9925,Chubby Kaiju #9925,33526.05882352941,42.756414103525884,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,59111.95394561614,12
9927,Chubby Kaiju #9927-9927,33526.05882352941,42.756414103525884,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,59111.95394561614,13
7476,Chubby Kaiju #7476,33526.05882352941,42.756414103525884,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,59111.95394561614,14
3613,Chubby Kaiju #3613,33526.05882352941,42.756414103525884,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,59111.95394561614,15
5809,Chubby Kaiju #5809-5809,3.3586514549718913,85.44872563718143,187.72826086956522,9999.0,17810.71875,16284.085714285713,10177.553571428572,28.548537367261076,54576.442211043264,16
1122,Chubby Kaiju #1122,3.3586514549718913,85.44872563718143,187.72826086956522,9999.0,17810.71875,16284.085714285713,10177.553571428572,28.548537367261076,54576.442211043264,17
9972,Chubby Kaiju #9972-9972,3.3586514549718913,42.788513513513514,187.72826086956522,9999.0,17810.71875,16284.085714285713,10177.553571428572,28.548537367261076,54533.7819989196,18
3641,Chubby Kaiju #3641-3641,3.3586514549718913,42.788513513513514,187.72826086956522,9999.0,17810.71875,16284.085714285713,10177.553571428572,28.548537367261076,54533.7819989196,19
2078,Chubby Kaiju #2078,3.3586514549718913,42.756414103525884,187.72826086956522,9999.0,17810.71875,16284.085714285713,10177.553571428572,28.548537367261076,54533.74989950961,20
635,Chubby Kaiju #635,3.3586514549718913,42.756414103525884,187.72826086956522,9999.0,17810.71875,16284.085714285713,10177.553571428572,28.548537367261076,54533.74989950961,21
4497,Chubby Kaiju #4497,3.3586514549718913,42.756414103525884,187.72826086956522,9999.0,17810.71875,16284.085714285713,10177.553571428572,28.548537367261076,54533.74989950961,22
6134,Chubby Kaiju #6134-6134,16763.029411764706,42.756414103525884,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,42348.92453385142,23
134,Chubby Kaiju #6134-134,16763.029411764706,42.756414103525884,5587.676470588235,588.1764705882352,1047.6893382352941,957.8873949579831,598.6796218487394,16763.029411764706,42348.92453385142,24
7590,Chubby Kaiju #7590-7590,3.3586514549718913,85.44872563718143,187.72826086956522,185.16666666666666,166.45531542056077,1252.621978021978,154.20535714285714,28.548537367261076,2063.533492581042,25
5549,Chubby Kaiju #5549-5549,3.3586514549718913,85.44872563718143,187.72826086956522,175.42105263157893,166.45531542056077,1252.621978021978,132.17602040816328,28.548537367261076,2031.7585418112608,26
