TOKEN_ID,TOKEN_NAME,Faction,Fur,Face,Shirt,Item,Top,NUM_TRAITS,RARITY_SCORE,Rank
3243,Hooligan #3243,152.2368379695112,46.68801812222865,17938.574074074073,277.71875,635.2019672131147,388.0941506410256,71.23716723047507,19509.75096525043,1
1599,Hooligan #1599,73.80441904761905,443.53617216117215,17938.574074074073,68.36153846153846,126.0321363518085,77.61883012820513,71.23716723047507,18799.16433745489,2
2313,Hooligan #2313,152.2368379695112,39.719657208463175,17938.574074074073,136.72307692307692,34.224243923120405,83.91224878724879,71.23716723047507,18456.62730611597,3
4516,Hooligan #4516,184.5110476190476,200.8465685258138,13453.930555555555,138.859375,690.4369208838203,211.6877185314685,71.23716723047507,14951.509353346179,4
4969,Hooligan #4969,184.5110476190476,236.55262515262515,13453.930555555555,130.69117647058823,635.2019672131147,85.45192307692308,71.23716723047507,14797.576462318328,5
3084,Hooligan #3084,100.93602167343961,2128.9736263736263,10763.144444444442,1110.875,182.52930092330885,423.375437062937,71.23716723047507,14781.070997708228,6
4957,Hooligan #4957,184.5110476190476,166.32606456043956,13453.930555555555,126.95714285714286,635.2019672131147,80.9935618729097,71.23716723047507,14719.157506908687,7
5201,Hooligan #5201,184.5110476190476,154.27345118649467,13453.930555555555,120.0945945945946,143.0635061290799,87.04915528396836,71.23716723047507,14214.159477599214,8
4801,Hooligan #4801,100.93602167343961,64.12571163775982,10763.144444444442,269.3030303030303,2268.578454332553,90.42970500373414,71.23716723047507,13627.754534625434,9
514,Hooligan #514,152.2368379695112,39.572000490216105,17.404826074457382,73.44628099173553,7940.024590163935,4657.129807692308,71.23716723047507,12951.051510612639,10
6441,Hooligan #6441,73.80441904761905,1520.6954474097333,10763.144444444442,69.97637795275591,248.12576844262296,84.67508741258742,71.23716723047507,12831.658711940237,11
5249,Hooligan #5249,73.80441904761905,967.7152847152847,10763.144444444442,493.72222222222223,252.064272703617,83.91224878724879,71.23716723047507,12705.60005915091,12
5177,Hooligan #5177,100.93602167343961,47.52173273155417,10763.144444444442,1110.875,71.53175306453996,388.0941506410256,71.23716723047507,12553.340269785476,13
67,Hooligan #67,73.80441904761905,29.651443264256635,10763.144444444442,493.72222222222223,635.2019672131147,388.0941506410256,71.23716723047507,12454.855814063156,14
1679,Hooligan #1679,73.80441904761905,31.966570966570963,2339.8140096618354,71.66935483870968,252.064272703617,9314.259615384615,71.23716723047507,12154.815409833442,15
1118,Hooligan #1118,73.80441904761905,2661.217032967033,65.62892953929538,807.9090909090909,7940.024590163935,404.96780936454843,71.23716723047507,12024.789039221996,16
3050,Hooligan #3050,100.93602167343961,29.651443264256635,10763.144444444442,50.78285714285715,244.30844892812107,404.96780936454843,71.23716723047507,11665.02819204814,17
1567,Hooligan #1567,73.80441904761905,332.6521291208791,10763.144444444442,201.97727272727272,67.57467736309732,69.50940011481056,71.23716723047507,11579.899510048595,18
3198,Hooligan #3198,73.80441904761905,31.966570966570963,10763.144444444442,206.67441860465115,226.85784543325528,125.86837318087318,71.23716723047507,11499.553238907885,19
7973,Hooligan #7973,73.80441904761905,70.96578754578753,10763.144444444442,69.97637795275591,67.28834398444012,266.1217032967033,71.23716723047507,11382.538243502224,20
2689,Hooligan #2689,88.76413451846422,322.5717615717616,46.75562312964571,246.86111111111111,337.8733868154866,9314.259615384615,71.23716723047507,10428.32279976156,21
6764,Hooligan #6764,73.80441904761905,354.8289377289378,116.48424723424723,68.36153846153846,86.30461511047754,9314.259615384615,71.23716723047507,10085.28054019791,22
4990,Hooligan #4990,73.80441904761905,332.6521291208791,65.62892953929538,71.66935483870968,7940.024590163935,404.96780936454843,71.23716723047507,8959.984399305462,23
345,Hooligan #345,120.12437996031746,108.62110338640949,116.48424723424723,105.79761904761904,7940.024590163935,404.96780936454843,71.23716723047507,8867.25691638755,24
1145,Hooligan #1145,108.8774867933011,354.8289377289378,116.48424723424723,56.967948717948715,7940.024590163935,81.70403171390014,71.23716723047507,8730.124409582744,25
89,Hooligan #89,100.93602167343961,259.6309300455642,34.16871252204585,89.76767676767676,7940.024590163935,67.00906198118429,71.23716723047507,8562.774160384319,26
1989,Hooligan #1989,73.80441904761905,42.24154020582593,4892.338383838383,158.69642857142858,2268.578454332553,96.0232950039651,71.23716723047507,7602.919688230251,27
2878,Hooligan #2878,73.80441904761905,443.53617216117215,1223.0845959595958,143.33870967741936,5293.349726775956,78.9344035202086,71.23716723047507,7327.285194372446,28
5228,Hooligan #5228,100.93602167343961,129.8154650227821,4892.338383838383,740.5833333333333,756.1928181108509,388.0941506410256,71.23716723047507,7079.19733985029,29
1899,Hooligan #1899,152.2368379695112,253.4492412349555,4892.338383838383,634.7857142857143,635.2019672131147,81.70403171390014,71.23716723047507,6720.953343486054,30
4456,Hooligan #4456,73.80441904761905,443.53617216117215,4892.338383838383,100.98863636363636,635.2019672131147,388.0941506410256,71.23716723047507,6605.200896495426,31
1597,Hooligan #1597,73.80441904761905,247.55507283414258,65.62892953929538,170.90384615384616,1221.5422446406053,4657.129807692308,71.23716723047507,6507.801487138291,32
1937,Hooligan #1937,152.2368379695112,3548.289377289377,2339.8140096618354,48.29891304347826,193.65913634546183,69.50940011481056,71.23716723047507,6423.04484165495,33
3335,Hooligan #3335,73.80441904761905,42.24154020582593,4892.338383838383,143.33870967741936,635.2019672131147,388.0941506410256,71.23716723047507,6246.256337853863,34
5596,Hooligan #5596,100.93602167343961,332.6521291208791,34.16871252204585,83.83962264150944,5293.349726775956,251.73674636174636,71.23716723047507,6167.920126326052,35
