TOKEN_ID,TOKEN_NAME,UNIQUENESS INDEX,NAME,Background ID,Skull Gene,Hair Gene,Eyes Gene,Nose Gene,Teeth Gene,Bones Gene,Beard Gene,NUM_TRAITS,RARITY_SCORE,Rank
6994,CryptoSkull #6994,1910.2561653517735,10000.0,8742.787200559538,9585.889570552148,16129.032258064517,10582.010582010582,9077.70515613653,9534.706331045005,759.503284851707,1155.5350127108852,5005.005005005005,82482.43056628767,4288
1246,CryptoSkull #1246,1910.2561653517735,10000.0,13426.423200859294,9370.314842578711,13440.860215053763,10288.065843621398,8436.682696363789,8689.607229753216,759.503284851707,1155.5350127108852,5005.005005005005,82482.25349614953,4289
2205,CryptoSkull #2205,1910.2561653517735,10000.0,9282.465422816302,9750.390015600622,16129.032258064517,9920.634920634922,9152.480322167308,9416.195856873825,759.503284851707,1155.5350127108852,5005.005005005005,82481.49826407684,4290
4066,CryptoSkull #4066,1910.2561653517735,10000.0,11222.085063404782,9585.889570552148,13904.338153503895,11001.100110011002,8818.342151675486,9117.432530999271,759.503284851707,1155.5350127108852,5005.005005005005,82479.48704806594,4291
6555,CryptoSkull #6555,1910.2561653517735,10000.0,10896.807235480006,9469.696969696968,15508.684863523575,9920.634920634922,8735.150244584207,9117.432530999271,759.503284851707,1155.5350127108852,5005.005005005005,82478.7062328383,4292
9207,CryptoSkull #9207,1910.2561653517735,10000.0,10896.807235480006,8765.77840112202,16129.032258064517,9920.634920634922,8818.342151675486,9117.432530999271,759.503284851707,1155.5350127108852,5005.005005005005,82478.32696589558,4293
817,CryptoSkull #817,1910.2561653517735,10000.0,10442.773600668337,9469.696969696968,16129.032258064517,9033.423667570009,9152.480322167308,9416.195856873825,759.503284851707,1155.5350127108852,5005.005005005005,82473.90214296032,4294
9950,CryptoSkull #9950,1910.2561653517735,10000.0,11934.598400763814,9071.117561683599,14934.289127837514,9259.25925925926,9026.085386767758,9416.195856873825,759.503284851707,1155.5350127108852,5005.005005005005,82471.84506110512,4295
2639,CryptoSkull #2639,1910.2561653517735,10000.0,10299.721907508498,9484.066767830045,15508.684863523575,10482.18029350105,8818.342151675486,9048.136083966703,759.503284851707,1155.5350127108852,5005.005005005005,82471.43153592471,4296
3448,CryptoSkull #3448,1910.2561653517735,10000.0,9058.791557206268,9342.301943198803,14934.289127837514,11947.431302270013,8436.682696363789,9920.63492063492,759.503284851707,1155.5350127108852,5005.005005005005,82470.43101543067,4297
4093,CryptoSkull #4093,1910.2561653517735,10000.0,9398.496240601504,9484.066767830045,15216.068167985393,11337.868480725625,9456.264775413712,8744.316194473593,759.503284851707,1155.5350127108852,5005.005005005005,82467.38009494923,4298
766,CryptoSkull #766,1910.2561653517735,10000.0,10741.138560687434,9370.314842578711,15508.684863523575,9661.835748792271,8818.342151675486,9534.706331045005,759.503284851707,1155.5350127108852,5005.005005005005,82465.32196622185,4299
9912,CryptoSkull #9912,1910.2561653517735,10000.0,11222.085063404782,9164.222873900293,15508.684863523575,10482.18029350105,8566.778034781119,8689.607229753216,759.503284851707,1155.5350127108852,5005.005005005005,82463.85782678338,4300
5900,CryptoSkull #5900,1910.2561653517735,10000.0,8084.72794890452,9585.889570552148,16801.075268817207,10288.065843621398,9456.264775413712,9416.195856873825,759.503284851707,1155.5350127108852,5005.005005005005,82462.51873210217,4301
3912,CryptoSkull #3912,1910.2561653517735,10000.0,9517.46454744456,9342.301943198803,17531.556802244042,9416.195856873825,9077.70515613653,8744.316194473593,759.503284851707,1155.5350127108852,5005.005005005005,82459.83996829072,4302
141,CryptoSkull #141,1910.2561653517735,10000.0,10589.85491898761,9164.222873900293,15812.776723592662,10288.065843621398,9026.085386767758,8744.316194473593,759.503284851707,1155.5350127108852,5005.005005005005,82455.62140926268,4303
6490,CryptoSkull #6490,1910.2561653517735,10000.0,10589.85491898761,9110.787172011662,15508.684863523575,10384.215991692628,9152.480322167308,8874.689385871496,759.503284851707,1155.5350127108852,5005.005005005005,82451.01212217363,4304
5642,CryptoSkull #5642,1910.2561653517735,10000.0,9398.496240601504,9370.314842578711,14148.273910582908,12626.262626262625,9026.085386767758,9048.136083966703,759.503284851707,1155.5350127108852,5005.005005005005,82447.86855867956,4305
8539,CryptoSkull #8539,1910.2561653517735,10000.0,9517.46454744456,9585.889570552148,17158.544955387784,9661.835748792271,8818.342151675486,8874.689385871496,759.503284851707,1155.5350127108852,5005.005005005005,82447.0658276431,4306
4487,CryptoSkull #4487,1910.2561653517735,10000.0,10896.807235480006,9342.301943198803,15216.068167985393,10384.215991692628,9026.085386767758,8744.316194473593,759.503284851707,1155.5350127108852,5005.005005005005,82440.09438751754,4307
4926,CryptoSkull #4926,1910.2561653517735,10000.0,12127.091923356778,9469.696969696968,13440.860215053763,9578.544061302684,9456.264775413712,9534.706331045005,759.503284851707,1155.5350127108852,5005.005005005005,82437.46374378828,4308
8912,CryptoSkull #8912,1910.2561653517735,10000.0,10589.85491898761,8979.885057471265,15508.684863523575,9578.544061302684,9026.085386767758,9920.63492063492,759.503284851707,1155.5350127108852,5005.005005005005,82433.98867660719,4309
9761,CryptoSkull #9761,1910.2561653517735,10000.0,10160.53647632595,9071.117561683599,15812.776723592662,10288.065843621398,9152.480322167308,9117.432530999271,759.503284851707,1155.5350127108852,5005.005005005005,82432.70892630955,4310
2451,CryptoSkull #2451,1910.2561653517735,10000.0,10896.807235480006,9484.066767830045,15812.776723592662,8417.50841750842,9456.264775413712,9534.706331045005,759.503284851707,1155.5350127108852,5005.005005005005,82432.42971878921,4311
6573,CryptoSkull #6573,1910.2561653517735,10000.0,10896.807235480006,8765.77840112202,16129.032258064517,10193.679918450562,8566.778034781119,9048.136083966703,759.503284851707,1155.5350127108852,5005.005005005005,82430.51139978429,4312
1836,CryptoSkull #1836,1910.2561653517735,10000.0,12963.443090484834,9750.390015600622,12600.806451612903,9337.068160597573,9026.085386767758,9920.63492063492,759.503284851707,1155.5350127108852,5005.005005005005,82428.72749361799,4313
2611,CryptoSkull #2611,1910.2561653517735,10000.0,11934.598400763814,9370.314842578711,12600.806451612903,11695.90643274854,9026.085386767758,8970.218873340511,759.503284851707,1155.5350127108852,5005.005005005005,82428.2298557316,4314
7625,CryptoSkull #7625,1910.2561653517735,10000.0,10896.807235480006,9164.222873900293,15216.068167985393,9578.544061302684,9152.480322167308,9589.566551591868,759.503284851707,1155.5350127108852,5005.005005005005,82427.98868034691,4315
1325,CryptoSkull #1325,1910.2561653517735,10000.0,10299.721907508498,9110.787172011662,14400.921658986177,11454.753722794962,9456.264775413712,8874.689385871496,759.503284851707,1155.5350127108852,5005.005005005005,82427.43809050586,4316
5418,CryptoSkull #5418,1910.2561653517735,10000.0,11934.598400763814,9750.390015600622,15508.684863523575,8960.57347670251,8566.778034781119,8874.689385871496,759.503284851707,1155.5350127108852,5005.005005005005,82426.01364516249,4317
9182,CryptoSkull #9182,1910.2561653517735,10000.0,11222.085063404782,9469.696969696968,13904.338153503895,10384.215991692628,9077.70515613653,9534.706331045005,759.503284851707,1155.5350127108852,5005.005005005005,82423.04713339916,4318
8414,CryptoSkull #8414,1910.2561653517735,10000.0,9893.153937475267,9370.314842578711,14662.756598240472,10288.065843621398,9456.264775413712,9920.63492063492,759.503284851707,1155.5350127108852,5005.005005005005,82421.49038588385,4319
5906,CryptoSkull #5906,1910.2561653517735,10000.0,10025.062656641605,9342.301943198803,15216.068167985393,11695.90643274854,8566.778034781119,8744.316194473593,759.503284851707,1155.5350127108852,5005.005005005005,82420.73289774841,4320
5570,CryptoSkull #5570,1910.2561653517735,10000.0,11748.12030075188,9370.314842578711,14400.921658986177,9661.835748792271,8818.342151675486,9589.566551591868,759.503284851707,1155.5350127108852,5005.005005005005,82419.40072229574,4321
8168,CryptoSkull #8168,1910.2561653517735,10000.0,10442.773600668337,9469.696969696968,14934.289127837514,10384.215991692628,8436.682696363789,9920.63492063492,759.503284851707,1155.5350127108852,5005.005005005005,82418.59277481353,4322
