TOKEN_ID,TOKEN_NAME,Background,Bust,Head,Helmet,BustCover,Eyes,BaseDetail,Detail,EyesAccessory,NUM_TRAITS,RARITY_SCORE,Rank
2250,Angry Ape #2250,127.4535519125683,52.39270613107822,87.68421052631578,159.75342465753425,172.77037037037036,525.8726790450928,10.566783924954695,4405.644444444443,3146.888888888889,22028.222222222223,30717.24928212347,1
584,Angry Ape #0584,118.18420268256335,112.64431818181818,302.9090909090909,181.05388127853882,53.99074074074073,622.4615384615385,1739.0701754385964,1132.8799999999999,13.780558162165919,22028.222222222223,26305.196728077273,2
1960,Angry Ape #1960,110.17171436510144,117.03305785123966,114.89655172413794,135.7904109589041,53.99074074074073,508.3435897435898,1065.8817204301074,695.6280701754387,13.780558162165919,22028.222222222223,24843.738636373648,3
888,Angry Ape #0888,120.37279902853675,45.28414801279123,6.8559670781893,92.06129556535872,353.3939393939394,11.570794910703864,10.566783924954695,4405.644444444443,2318.7602339181285,1536.8527131782946,8901.36311945534,4
1372,Angry Ape #1372,127.4535519125683,28.699189345686158,151.45454545454544,155.1890410958904,222.13333333333333,622.4615384615385,10.566783924954695,4405.644444444443,13.780558162165919,1536.8527131782946,7274.235699313421,5
2499,Angry Ape #2499,108.33551912568308,273.07713498622593,6.8559670781893,3.320058947650467,323.94444444444446,586.5502958579882,2065.1458333333335,12.856939040207521,2097.925925925926,1536.8527131782946,7014.864831917944,6
163,Angry Ape #0163,203.12909836065577,126.92317541613315,107.48387096774194,150.87823439878233,323.94444444444446,11.570794910703864,2065.1458333333335,12.856939040207521,2318.7602339181285,1536.8527131782946,6857.545337968426,7
2270,Angry Ape #2270,116.07377049180329,52.39270613107822,333.2,113.15867579908675,4.255427841634738,462.1305361305362,10.566783924954695,1239.0875,2937.0962962962967,1536.8527131782946,6804.814409793686,8
2678,Angry Ape #2678,125.00252206809586,112.64431818181818,138.83333333333334,193.986301369863,53.99074074074073,11.570794910703864,10.566783924954695,1982.5399999999997,2447.58024691358,1536.8527131782946,6613.567754621384,9
2227,Angry Ape #2227,127.4535519125683,112.64431818181818,333.2,236.15723645026802,268.09195402298855,11.570794910703864,10.566783924954695,1652.1166666666666,2318.7602339181285,1536.8527131782946,6607.414253166392,10
232,Angry Ape #0232,101.56454918032789,117.03305785123966,45.027027027027025,146.8004442798963,4.255427841634738,508.3435897435898,2065.1458333333335,12.856939040207521,2002.5656565656566,1536.8527131782946,6540.445238041208,11
1768,Angry Ape #1768,125.00252206809586,14.441579254079253,138.83333333333334,92.06129556535872,222.13333333333333,11.570794910703864,10.566783924954695,1201.539393939394,3146.888888888889,1536.8527131782946,6499.890638396437,12
3222,Angry Ape #3222,112.07122668174111,265.04545454545456,104.12500000000001,123.44582814445826,4.255427841634738,11.570794910703864,10.566783924954695,2478.175,3146.888888888889,219.5503875968992,6475.694792534736,13
504,Angry Ape #0504,108.33551912568308,62.148589341692784,370.2222222222222,5431.6164383561645,353.3939393939394,11.570794910703864,10.566783924954695,12.856939040207521,13.780558162165919,65.62528963919233,6440.117074116925,14
2566,Angry Ape #2566,138.30066271363796,281.6107954545455,151.45454545454544,201.17097919837644,388.73333333333335,525.8726790450928,10.566783924954695,12.856939040207521,3146.888888888889,1536.8527131782946,6394.308320231878,15
485,Angry Ape #0485,144.44735883424408,14.441579254079253,54.622950819672134,155.1890410958904,242.95833333333337,525.8726790450928,10.566783924954695,12.856939040207521,3671.370370370371,1536.8527131782946,6369.17874889614,16
2396,Angry Ape #2396,138.30066271363796,28.699189345686158,555.3333333333334,3.320058947650467,268.09195402298855,462.1305361305362,10.566783924954695,4405.644444444443,13.780558162165919,219.5503875968992,6105.417908622296,17
2433,Angry Ape #2433,116.07377049180329,117.03305785123966,138.83333333333334,362.10776255707765,53.99074074074073,11.570794910703864,1739.0701754385964,1982.5399999999997,13.780558162165919,1536.8527131782946,6071.852906663956,18
330,Angry Ape #0330,110.17171436510144,14.441579254079253,107.48387096774194,142.93727469358325,310.9866666666667,491.9454094292804,10.566783924954695,12.856939040207521,3146.888888888889,1536.8527131782946,5885.131840408799,19
269,Angry Ape #0269,116.07377049180329,273.07713498622593,6.8559670781893,3.320058947650467,235.59595959595964,586.5502958579882,10.566783924954695,4405.644444444443,13.780558162165919,219.5503875968992,5871.01536108628,20
2135,Angry Ape #2135,138.30066271363796,111.25364758698092,43.84210526315789,104.45416227608008,235.59595959595964,622.4615384615385,3003.8484848484845,12.856939040207521,13.780558162165919,1536.8527131782946,5823.246771126508,21
1685,Angry Ape #1685,141.3071988595866,117.03305785123966,107.48387096774194,129.32420091324198,242.95833333333337,554.5566433566433,10.566783924954695,12.856939040207521,2937.0962962962967,1536.8527131782946,5790.036037721541,22
2817,Angry Ape #2817,106.5595270088686,112.64431818181818,100.96969696969698,102.483329025588,199.35042735042734,575.4833091436866,10.566783924954695,12.856939040207521,2937.0962962962967,1536.8527131782946,5694.863340119839,23
2298,Angry Ape #2298,101.56454918032789,120.15393939393938,6.8559670781893,217.26465753424657,598.0512820512821,554.5566433566433,10.566783924954695,12.856939040207521,2447.58024691358,1536.8527131782946,5606.303721651665,24
960,Angry Ape #0960,106.5595270088686,321.84090909090907,107.48387096774194,1810.538812785388,4.255427841634738,11.570794910703864,10.566783924954695,12.856939040207521,3146.888888888889,65.62528963919233,5598.18724409849,25
1772,Angry Ape #1772,110.17171436510144,112.64431818181818,119.0,193.986301369863,323.94444444444446,11.570794910703864,10.566783924954695,4405.644444444443,13.780558162165919,219.5503875968992,5520.859747400394,26
1592,Angry Ape #1592,108.33551912568308,14.441579254079253,277.6666666666667,3.320058947650467,242.95833333333337,11.570794910703864,1436.6231884057972,12.856939040207521,3146.888888888889,219.5503875968992,5474.21235616991,27
1641,Angry Ape #1641,144.44735883424408,273.07713498622593,119.0,102.483329025588,4.255427841634738,11.570794910703864,1573.4444444444443,12.856939040207521,2937.0962962962967,219.5503875968992,5397.782112976244,28
1424,Angry Ape #1424,108.33551912568308,143.04040404040404,123.4074074074074,181.05388127853882,268.09195402298855,525.8726790450928,10.566783924954695,12.856939040207521,2447.58024691358,1536.8527131782946,5357.658527977152,29
