TOKEN_ID,TOKEN_NAME,background,sers,head I,eye,accessories II,Trait Count,accessories,mems,head II,accessories I,apes,facialHair,alien,zombie,RARITY_SCORE,Rank
7314,nounpunks-eth #7314,4.785833931562575,11.976621634569321,24.975024975024972,5.755726948313571,1.2348057156686967,9.67866821525358,14.834594273846609,2.27515755466066,0.20683250496915093,0.8692779777117127,1.8468448502578194,54.11255411255411,3.585771658060814,3.614440412335362,139.752154764789,1584
5518,nounpunks-eth #5518,2.4909702329057164,2.9128362869493283,0.37135073631423987,1.794823012502737,1.2348057156686967,9.67866821525358,15.233220607500837,29.09514111143439,11.195700850873266,55.80357142857143,1.8468448502578194,0.7092077865341299,3.585771658060814,3.614440412335362,139.56735290516235,1585
6435,nounpunks-eth #6435,75.18796992481202,2.9128362869493283,0.37135073631423987,1.9012129738773336,1.2348057156686967,2.7674766148226047,1.6889780669308225,11.87507421921387,15.101177891875565,16.72800267648043,1.8468448502578194,0.7092077865341299,3.585771658060814,3.614440412335362,139.52514981413307,1586
1557,nounpunks-eth #1557,98.52216748768473,5.4063405562043165,13.336178384722071,1.9012129738773336,1.2348057156686967,4.3146222548215905,1.6889780669308225,2.27515755466066,0.20683250496915093,0.8692779777117127,1.8468448502578194,0.7092077865341299,3.585771658060814,3.614440412335362,139.51183818443923,1587
6421,nounpunks-eth #6421,4.600874166091557,2.9128362869493283,0.37135073631423987,5.755726948313571,1.2348057156686967,9.67866821525358,15.291922806373673,23.380874444704233,10.645092612305726,55.80357142857143,1.8468448502578194,0.7092077865341299,3.585771658060814,3.614440412335362,139.43198806773418,1588
3969,nounpunks-eth #3969,3.16055625790139,5.4063405562043165,6.243756243756243,1.794823012502737,1.2348057156686967,2.7674766148226047,1.6889780669308225,2.27515755466066,0.20683250496915093,0.8692779777117127,1.8468448502578194,104.73397570171763,3.585771658060814,3.614440412335362,139.42903712749998,1589
8494,nounpunks-eth #8494,2.390914524805738,5.4063405562043165,6.902645093599867,1.794823012502737,1.2348057156686967,2.7674766148226047,1.6889780669308225,2.27515755466066,0.20683250496915093,0.8692779777117127,1.8468448502578194,104.73397570171763,3.585771658060814,3.614440412335362,139.31828424424793,1590
6223,nounpunks-eth #6223,3.5625222657641604,5.4063405562043165,54.94505494505494,1.794823012502737,1.2348057156686967,2.7674766148226047,1.6889780669308225,2.27515755466066,0.20683250496915093,0.8692779777117127,1.8468448502578194,55.5000555000555,3.585771658060814,3.614440412335362,139.29838163499934,1591
140,nounpunks-eth #140,2.2875443211712225,8.991512012660047,5.031598438191844,1.794823012502737,1.2348057156686967,2.7674766148226047,1.6889780669308225,2.27515755466066,0.20683250496915093,0.8692779777117127,1.8468448502578194,103.07153164296021,3.585771658060814,3.614440412335362,139.26659478290372,1592
1193,nounpunks-eth #1193,2.4909702329057164,2.9128362869493283,0.37135073631423987,3.858292628346104,1.2348057156686967,2.7674766148226047,1.6889780669308225,10.314595152140278,27.056277056277054,76.80491551459293,1.8468448502578194,0.7092077865341299,3.585771658060814,3.614440412335362,139.25676271213592,1593
3166,nounpunks-eth #3166,2.390914524805738,2.9128362869493283,0.37135073631423987,1.9012129738773336,1.2348057156686967,2.7674766148226047,1.6889780669308225,10.314595152140278,49.95004995004995,55.80357142857143,1.8468448502578194,0.7092077865341299,3.585771658060814,3.614440412335362,139.09205615731858,1594
7488,nounpunks-eth #7488,4.309416074121956,8.991512012660047,6.902645093599867,9.337068160597571,1.2348057156686967,2.7674766148226047,1.6889780669308225,2.27515755466066,0.20683250496915093,0.8692779777117127,1.8468448502578194,91.45783793671117,3.585771658060814,3.614440412335362,139.08806463310827,1595
5136,nounpunks-eth #5136,4.1288191577208915,5.4063405562043165,1.6979312405764813,95.49274255156608,1.2348057156686967,2.7674766148226047,15.233220607500837,2.27515755466066,0.20683250496915093,0.8692779777117127,1.8468448502578194,0.7092077865341299,3.585771658060814,3.614440412335362,139.06886918858956,1596
4523,nounpunks-eth #4523,4.309416074121956,2.9128362869493283,0.37135073631423987,14.488554042306577,1.2348057156686967,9.67866821525358,6.128577557148985,23.380874444704233,49.95004995004995,16.72800267648043,1.8468448502578194,0.7092077865341299,3.585771658060814,3.614440412335362,138.9394004061861,1597
1595,nounpunks-eth #1595,2.2875443211712225,5.4063405562043165,16.549715344896065,9.337068160597571,1.2348057156686967,9.67866821525358,26.543504804374365,2.27515755466066,0.20683250496915093,0.8692779777117127,1.8468448502578194,55.5000555000555,3.585771658060814,3.614440412335362,138.93602757621687,1598
3409,nounpunks-eth #3409,4.600874166091557,2.9128362869493283,0.37135073631423987,9.337068160597571,1.2348057156686967,2.7674766148226047,1.6889780669308225,10.314595152140278,19.09854851031322,76.80491551459293,1.8468448502578194,0.7092077865341299,3.585771658060814,3.614440412335362,138.8877136316094,1599
2624,nounpunks-eth #2624,4.564125969876768,8.991512012660047,14.308608058608055,1.9012129738773336,1.2348057156686967,9.67866821525358,30.292015024839447,2.27515755466066,0.20683250496915093,0.8692779777117127,1.8468448502578194,55.5000555000555,3.585771658060814,3.614440412335362,138.869328428835,1600
1661,nounpunks-eth #1661,4.499437570303711,5.4063405562043165,1.6979312405764813,3.858292628346104,1.2348057156686967,9.67866821525358,5.944949765174483,2.27515755466066,0.20683250496915093,0.8692779777117127,1.8468448502578194,94.10878976096367,3.585771658060814,3.614440412335362,138.8275404104866,1601
7945,nounpunks-eth #7945,4.1288191577208915,2.9128362869493283,0.37135073631423987,20.800399367667858,1.2348057156686967,2.7674766148226047,1.6889780669308225,10.314595152140278,8.01667468334135,76.80491551459293,1.8468448502578194,0.7092077865341299,3.585771658060814,3.614440412335362,138.79711600333715,1602
2387,nounpunks-eth #2387,3.5625222657641604,5.4063405562043165,5.031598438191844,1.9012129738773336,1.2348057156686967,2.7674766148226047,1.6889780669308225,2.27515755466066,0.20683250496915093,0.8692779777117127,1.8468448502578194,104.73397570171763,3.585771658060814,3.614440412335362,138.72523529117294,1603
2719,nounpunks-eth #2719,75.18796992481202,2.9128362869493283,0.37135073631423987,1.9012129738773336,1.2348057156686967,2.7674766148226047,1.6889780669308225,11.87507421921387,12.368583797155225,18.601190476190474,1.8468448502578194,0.7092077865341299,3.585771658060814,3.614440412335362,138.66574351912277,1604
