TOKEN_ID,TOKEN_NAME,Background,Fur,Torso,Eyes,Head,Nose,Earring,Cake's Special Batch,NUM_TRAITS,RARITY_SCORE,Rank
183,Caked Apes #183,80.93377483443707,43.221927497789565,51.45684210526316,43.52207977207977,47.784946236559136,54.97525865946919,4288.070175438596,6.116616616616617,1771.159420289855,6387.241041450666,44
326,Caked Apes #326,45.685981308411215,42.353145035522445,48.6407960199005,78.83244637961619,51.674418604651166,51.24109014675052,4288.070175438596,6.116616616616617,1771.159420289855,6383.77408983992,45
4425,Caked Apes #4425,38.98245614035088,39.8500040759762,39.4225806451613,47.84106478762967,44.663316582914575,102.87037037037038,4288.070175438596,6.116616616616617,1771.159420289855,6378.976004947471,46
483,Caked Apes #483,46.64503816793893,41.4165890027959,57.510588235294115,47.478632478632484,56.25316455696203,51.24109014675052,4288.070175438596,6.116616616616617,1771.159420289855,6365.891314933442,47
1314,Caked Apes #1314,43.49110320284697,43.221927497789565,57.85088757396449,47.121650279545015,50.21468926553672,54.97525865946919,4288.070175438596,6.116616616616617,1771.159420289855,6362.22172882422,48
5877,Caked Apes #5877,38.98245614035088,42.24699680235071,44.23891402714932,92.16440422322776,41.14814814814815,37.82420303311668,4288.070175438596,6.116616616616617,1771.159420289855,6361.9513347194115,49
864,Caked Apes #864,46.64503816793893,42.567049808429125,46.33554502369668,42.489352455454146,42.73076923076923,50.479140850888065,4288.070175438596,6.116616616616617,1771.159420289855,6336.593107882244,50
2445,Caked Apes #2445,41.3570219966159,43.669823119528324,51.729100529100535,44.135066811123146,50.21468926553672,38.25039123630673,4288.070175438596,6.116616616616617,1771.159420289855,6334.70230530328,51
4123,Caked Apes #4123,46.467680608365015,43.221927497789565,40.23374485596708,42.63387406244549,43.56862745098039,51.827820186598814,4288.070175438596,6.116616616616617,1771.159420289855,6333.299887007214,52
6751,Caked Apes #6751,46.204158790170126,43.00140745953554,55.867428571428576,44.765567765567766,41.14814814814815,36.60077867625038,4288.070175438596,6.116616616616617,1771.159420289855,6332.933701756168,53
2221,Caked Apes #2221,47.003846153846155,40.52055702917772,45.68598130841122,44.135066811123146,44.663316582914575,36.60077867625038,4288.070175438596,6.116616616616617,1771.159420289855,6323.955758906792,54
7196,Caked Apes #7196,45.26296296296296,41.11354079058032,76.38125000000001,86.44385499557913,93.55789473684212,37.20243531202435,4073.6666666666665,6.116616616616617,1771.159420289855,6230.904642371127,55
5997,Caked Apes #5997,89.53113553113552,41.4165890027959,88.07927927927929,50.13743589743589,56.25316455696203,36.799156880457694,4073.6666666666665,6.116616616616617,1771.159420289855,6213.159464721205,56
2080,Caked Apes #2080,37.14589665653495,36.88523353203049,55.867428571428576,51.16064887493459,104.56470588235294,56.11111111111111,4073.6666666666665,6.116616616616617,1771.159420289855,6192.677728201531,57
1812,Caked Apes #1812,45.685981308411215,41.11354079058032,44.23891402714932,44.135066811123146,44.21890547263681,106.92038495188102,4073.6666666666665,6.116616616616617,1771.159420289855,6177.25549693492,58
8332,Caked Apes #8332,41.3570219966159,92.11230450348597,43.452444444444446,54.73519202776844,42.73076923076923,50.85726175613816,4073.6666666666665,6.116616616616617,1771.159420289855,6176.18769753236,59
2050,Caked Apes #2050,41.3570219966159,99.15618661257608,43.842152466367715,47.121650279545015,56.25316455696203,37.20243531202435,4073.6666666666665,6.116616616616617,1771.159420289855,6175.875314797229,60
4713,Caked Apes #4713,38.98245614035088,42.24699680235071,55.550000000000004,86.44385499557913,50.21468926553672,51.24109014675052,4073.6666666666665,6.116616616616617,1771.159420289855,6175.621790923707,61
6202,Caked Apes #6202,46.204158790170126,41.11354079058032,89.6954128440367,47.84106478762967,47.784946236559136,36.799156880457694,4073.6666666666665,6.116616616616617,1771.159420289855,6160.380983902572,62
1410,Caked Apes #1410,37.14589665653495,40.039315259234996,57.85088757396449,78.83244637961619,46.77894736842106,38.25039123630673,4073.6666666666665,6.116616616616617,1771.159420289855,6149.840588047216,63
4087,Caked Apes #4087,43.49110320284697,37.54243145687735,54.61899441340782,51.37032366540563,47.52941176470588,51.827820186598814,4073.6666666666665,6.116616616616617,1771.159420289855,6137.322788262981,64
3004,Caked Apes #3004,45.26296296296296,45.80584707646177,47.92549019607843,54.73519202776844,45.579487179487174,44.08730158730158,4073.6666666666665,6.116616616616617,1771.159420289855,6134.338984603199,65
4261,Caked Apes #4261,37.14589665653495,41.62111536824181,57.510588235294115,47.84106478762967,44.21890547263681,50.85726175613816,4073.6666666666665,6.116616616616617,1771.159420289855,6130.137535849613,66
3335,Caked Apes #3335,46.467680608365015,41.11354079058032,52.56344086021505,43.98020692757535,46.291666666666664,36.307189542483655,4073.6666666666665,6.116616616616617,1771.159420289855,6117.666428969024,67
3792,Caked Apes #3792,43.49110320284697,45.80584707646177,49.628426395939094,45.57948717948718,42.73076923076923,37.82420303311668,4073.6666666666665,6.116616616616617,1771.159420289855,6116.002539691759,68
1447,Caked Apes #1447,38.98245614035088,48.71835758421368,41.78119658119658,51.58172417431677,43.14563106796117,37.407407407407405,4073.6666666666665,6.116616616616617,1771.159420289855,6112.559476528585,69
6657,Caked Apes #6657,37.37308868501529,43.669823119528324,49.881632653061224,42.489352455454146,47.52941176470588,36.799156880457694,4073.6666666666665,6.116616616616617,1771.159420289855,6108.68516913136,70
1159,Caked Apes #1159,45.26296296296296,36.88523353203049,41.25232067510549,43.98020692757535,50.21468926553672,38.142946317103615,4073.6666666666665,6.116616616616617,1771.159420289855,6106.6810632534525,71
5231,Caked Apes #5231,37.14589665653495,41.4165890027959,47.230917874396134,46.769996172981244,41.14814814814815,38.25039123630673,4073.6666666666665,6.116616616616617,1771.159420289855,6102.904642664302,72
1576,Caked Apes #1576,37.37308868501529,40.23043370915975,41.60340425531915,47.84106478762967,44.663316582914575,39.47351421188631,4073.6666666666665,6.116616616616617,1771.159420289855,6102.127525805063,73
927,Caked Apes #927,38.674050632911396,41.62111536824181,41.78119658119658,42.489352455454146,48.04324324324324,37.20243531202435,4073.6666666666665,6.116616616616617,1771.159420289855,6100.75409716621,74
2450,Caked Apes #2450,46.55619047619048,45.80584707646177,89.6954128440367,42.489352455454146,404.0,37.20243531202435,3133.589743589744,6.116616616616617,1771.159420289855,5576.615018660383,75
8748,Caked Apes #8748,41.3570219966159,40.039315259234996,238.4585365853659,50.13743589743589,43.56862745098039,107.76895943562612,3133.589743589744,6.116616616616617,1771.159420289855,5432.1956771214755,76
6197,Caked Apes #6197,47.64522417153996,45.80584707646177,89.6954128440367,51.16064887493459,44.663316582914575,111.3023679417122,3133.589743589744,6.116616616616617,1771.159420289855,5301.138597987816,77
402,Caked Apes #402,80.93377483443707,42.24699680235071,89.6954128440367,45.25039340923818,46.77894736842106,50.479140850888065,3133.589743589744,6.116616616616617,1771.159420289855,5266.250446605587,78
450,Caked Apes #450,89.53113553113552,42.24699680235071,89.6954128440367,46.25224713785599,43.14563106796117,37.20243531202435,3133.589743589744,6.116616616616617,1771.159420289855,5258.93963919158,79
7448,Caked Apes #7448,45.685981308411215,103.41442775544745,55.550000000000004,44.448081469358065,45.11675126903554,51.827820186598814,3133.589743589744,6.116616616616617,1771.159420289855,5256.908842485067,80
7141,Caked Apes #7141,46.64503816793893,46.56506001143075,54.61899441340782,95.68212957525934,46.77894736842106,38.142946317103615,3133.589743589744,6.116616616616617,1771.159420289855,5239.298896349777,81
819,Caked Apes #819,38.674050632911396,41.4165890027959,108.63111111111112,51.37032366540563,47.52941176470588,38.142946317103615,3133.589743589744,6.116616616616617,1771.159420289855,5236.630212990249,82
2007,Caked Apes #2007,37.14589665653495,49.57809330628804,108.63111111111112,44.135066811123146,44.21890547263681,40.655355954757155,3133.589743589744,6.116616616616617,1771.159420289855,5235.2302098086675,83
2509,Caked Apes #2509,45.685981308411215,41.11354079058032,52.28235294117647,54.73519202776844,91.62886597938144,35.36168981481482,3133.589743589744,6.116616616616617,1771.159420289855,5231.673403358349,84
1114,Caked Apes #1114,38.674050632911396,43.669823119528324,39.4225806451613,43.98020692757535,41.14814814814815,107.76895943562612,3133.589743589744,6.116616616616617,1771.159420289855,5225.529549405166,85
2101,Caked Apes #2101,86.36749116607773,40.52055702917772,51.729100529100535,47.84106478762967,48.568306010928964,39.47351421188631,3133.589743589744,6.116616616616617,1771.159420289855,5225.365814231017,86
5712,Caked Apes #5712,45.685981308411215,40.52055702917772,47.691707317073174,47.84106478762967,50.21468926553672,50.85726175613816,3133.589743589744,6.116616616616617,1771.159420289855,5193.677041960183,87
8776,Caked Apes #8776,46.55619047619048,40.23043370915975,55.867428571428576,50.13743589743589,45.579487179487174,35.36168981481482,3133.589743589744,6.116616616616617,1771.159420289855,5184.598446144732,88
2713,Caked Apes #2713,46.64503816793893,42.24699680235071,51.729100529100535,47.84106478762967,40.03603603603604,39.47351421188631,3133.589743589744,6.116616616616617,1771.159420289855,5178.8375310311585,89
5428,Caked Apes #5428,43.49110320284697,45.80584707646177,42.14137931034483,47.84106478762967,43.35609756097561,44.08730158730158,3133.589743589744,6.116616616616617,1771.159420289855,5177.588574021776,90
3513,Caked Apes #3513,46.64503816793893,46.56506001143075,42.14137931034483,45.57948717948718,47.52941176470588,38.25039123630673,3133.589743589744,6.116616616616617,1771.159420289855,5177.57654816643,91
296,Caked Apes #296,37.14589665653495,40.039315259234996,41.60340425531915,47.84106478762967,47.784946236559136,50.479140850888065,3133.589743589744,6.116616616616617,1771.159420289855,5175.759548542382,92
6441,Caked Apes #6441,37.37308868501529,40.52055702917772,43.842152466367715,46.25224713785599,46.291666666666664,44.08730158730158,3133.589743589744,6.116616616616617,1771.159420289855,5169.232794068601,93
32,Caked Apes #32,37.14589665653495,46.56506001143075,44.23891402714932,48.771824802953205,46.05181347150259,35.36168981481482,3133.589743589744,6.116616616616617,1771.159420289855,5169.000979280601,94
2089,Caked Apes #2089,47.64522417153996,36.88523353203049,42.14137931034483,44.765567765567766,46.05181347150259,39.47351421188631,3133.589743589744,6.116616616616617,1771.159420289855,5167.828512959088,95
1954,Caked Apes #1954,37.37308868501529,40.039315259234996,41.25232067510549,43.67372464933441,41.532710280373834,51.24109014675052,3133.589743589744,6.116616616616617,1771.159420289855,5165.978030192031,96
4841,Caked Apes #4841,38.674050632911396,40.52055702917772,43.842152466367715,47.84106478762967,45.579487179487174,37.407407407407405,3133.589743589744,6.116616616616617,1771.159420289855,5164.7304999991975,97
6327,Caked Apes #6327,46.64503816793893,40.23043370915975,41.25232067510549,45.57948717948718,41.33953488372093,37.20243531202435,3133.589743589744,6.116616616616617,1771.159420289855,5163.115030423653,98
657,Caked Apes #657,46.64503816793893,37.54243145687735,39.4225806451613,43.67372464933441,46.05181347150259,38.142946317103615,3133.589743589744,6.116616616616617,1771.159420289855,5162.344315204135,99
7858,Caked Apes #7858,43.49110320284697,40.52055702917772,41.60340425531915,42.489352455454146,44.21890547263681,37.20243531202435,3133.589743589744,6.116616616616617,1771.159420289855,5160.3915382236755,100
6833,Caked Apes #6833,555.5,732.8935532233883,52.56344086021505,42.489352455454146,46.77894736842106,54.97525865946919,9.26254358041534,6.116616616616617,18.541951145501443,1519.1216639094805,101
787,Caked Apes #787,581.952380952381,43.669823119528324,41.60340425531915,47.84106478762967,47.52941176470588,522.2649572649573,9.26254358041534,6.116616616616617,18.541951145501443,1318.7821534870543,102
1539,Caked Apes #1539,38.98245614035088,732.8935532233883,41.78119658119658,368.65761689291105,43.14563106796117,54.97525865946919,9.26254358041534,6.116616616616617,18.541951145501443,1314.3568239078102,103
8677,Caked Apes #8677,37.37308868501529,732.8935532233883,41.60340425531915,368.65761689291105,44.0,51.24109014675052,9.26254358041534,6.116616616616617,18.541951145501443,1309.6898645459173,104
8293,Caked Apes #8293,46.467680608365015,36.88523353203049,41.78119658119658,348.17663817663816,634.8571428571429,36.60077867625038,9.26254358041534,6.116616616616617,18.541951145501443,1178.6897817741567,105
6597,Caked Apes #6597,86.36749116607773,732.8935532233883,51.45684210526316,47.84106478762967,41.14814814814815,135.7888888888889,9.26254358041534,6.116616616616617,18.541951145501443,1129.417099661929,106
7805,Caked Apes #7805,45.685981308411215,732.8935532233883,39.4225806451613,86.44385499557913,111.1,35.36168981481482,9.26254358041534,6.116616616616617,18.541951145501443,1084.8287713298878,107
5092,Caked Apes #5092,47.003846153846155,732.8935532233883,57.17426900584795,95.68212957525934,46.77894736842106,51.24109014675052,9.26254358041534,6.116616616616617,18.541951145501443,1064.6949468160465,108
424,Caked Apes #424,45.26296296296296,732.8935532233883,47.92549019607843,51.37032366540563,103.34883720930233,36.60077867625038,9.26254358041534,6.116616616616617,18.541951145501443,1051.3230572759212,109
7790,Caked Apes #7790,46.64503816793893,40.039315259234996,57.510588235294115,291.49672033392966,56.25316455696203,522.2649572649573,9.26254358041534,6.116616616616617,18.541951145501443,1048.1308951608503,110
6106,Caked Apes #6106,89.53113553113552,732.8935532233883,47.230917874396134,47.84106478762967,44.663316582914575,51.827820186598814,9.26254358041534,6.116616616616617,18.541951145501443,1047.9089195285962,111
2003,Caked Apes #2003,38.674050632911396,106.6870362287211,76.38125000000001,47.65915959832309,634.8571428571429,109.50716845878138,9.26254358041534,6.116616616616617,18.541951145501443,1047.686919118413,112
2274,Caked Apes #2274,89.53113553113552,732.8935532233883,48.6407960199005,43.67372464933441,40.03603603603604,54.97525865946919,9.26254358041534,6.116616616616617,18.541951145501443,1043.6716154617973,113
6534,Caked Apes #6534,46.467680608365015,732.8935532233883,101.84166666666667,42.63387406244549,46.77894736842106,38.142946317103615,9.26254358041534,6.116616616616617,18.541951145501443,1042.6797795889233,114
6797,Caked Apes #6797,37.37308868501529,732.8935532233883,57.17426900584795,78.83244637961619,46.77894736842106,51.24109014675052,9.26254358041534,6.116616616616617,18.541951145501443,1038.2145061515726,115
3964,Caked Apes #3964,80.93377483443707,674.2620689655173,43.842152466367715,95.68212957525934,41.14814814814815,54.97525865946919,9.26254358041534,6.116616616616617,18.541951145501443,1024.764643991732,116
5584,Caked Apes #5584,46.467680608365015,674.2620689655173,55.867428571428576,51.37032366540563,105.80952380952381,54.97525865946919,9.26254358041534,6.116616616616617,18.541951145501443,1022.6733956222431,117
6315,Caked Apes #6315,37.14589665653495,732.8935532233883,41.60340425531915,45.25039340923818,88.88,36.60077867625038,9.26254358041534,6.116616616616617,18.541951145501443,1016.2951375632643,118
2365,Caked Apes #2365,80.93377483443707,117.87798408488065,47.92549019607843,51.58172417431677,634.8571428571429,38.142946317103615,9.26254358041534,6.116616616616617,18.541951145501443,1005.2401738064927,119
3918,Caked Apes #3918,43.49110320284697,732.8935532233883,52.28235294117647,44.448081469358065,46.291666666666664,50.85726175613816,9.26254358041534,6.116616616616617,18.541951145501443,1004.185130602108,120
456,Caked Apes #456,38.674050632911396,732.8935532233883,43.842152466367715,54.73519202776844,43.56862745098039,50.85726175613816,9.26254358041534,6.116616616616617,18.541951145501443,998.4919489000879,121
6294,Caked Apes #6294,46.467680608365015,674.2620689655173,47.691707317073174,95.68212957525934,48.568306010928964,51.24109014675052,9.26254358041534,6.116616616616617,18.541951145501443,997.8340939664278,122
1186,Caked Apes #1186,46.467680608365015,732.8935532233883,54.61899441340782,44.448081469358065,44.663316582914575,37.82420303311668,9.26254358041534,6.116616616616617,18.541951145501443,994.8369406730837,123
4084,Caked Apes #4084,47.64522417153996,732.8935532233883,43.452444444444446,47.121650279545015,45.3469387755102,40.655355954757155,9.26254358041534,6.116616616616617,18.541951145501443,991.0362781917187,124
6167,Caked Apes #6167,47.003846153846155,732.8935532233883,44.44,42.63387406244549,43.56862745098039,44.08730158730158,9.26254358041534,6.116616616616617,18.541951145501443,988.5483138204954,125
4238,Caked Apes #4238,45.26296296296296,674.2620689655173,49.881632653061224,42.489352455454146,105.80952380952381,35.36168981481482,9.26254358041534,6.116616616616617,18.541951145501443,986.9883420038678,126
4885,Caked Apes #4885,43.49110320284697,732.8935532233883,47.691707317073174,47.84106478762967,42.73076923076923,37.20243531202435,9.26254358041534,6.116616616616617,18.541951145501443,985.7717444162652,127
7293,Caked Apes #7293,46.55619047619048,674.2620689655173,54.61899441340782,43.67372464933441,93.55789473684212,37.82420303311668,9.26254358041534,6.116616616616617,18.541951145501443,984.4141876169423,128
2364,Caked Apes #2364,38.674050632911396,674.2620689655173,46.33554502369668,48.771824802953205,91.62886597938144,50.479140850888065,9.26254358041534,6.116616616616617,18.541951145501443,984.0726075978815,129
555,Caked Apes #555,89.53113553113552,674.2620689655173,41.60340425531915,43.52207977207977,46.05181347150259,54.97525865946919,9.26254358041534,6.116616616616617,18.541951145501443,983.8668719975569,130
3108,Caked Apes #3108,43.49110320284697,732.8935532233883,49.628426395939094,42.63387406244549,44.663316582914575,36.60077867625038,9.26254358041534,6.116616616616617,18.541951145501443,983.8321634863181,131
8429,Caked Apes #8429,86.36749116607773,674.2620689655173,40.06885245901639,47.84106478762967,46.291666666666664,54.97525865946919,9.26254358041534,6.116616616616617,18.541951145501443,983.7275140469103,132
2149,Caked Apes #2149,41.3570219966159,732.8935532233883,39.4225806451613,46.25224713785599,48.568306010928964,37.407407407407405,9.26254358041534,6.116616616616617,18.541951145501443,979.8222277638912,133
1013,Caked Apes #1013,41.3570219966159,526.7672413793103,238.4585365853659,51.37032366540563,50.21468926553672,36.799156880457694,9.26254358041534,6.116616616616617,18.541951145501443,978.8880811152255,134
5597,Caked Apes #5597,80.93377483443707,674.2620689655173,42.14137931034483,47.84106478762967,46.77894736842106,51.24109014675052,9.26254358041534,6.116616616616617,18.541951145501443,977.1194367556338,135
842,Caked Apes #842,38.674050632911396,732.8935532233883,45.05437788018433,43.52207977207977,45.579487179487174,36.799156880457694,9.26254358041534,6.116616616616617,18.541951145501443,976.4438169110421,136
8655,Caked Apes #8655,581.952380952381,117.87798408488065,105.1268817204301,54.73519202776844,45.3469387755102,37.20243531202435,9.26254358041534,6.116616616616617,18.541951145501443,976.1629242155282,137
6157,Caked Apes #6157,43.49110320284697,674.2620689655173,44.44,48.771824802953205,94.55319148936171,36.60077867625038,9.26254358041534,6.116616616616617,18.541951145501443,976.040078479463,138
2,Caked Apes #2,38.674050632911396,732.8935532233883,43.842152466367715,45.57948717948718,43.14563106796117,37.82420303311668,9.26254358041534,6.116616616616617,18.541951145501443,975.8801889457658,139
4875,Caked Apes #4875,555.5,41.11354079058032,217.26222222222225,45.414344109996286,41.33953488372093,37.407407407407405,9.26254358041534,6.116616616616617,18.541951145501443,971.9581607564606,140
184,Caked Apes #184,89.53113553113552,526.7672413793103,105.1268817204301,54.73519202776844,111.1,50.479140850888065,9.26254358041534,6.116616616616617,18.541951145501443,971.6607028520659,141
1024,Caked Apes #1024,38.674050632911396,732.8935532233883,43.842152466367715,43.52207977207977,41.14814814814815,35.36168981481482,9.26254358041534,6.116616616616617,18.541951145501443,969.3627854002435,142
4232,Caked Apes #4232,46.467680608365015,674.2620689655173,52.28235294117647,78.83244637961619,43.56862745098039,36.799156880457694,9.26254358041534,6.116616616616617,18.541951145501443,966.1334445686464,143
1458,Caked Apes #1458,43.49110320284697,674.2620689655173,57.17426900584795,44.448081469358065,46.05181347150259,56.11111111111111,9.26254358041534,6.116616616616617,18.541951145501443,955.4595585687173,144
7096,Caked Apes #7096,80.93377483443707,40.039315259234996,47.691707317073174,79.33138591366439,634.8571428571429,36.307189542483655,9.26254358041534,6.116616616616617,18.541951145501443,953.0816270665697,145
8360,Caked Apes #8360,581.952380952381,41.62111536824181,43.842152466367715,92.16440422322776,103.34883720930233,51.24109014675052,9.26254358041534,6.116616616616617,18.541951145501443,948.0910917088045,146
