TOKEN_ID,TOKEN_NAME,Background,Ancestry,Eyes,Outfit,Headpiece,Mouth,Birthday,Trait Count,Glasses,RARITY_SCORE,Rank
1411,sleepy-sloth-society-by-zzz-labs #1411,51.92107995846314,4273.504273504273,110.77877478675086,45.38852578068265,31.00198412698413,56.34437683119225,52.11590577444236,48.016901949486225,6.402253593264829,4675.47407630554,1
190,sleepy-sloth-society-by-zzz-labs #190,49.4486475794887,4273.504273504273,32.196786760681285,33.34667200213419,35.07295173961841,25.235319352966414,52.11590577444236,48.016901949486225,6.402253593264829,4555.339712256355,2
905,sleepy-sloth-society-by-zzz-labs #905,41.53686396677051,27.750027750027748,33.177399555422845,1633.9869281045753,75.48309178743962,11.527244642713054,52.11590577444236,48.016901949486225,6.402253593264829,1929.9966171241424,3
1710,sleepy-sloth-society-by-zzz-labs #1710,39.939292275740875,854.7008547008547,110.77877478675086,28.172188415596125,35.07295173961841,59.96282304970918,52.11590577444236,56.80527152919792,127.71392081736909,1365.2619830892797,4
806,sleepy-sloth-society-by-zzz-labs #806,47.20098178042104,854.7008547008547,48.05843906189927,74.27213309566251,80.74935400516796,11.527244642713054,52.11590577444236,56.80527152919792,92.5925925925926,1318.0227771829514,5
424,sleepy-sloth-society-by-zzz-labs #424,43.26756663205262,854.7008547008547,41.10658938627863,51.06209150326798,35.07295173961841,171.9986240110079,52.11590577444236,48.016901949486225,6.402253593264829,1303.7437392902737,6
1621,sleepy-sloth-society-by-zzz-labs #1621,49.4486475794887,854.7008547008547,30.829942039708968,28.172188415596125,35.07295173961841,67.38090425173506,52.11590577444236,56.80527152919792,87.14596949891067,1261.672635529553,7
1443,sleepy-sloth-society-by-zzz-labs #1443,54.65376837732962,34.18803418803419,33.177399555422845,816.9934640522877,75.48309178743962,11.527244642713054,52.11590577444236,56.80527152919792,123.4567901234568,1258.400970030324,8
1918,sleepy-sloth-society-by-zzz-labs #1918,41.53686396677051,854.7008547008547,32.196786760681285,35.52145495879511,35.07295173961841,123.31976815883587,52.11590577444236,48.016901949486225,6.402253593264829,1228.8837416027493,9
1347,sleepy-sloth-society-by-zzz-labs #1347,49.4486475794887,854.7008547008547,63.45580303318739,45.38852578068265,93.84384384384386,11.527244642713054,52.11590577444236,48.016901949486225,6.402253593264829,1224.8999808979638,10
520,sleepy-sloth-society-by-zzz-labs #520,74.17297136923305,610.5006105006105,41.10658938627863,35.52145495879511,217.0138888888889,11.527244642713054,52.11590577444236,56.80527152919792,123.4567901234568,1222.2207271736163,11
716,sleepy-sloth-society-by-zzz-labs #716,57.69008884273682,610.5006105006105,233.42670401493933,33.34667200213419,69.44444444444444,11.527244642713054,52.11590577444236,56.80527152919792,87.14596949891067,1212.0029112501293,12
120,sleepy-sloth-society-by-zzz-labs #120,51.92107995846314,33.649639948852546,36.71880737313653,816.9934640522877,31.00198412698413,123.31976815883587,52.11590577444236,48.016901949486225,6.402253593264829,1200.1398049357533,13
1682,sleepy-sloth-society-by-zzz-labs #1682,47.20098178042104,25.589845949127387,41.10658938627863,816.9934640522877,35.07295173961841,29.44120591179415,52.11590577444236,56.80527152919792,91.44947416552355,1195.7756902886908,14
340,sleepy-sloth-society-by-zzz-labs #340,51.92107995846314,854.7008547008547,60.51803437424353,51.06209150326798,40.37467700258398,29.44120591179415,52.11590577444236,48.016901949486225,6.402253593264829,1194.5530047684008,15
696,sleepy-sloth-society-by-zzz-labs #696,45.14876518127229,610.5006105006105,61.659884079417935,28.172188415596125,217.0138888888889,25.235319352966414,52.11590577444236,56.80527152919792,90.3342366757001,1186.9860703980926,16
1448,sleepy-sloth-society-by-zzz-labs #1448,33.49747094094396,854.7008547008547,48.05843906189927,58.35667600373483,33.38675213675214,25.235319352966414,52.11590577444236,48.016901949486225,6.402253593264829,1159.7705735143447,17
2092,sleepy-sloth-society-by-zzz-labs #2092,35.807641350664234,25.589845949127387,38.90445066915655,816.9934640522877,49.60317460317461,78.74635798094339,52.11590577444236,48.016901949486225,6.402253593264829,1152.1799959225473,18
1077,sleepy-sloth-society-by-zzz-labs #1077,41.53686396677051,854.7008547008547,37.136066547831255,34.76567932137394,54.25347222222223,11.527244642713054,52.11590577444236,48.016901949486225,6.402253593264829,1140.455242718959,19
181,sleepy-sloth-society-by-zzz-labs #181,79.87858455148175,610.5006105006105,33.177399555422845,148.54426619132502,24.801587301587304,11.527244642713054,52.11590577444236,56.80527152919792,115.74074074074075,1133.0916107875216,20
868,sleepy-sloth-society-by-zzz-labs #868,49.4486475794887,854.7008547008547,36.71880737313653,41.897100720630135,31.00198412698413,11.527244642713054,52.11590577444236,48.016901949486225,6.402253593264829,1131.8297004610006,21
