TOKEN_ID,TOKEN_NAME,Background,Base,Stripes,Eyes,Mouth,Nose,Trait Count,Body,Headwear,RARITY_SCORE,Rank
3352,typical-tigers #3352,36.73094582185492,27.502750275027502,47.68717215069146,13.510592304366623,385.8024691358025,227.68670309653916,755.8578987150415,17.944300890037322,20.24619371558147,1532.9690261049425,1
2929,typical-tigers #2929,37.27310000372731,48.732943469785575,26.143790849673202,14.17233560090703,385.8024691358025,227.68670309653916,755.8578987150415,15.063870812243914,17.18921892189219,1527.9223306056124,2
3167,typical-tigers #3167,37.690336197798885,25.660764690787786,25.60163850486431,68.08278867102396,137.1742112482853,227.68670309653916,755.8578987150415,17.944300890037322,21.10773387369132,1316.8063758880696,3
865,typical-tigers #865,92.66981744045964,27.502750275027502,24.691358024691358,14.17233560090703,137.1742112482853,227.68670309653916,755.8578987150415,17.944300890037322,16.61350345560872,1314.3128787465976,4
2368,typical-tigers #2368,15.587978550941514,27.502750275027502,30.693677102516883,14.775413711583925,137.1742112482853,227.68670309653916,755.8578987150415,17.760727479397556,17.18921892189219,1244.2285791012255,5
3891,typical-tigers #3891,14.166914587671952,26.96871628910464,25.60163850486431,14.775413711583925,137.1742112482853,227.68670309653916,755.8578987150415,17.944300890037322,21.10773387369132,1241.2835309168195,6
485,typical-tigers #485,14.166914587671952,24.473813020068526,22.675736961451246,14.96647509578544,137.1742112482853,227.68670309653916,755.8578987150415,17.944300890037322,21.10773387369132,1236.053787488572,7
2271,typical-tigers #2271,14.166914587671952,26.96871628910464,25.60163850486431,14.775413711583925,137.1742112482853,227.68670309653916,755.8578987150415,15.063870812243914,17.18921892189219,1234.484585887227,8
900,typical-tigers #900,92.66981744045964,27.3000273000273,28.41716396703609,14.775413711583925,137.1742112482853,35.250987027636775,755.8578987150415,17.944300890037322,17.18921892189219,1126.5790392220001,9
624,typical-tigers #624,37.27310000372731,23.590469450342063,47.68717215069146,173.61111111111111,12.67523512561158,20.070648683365444,755.8578987150415,17.944300890037322,17.18921892189219,1105.8991550518201,10
1813,typical-tigers #1813,15.587978550941514,26.96871628910464,24.582104228121928,14.17233560090703,162.44314489928524,19.561815336463223,755.8578987150415,17.944300890037322,17.18921892189219,1054.3075134317946,11
6,typical-tigers #6,37.690336197798885,23.590469450342063,25.310048089091367,694.4444444444445,18.877185034167706,44.091710758377424,11.959004532462718,17.02069716775599,169.37669376693768,1042.3605894413784,12
940,typical-tigers #940,34.2407122068139,48.732943469785575,22.675736961451246,15.605493133583021,64.9772579597141,44.091710758377424,755.8578987150415,17.944300890037322,17.18921892189219,1021.3152730166963,13
650,typical-tigers #650,15.587978550941514,23.342670401493933,30.693677102516883,108.50694444444444,12.727504136438844,36.16898148148148,755.8578987150415,17.944300890037322,17.18921892189219,1018.0191746442881,14
713,typical-tigers #713,14.166914587671952,27.502750275027502,25.310048089091367,108.50694444444444,17.89228842368939,19.561815336463223,755.8578987150415,17.944300890037322,17.18921892189219,1003.932179683359,15
2190,typical-tigers #2190,15.587978550941514,23.590469450342063,49.6031746031746,14.96647509578544,75.27853056308341,20.275750202757504,755.8578987150415,17.944300890037322,17.18921892189219,990.2937969930556,16
1737,typical-tigers #1737,37.690336197798885,23.342670401493933,30.693677102516883,73.87706855791961,12.571974554323502,21.075703928511214,755.8578987150415,17.944300890037322,17.18921892189219,990.2428492695351,17
3250,typical-tigers #3250,36.73094582185492,48.732943469785575,49.6031746031746,15.605493133583021,12.727504136438844,35.250987027636775,755.8578987150415,17.944300890037322,17.18921892189219,989.6424667194449,18
1354,typical-tigers #1354,38.40688251334639,25.660764690787786,22.675736961451246,14.96647509578544,70.14590347923681,20.070648683365444,755.8578987150415,17.944300890037322,17.18921892189219,982.9178299509442,19
0,typical-tigers #0,14.166914587671952,27.3000273000273,30.693677102516883,14.288980338363054,70.14590347923681,35.250987027636775,755.8578987150415,17.944300890037322,17.18921892189219,982.8379083624238,20
836,typical-tigers #836,37.690336197798885,23.342670401493933,26.143790849673202,62.00396825396825,17.89228842368939,20.070648683365444,755.8578987150415,17.944300890037322,17.18921892189219,978.1351213369602,21
3445,typical-tigers #3445,14.533827483467771,48.732943469785575,49.6031746031746,14.775413711583925,18.877185034167706,21.075703928511214,755.8578987150415,17.944300890037322,17.18921892189219,958.5896667576619,22
2544,typical-tigers #2544,15.587978550941514,23.342670401493933,25.60163850486431,14.775413711583925,64.9772579597141,20.070648683365444,755.8578987150415,17.944300890037322,17.18921892189219,955.3470263389343,23
1544,typical-tigers #1544,37.27310000372731,28.710881424059718,24.691358024691358,14.17233560090703,18.877185034167706,36.16898148148148,755.8578987150415,17.944300890037322,17.18921892189219,950.8852600960057,24
1477,typical-tigers #1477,38.40688251334639,48.732943469785575,25.60163850486431,14.681700728212356,12.67523512561158,19.561815336463223,755.8578987150415,17.944300890037322,17.18921892189219,950.6516342052545,25
2203,typical-tigers #2203,36.73094582185492,48.732943469785575,26.143790849673202,14.96647509578544,12.571974554323502,20.275750202757504,755.8578987150415,17.944300890037322,17.18921892189219,950.4132985211512,26
3653,typical-tigers #3653,15.587978550941514,27.502750275027502,26.143790849673202,15.605493133583021,385.8024691358025,227.68670309653916,49.12073877591119,18.518518518518515,182.7485380116959,948.7169803476925,27
1648,typical-tigers #1648,39.92494111071186,26.96871628910464,24.582104228121928,14.96647509578544,12.67523512561158,35.250987027636775,755.8578987150415,17.944300890037322,17.18921892189219,945.3598774039433,28
