TOKEN_ID,TOKEN_NAME,Background,Body,Head,Face,Trait Count,Headwear,Neckwear,Wings,Toy 1,Toy 2,Eyewear,Toy 3,Boss,RARITY_SCORE,Rank
1111,toyboogers #1111,2331.002331002331,407.00040700040705,221.04332449160037,1114.8272017837237,2849.0028490028494,1.418302915463473,2.523640199569467,6.00164445057946,0.7625357057344211,0.4585879069451763,6.404918977774931,0.6783340116673451,19230.769230769227,26171.893308217874,1
2222,toyboogers #2222,2331.002331002331,407.00040700040705,221.04332449160037,1114.8272017837237,2849.0028490028494,1.418302915463473,2.523640199569467,6.00164445057946,0.7625357057344211,0.4585879069451763,6.404918977774931,0.6783340116673451,19230.769230769227,26171.893308217874,2
3333,toyboogers #3333,2331.002331002331,407.00040700040705,221.04332449160037,1114.8272017837237,2849.0028490028494,1.418302915463473,2.523640199569467,6.00164445057946,0.7625357057344211,0.4585879069451763,6.404918977774931,0.6783340116673451,19230.769230769227,26171.893308217874,3
187,toyboogers #187,41.874293371299366,58.14291528577243,663.1299734748011,101.34792743488396,64.75006475006475,591.715976331361,2.523640199569467,3663.0036630036634,16.563970052342146,42.87796929937398,6.404918977774931,305.2503052503053,5.775005775005775,5563.3606232062175,4
2495,toyboogers #2495,19.58825488237253,10.435907871805309,663.1299734748011,7.432181345224824,22.142509189141318,140.88475626937168,2.523640199569467,3663.0036630036634,21.815960556743317,50.67396371744198,6.404918977774931,0.6783340116673451,5.775005775005775,4614.489069274583,5
3087,toyboogers #3087,26.589380201547502,111.000111000111,34.90157755130532,35.57959154628905,14.511050164700423,1.418302915463473,2.523640199569467,3663.0036630036634,0.7625357057344211,0.4585879069451763,6.404918977774931,0.6783340116673451,5.775005775005775,3903.606698959777,6
515,toyboogers #515,19.58825488237253,9.180460308279857,663.1299734748011,22.446185270813228,64.75006475006475,2958.5798816568044,36.421911421911425,53.087009608748744,9.221179204396659,16.639211966921245,6.404918977774931,0.6783340116673451,5.775005775005775,3865.902391309562,7
2729,toyboogers #2729,12.487512487512488,23.037758886815492,15.788808892257169,72.70612185546022,22.142509189141318,1.418302915463473,1398.6013986013988,6.00164445057946,28.853367187950838,101.34792743488396,6.404918977774931,2136.7521367521367,5.775005775005775,3831.317413406381,8
142,toyboogers #142,13.792913201197225,9.465125744195513,14.415868988582632,14.798591174120224,251.38260432378084,65.74621959237345,36.421911421911425,18.881462180431253,59.630292188431724,557.4136008918617,74.32181345224824,2136.7521367521367,5.775005775005775,3258.797545686277,9
1799,toyboogers #1799,46.31130458945029,111.000111000111,12.752499489900021,23.38798325420399,251.38260432378084,227.5830678197542,170.56114617090228,20.163322915616497,28.853367187950838,79.63051441312311,78.49293563579278,2136.7521367521367,5.775005775005775,3192.6459993277285,10
