TOKEN_ID,TOKEN_NAME,Sex,Fur,Eyes,Eyewear,Top,Neck,Head,Mouth,Nose,Ears,Expression,Background,Music,Dance,NUM_TRAITS,RARITY_SCORE,Rank
158,None,76.37894387246763,1666.4999999999998,6570.771428571428,4.3918913757543345,5.567776298268973,6.582054951345163,5.1407591201716745,9.088563073031933,16426.92857142857,9.252745926372963,127.765,33.01421188630491,29.158995815899583,7186.78125,4422.634615384616,36579.95680770423,1
4997,Cleopatra,76.37894387246763,4999.5,6570.771428571428,4.3918913757543345,5.567776298268973,6.582054951345163,5.1407591201716745,9.088563073031933,16426.92857142857,9.252745926372963,127.765,33.01421188630491,30.038793103448278,7186.78125,361.5990566037736,35852.80104621093,2
6820,Caesar,32.91027475672581,4999.5,6570.771428571428,4.3918913757543345,5.567776298268973,6.582054951345163,5.1407591201716745,9.088563073031933,16426.92857142857,9.252745926372963,127.765,33.01421188630491,30.632967032967034,7186.78125,361.5990566037736,35809.92655102471,3
9277,Nivens McTwisp,32.91027475672581,1666.4999999999998,6570.771428571428,4.3918913757543345,5.567776298268973,6.582054951345163,5.1407591201716745,9.088563073031933,16426.92857142857,9.252745926372963,127.765,161.7278481012658,309.73333333333335,7186.78125,361.5990566037736,32884.74055354004,4
6663,None,76.37894387246763,1666.4999999999998,104.29795918367347,4.3918913757543345,5.567776298268973,6.582054951345163,5.1407591201716745,9.088563073031933,16426.92857142857,9.252745926372963,127.765,33.01421188630491,28.85714285714286,7186.78125,4422.634615384616,30113.181485357716,5
4485,None,76.37894387246763,1666.4999999999998,95.92367049009384,4.3918913757543345,5.567776298268973,6.582054951345163,5.1407591201716745,9.088563073031933,16426.92857142857,9.252745926372963,127.765,33.01421188630491,29.592356687898093,7186.78125,4422.634615384616,30105.542410494894,6
7167,None,32.91027475672581,1666.4999999999998,104.29795918367347,4.3918913757543345,5.567776298268973,6.582054951345163,5.1407591201716745,9.088563073031933,16426.92857142857,9.252745926372963,127.765,33.01421188630491,28.444897959183674,7186.78125,4422.634615384616,30069.300571344018,7
6305,TERMINATOR,32.91027475672581,1666.4999999999998,95.92367049009384,4.3918913757543345,5.567776298268973,6.582054951345163,5.1407591201716745,9.088563073031933,16426.92857142857,9.252745926372963,127.765,33.01421188630491,29.592356687898093,7186.78125,361.5990566037736,26001.03818259831,8
7060,None,32.91027475672581,21.184322033898304,63.79389736477115,126.08388157894736,52.79545454545455,4599.54,108.890625,9.088563073031933,29.412584729505053,9.252745926372963,96.12413793103448,161.7278481012658,497.78571428571433,34.929678007290406,16.954954290769685,5860.474681624781,9
2169,None,32.91027475672581,185.16666666666666,398.2285714285714,4.3918913757543345,5.567776298268973,4599.54,5.1407591201716745,78.33004087193461,58.14841972187104,9.252745926372963,44.69912536443148,141.17679558011048,178.69230769230768,37.77545992115637,49.05652730375427,5828.077362028098,10
2344,None,76.37894387246763,277.75,72.20627943485086,4.3918913757543345,5.567776298268973,6.582054951345163,5.1407591201716745,31.212947882736156,9.925636599050495,9.252745926372963,154.86666666666667,161.7278481012658,309.73333333333335,50.38935144609991,4422.634615384616,5597.7608503930005,11
5187,None,32.91027475672581,312.46875,107.7175644028103,4.3918913757543345,58.074999999999996,4599.54,5.1407591201716745,9.088563073031933,9.925636599050495,47.393508500772796,83.325,36.142857142857146,29.592356687898093,37.77545992115637,49.05652730375427,5422.544148883982,12
