TOKEN_ID,TOKEN_NAME,Legendary,Trait Count,Body Accessory,Eyes,Mouth,Hat,Augmentation,Head Accessory,Clothes,Fur,RARITY_SCORE,Rank
1,cyberkongz-vx #1,6249.999999999999,18.274853801169588,0.562606895310109,0.8520790729379686,0.7685449906237511,1.0148163182463972,138.88888888888886,0.7883016041937645,0.6612532070780542,1.0636713680941134,6412.875016146541,1
1000,cyberkongz-vx #1000,6249.999999999999,18.274853801169588,0.562606895310109,0.8520790729379686,0.7685449906237511,1.0148163182463972,138.88888888888886,0.7883016041937645,0.6612532070780542,1.0636713680941134,6412.875016146541,2
14750,cyberkongz-vx #14750,6249.999999999999,18.274853801169588,0.562606895310109,0.8520790729379686,0.7685449906237511,1.0148163182463972,138.88888888888886,0.7883016041937645,0.6612532070780542,1.0636713680941134,6412.875016146541,3
14959,cyberkongz-vx #14959,6249.999999999999,18.274853801169588,0.562606895310109,0.8520790729379686,0.7685449906237511,1.0148163182463972,138.88888888888886,0.7883016041937645,0.6612532070780542,1.0636713680941134,6412.875016146541,4
201,cyberkongz-vx #201,6249.999999999999,18.274853801169588,0.562606895310109,0.8520790729379686,0.7685449906237511,1.0148163182463972,138.88888888888886,0.7883016041937645,0.6612532070780542,1.0636713680941134,6412.875016146541,5
301,cyberkongz-vx #301,6249.999999999999,18.274853801169588,0.562606895310109,0.8520790729379686,0.7685449906237511,1.0148163182463972,138.88888888888886,0.7883016041937645,0.6612532070780542,1.0636713680941134,6412.875016146541,6
3449,cyberkongz-vx #3449,6249.999999999999,18.274853801169588,0.562606895310109,0.8520790729379686,0.7685449906237511,1.0148163182463972,138.88888888888886,0.7883016041937645,0.6612532070780542,1.0636713680941134,6412.875016146541,7
420,cyberkongz-vx #420,6249.999999999999,18.274853801169588,0.562606895310109,0.8520790729379686,0.7685449906237511,1.0148163182463972,138.88888888888886,0.7883016041937645,0.6612532070780542,1.0636713680941134,6412.875016146541,8
501,cyberkongz-vx #501,6249.999999999999,18.274853801169588,0.562606895310109,0.8520790729379686,0.7685449906237511,1.0148163182463972,138.88888888888886,0.7883016041937645,0.6612532070780542,1.0636713680941134,6412.875016146541,9
5784,cyberkongz-vx #5784,6249.999999999999,18.274853801169588,0.562606895310109,0.8520790729379686,0.7685449906237511,1.0148163182463972,138.88888888888886,0.7883016041937645,0.6612532070780542,1.0636713680941134,6412.875016146541,10
666,cyberkongz-vx #666,6249.999999999999,18.274853801169588,0.562606895310109,0.8520790729379686,0.7685449906237511,1.0148163182463972,138.88888888888886,0.7883016041937645,0.6612532070780542,1.0636713680941134,6412.875016146541,11
701,cyberkongz-vx #701,6249.999999999999,18.274853801169588,0.562606895310109,0.8520790729379686,0.7685449906237511,1.0148163182463972,138.88888888888886,0.7883016041937645,0.6612532070780542,1.0636713680941134,6412.875016146541,12
7936,cyberkongz-vx #7936,6249.999999999999,18.274853801169588,0.562606895310109,0.8520790729379686,0.7685449906237511,1.0148163182463972,138.88888888888886,0.7883016041937645,0.6612532070780542,1.0636713680941134,6412.875016146541,13
801,cyberkongz-vx #801,6249.999999999999,18.274853801169588,0.562606895310109,0.8520790729379686,0.7685449906237511,1.0148163182463972,138.88888888888886,0.7883016041937645,0.6612532070780542,1.0636713680941134,6412.875016146541,14
9653,cyberkongz-vx #9653,6249.999999999999,18.274853801169588,0.562606895310109,0.8520790729379686,0.7685449906237511,1.0148163182463972,138.88888888888886,0.7883016041937645,0.6612532070780542,1.0636713680941134,6412.875016146541,15
3656,cyberkongz-vx #3656,0.5104540999673308,5555.555555555555,7.503001200480192,5.482456140350877,250.62656641604008,27.47252747252747,324.074074074074,23.228803716608596,0.6612532070780542,27.5027502750275,6222.617442157709,16
14482,cyberkongz-vx #14482,0.5104540999673308,5555.555555555555,20.885547201336674,5.186721991701244,8.851124092759779,5.863039399624765,152.92441763029996,15.686274509803921,0.6612532070780542,30.864197530864192,5796.98858521899,17
1717,cyberkongz-vx #1717,0.5104540999673308,427.35042735042725,24.131274131274132,29.41176470588235,16.142050040355123,13.082155939298795,138.88888888888886,180.18018018018017,73.63770250368188,152.20700152207002,1055.541899362026,18
11213,cyberkongz-vx #11213,0.5104540999673308,427.35042735042725,0.562606895310109,6.1576354679802945,9.228497600590623,5.283178360101436,313.18082788671023,31.15264797507788,52.52100840336134,1.0636713680941134,847.0109554076206,19
9057,cyberkongz-vx #9057,0.5104540999673308,427.35042735042725,8.950948800572862,15.06024096385542,31.959092361776925,5.283178360101436,138.88888888888886,27.210884353741495,73.63770250368188,63.13131313131312,791.9831308143266,20
7639,cyberkongz-vx #7639,0.5104540999673308,427.35042735042725,0.562606895310109,5.186721991701244,9.070294784580499,5.356760231412041,63.13131313131312,23.228803716608596,46.68534080298786,194.93177387914227,776.0144968834503,21
1207,cyberkongz-vx #1207,0.5104540999673308,427.35042735042725,22.60397830018083,6.906077348066298,8.834702712253733,5.863039399624765,138.88888888888886,31.15264797507788,80.25682182985554,27.5027502750275,749.86978817937,22
3186,cyberkongz-vx #3186,0.5104540999673308,427.35042735042725,11.057054400707651,6.1576354679802945,8.851124092759779,5.356760231412041,138.88888888888886,35.650623885918,52.52100840336134,60.060060060060046,746.4040368814826,23
6291,cyberkongz-vx #6291,0.5104540999673308,41.3052457662123,72.8862973760933,34.72222222222222,216.45021645021643,1.0148163182463972,313.0511463844797,0.7883016041937645,0.6612532070780542,63.856960408684536,745.2469138373941,24
