TOKEN_ID,TOKEN_NAME,Background,Fur,Jersey,Eyes,Mouth,Earring,Hat,NUM_TRAITS,RARITY_SCORE,Rank
3609,NBAYC #3609,27.28991085899514,26.365825014679977,178.17857142857142,26.443462897526505,26.558162460567825,27.1414467056216,14.281488549618322,440.20588235294116,766.4647502685219,1
4917,NBAYC #4917,28.587224108658745,28.310844892812106,27.262295081967213,27.888819875776402,27.648399014778327,27.1414467056216,14.281488549618322,440.20588235294116,621.3264005821738,2
2444,NBAYC #2444,27.28991085899514,26.50068856974228,28.1864406779661,27.716666666666672,29.232421874999996,27.1414467056216,14.281488549618322,440.20588235294116,620.5549462565513,3
4400,NBAYC #4400,28.587224108658745,29.18808234019502,28.1864406779661,25.225280898876406,27.648399014778327,27.1414467056216,14.281488549618322,440.20588235294116,620.4642446486557,4
3530,NBAYC #3530,27.334212662337663,29.18808234019502,26.396825396825395,27.716666666666672,28.016430948419305,27.1414467056216,14.281488549618322,440.20588235294116,620.2810356226252,5
4845,NBAYC #4845,26.769276629570747,28.310844892812106,28.50857142857143,28.34659090909091,26.684429477020604,27.1414467056216,14.281488549618322,440.20588235294116,620.2485309452469,6
4484,NBAYC #4484,26.769276629570747,28.310844892812106,27.262295081967213,27.888819875776402,28.016430948419305,27.1414467056216,14.281488549618322,440.20588235294116,619.8764850367269,7
1958,NBAYC #1958,27.28991085899514,28.310844892812106,27.716666666666665,28.34659090909091,26.558162460567825,27.1414467056216,14.281488549618322,440.20588235294116,619.8509933963137,8
2332,NBAYC #2332,28.587224108658745,28.310844892812106,28.50857142857143,26.63167259786477,26.024536321483776,27.1414467056216,14.281488549618322,440.20588235294116,619.6916669575719,9
836,NBAYC #836,26.769276629570747,26.43308477237049,27.716666666666665,27.888819875776402,29.232421874999996,27.1414467056216,14.281488549618322,440.20588235294116,619.6690874275654,10
3559,NBAYC #3559,26.769276629570747,28.310844892812106,28.50857142857143,26.63167259786477,27.648399014778327,27.1414467056216,14.281488549618322,440.20588235294116,619.4975821717785,11
2151,NBAYC #2151,26.726785714285718,27.779542173644053,26.12041884816754,27.888819875776402,29.232421874999996,27.1414467056216,14.281488549618322,440.20588235294116,619.3768060950548,12
3851,NBAYC #3851,28.587224108658745,26.232327166504383,28.50857142857143,28.34659090909091,26.024536321483776,27.1414467056216,14.281488549618322,440.20588235294116,619.3280675424903,13
2331,NBAYC #2331,28.587224108658745,26.705590800951626,27.871508379888265,25.225280898876406,29.232421874999996,27.1414467056216,14.281488549618322,440.20588235294116,619.2508436715561,14
3878,NBAYC #3878,27.334212662337663,28.310844892812106,28.1864406779661,27.716666666666672,26.024536321483776,27.1414467056216,14.281488549618322,440.20588235294116,619.2015188294474,15
3577,NBAYC #3577,27.334212662337663,29.18808234019502,27.871508379888265,27.888819875776402,25.01913075780089,27.1414467056216,14.281488549618322,440.20588235294116,618.9305716241794,16
2046,NBAYC #2046,26.854665071770334,27.779542173644053,27.412087912087912,28.34659090909091,26.684429477020604,27.1414467056216,14.281488549618322,440.20588235294116,618.7061331517949,17
4033,NBAYC #4033,25.320112781954887,27.339760503348895,28.1864406779661,27.888819875776402,28.016430948419305,27.1414467056216,14.281488549618322,440.20588235294116,618.3803823956466,18
3345,NBAYC #3345,26.769276629570747,29.18808234019502,27.262295081967213,28.34659090909091,25.01913075780089,27.1414467056216,14.281488549618322,440.20588235294116,618.2141933268058,19
803,NBAYC #803,25.320112781954887,27.779542173644053,26.257894736842104,27.716666666666672,29.232421874999996,27.1414467056216,14.281488549618322,440.20588235294116,617.9354558422888,20
2820,NBAYC #2820,26.726785714285718,28.310844892812106,27.262295081967213,26.63167259786477,27.245752427184467,27.1414467056216,14.281488549618322,440.20588235294116,617.8061683222954,21
4010,NBAYC #4010,26.726785714285718,27.92929711797637,28.50857142857143,27.888819875776402,25.01913075780089,27.1414467056216,14.281488549618322,440.20588235294116,617.7014225025919,22
944,NBAYC #944,25.320112781954887,29.18808234019502,26.967567567567567,26.443462897526505,28.016430948419305,27.1414467056216,14.281488549618322,440.20588235294116,617.5644741438443,23
1613,NBAYC #1613,27.28991085899514,26.365825014679977,28.50857142857143,27.716666666666672,26.024536321483776,27.1414467056216,14.281488549618322,440.20588235294116,617.5343278985781,24
2324,NBAYC #2324,26.769276629570747,26.232327166504383,27.716666666666665,27.888819875776402,27.245752427184467,27.1414467056216,14.281488549618322,440.20588235294116,617.4816603738838,25
618,NBAYC #618,26.726785714285718,27.92929711797637,28.1864406779661,26.443462897526505,26.024536321483776,27.1414467056216,14.281488549618322,440.20588235294116,616.9393403374196,26
3716,NBAYC #3716,27.28991085899514,26.232327166504383,26.12041884816754,28.34659090909091,27.245752427184467,27.1414467056216,14.281488549618322,440.20588235294116,616.8638178181235,27
2495,NBAYC #2495,25.320112781954887,29.18808234019502,26.257894736842104,27.888819875776402,26.558162460567825,27.1414467056216,14.281488549618322,440.20588235294116,616.8418898035173,28
1818,NBAYC #1818,26.769276629570747,26.365825014679977,26.12041884816754,27.888819875776402,28.016430948419305,27.1414467056216,14.281488549618322,440.20588235294116,616.7895889247951,29
4663,NBAYC #4663,27.334212662337663,26.232327166504383,25.716494845360824,26.63167259786477,29.232421874999996,27.1414467056216,14.281488549618322,440.20588235294116,616.7759467552487,30
620,NBAYC #620,26.854665071770334,27.92929711797637,28.50857142857143,25.225280898876406,26.558162460567825,27.1414467056216,14.281488549618322,440.20588235294116,616.7047945859434,31
4923,NBAYC #4923,26.769276629570747,27.92929711797637,26.257894736842104,26.443462897526505,27.648399014778327,27.1414467056216,14.281488549618322,440.20588235294116,616.6771480048751,32
3922,NBAYC #3922,27.334212662337663,27.339760503348895,25.716494845360824,26.63167259786477,28.016430948419305,27.1414467056216,14.281488549618322,440.20588235294116,616.6673891655125,33
1430,NBAYC #1430,27.28991085899514,29.18808234019502,25.324873096446698,26.443462897526505,26.684429477020604,27.1414467056216,14.281488549618322,440.20588235294116,616.5595762783651,34
634,NBAYC #634,26.769276629570747,25.711586180568812,27.412087912087912,27.716666666666672,27.245752427184467,27.1414467056216,14.281488549618322,440.20588235294116,616.4841874242597,35
4669,NBAYC #4669,26.769276629570747,26.50068856974228,25.584615384615383,28.34659090909091,27.648399014778327,27.1414467056216,14.281488549618322,440.20588235294116,616.4783881159788,36
757,NBAYC #757,28.587224108658745,27.92929711797637,23.204651162790697,28.34659090909091,26.684429477020604,27.1414467056216,14.281488549618322,440.20588235294116,616.3810103837184,37
3503,NBAYC #3503,27.28991085899514,26.43308477237049,27.262295081967213,27.716666666666672,26.024536321483776,27.1414467056216,14.281488549618322,440.20588235294116,616.3553113096643,38
3052,NBAYC #3052,27.28991085899514,26.365825014679977,28.1864406779661,25.225280898876406,27.648399014778327,27.1414467056216,14.281488549618322,440.20588235294116,616.3446740734771,39
885,NBAYC #885,27.334212662337663,28.310844892812106,26.257894736842104,27.716666666666672,25.01913075780089,27.1414467056216,14.281488549618322,440.20588235294116,616.2675673246406,40
371,NBAYC #371,26.854665071770334,29.18808234019502,26.12041884816754,26.443462897526505,26.024536321483776,27.1414467056216,14.281488549618322,440.20588235294116,616.2599830873243,41
