TOKEN_ID,TOKEN_NAME,Eyes,Hair,Lips,Shirt,Skin,Trait Count,Glasses,Headwear,Iconic,RARITY_SCORE,Rank
1127,1989-sisters #1127,151.99878400972793,48.49895727241865,72.33796296296298,49.38271604938272,84.5594452900389,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,626.7714268798511,52
19,1989-sisters #19,142.08581983518047,48.49895727241865,89.89572096368214,49.38271604938272,74.07407407407408,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,623.9308494900579,53
341,1989-sisters #341,128.15583749839806,48.49895727241865,77.80890133831312,49.38271604938272,99.56192751891678,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,623.4019009727491,54
419,1989-sisters #419,10.749914000687996,48.49895727241865,85.73388203017834,49.38271604938272,99.56192751891678,183.95879323031642,115.02185415228895,8.35421888053467,21.20441051738762,622.4666736521121,55
761,1989-sisters #761,142.08581983518047,48.49895727241865,83.41675008341676,49.38271604938272,78.80220646178094,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,622.1800109974993,56
926,1989-sisters #926,142.08581983518047,48.49895727241865,83.41675008341676,49.38271604938272,78.80220646178094,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,622.1800109974993,57
418,1989-sisters #418,128.15583749839806,48.49895727241865,101.75010175010176,49.38271604938272,74.07407407407408,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,621.8552479396951,58
1479,1989-sisters #1479,10.749914000687996,48.49895727241865,101.75010175010176,49.38271604938272,80.16674683341351,183.95879323031642,117.57789535567314,8.35421888053467,21.20441051738762,621.6437538899164,59
634,1989-sisters #634,145.24328249818447,48.49895727241865,76.52280379553108,49.38271604938272,81.22157244964264,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,620.8628933604793,60
736,1989-sisters #736,10.749914000687996,48.49895727241865,101.75010175010176,49.38271604938272,99.56192751891678,183.95879323031642,94.4822373393802,8.35421888053467,21.20441051738762,617.9432765591267,61
1433,1989-sisters #1433,139.06271728549578,48.49895727241865,77.80890133831312,49.38271604938272,80.16674683341351,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,614.9136000743437,62
1255,1989-sisters #1255,139.06271728549578,48.49895727241865,76.52280379553108,49.38271604938272,81.22157244964264,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,614.6823281477907,63
1130,1989-sisters #1130,10.749914000687996,48.49895727241865,94.4822373393802,49.38271604938272,81.22157244964264,183.95879323031642,115.02185415228895,8.35421888053467,21.20441051738762,612.8746738920398,64
1644,1989-sisters #1644,133.38668800853677,48.49895727241865,81.94034742707309,49.38271604938272,74.07407407407408,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,607.2763441268052,65
467,1989-sisters #467,128.15583749839806,48.49895727241865,81.94034742707309,49.38271604938272,78.80220646178094,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,606.7736260043732,66
535,1989-sisters #535,10.749914000687996,48.49895727241865,85.73388203017834,49.38271604938272,81.22157244964264,183.95879323031642,117.57789535567314,8.35421888053467,21.20441051738762,606.6823597862222,67
645,1989-sisters #645,116.71335200746967,48.49895727241865,72.33796296296298,49.38271604938272,99.56192751891678,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,606.4884771064706,68
1512,1989-sisters #1512,10.749914000687996,48.49895727241865,94.4822373393802,49.38271604938272,81.22157244964264,183.95879323031642,107.97969981643452,8.35421888053467,21.20441051738762,605.8325195561854,69
1346,1989-sisters #1346,10.749914000687996,48.49895727241865,83.41675008341676,49.38271604938272,84.5594452900389,183.95879323031642,115.02185415228895,8.35421888053467,21.20441051738762,605.1470594764727,70
1387,1989-sisters #1387,133.38668800853677,48.49895727241865,72.33796296296298,49.38271604938272,81.22157244964264,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,604.8214580382636,71
53,1989-sisters #53,10.749914000687996,48.49895727241865,94.4822373393802,49.38271604938272,80.16674683341351,183.95879323031642,107.97969981643452,8.35421888053467,21.20441051738762,604.7776939399563,72
1502,1989-sisters #1502,10.749914000687996,48.49895727241865,76.52280379553108,49.38271604938272,99.56192751891678,183.95879323031642,101.75010175010175,8.35421888053467,21.20441051738762,599.9838430152777,73
115,1989-sisters #115,10.749914000687996,48.49895727241865,85.73388203017834,49.38271604938272,74.07407407407408,183.95879323031642,117.57789535567314,8.35421888053467,21.20441051738762,599.5348614106535,74
1288,1989-sisters #1288,133.38668800853677,48.49895727241865,72.33796296296298,49.38271604938272,74.07407407407408,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,597.6739596626951,75
1767,1989-sisters #1767,116.71335200746967,48.49895727241865,84.1750841750842,49.38271604938272,78.80220646178094,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,597.565877261456,76
380,1989-sisters #380,10.749914000687996,48.49895727241865,72.33796296296298,49.38271604938272,84.5594452900389,183.95879323031642,117.57789535567314,8.35421888053467,21.20441051738762,596.6243135594029,77
439,1989-sisters #439,100.55304172951233,48.49895727241865,77.80890133831312,49.38271604938272,99.56192751891678,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,595.7991052038634,78
1571,1989-sisters #1571,10.749914000687996,48.49895727241865,83.41675008341676,49.38271604938272,81.22157244964264,183.95879323031642,107.97969981643452,8.35421888053467,21.20441051738762,594.7670323002219,79
277,1989-sisters #277,116.71335200746967,48.49895727241865,77.80890133831312,49.38271604938272,81.22157244964264,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,593.6190604125466,80
1401,1989-sisters #1401,10.749914000687996,116.10356437942646,84.1750841750842,62.774639045825495,99.56192751891678,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,593.3586904152608,81
1723,1989-sisters #1723,10.749914000687996,48.49895727241865,77.80890133831312,49.38271604938272,84.5594452900389,183.95879323031642,107.97969981643452,8.35421888053467,21.20441051738762,592.4970563955146,82
1704,1989-sisters #1704,10.749914000687996,116.10356437942646,89.89572096368214,75.58578987150416,80.16674683341351,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,592.495297344034,83
1052,1989-sisters #1052,10.749914000687996,48.49895727241865,94.4822373393802,49.38271604938272,80.16674683341351,183.95879323031642,94.4822373393802,8.35421888053467,21.20441051738762,591.280231462902,84
1761,1989-sisters #1761,10.749914000687996,48.49895727241865,94.4822373393802,49.38271604938272,80.16674683341351,183.95879323031642,94.4822373393802,8.35421888053467,21.20441051738762,591.280231462902,85
560,1989-sisters #560,116.71335200746967,48.49895727241865,76.52280379553108,49.38271604938272,80.16674683341351,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,591.2781372535354,86
1725,1989-sisters #1725,116.71335200746967,48.49895727241865,81.94034742707309,49.38271604938272,74.07407407407408,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,590.603008125738,87
1172,1989-sisters #1172,100.55304172951233,48.49895727241865,72.33796296296298,49.38271604938272,99.56192751891678,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,590.3281668285133,88
1324,1989-sisters #1324,10.749914000687996,116.10356437942646,101.75010175010176,62.774639045825495,78.80220646178094,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,590.1739869331425,89
1448,1989-sisters #1448,10.749914000687996,48.49895727241865,72.33796296296298,49.38271604938272,80.16674683341351,183.95879323031642,115.02185415228895,8.35421888053467,21.20441051738762,589.6755738993935,90
1196,1989-sisters #1196,10.749914000687996,48.49895727241865,94.4822373393802,49.38271604938272,74.07407407407408,183.95879323031642,97.98157946306095,8.35421888053467,21.20441051738762,588.6869008272432,91
1976,1989-sisters #1976,100.55304172951233,48.49895727241865,89.89572096368214,49.38271604938272,80.16674683341351,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,588.4907441437292,92
1796,1989-sisters #1796,10.749914000687996,116.10356437942646,85.73388203017834,75.58578987150416,80.16674683341351,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,588.3334584105303,93
1913,1989-sisters #1913,116.71335200746967,48.49895727241865,72.33796296296298,49.38271604938272,81.22157244964264,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,588.1481220371965,94
618,1989-sisters #618,10.749914000687996,48.49895727241865,77.80890133831312,49.38271604938272,80.16674683341351,183.95879323031642,107.97969981643452,8.35421888053467,21.20441051738762,588.1043579388892,95
659,1989-sisters #659,10.749914000687996,48.49895727241865,83.41675008341676,49.38271604938272,80.16674683341351,183.95879323031642,101.75010175010175,8.35421888053467,21.20441051738762,587.48260861766,96
173,1989-sisters #173,10.749914000687996,116.10356437942646,89.89572096368214,75.58578987150416,74.07407407407408,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,586.4026245846946,97
468,1989-sisters #468,10.749914000687996,48.49895727241865,83.41675008341676,49.38271604938272,78.80220646178094,183.95879323031642,101.75010175010175,8.35421888053467,21.20441051738762,586.1180682460274,98
767,1989-sisters #767,10.749914000687996,48.49895727241865,81.94034742707309,49.38271604938272,80.16674683341351,183.95879323031642,101.75010175010175,8.35421888053467,21.20441051738762,586.0062059613164,99
555,1989-sisters #555,100.55304172951233,48.49895727241865,81.94034742707309,49.38271604938272,84.5594452900389,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,584.9280690637456,100
1731,1989-sisters #1731,10.749914000687996,116.10356437942646,85.73388203017834,52.16484089723527,99.56192751891678,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,584.3076901217646,101
1375,1989-sisters #1375,10.749914000687996,48.49895727241865,83.41675008341676,49.38271604938272,80.16674683341351,183.95879323031642,97.98157946306095,8.35421888053467,21.20441051738762,583.7140863306192,102
1284,1989-sisters #1284,181.5541031227306,93.44921035417252,77.80890133831312,69.88120195667366,99.56192751891678,23.967021378583073,6.47613866708114,8.35421888053467,21.20441051738762,582.2571337343933,103
1341,1989-sisters #1341,10.749914000687996,48.49895727241865,77.80890133831312,49.38271604938272,80.16674683341351,183.95879323031642,101.75010175010175,8.35421888053467,21.20441051738762,581.8747598725564,104
55,1989-sisters #55,10.749914000687996,48.49895727241865,77.80890133831312,49.38271604938272,80.16674683341351,183.95879323031642,101.75010175010175,8.35421888053467,21.20441051738762,581.8747598725564,105
1411,1989-sisters #1411,10.749914000687996,48.49895727241865,76.52280379553108,49.38271604938272,81.22157244964264,183.95879323031642,101.75010175010175,8.35421888053467,21.20441051738762,581.6434879460035,106
166,1989-sisters #166,10.749914000687996,48.49895727241865,76.52280379553108,49.38271604938272,81.22157244964264,183.95879323031642,101.75010175010175,8.35421888053467,21.20441051738762,581.6434879460035,107
696,1989-sisters #696,10.749914000687996,48.49895727241865,76.52280379553108,49.38271604938272,84.5594452900389,183.95879323031642,97.98157946306095,8.35421888053467,21.20441051738762,581.212838499359,108
167,1989-sisters #167,10.749914000687996,48.49895727241865,72.33796296296298,49.38271604938272,84.5594452900389,183.95879323031642,101.75010175010175,8.35421888053467,21.20441051738762,580.7965199538316,109
1082,1989-sisters #1082,10.749914000687996,116.10356437942646,89.89572096368214,62.774639045825495,81.22157244964264,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,580.7389721345845,110
1663,1989-sisters #1663,10.749914000687996,48.49895727241865,77.80890133831312,49.38271604938272,78.80220646178094,183.95879323031642,101.75010175010175,8.35421888053467,21.20441051738762,580.5102195009238,111
470,1989-sisters #470,100.55304172951233,48.49895727241865,76.52280379553108,49.38271604938272,84.5594452900389,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,579.5105254322034,112
68,1989-sisters #68,181.5541031227306,100.82677959265982,94.4822373393802,62.774639045825495,78.80220646178094,23.967021378583073,6.47613866708114,8.35421888053467,21.20441051738762,578.4417550059635,113
507,1989-sisters #507,10.749914000687996,48.49895727241865,84.1750841750842,49.38271604938272,74.07407407407408,183.95879323031642,97.98157946306095,8.35421888053467,21.20441051738762,578.3797476629472,114
1197,1989-sisters #1197,176.6472354707649,87.07767328456984,84.1750841750842,69.88120195667366,99.56192751891678,23.967021378583073,6.47613866708114,8.35421888053467,21.20441051738762,577.3449118495959,115
758,1989-sisters #758,10.749914000687996,116.10356437942646,84.1750841750842,66.13756613756615,80.16674683341351,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,577.3264368214982,116
868,1989-sisters #868,10.749914000687996,48.49895727241865,72.33796296296298,49.38271604938272,84.5594452900389,183.95879323031642,97.98157946306095,8.35421888053467,21.20441051738762,577.0279976667908,117
1754,1989-sisters #1754,176.6472354707649,81.5195239259803,101.75010175010176,75.58578987150416,81.22157244964264,23.967021378583073,6.47613866708114,8.35421888053467,21.20441051738762,576.7260129115803,118
193,1989-sisters #193,10.749914000687996,116.10356437942646,72.33796296296298,57.87037037037038,99.56192751891678,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,576.6173005276844,119
992,1989-sisters #992,10.749914000687996,48.49895727241865,77.80890133831312,49.38271604938272,74.07407407407408,183.95879323031642,101.75010175010175,8.35421888053467,21.20441051738762,575.7820871132169,120
1423,1989-sisters #1423,10.749914000687996,48.49895727241865,76.52280379553108,49.38271604938272,78.80220646178094,183.95879323031642,97.98157946306095,8.35421888053467,21.20441051738762,575.455599671101,121
1404,1989-sisters #1404,10.749914000687996,116.10356437942646,81.94034742707309,64.97725795971411,81.22157244964264,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,574.9862175118641,122
967,1989-sisters #967,181.5541031227306,98.24147755182238,89.89572096368214,60.71645415907712,84.5594452900389,23.967021378583073,6.47613866708114,8.35421888053467,21.20441051738762,574.9689905309376,123
263,1989-sisters #263,10.749914000687996,116.10356437942646,77.80890133831312,69.88120195667366,80.16674683341351,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,574.7038898038345,124
153,1989-sisters #153,10.749914000687996,89.10273545397844,94.4822373393802,60.71645415907712,99.56192751891678,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,574.6068297673603,125
1734,1989-sisters #1734,10.749914000687996,116.10356437942646,76.52280379553108,51.440329218107,99.56192751891678,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,574.3721002079892,126
276,1989-sisters #276,145.24328249818447,100.82677959265982,101.75010175010176,66.13756613756615,99.56192751891678,23.967021378583073,6.47613866708114,8.35421888053467,21.20441051738762,573.5214469410156,127
1960,1989-sisters #1960,10.749914000687996,48.49895727241865,81.94034742707309,49.38271604938272,81.22157244964264,183.95879323031642,88.18342151675485,8.35421888053467,21.20441051738762,573.4943513441985,128
362,1989-sisters #362,10.749914000687996,116.10356437942646,84.1750841750842,57.87037037037038,84.5594452900389,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,573.4519395109278,129
698,1989-sisters #698,10.749914000687996,116.10356437942646,94.4822373393802,57.87037037037038,74.07407407407408,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,573.2737214592589,130
245,1989-sisters #245,159.41335883947076,93.44921035417252,101.75010175010176,58.788947677836575,99.56192751891678,23.967021378583073,6.47613866708114,8.35421888053467,21.20441051738762,572.965335584085,131
1891,1989-sisters #1891,10.749914000687996,116.10356437942646,85.73388203017834,57.87037037037038,81.22157244964264,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,571.6728645256255,132
667,1989-sisters #667,181.5541031227306,100.82677959265982,85.73388203017834,57.87037037037038,84.5594452900389,23.967021378583073,6.47613866708114,8.35421888053467,21.20441051738762,570.5463698495645,133
1989,1989-sisters #1989,176.6472354707649,100.82677959265982,101.75010175010176,50.050050050050054,81.22157244964264,23.967021378583073,6.47613866708114,8.35421888053467,21.20441051738762,570.4975287568057,134
1513,1989-sisters #1513,10.749914000687996,116.10356437942646,83.41675008341676,58.788947677836575,81.22157244964264,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,570.2743098863302,135
370,1989-sisters #370,10.749914000687996,48.49895727241865,72.33796296296298,49.38271604938272,81.22157244964264,183.95879323031642,94.4822373393802,8.35421888053467,21.20441051738762,570.1907827027138,136
1849,1989-sisters #1849,10.749914000687996,48.49895727241865,85.73388203017834,49.38271604938272,74.07407407407408,183.95879323031642,88.18342151675485,8.35421888053467,21.20441051738762,570.1403875717353,137
1161,1989-sisters #1161,10.749914000687996,116.10356437942646,83.41675008341676,57.87037037037038,81.22157244964264,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,569.355732578864,138
1579,1989-sisters #1579,10.749914000687996,116.10356437942646,81.94034742707309,58.788947677836575,81.22157244964264,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,568.7979072299865,139
1099,1989-sisters #1099,181.5541031227306,100.82677959265982,89.89572096368214,51.440329218107,84.5594452900389,23.967021378583073,6.47613866708114,8.35421888053467,21.20441051738762,568.278167630805,140
1291,1989-sisters #1291,10.749914000687996,48.49895727241865,76.52280379553108,49.38271604938272,81.22157244964264,183.95879323031642,88.18342151675485,8.35421888053467,21.20441051738762,568.0768077126565,141
662,1989-sisters #662,10.749914000687996,89.10273545397844,85.73388203017834,62.774639045825495,99.56192751891678,183.95879323031642,6.47613866708114,8.35421888053467,21.20441051738762,567.9166593449069,142
1786,1989-sisters #1786,10.749914000687996,48.49895727241865,72.33796296296298,49.38271604938272,78.80220646178094,183.95879323031642,94.4822373393802,8.35421888053467,21.20441051738762,567.7714167148521,143
397,1989-sisters #397,10.749914000687996,48.49895727241865,72.33796296296298,49.38271604938272,78.80220646178094,183.95879323031642,94.4822373393802,8.35421888053467,21.20441051738762,567.7714167148521,144
339,1989-sisters #339,181.5541031227306,98.24147755182238,85.73388203017834,59.737156511350065,81.22157244964264,23.967021378583073,6.47613866708114,8.35421888053467,21.20441051738762,566.4899811093105,145
