TOKEN_ID,TOKEN_NAME,Background,Bust,Head,Trait Count,Helmet,BustCover,BaseDetail,Eyes,Detail,EyesAccessory,RARITY_SCORE,Rank
2250,angry-ape-army #2250,32.14400514304083,13.21353065539112,22.114108801415302,5555.555555555556,40.29008863819501,43.572984749455344,2.6641091219096333,132.6259946949602,1111.111111111111,793.6507936507937,7746.942282121829,1
584,angry-ape-army #584,29.80625931445604,28.409090909090914,76.39419404125286,5555.555555555556,45.662100456621005,13.616557734204793,438.5964912280702,156.98587127158555,285.7142857142857,3.4743937182961573,6634.21479994342,2
1960,angry-ape-army #1960,27.785495971103085,29.5159386068477,28.977108084613157,5555.555555555556,34.24657534246575,13.616557734204793,268.81720430107526,128.2051282051282,175.43859649122805,3.4743937182961573,6265.632554010518,3
888,angry-ape-army #888,30.358227079538555,11.420740063956146,1.7255362103773746,387.5968992248062,23.218017181332716,89.12655971479501,2.6641091219096333,2.9170677634841455,1111.111111111111,584.7953216374269,2244.9335891087376,4
1372,angry-ape-army #1372,32.14400514304083,7.2379849449913145,38.19709702062643,387.5968992248062,39.138943248532286,56.022408963585434,2.6641091219096333,156.98587127158555,1111.111111111111,3.4743937182961573,1834.5728237684848,5
2499,angry-ape-army #2499,27.3224043715847,68.87052341597797,1.7255362103773746,387.5968992248062,0.8373245805003852,81.69934640522877,520.8333333333334,147.92899408284023,3.241491085899514,529.1005291005291,1769.1563818110776,6
163,angry-ape-army #163,51.22950819672131,32.010243277848915,27.107617240444565,387.5968992248062,38.051750380517504,81.69934640522877,520.8333333333334,2.9170677634841455,3.241491085899514,584.7953216374269,1729.4825785457112,7
2270,angry-ape-army #2270,29.27400468384075,13.21353065539112,84.03361344537815,387.5968992248062,28.538812785388128,1.0732262253560427,2.6641091219096333,116.55011655011656,312.5,740.7407407407408,1716.1850534329274,8
2678,angry-ape-army #2678,31.525851197982345,28.409090909090914,35.0140056022409,387.5968992248062,48.923679060665364,13.616557734204793,2.6641091219096333,2.9170677634841455,500.00000000000006,617.2839506172841,1667.9512112316684,9
2227,angry-ape-army #2227,32.14400514304083,28.409090909090914,84.03361344537815,387.5968992248062,59.55926146515783,67.61325219743071,2.6641091219096333,2.9170677634841455,416.6666666666667,584.7953216374269,1666.399287574392,10
232,angry-ape-army #232,25.614754098360656,29.5159386068477,11.355893708834886,387.5968992248062,37.02332469455757,1.0732262253560427,520.8333333333334,128.2051282051282,3.241491085899514,505.0505050505051,1649.5104942336293,11
1768,angry-ape-army #1768,31.525851197982345,3.6421911421911424,35.0140056022409,387.5968992248062,23.218017181332716,56.022408963585434,2.6641091219096333,2.9170677634841455,303.030303030303,793.6507936507937,1639.281646878629,12
3222,angry-ape-army #3222,28.264556246466935,66.84491978609627,26.26050420168067,55.370985603543744,31.133250311332503,1.0732262253560427,2.6641091219096333,2.9170677634841455,625.0,793.6507936507937,1633.1794129106638,13
504,angry-ape-army #504,27.3224043715847,15.673981191222571,93.37068160597572,16.534391534391535,1369.86301369863,89.12655971479501,2.6641091219096333,2.9170677634841455,3.241491085899514,3.4743937182961573,1624.1880938061888,14
2566,angry-ape-army #2566,34.87966515521451,71.02272727272727,38.19709702062643,387.5968992248062,50.735667174023334,98.03921568627452,2.6641091219096333,132.6259946949602,3.241491085899514,793.6507936507937,1612.6536600872353,15
