TOKEN_ID,TOKEN_NAME,Background,Clothes,Mouth,Eyes,Fur,Hat,Earring,NUM_TRAITS,RARITY_SCORE,Rank
1818,Superlative Apes #1818,14.185823754789274,8.527831094049905,240.71981424148606,355.8466819221968,85.58337919647771,6.843506579236897,6.2142343350383635,31101.0,31818.921271123276,1
1525,Superlative Apes #1525,719.9305555555557,35.26190476190476,53.807958477508656,27.262447405329592,18.938618925831204,31.950893774399013,396.6964285714286,32.70347003154575,1316.5522775035033,2
3652,Superlative Apes #3652,719.9305555555557,8.527831094049905,4.855282877482203,19.262356001486438,21.128396739130434,6.843506579236897,6.2142343350383635,493.66666666666663,1280.4288298486463,3
2302,Superlative Apes #2302,49.08617424242424,38.973684210526315,240.71981424148606,355.8466819221968,45.37642252699154,6.843506579236897,6.2142343350383635,493.66666666666663,1236.7271847245668,4
1553,Superlative Apes #1553,44.99565972222223,8.527831094049905,240.71981424148606,355.8466819221968,15.796932141405934,29.50759013282733,6.2142343350383635,493.66666666666663,1195.2754102558933,5
1102,Superlative Apes #1102,14.667515563101302,28.29936305732484,240.71981424148606,355.8466819221968,21.128396739130434,6.843506579236897,6.2142343350383635,493.66666666666663,1167.3861791041813,6
1324,Superlative Apes #1324,53.00102249488753,31.735714285714288,240.71981424148606,355.8466819221968,18.273207990599296,6.843506579236897,396.6964285714286,39.87307692307693,1142.9894530086265,7
3197,Superlative Apes #3197,719.9305555555557,32.43065693430657,27.552267895109846,20.99716446124764,18.174964936886397,24.469708890637293,206.78856382978725,32.70347003154575,1083.0473525350765,8
2950,Superlative Apes #2950,719.9305555555557,64.3913043478261,95.28492647058823,20.99716446124764,18.273207990599296,54.524894810659184,54.90995762711865,32.70347003154575,1061.0154812951405,9
2233,Superlative Apes #2233,719.9305555555557,27.596273291925467,13.257033248081841,20.80334448160535,19.76926010678871,147.53795066413664,54.90995762711865,32.70347003154575,1036.507845006758,10
460,Superlative Apes #460,719.9305555555557,32.43065693430657,29.507590132827325,28.407928388746804,157.23458038422652,34.83534946236559,6.2142343350383635,11.74509063444109,1020.3059858275079,11
1404,Superlative Apes #1404,719.9305555555557,32.43065693430657,4.855282877482203,40.00643169539491,21.128396739130434,14.885134488369868,139.84262589928056,32.70347003154575,1005.782554221066,12
2830,Superlative Apes #2830,719.9305555555557,75.30508474576271,13.257033248081841,127.56767842493848,15.796932141405934,33.00191001697793,6.2142343350383635,11.74509063444109,1002.818519102202,13
149,Superlative Apes #149,719.9305555555557,38.973684210526315,27.552267895109846,27.262447405329592,40.48555063785473,57.65850945494995,54.90995762711865,32.70347003154575,999.4764428179905,14
4243,Superlative Apes #4243,719.9305555555557,69.421875,86.29578246392897,20.99716446124764,40.48555063785473,34.83534946236559,6.2142343350383635,11.74509063444109,989.925602550432,15
3365,Superlative Apes #3365,719.9305555555557,28.29936305732484,73.76897533206831,18.780797101449277,45.37642252699154,14.885134488369868,54.90995762711865,32.70347003154575,988.6546757204238,16
3537,Superlative Apes #3537,719.9305555555557,30.43150684931507,21.573945615982243,20.80334448160535,19.76926010678871,31.950893774399013,107.98958333333334,32.70347003154575,985.152559748525,17
456,Superlative Apes #456,191.9814814814815,64.3913043478261,240.71981424148606,355.8466819221968,19.76926010678871,31.351814516129036,55.06550991501416,11.74509063444109,970.8709571653635,18
8,Superlative Apes #8,719.9305555555557,54.851851851851855,73.76897533206831,27.37282168632283,43.06424813071171,33.00191001697793,6.2142343350383635,11.74509063444109,969.9496875429677,19
3432,Superlative Apes #3432,719.9305555555557,27.25766871165644,13.257033248081841,135.22173913043477,21.128396739130434,30.77478725509598,6.2142343350383635,11.74509063444109,965.5295056094345,20
3508,Superlative Apes #3508,13.22996426748341,8.527831094049905,240.71981424148606,355.8466819221968,52.820991847826086,29.335031126202605,206.78856382978725,39.87307692307693,947.1419552521091,21
269,Superlative Apes #269,719.9305555555557,66.31343283582089,6.919329002402777,18.780797101449277,18.273207990599296,24.469708890637293,54.90995762711865,32.70347003154575,942.3004590351296,22
4041,Superlative Apes #4041,719.9305555555557,30.43150684931507,21.573945615982243,30.872543180464564,18.273207990599296,88.00509337860781,6.2142343350383635,11.74509063444109,927.0461775400041,23
1315,Superlative Apes #1315,719.9305555555557,29.42384105960265,6.919329002402777,22.095055413469737,15.796932141405934,34.83534946236559,54.90995762711865,32.70347003154575,916.6144902934667,24
3143,Superlative Apes #3143,719.9305555555557,27.25766871165644,74.97830279652844,30.872543180464564,15.796932141405934,29.50759013282733,6.2142343350383635,11.74509063444109,916.3029174879179,25
1471,Superlative Apes #1471,719.9305555555557,32.91111111111111,29.507590132827325,28.407928388746804,45.993788819875775,35.078953304759764,6.2142343350383635,11.74509063444109,909.789252282356,26
3462,Superlative Apes #3462,719.9305555555557,31.735714285714288,21.573945615982243,40.00643169539491,40.00643169539491,37.157706093189965,6.2142343350383635,11.74509063444109,908.3701099107113,27
2766,Superlative Apes #2766,719.9305555555557,33.65909090909091,34.649064171122994,19.262356001486438,41.73510466988728,35.078953304759764,6.2142343350383635,11.74509063444109,902.2744495813824,28
4407,Superlative Apes #4407,719.9305555555557,27.25766871165644,4.855282877482203,27.823403113258184,45.993788819875775,37.157706093189965,6.2142343350383635,11.74509063444109,880.9777301404978,29
2026,Superlative Apes #2026,719.9305555555557,34.7109375,13.257033248081841,27.823403113258184,20.86755233494364,37.157706093189965,6.2142343350383635,11.74509063444109,871.7065128145088,30
306,Superlative Apes #306,719.9305555555557,27.25766871165644,18.51690878780662,28.770582793709526,21.128396739130434,31.950893774399013,6.2142343350383635,11.74509063444109,865.5143313317371,31
89,Superlative Apes #89,13.22996426748341,32.43065693430657,240.71981424148606,355.8466819221968,18.273207990599296,42.87427626137303,139.84262589928056,11.74509063444109,854.9623181511668,32
2642,Superlative Apes #2642,14.667515563101302,27.25766871165644,240.71981424148606,355.8466819221968,21.128396739130434,57.65850945494995,107.98958333333334,11.74509063444109,837.0132606002954,33
2170,Superlative Apes #2170,191.9814814814815,27.596273291925467,99.4277493606138,30.872543180464564,21.128396739130434,29.335031126202605,396.6964285714286,32.70347003154575,829.7413737827926,34
1365,Superlative Apes #1365,63.059610705596114,75.30508474576271,4.855282877482203,127.56767842493848,40.00643169539491,88.00509337860781,396.6964285714286,32.70347003154575,828.1990804307566,35
2332,Superlative Apes #2332,191.9814814814815,8.527831094049905,53.807958477508656,20.80334448160535,45.37642252699154,6.843506579236897,6.2142343350383635,493.66666666666663,827.2214456425788,36
4411,Superlative Apes #4411,13.43571798859513,32.43065693430657,240.71981424148606,355.8466819221968,21.128396739130434,33.00191001697793,107.98958333333334,11.74509063444109,816.2978518104674,37
1151,Superlative Apes #1151,14.667515563101302,31.069930069930074,240.71981424148606,355.8466819221968,41.73510466988728,54.524894810659184,55.06550991501416,11.74509063444109,805.374541826716,38
2649,Superlative Apes #2649,49.08617424242424,27.596273291925467,240.71981424148606,355.8466819221968,45.993788819875775,37.157706093189965,6.2142343350383635,39.87307692307693,802.4877498692136,39
3786,Superlative Apes #3786,14.843928980526918,33.65909090909091,240.71981424148606,355.8466819221968,41.73510466988728,42.87427626137303,55.06550991501416,11.74509063444109,796.4894975340162,40
2948,Superlative Apes #2948,13.43571798859513,8.527831094049905,198.8554987212276,20.99716446124764,45.37642252699154,6.843506579236897,6.2142343350383635,493.66666666666663,793.9170423730537,41
2273,Superlative Apes #2273,107.98958333333334,33.65909090909091,73.76897533206831,96.58695652173914,18.174964936886397,33.441935483870964,396.6964285714286,32.70347003154575,793.0214051199634,42
3026,Superlative Apes #3026,132.9102564102564,8.527831094049905,71.46369485294117,26.10458284371328,40.00643169539491,6.843506579236897,6.2142343350383635,493.66666666666663,785.7372044772976,43
502,Superlative Apes #502,14.667515563101302,32.43065693430657,114.34191176470588,27.37282168632283,116.5704647676162,50.16290322580645,396.6964285714286,32.70347003154575,784.9461725448336,44
1055,Superlative Apes #1055,55.37927350427351,33.65909090909091,52.5709939148073,112.68478260869564,68.99068322981367,29.335031126202605,396.6964285714286,32.70347003154575,782.019753895858,45
883,Superlative Apes #883,191.9814814814815,64.3913043478261,21.573945615982243,127.56767842493848,157.23458038422652,37.157706093189965,139.84262589928056,32.70347003154575,772.4527922784712,46
1952,Superlative Apes #1952,13.22996426748341,32.91111111111111,4.855282877482203,233.1409295352324,21.128396739130434,37.157706093189965,396.6964285714286,32.70347003154575,771.823289226604,47
2289,Superlative Apes #2289,14.667515563101302,30.641379310344824,240.71981424148606,355.8466819221968,40.48555063785473,42.87427626137303,6.2142343350383635,39.87307692307693,771.322529194472,48
3749,Superlative Apes #3749,191.9814814814815,28.850649350649352,22.868382352941175,40.00643169539491,18.174964936886397,33.441935483870964,396.6964285714286,32.70347003154575,764.7237439041987,49
153,Superlative Apes #153,13.22996426748341,38.973684210526315,240.71981424148606,355.8466819221968,15.796932141405934,53.93860561914672,6.2142343350383635,39.87307692307693,764.5929936603605,50
2763,Superlative Apes #2763,14.667515563101302,27.596273291925467,240.71981424148606,355.8466819221968,18.273207990599296,55.73655913978495,6.2142343350383635,39.87307692307693,758.9273634072092,51
3294,Superlative Apes #3294,159.9845679012346,8.527831094049905,13.257033248081841,27.37282168632283,20.86755233494364,6.843506579236897,6.2142343350383635,493.66666666666663,736.7342138455747,52
2589,Superlative Apes #2589,13.22996426748341,32.43065693430657,240.71981424148606,355.8466819221968,18.938618925831204,29.335031126202605,6.2142343350383635,39.87307692307693,736.5880786756219,53
3087,Superlative Apes #3087,13.43571798859513,28.29936305732484,240.71981424148606,355.8466819221968,18.273207990599296,33.00191001697793,6.2142343350383635,39.87307692307693,735.6640064752953,54
3499,Superlative Apes #3499,14.667515563101302,32.19565217391305,240.71981424148606,355.8466819221968,20.86755233494364,24.469708890637293,6.2142343350383635,39.87307692307693,734.8542363843935,55
1067,Superlative Apes #1067,13.22996426748341,8.527831094049905,127.04656862745098,28.407928388746804,41.73510466988728,6.843506579236897,6.2142343350383635,493.66666666666663,725.6718046285603,56
1377,Superlative Apes #1377,132.9102564102564,8.527831094049905,4.855282877482203,19.262356001486438,48.640913356271504,6.843506579236897,6.2142343350383635,493.66666666666663,720.9210473204884,57
