TOKEN_ID,TOKEN_NAME,Background,Skin,Clothes,Mouth,Eyes,Eyewear,Headwear,Accessories,Trait Count,Facewear,Special,RARITY_SCORE,Rank
1041,feelgang #1041,1818.181818181818,699.3006993006993,122.85012285012284,432.90043290043286,454.5454545454545,0.5977715078188514,122.85012285012284,4.757147614290472,1818.181818181818,0.5581765043414969,8264.462809917355,13739.186374354274,1
1726,feelgang #1726,1818.181818181818,699.3006993006993,122.85012285012284,432.90043290043286,454.5454545454545,0.5977715078188514,122.85012285012284,4.757147614290472,1818.181818181818,0.5581765043414969,8264.462809917355,13739.186374354274,2
1774,feelgang #1774,1818.181818181818,699.3006993006993,122.85012285012284,432.90043290043286,454.5454545454545,0.5977715078188514,122.85012285012284,4.757147614290472,1818.181818181818,0.5581765043414969,8264.462809917355,13739.186374354274,3
1997,feelgang #1997,1818.181818181818,699.3006993006993,122.85012285012284,432.90043290043286,454.5454545454545,0.5977715078188514,122.85012285012284,4.757147614290472,1818.181818181818,0.5581765043414969,8264.462809917355,13739.186374354274,4
2113,feelgang #2113,1818.181818181818,699.3006993006993,122.85012285012284,432.90043290043286,454.5454545454545,0.5977715078188514,122.85012285012284,4.757147614290472,1818.181818181818,0.5581765043414969,8264.462809917355,13739.186374354274,5
6370,feelgang #6370,1818.181818181818,699.3006993006993,122.85012285012284,432.90043290043286,454.5454545454545,0.5977715078188514,122.85012285012284,4.757147614290472,1818.181818181818,0.5581765043414969,8264.462809917355,13739.186374354274,6
6489,feelgang #6489,1818.181818181818,699.3006993006993,122.85012285012284,432.90043290043286,454.5454545454545,0.5977715078188514,122.85012285012284,4.757147614290472,1818.181818181818,0.5581765043414969,8264.462809917355,13739.186374354274,7
7779,feelgang #7779,1818.181818181818,699.3006993006993,122.85012285012284,432.90043290043286,454.5454545454545,0.5977715078188514,122.85012285012284,4.757147614290472,1818.181818181818,0.5581765043414969,8264.462809917355,13739.186374354274,8
8991,feelgang #8991,1818.181818181818,699.3006993006993,122.85012285012284,432.90043290043286,454.5454545454545,0.5977715078188514,122.85012285012284,4.757147614290472,1818.181818181818,0.5581765043414969,8264.462809917355,13739.186374354274,9
9767,feelgang #9767,1818.181818181818,699.3006993006993,122.85012285012284,432.90043290043286,454.5454545454545,0.5977715078188514,122.85012285012284,4.757147614290472,1818.181818181818,0.5581765043414969,8264.462809917355,13739.186374354274,10
534,feelgang #534,7.212145252605388,4.118378676682563,7.101163170527332,6.670268611716994,20.29220779220779,36.65689149560117,614.2506142506143,18.9000189000189,5.951495313197441,0.5581765043414969,0.8272735545462818,722.5386335220597,11
2439,feelgang #2439,7.34025764304327,31.64256557921716,7.02000702000702,20.812520812520813,3.686500036865,0.5977715078188514,614.2506142506143,3.444831031037928,2.8302954828484093,0.5581765043414969,0.8272735545462818,693.0108134228606,12
5815,feelgang #5815,7.212145252605388,2.024025178873225,7.101163170527332,9.838646202282566,20.29220779220779,0.5977715078188514,8.651417102121327,466.2004662004663,2.8302954828484093,0.5581765043414969,0.8272735545462818,526.133587948639,13
5179,feelgang #5179,7.212145252605388,9.947378368431,7.490861149397734,9.838646202282566,3.4305317324185247,0.5977715078188514,3.2328979697400753,466.2004662004663,2.8302954828484093,0.5581765043414969,0.8272735545462818,512.1664439248966,14
7432,feelgang #7432,7.058159232072275,3.0942508818615013,7.3125073125073135,9.641435031190042,3.4305317324185247,0.5977715078188514,5.7406599462674235,466.2004662004663,2.8302954828484093,0.5581765043414969,0.8272735545462818,507.2915273863384,15
911,feelgang #911,7.5255869957856705,3.0942508818615013,409.50040950040955,6.670268611716994,10.822510822510822,43.290043290043286,4.566919065060329,6.415602745877976,5.951495313197441,0.5581765043414969,0.8272735545462818,499.22253728535134,16
3173,feelgang #3173,7.34025764304327,2.024025178873225,409.50040950040955,21.645021645021643,3.4305317324185247,9.182736455463727,4.3409937402870264,3.444831031037928,5.951495313197441,0.5581765043414969,0.8272735545462818,468.2457522986401,17
