TOKEN_ID,TOKEN_NAME,BOSS,Background,Fur,Mask,Mouth,Eyes,Clothes,Hat,Tail,NUM_TRAITS,RARITY_SCORE,Rank
1555,Raccoon Mafia #1555,7.678188558260695,41.31320754716981,35.47962962962963,312.8,20.612157073695535,13.870769230769232,50.48484848484849,40.612612612612615,74.51239669421487,38.7050505050505,636.0688603362513,250
1251,Raccoon Mafia #1251,7.678188558260695,37.42905982905983,44.65967365967366,21.19944674965422,13.346569139672587,24.160151324085753,158.66666666666666,61.75342465753425,228.42324888226528,38.7050505050505,636.0214799719234,251
2514,Raccoon Mafia #2514,7.678188558260695,39.52346570397112,20.14616193480547,268.89824561403515,62.20454545454545,84.21538461538461,28.724137931034484,38.862068965517246,46.75777913361806,38.7050505050505,635.7150284162228,252
2985,Raccoon Mafia #2985,7.678188558260695,37.55746140651801,44.65967365967366,268.89824561403515,11.534617700180613,32.03846153846154,47.599999999999994,71.55555555555557,74.51239669421487,38.7050505050505,634.7396512319506,253
1300,Raccoon Mafia #1300,7.678188558260695,37.55746140651801,22.05987334484744,312.8,21.977631201605966,49.95827900912647,48.28985507246377,48.473118279569896,46.75777913361806,38.7050505050505,634.2572365110609,254
306,Raccoon Mafia #306,7.678188558260695,37.55746140651801,20.14616193480547,30.11237721021611,89.31934731934732,35.727738927738926,87.68421052631578,58.54545454545455,228.42324888226528,38.7050505050505,633.8992398159727,255
1140,Raccoon Mafia #1140,7.678188558260695,41.31320754716981,24.995433789954337,312.8,13.346569139672587,70.17948717948718,4.6149584487534625,27.48780487804878,111.47054545454546,18.55593220338983,632.4421271992821,256
2025,Raccoon Mafia #2025,7.678188558260695,40.62337662337662,24.995433789954337,268.89824561403515,68.3030303030303,13.870769230769232,4.6149584487534625,53.035294117647055,131.45111492281305,18.55593220338983,632.0263438120297,257
2074,Raccoon Mafia #2074,7.678188558260695,40.850746268656714,20.14616193480547,268.89824561403515,51.227272727272734,46.78632478632479,52.06250000000001,58.54545454545455,46.75777913361806,38.7050505050505,631.6577240734787,258
1102,Raccoon Mafia #1102,7.678188558260695,39.52346570397112,24.995433789954337,312.8,46.4460606060606,24.76923076923077,54.622950819672134,93.91666666666669,7.105465671503407,18.55593220338983,630.4133947887096,259
