TOKEN_ID,TOKEN_NAME,Background,Skin Tone,Eyes,Facial Features,Hairstyle,Clothes,Necklace,Earrings,Mouth,Lips Color,Trait Count,Face Accessories,RARITY_SCORE,Rank
8317,world-of-women-nft #8317,8.371002846140968,5.773405385432544,21.10773387369132,2.344511966389076,5.713241007358655,30.864197530864196,1.7303433001107422,2.0631148082128474,22.91895856252292,61.050061050061046,268.81720430107526,1.181731378276941,431.9355060101365,1
4730,world-of-women-nft #4730,8.648125086481251,70.02801120448179,3.4209085933223866,2.344511966389076,5.271592442645074,15.587978550941513,1.7303433001107422,2.0631148082128474,18.44473956027741,5.967299200381907,268.81720430107526,1.181731378276941,403.5055603925962,2
4791,world-of-women-nft #4791,7.706772711859182,30.215131737974378,7.206272339444252,2.344511966389076,15.48371113588505,7.833552672808172,1.7303433001107422,5.935422602089269,9.988413440409126,19.139488592864797,268.81720430107526,1.181731378276941,377.58255617918627,3
8350,world-of-women-nft #8350,8.198871835235472,5.801540889260187,23.251488095238095,2.344511966389076,5.703075098092892,17.437399734951523,1.7303433001107422,2.0631148082128474,18.44473956027741,10.832358421075437,268.81720430107526,1.181731378276941,365.80637938819586,4
5320,world-of-women-nft #5320,8.288575028181155,5.773405385432544,3.7483507256807007,2.344511966389076,5.703075098092892,31.49407911312673,1.7303433001107422,2.0631148082128474,22.91895856252292,10.832358421075437,268.81720430107526,1.181731378276941,364.89570808817723,5
2400,world-of-women-nft #2400,8.923153799478888,5.801540889260187,7.154304029304029,2.344511966389076,8.05308594253318,30.864197530864196,1.7303433001107422,2.0631148082128474,22.91895856252292,3.9577001013171222,268.81720430107526,1.181731378276941,363.80984660934536,6
6795,world-of-women-nft #6795,8.198871835235472,30.215131737974378,7.206272339444252,2.344511966389076,15.48371113588505,5.769008884273681,10.918937805730259,2.0631148082128474,5.342907824154217,6.0522429612414355,268.81720430107526,1.181731378276941,363.5936469778929,7
7969,world-of-women-nft #7969,8.45508658008658,11.648495014444133,7.206272339444252,5.609405851732185,15.48371113588505,15.587978550941513,1.7303433001107422,2.0631148082128474,5.557778667022364,19.139488592864797,268.81720430107526,1.181731378276941,362.48061052009666,8
6777,world-of-women-nft #6777,8.371002846140968,5.976286096768025,21.10773387369132,2.344511966389076,5.341880341880342,7.793989275470756,1.7303433001107422,2.0631148082128474,18.44473956027741,19.139488592864797,268.81720430107526,1.181731378276941,362.31202634115846,9
1918,world-of-women-nft #1918,8.261458643138033,5.801540889260187,18.836648583484024,5.485343163068282,15.48371113588505,5.231219920485457,1.7303433001107422,2.0631148082128474,22.91895856252292,6.0522429612414355,268.81720430107526,1.181731378276941,361.8635176467612,10
4708,world-of-women-nft #4708,8.648125086481251,5.970291827864546,7.171543316121629,2.344511966389076,15.48371113588505,16.33026324384349,7.377242681775261,2.0631148082128474,18.298931342409603,5.967299200381907,268.81720430107526,1.181731378276941,359.65397028871683,11
8323,world-of-women-nft #8323,8.371002846140968,30.215131737974378,6.541077969649399,2.344511966389076,8.260639703938674,5.611672278338944,1.7303433001107422,2.0631148082128474,18.298931342409603,3.9577001013171222,268.81720430107526,1.181731378276941,357.393061733834,12
3238,world-of-women-nft #3238,8.198871835235472,5.976286096768025,38.65182436611008,2.344511966389076,5.662770680438526,7.833552672808172,1.7303433001107422,2.0631148082128474,9.988413440409126,3.9577001013171222,268.81720430107526,1.181731378276941,356.4063249471514,13
9367,world-of-women-nft #9367,8.45508658008658,11.97662163456932,7.154304029304029,5.485343163068282,15.48371113588505,16.33026324384349,1.7303433001107422,2.0631148082128474,9.988413440409126,6.0522429612414355,268.81720430107526,1.181731378276941,354.7183799760831,14
6002,world-of-women-nft #6002,8.371002846140968,12.24769743288262,7.312507312507313,2.344511966389076,26.27154266498529,7.833552672808172,1.7303433001107422,2.0631148082128474,9.988413440409126,6.0522429612414355,268.81720430107526,1.181731378276941,354.2138650850398,15
6600,world-of-women-nft #6600,8.371002846140968,5.801540889260187,3.3781957732014485,28.935185185185183,15.48371113588505,8.252459232851388,1.7303433001107422,2.0631148082128474,5.342907824154217,3.9577001013171222,268.81720430107526,1.181731378276941,353.31509677567135,16
2809,world-of-women-nft #2809,8.198871835235472,5.685177604948379,21.41144227475163,11.421783625730994,5.280277108942678,7.716049382716049,10.629251700680273,220.45855379188714,22.91895856252292,3.9577001013171222,7.335680751173709,26.933850463262225,351.9475972031686,17
5458,world-of-women-nft #5458,8.371002846140968,5.801540889260187,3.3781957732014485,2.344511966389076,15.48371113588505,5.3864219076551825,1.7303433001107422,22.47393024092053,9.988413440409126,5.967299200381907,268.81720430107526,1.181731378276941,350.9243063797064,18
302,world-of-women-nft #302,8.261458643138033,6.3525943995527765,18.836648583484024,2.344511966389076,18.006338231057335,5.3864219076551825,1.7303433001107422,2.0631148082128474,5.557778667022364,10.832358421075437,268.81720430107526,1.181731378276941,349.37050460705,19
9880,world-of-women-nft #9880,8.352544184958738,5.970291827864546,18.836648583484024,2.344511966389076,5.271592442645074,5.769008884273681,1.7303433001107422,2.0631148082128474,22.91895856252292,6.0522429612414355,268.81720430107526,1.181731378276941,349.30819320105525,20
3090,world-of-women-nft #3090,8.288575028181155,6.098750975800156,7.154304029304029,2.344511966389076,8.218277449046681,30.864197530864196,1.7303433001107422,2.0631148082128474,5.574508885767164,6.0522429612414355,268.81720430107526,1.181731378276941,348.38776261426966,21
1359,world-of-women-nft #1359,8.371002846140968,30.8413520848754,7.154304029304029,2.344511966389076,5.237137590078767,7.833552672808172,1.7303433001107422,2.0631148082128474,5.342907824154217,6.0522429612414355,268.81720430107526,1.181731378276941,346.96940576266786,22
513,world-of-women-nft #513,8.288575028181155,5.976286096768025,21.10773387369132,2.344511966389076,5.341880341880342,17.437399734951523,1.7303433001107422,2.0631148082128474,5.574508885767164,5.967299200381907,268.81720430107526,1.181731378276941,345.8305889156863,23
