TOKEN_ID,TOKEN_NAME,Background,Skin,Skin Pattern,Tail Spikes,Bling Level,Eyewear,Face,Clothing,Headwear,Face Detail,Vest,Special,NUM_TRAITS,RARITY_SCORE,Rank
1935,Tezzardz #1935,2200.0,2200.0,1540.0,11.407407407407407,17.990654205607477,6.311475409836066,1283.3333333333335,34.710743801652896,11.205432937181664,12.1419185282523,6.360132158590308,13200.0,1711.111111111111,22234.57220889297,1
3352,Tezzardz #3352,2200.0,2200.0,1540.0,11.407407407407407,17.990654205607477,6.311475409836066,1283.3333333333335,34.710743801652896,11.205432937181664,12.1419185282523,6.360132158590308,13200.0,1711.111111111111,22234.57220889297,2
68,Tezzardz #68,2200.0,2200.0,1540.0,11.407407407407407,17.990654205607477,6.311475409836066,1283.3333333333335,34.710743801652896,11.205432937181664,12.1419185282523,6.360132158590308,13200.0,1711.111111111111,22234.57220889297,3
4004,Tezzardz #4004,2200.0,2200.0,1540.0,11.407407407407407,17.990654205607477,6.311475409836066,1283.3333333333335,34.710743801652896,11.205432937181664,12.1419185282523,6.360132158590308,13200.0,1711.111111111111,22234.57220889297,4
4156,Tezzardz #4156,2200.0,2200.0,1540.0,11.407407407407407,17.990654205607477,6.311475409836066,1283.3333333333335,34.710743801652896,11.205432937181664,12.1419185282523,6.360132158590308,13200.0,1711.111111111111,22234.57220889297,5
2915,Tezzardz #2915,2200.0,2200.0,1540.0,11.407407407407407,17.990654205607477,6.311475409836066,1283.3333333333335,34.710743801652896,11.205432937181664,12.1419185282523,6.360132158590308,13200.0,1711.111111111111,22234.57220889297,6
2331,Tezzardz #2331,19.24198250728863,16.117216117216117,118.46153846153847,11.407407407407407,17.990654205607477,6.311475409836066,19.543147208121827,34.710743801652896,11.205432937181664,12.1419185282523,6.360132158590308,3.1473533619456364,5133.333333333333,5409.972335437972,7
526,Tezzardz #526,17.95918367346939,16.117216117216117,10.535917901938426,11.407407407407407,17.990654205607477,6.311475409836066,19.444444444444446,34.710743801652896,11.205432937181664,12.1419185282523,6.360132158590308,3.1473533619456364,5133.333333333333,5300.665213280875,8
1697,Tezzardz #1697,19.24198250728863,16.751269035532992,10.153846153846153,17.407686510926904,155.55555555555557,21.44846796657382,20.424403183023873,48.27586206896552,40.526315789473685,116.9620253164557,111.59420289855073,3.1473533619456364,488.88888888888886,1070.3778592370281,9
3158,Tezzardz #3158,18.803418803418804,15.92279855247286,10.535917901938426,40.88495575221239,155.55555555555557,48.42767295597485,11.031518624641834,9.333333333333334,18.849449204406366,116.9620253164557,115.5,3.1473533619456364,488.88888888888886,1053.8428882512446,10
2717,Tezzardz #2717,19.24198250728863,16.751269035532992,11.830985915492958,17.407686510926904,155.55555555555557,21.44846796657382,13.848920863309354,10.90909090909091,12.968421052631578,116.9620253164557,143.47826086956522,3.1473533619456364,488.88888888888886,1032.4389087532581,11
3642,Tezzardz #3642,18.13186813186813,15.827338129496402,11.830985915492958,17.407686510926904,29.501915708812263,33.333333333333336,12.664473684210527,140.0,14.560352978254016,116.9620253164557,111.59420289855073,3.1473533619456364,488.88888888888886,1013.8504248582356,12
1521,Tezzardz #1521,17.95918367346939,15.92279855247286,16.153846153846153,81.62544169611307,10.613370089593385,21.44846796657382,19.444444444444446,73.6842105263158,10.879547862945955,116.9620253164557,111.59420289855073,3.1473533619456364,488.88888888888886,988.3237814316159,13
71,Tezzardz #71,18.13186813186813,15.92279855247286,11.92258064516129,81.62544169611307,10.613370089593385,11.864406779661017,19.543147208121827,73.6842105263158,18.922793364734794,116.9620253164557,111.59420289855073,3.1473533619456364,488.88888888888886,982.8230874598831,14
3550,Tezzardz #3550,18.13186813186813,16.117216117216117,16.153846153846153,40.88495575221239,15.430861723446895,87.5,17.53986332574032,35.59322033898305,12.968421052631578,116.9620253164557,111.59420289855073,3.1473533619456364,488.88888888888886,980.9127230617855,15
773,Tezzardz #773,18.803418803418804,15.827338129496402,118.46153846153847,17.407686510926904,10.613370089593385,16.382978723404253,20.424403183023873,12.173913043478262,24.686080683943356,116.9620253164557,111.59420289855073,3.1473533619456364,488.88888888888886,975.3731980946646,16
3809,Tezzardz #3809,19.326500732064424,16.117216117216117,11.92258064516129,17.407686510926904,56.204379562043805,48.42767295597485,20.424403183023873,12.173913043478262,10.879547862945955,116.9620253164557,143.47826086956522,3.1473533619456364,488.88888888888886,965.360429049691,17
3761,Tezzardz #3761,20.000000000000004,17.010309278350515,11.92258064516129,40.88495575221239,10.613370089593385,48.42767295597485,19.543147208121827,10.90909090909091,56.548347613219086,116.9620253164557,115.5,3.1473533619456364,488.88888888888886,960.3577420190145,18
2138,Tezzardz #2138,19.24198250728863,89.18918918918921,11.830985915492958,17.407686510926904,10.613370089593385,11.864406779661017,20.424403183023873,10.90909090909091,12.968421052631578,116.9620253164557,143.47826086956522,3.1473533619456364,488.88888888888886,956.9260645737538,19
2275,Tezzardz #2275,20.000000000000004,16.117216117216117,10.535917901938426,40.88495575221239,10.613370089593385,33.333333333333336,19.444444444444446,21.98952879581152,14.560352978254016,116.9620253164557,115.5,3.1473533619456364,488.88888888888886,911.9773869800938,20
2019,Tezzardz #2019,19.326500732064424,16.751269035532992,10.153846153846153,17.407686510926904,15.430861723446895,11.864406779661017,32.489451476793256,48.27586206896552,10.879547862945955,116.9620253164557,115.5,3.1473533619456364,488.88888888888886,907.0776999114732,21
494,Tezzardz #494,19.326500732064424,15.92279855247286,10.535917901938426,40.88495575221239,10.613370089593385,29.056603773584907,20.424403183023873,12.173913043478262,10.879547862945955,116.9620253164557,115.5,3.1473533619456364,488.88888888888886,894.3162784586048,22
1057,Tezzardz #1057,19.326500732064424,15.827338129496402,10.535917901938426,17.407686510926904,29.501915708812263,16.382978723404253,12.664473684210527,21.98952879581152,23.49351639969489,116.9620253164557,115.5,3.1473533619456364,488.88888888888886,891.6281241536499,23
1918,Tezzardz #1918,17.95918367346939,16.751269035532992,10.535917901938426,17.407686510926904,10.613370089593385,48.42767295597485,13.848920863309354,9.333333333333334,18.922793364734794,116.9620253164557,115.5,3.1473533619456364,488.88888888888886,888.2984152961037,24
1667,Tezzardz #1667,18.803418803418804,15.827338129496402,10.535917901938426,17.407686510926904,29.501915708812263,11.864406779661017,12.664473684210527,12.173913043478262,33.30930064888248,116.9620253164557,115.5,3.1473533619456364,488.88888888888886,886.5866387781152,25
1214,Tezzardz #1214,19.326500732064424,16.117216117216117,10.153846153846153,17.407686510926904,10.613370089593385,21.44846796657382,13.848920863309354,10.90909090909091,13.037956822350784,116.9620253164557,143.47826086956522,3.1473533619456364,488.88888888888886,885.3395846018273,26
670,Tezzardz #670,18.803418803418804,16.751269035532992,10.153846153846153,17.407686510926904,10.613370089593385,16.382978723404253,11.031518624641834,12.173913043478262,10.879547862945955,116.9620253164557,143.47826086956522,3.1473533619456364,488.88888888888886,876.674077284644,27
2441,Tezzardz #2441,18.803418803418804,16.117216117216117,10.153846153846153,17.407686510926904,15.430861723446895,33.333333333333336,13.848920863309354,10.90909090909091,10.879547862945955,116.9620253164557,111.59420289855073,3.1473533619456364,488.88888888888886,867.4763927433754,28
16,Tezzardz #16,20.000000000000004,15.92279855247286,10.535917901938426,17.407686510926904,10.613370089593385,11.864406779661017,19.543147208121827,12.173913043478262,18.849449204406366,116.9620253164557,115.5,3.1473533619456364,488.88888888888886,861.4089568578893,29
170,Tezzardz #170,18.803418803418804,15.92279855247286,16.153846153846153,11.407407407407407,17.990654205607477,48.42767295597485,19.543147208121827,34.710743801652896,11.205432937181664,12.1419185282523,6.360132158590308,3.1473533619456364,641.6666666666666,857.4811927411388,30
3594,Tezzardz #3594,18.13186813186813,15.92279855247286,10.535917901938426,11.407407407407407,17.990654205607477,6.311475409836066,43.75,34.710743801652896,12.968421052631578,12.1419185282523,6.360132158590308,3.1473533619456364,641.6666666666666,835.0453571788697,31
2393,Tezzardz #2393,19.24198250728863,17.010309278350515,11.830985915492958,11.407407407407407,17.990654205607477,6.311475409836066,17.53986332574032,34.710743801652896,12.968421052631578,12.1419185282523,6.360132158590308,3.1473533619456364,641.6666666666666,812.3279136194627,32
1378,Tezzardz #1378,19.24198250728863,17.010309278350515,11.830985915492958,11.407407407407407,17.990654205607477,6.311475409836066,11.031518624641834,34.710743801652896,18.922793364734794,12.1419185282523,6.360132158590308,3.1473533619456364,641.6666666666666,811.7739412304675,33
766,Tezzardz #766,17.95918367346939,16.117216117216117,11.92258064516129,11.407407407407407,17.990654205607477,6.311475409836066,13.848920863309354,38.53211009174312,11.205432937181664,12.1419185282523,6.360132158590308,3.1473533619456364,641.6666666666666,808.6110520663867,34
