TOKEN_ID,TOKEN_NAME,Hat,Ear,Hair,Beard,Clothes,Skin,Background,Eyes,Mouth,Cheek,Face
8262,BUTTHEAD #8262,Halo,,Mullet Blonde,,College Sweater,Brown,Beige,,,,
8263,BUTTHEAD #8263,Hat Black,Feather,Pompadour Blue,,Ice Hockey,Dark Brown with tattoos,Peach,Googly Eyes,,,
8264,BUTTHEAD #8264,Chatham Fedora,Safety Pin,Short,,Dude,Brown with tattoos,Grey,Speed,,,
8265,BUTTHEAD #8265,,,Afro,,Striped Blue T-Shirt,Brown,Grey,Spring,Bubble Gum,,
8266,BUTTHEAD #8266,Bear,Feather,Long Brown,Scruff Brown,Worn Out,White with tattoos,Magenta,,,,
8267,BUTTHEAD #8267,,,Very Short,Gentlemen Mustache Blonde,American Football,Light,Beige,,,,
8268,BUTTHEAD #8268,,,Undercut Blonde,,Hoodie,Brown,Grey,Matrix,,,
8269,BUTTHEAD #8269,,,Pompadour Blue,,Leather Jacket,Light,Gradient,,,,
8270,BUTTHEAD #8270,Beanie Red,,Sissy Dark Blonde,,Joker,Brown,Grey,,,,
8271,BUTTHEAD #8271,,,Clown,Full Blonde,Hawaii Shirt Red,White,Cyan,,Straw,,
8272,BUTTHEAD #8272,,,Dreads Colorful,,Hoodie,Dark Brown,Green,Star,,,
8273,BUTTHEAD #8273,Halo,,Dreads Brown,,T-Shirt with Suspenders,Brown,Magenta,Insect,,,
8274,BUTTHEAD #8274,Snapback Mesh,,,Three-Day Brown,Punk Leather Jacket,Brown,Grey,,,,
8275,BUTTHEAD #8275,Beer,,Sissy Brown,,Hoodie,Brown with tattoos,Sand,Sweets,,,
8276,BUTTHEAD #8276,,Diamond,Punk Green,Gentlemen Mustache Brown,Turtleneck Sweater,Light,Sand,Buttons,,,
8277,BUTTHEAD #8277,Beanie Black,Safety Pin,Dreads Brown,Scruff Blonde,Shirt and Sweater,Light,Grey,Broken,,,
8278,BUTTHEAD #8278,Beer,Feather,Mullet Blonde,,Desert Jacket,White,Pastel Green,,,,
8279,BUTTHEAD #8279,,Triple Earring,Emo Black,,Party Tank Top,White,Grey,Burglar,,,
8280,BUTTHEAD #8280,Prison,Headphones,Short,Scruff Black,Sleeveless Sweater,Brown,Grey,Lolita,,,
8281,BUTTHEAD #8281,Bandana Black,,Undercut Pink,Scruff Blonde,Space Shirt,Light,Gradient,,,,
8282,BUTTHEAD #8282,Snapback Red,,Surfer Curly,Full Grey,Turtleneck Sweater,Gold,Sand,,,,
8283,BUTTHEAD #8283,Beanie Black,,Pompadour Blue,Scruff Black,Prison Shirt,White,Green,,Toothpick,,
8284,BUTTHEAD #8284,Hermes,,Sissy Dark Blonde,Mustache Blonde,Desert Jacket,Brown with tattoos,Cyan,Leon,Corn Straw,,
8285,BUTTHEAD #8285,Snapback Mesh,,Half Bald,Full Brown,Gigolo Outfit,Brown,Cyan,Broken,,,
8286,BUTTHEAD #8286,Snapback Red,,Short,,Shirt and Sweater,Light with tattoos,Peach,Broken,,,
8287,BUTTHEAD #8287,,Feather,Very Short,Full Brown,Tracksuit,White,Gradient,,Straw,,
8288,BUTTHEAD #8288,Flat Cap Clown,Earring,Mob-Top,Three-Day Brown,Bullseye Shirt,White with tattoos,Pastel Green,,,,
8289,BUTTHEAD #8289,,,Undercut Blue,Full Grey,Suit,Brown,Sand,Broken,,,
8290,BUTTHEAD #8290,,,Mullet Brown,Mustache Brown,Gigolo Outfit,Brown,Cyan,,Cigarette,,
8291,BUTTHEAD #8291,Beer,,Shoulder Long Colorful,,Marty,Brown,Sand,Buttons,Cigarette,,
8292,BUTTHEAD #8292,Flat Cap Black,,Curly Blonde,Scruff Black,Western Cowboy Jacket,Dark Brown with tattoos,Peach,,Knife,,
8293,BUTTHEAD #8293,,,Half Bald,,Prison Shirt,White,Green,,,Blush,
8294,BUTTHEAD #8294,Snapback Mesh,,Undercut Blonde,Full Brown,Caveman,Light,Magenta,,,,
8295,BUTTHEAD #8295,Hat Black,Diamond,Undercut Blue,Gentlemen Mustache Blonde,Beige Shirt,Light,Gradient,Speed,,,
8296,BUTTHEAD #8296,,Triple Earring,Short,Scruff Brown,Bomber Jacket,Light with tattoos,Peach,,Cigarette,,
8297,BUTTHEAD #8297,,,Shoulder Long Colorful,,Space Suit,Dark Brown with tattoos,Grey,Black Sunglasses ,,,Smiley
8298,BUTTHEAD #8298,Snapback Mesh,,Short,,Biker Vest,White,Grey,Lolita,Toothpick,,
8299,BUTTHEAD #8299,Crown,,Undercut Blonde,Full Grey,Party Tank Top,White,Cyan,Laser,,Blush,
8300,BUTTHEAD #8300,Mesh Cap Buttheads,Triple Earring,Bowl Brown,,Tank Top,Light,Sand,Star,,,
8301,BUTTHEAD #8301,,Diamond,Undercut Blue,,Fight Club,Dark Brown,Grey,Star,,,
8302,BUTTHEAD #8302,Beret,,,Mustache Blonde,Tank Top,White,Magenta,Monocle,Toothpick,Blush,
8303,BUTTHEAD #8303,,,Undercut Blue,,Biker Vest,Light,Sand,X-Ray,Bubble Gum,,
8304,BUTTHEAD #8304,Bear,Triple Earring,Nick Bowl Brown,Mustache Pink,Puffer Jacket,White,Grey,,,,
8305,BUTTHEAD #8305,Visor Green,Diamond,Long Brown,Scruff Black,Tank Top,Light,Pastel Green,,,,
8306,BUTTHEAD #8306,,,Curly Brown,Mustache Pink,Party Tank Top,Brown,Gradient,Lolita,,,
8307,BUTTHEAD #8307,Mesh Cap Buttheads,,,Gentlemen Mustache Blonde,Space Shirt,Brown,Cyan,,,,
8308,BUTTHEAD #8308,Bucket Hat Orange,Triple Earring,Mob-Top,Full Blonde,Space Shirt,Dark Brown with tattoos,Sand,,,,
8309,BUTTHEAD #8309,,,Emo Black,,Hawaii Shirt Red,Light,Beige,Steam Punk,,,
8310,BUTTHEAD #8310,,,Average Brown,,Hawaii Shirt Red,Brown with tattoos,Gradient,,,,
8311,BUTTHEAD #8311,Bucket Hat Orange,Earring,,,T-Shirt with Suspenders,Dark Brown with tattoos,Sand,,,,
8312,BUTTHEAD #8312,,,Very Short,,Ripped Shirt,Porcelain,Green,Lolita,Cigarette,,
8313,BUTTHEAD #8313,Beer,Headphones,Curly Blonde,Three-Day Blonde,Band Shirt,Brown,Peach,,,,
8314,BUTTHEAD #8314,Beanie Green,,Very Short,Gentlemen Mustache Brown,Gentlemen,Light with tattoos,Beige,,,,
8315,BUTTHEAD #8315,,,Shoulder Long Orange,,Suit,White,Sand,,,,
8316,BUTTHEAD #8316,Flat Cap Black,,Very Short,,Western Cowboy Jacket,Brown,Peach,Insect,,,
8317,BUTTHEAD #8317,,Diamond,Curly Blonde,Three-Day Brown,Suit,Light,Green,,,,
8318,BUTTHEAD #8318,Sailor,,Sissy Dark Blonde,,Band Shirt,Brown,Beige,Kiss,,,
8319,BUTTHEAD #8319,Charlie Chaplin,,Long Brown,Mustache Pink,Gym Tank Top,Light,Grey,,,,
8320,BUTTHEAD #8320,,Safety Pin,Afro,Three-Day Black,Hawaii Shirt Red,Light with tattoos,Green,Burglar,,,
8321,BUTTHEAD #8321,Paper Crown,,Mob-Top,,Band Shirt,Dark Brown with tattoos,Gradient,,,,
8322,BUTTHEAD #8322,,,Brain,,T-Shirt French Blue,Light with tattoos,Pastel Green,Buttons,,,
8323,BUTTHEAD #8323,,,Punk Red,,Joker,Light with tattoos,Magenta,,Pipe,,
8324,BUTTHEAD #8324,Crown,,,Full Grey,Turtleneck Sweater,Brown,Cyan,,,,
8325,BUTTHEAD #8325,,,Long Blonde,Full Blonde,Puffer Jacket,White with tattoos,Grey,,Cigarette,,
8326,BUTTHEAD #8326,,Earring,Punk Green,,Puffer Jacket,White,Beige,Steam Punk,,,
8327,BUTTHEAD #8327,Sailor,,Emo Dark Blonde,Scruff Brown,Tracksuit,Light,Gradient,Matrix,,,
8328,BUTTHEAD #8328,,,Fringe,,Party Tank Top,Light,Peach,Kiss,,,
8329,BUTTHEAD #8329,Crown,,Surfer Curly,Gentlemen Mustache Brown,Lumberjack,Dark Brown with tattoos,Pastel Green,Speed,,,
8330,BUTTHEAD #8330,Beanie Red,,Long Brown,Scruff Blonde,Tank Top,Dark Brown,Pastel Green,,Cigar,,
8331,BUTTHEAD #8331,,,Dreads Colorful,,Beige Shirt,White,Cyan,,,,
8332,BUTTHEAD #8332,Flat Cap Clown,,Very Short,Mustache Brown,Punk Leather Jacket,Dark Brown,Gradient,Pineapple,,,
8333,BUTTHEAD #8333,,,Mullet Blonde,Full Grey,T-Shirt with Suspenders,White with tattoos,Grey,Black Sunglasses ,,,
8334,BUTTHEAD #8334,Beanie Green,,Long Blonde,,Tracksuit,White with tattoos,Pastel Green,,Cigar,,
8335,BUTTHEAD #8335,Paper Crown,,Pompadour Blue,Three-Day Brown,Hoodie,Light,Grey,Monocle,Cigarette,,
8336,BUTTHEAD #8336,Sailor,,Bowl Brown,,Beige Shirt,Brown with tattoos,Beige,,,,
8337,BUTTHEAD #8337,Sailor,,Half Bald,Mustache Brown,T-Shirt French Blue,Dark Brown,Beige,3D,,,
8338,BUTTHEAD #8338,Hermes,,Classic Side Part,Gentlemen Mustache Blonde,Sleeveless Sweater,Brown with tattoos,Magenta,Kiss,,,
8339,BUTTHEAD #8339,Safety Helmet,Earring,Nick Bowl Brown,,Gentlemen,Brown with tattoos,Cyan,,Straw,,
8340,BUTTHEAD #8340,Safety Helmet,,Curly Blonde,,Gigolo Outfit,Brown,Peach,Lolita,,,
8341,BUTTHEAD #8341,Hat Black,,Pompadour Blonde,Three-Day Blonde,Band Shirt,Brown,Peach,Lolita,,,
8342,BUTTHEAD #8342,Cowboy Hat Brown,,Emo Dark Blonde,,Joker,Brown,Magenta,,,,
8343,BUTTHEAD #8343,Headband Sport,,Dreads Brown,Three-Day Brown,T-Shirt Lilac,Dark Brown,Green,,,,
8344,BUTTHEAD #8344,,,Nick Bowl Brown,Scruff Black,Beige Shirt,Brown,Peach,,,,
8345,BUTTHEAD #8345,,Diamond,Punk Green,,Polo Shirt,Light with tattoos,Beige,,,,
8346,BUTTHEAD #8346,,Triple Earring,Long Blonde,Gentlemen Mustache Pink,Pimp Coat Multicolor Pink,Dark Brown,Green,,,,
8347,BUTTHEAD #8347,FEZ,,Long Blonde,,Dungarees ,White,Beige,,,,
8348,BUTTHEAD #8348,Beer,,Average Blonde,,Space Suit,Brown with tattoos,Magenta,Monocle,,,
8349,BUTTHEAD #8349,Cowboy Hat Brown,,Pompadour Blue,Full Brown,T-Shirt French Blue,White,Gradient,,,,
8350,BUTTHEAD #8350,Cowboy Hat Black,,Shoulder Long Colorful,,Party Tank Top,Dark Brown,Gradient,Monocle,,,
8351,BUTTHEAD #8351,,,Punk Red,,Turtleneck Sweater,Light with tattoos,Magenta,,Pipe,,
8352,BUTTHEAD #8352,Beer,Triple Earring,Mob-Top,Three-Day Black,Fan Shirt,Light,Beige,,,,
8353,BUTTHEAD #8353,,,Half Bald,Three-Day Black,Gym Tank Top,Dark Brown,Cyan,Star,,,
8354,BUTTHEAD #8354,,,Short,Mustache Blonde,Ice Hockey,Light,Pastel Green,3D,,,
8355,BUTTHEAD #8355,Bucket Hat Army,Headphones,,Full Grey,College Sweater,Brown with tattoos,Green,Speed,,,
8356,BUTTHEAD #8356,Pizza,,Sissy Dark Blonde,,Biker Vest,Porcelain,Green,Monocle,,,
8357,BUTTHEAD #8357,Chatham Fedora,Earring,Fringe,Scruff Black,Leather Jacket,Dark Brown,Beige,,Corn Straw,,
8358,BUTTHEAD #8358,Chatham Fedora,Diamond,,Full Brown,Polo Shirt,White,Peach,Steam Punk,,,
8359,BUTTHEAD #8359,Party,,Bowl Colorful,Three-Day Blonde,American Football,Brown,Peach,,,,
8360,BUTTHEAD #8360,Beanie Green,,Pompadour Blonde,,Hawaii Shirt Red,White,Magenta,Sweets,Toothpick,,
8361,BUTTHEAD #8361,Top Hat,,Half Bald,,Marty,Light,Gradient,,,,
8362,BUTTHEAD #8362,Prison,,Nick Bowl Brown,Mustache Brown,Bomber Jacket,Brown,Gradient,Lolita,Corn Straw,,
8363,BUTTHEAD #8363,Cowboy Hat Black,Headphones,Jude,Mustache Brown,Striped Red T-Shirt,Infrared,Cyan,Googly Eyes,Straw,,
8364,BUTTHEAD #8364,Sailor,,Curly Brown,Gentlemen Mustache Brown,Shirt and Sweater,Light,Grey,3D,Bubble Gum,,
8365,BUTTHEAD #8365,,Triple Earring,Shoulder Long Colorful,Three-Day Brown,Band Shirt,Light,Magenta,,Straw,,
8366,BUTTHEAD #8366,,,Slicked Back,,Pimp Coat Multicolor Purple,Dark Brown,Grey,,,,
8367,BUTTHEAD #8367,Halo,Diamond,Fringe,Scruff Blonde,Pimp Coat Multicolor Pink,Dark Brown with tattoos,Grey,,,,
8368,BUTTHEAD #8368,,,Brain,Scruff Black,Biker Vest,Light with tattoos,Beige,Speed,,,
8369,BUTTHEAD #8369,Snapback Mesh,Safety Pin,Nick Bowl Brown,Three-Day Black,Beige Shirt,Light,Gradient,,Bubble Gum,,
8370,BUTTHEAD #8370,Halo,,Shoulder Long Orange,Gentlemen Mustache Blonde,College Sweater,Brown with tattoos,Cyan,Leon,,,
8371,BUTTHEAD #8371,Mesh Cap Fish,Safety Pin,Half Bald,,Bomber Jacket,Dark Brown,Cyan,Buttons,,,
8372,BUTTHEAD #8372,,,Long Brown,,Fight Club,Light with tattoos,Magenta,,Cigar,,Smiley
8373,BUTTHEAD #8373,Hat Beige,,Long Brown,Gentlemen Mustache Brown,Shirt and Sweater,White,Grey,,Bubble Gum,,
8374,BUTTHEAD #8374,,,Slicked Back,,Clown,Light,Cyan,Star,,,
8375,BUTTHEAD #8375,,,Crop,,Tank Top,White,Gradient,,Straw,,
8376,BUTTHEAD #8376,Cowboy Hat Brown,,Emo Dark Blonde,,Dungarees ,Dark Brown,Grey,X-Ray,,,
8377,BUTTHEAD #8377,,,Average Blonde,,Joker,Light with tattoos,Peach,Pineapple,,,
8378,BUTTHEAD #8378,Hat Beige,,Bowl Colorful,,Dressing Gown,White,Peach,,Cigarette,,
8379,BUTTHEAD #8379,Ranger Hat,,Short,,Jeans Jacket,White,Beige,Lolita,Corn Straw,,
8380,BUTTHEAD #8380,,Headphones,20s,,Jeans Jacket,White,Peach,Steam Punk,,,
8381,BUTTHEAD #8381,Beanie Green,Earring,Long Brown,Full Grey,Western Cowboy Jacket,Light,Grey,,Bubble Gum,,
8382,BUTTHEAD #8382,Cowboy Hat Black,Headphones,Bowl Brown,Scruff Blonde,Gentlemen,White,Gradient,,,,
8383,BUTTHEAD #8383,Visor Green,,Long Blonde,,Pimp Coat Multicolor Purple,White,Peach,,,,
8384,BUTTHEAD #8384,,,,,Gentlemen,Light,Beige,Black Sunglasses ,,,
8385,BUTTHEAD #8385,Bandana Pirate,,Mob-Top,,Evel Knievel,Light with tattoos,Beige,,,,
8386,BUTTHEAD #8386,Flower Crown,,Mullet Blonde,,Biker Vest,Brown with tattoos,Grey,,,,
8387,BUTTHEAD #8387,Mesh Cap Fish,,Dreads Colorful,Gentlemen Mustache Brown,Pimp Coat Multicolor Pink,Brown,Gradient,Burglar,,,
8388,BUTTHEAD #8388,Snapback Red,,Pompadour Blonde,,Western Cowboy Jacket,Light,Peach,Lolita,,,
8389,BUTTHEAD #8389,Flat Cap Clown,,Shoulder Long Colorful,,Hawaii Shirt Green,White,Magenta,,,,
8390,BUTTHEAD #8390,Crown,,Pompadour Blue,Mustache Pink,Shirt Dark,Brown,Peach,Kiss,,,
8391,BUTTHEAD #8391,Police,,Nick Bowl Colorful,Scruff Black,Space Shirt,Dark Brown,Sand,Monocle,,,
8392,BUTTHEAD #8392,Mesh Cap Buttheads,,Shoulder Long Orange,Mustache Brown,American Football,White,Beige,,,,
8393,BUTTHEAD #8393,Snapback Red,,Sissy Dark Blonde,,Pimp Coat Tiger,Dark Brown with tattoos,Cyan,Black Sunglasses ,,,
8394,BUTTHEAD #8394,Flower Crown,,Dreads Brown,,Dressing Gown,Brown,Magenta,Burglar,,,
8395,BUTTHEAD #8395,,,Punk Red,Scruff Brown,Punk Leather Jacket,White,Sand,Hippie,Bubble Gum,,
8396,BUTTHEAD #8396,Beanie Green,,Long Blonde,Scruff Brown,T-Shirt Lilac,Light,Gradient,,,,
8397,BUTTHEAD #8397,,,Punk Red,Three-Day Black,Western Cowboy Jacket,Light with tattoos,Cyan,X-Ray,Bubble Gum,,
8398,BUTTHEAD #8398,Bucket Hat Army,,Pompadour Blue,Gentlemen Mustache Pink,Prison Shirt,White,Beige,Ski,,,
8399,BUTTHEAD #8399,,,Afro Pink,,Clown,Porcelain,Cyan,Joke,,,
8400,BUTTHEAD #8400,Hat Beige,,Sissy Brown,Full Brown,Western Cowboy Jacket,White,Sand,,,,
8401,BUTTHEAD #8401,Commie Hat,,Sissy Brown,,Space Shirt,White,Green,,Straw,,
8402,BUTTHEAD #8402,,,Crop,,Tank Top,Light,Peach,,,,
8403,BUTTHEAD #8403,Hermes,,Undercut Blonde,,Hawaii Shirt Green,White with tattoos,Gradient,Googly Eyes,,,
8404,BUTTHEAD #8404,,Diamond,Undercut Blue,,Party Tank Top,White,Grey,,,,
8405,BUTTHEAD #8405,Mesh Cap Fish,,Shoulder Long Colorful,,Space Suit,Brown with tattoos,Cyan,,,,
8406,BUTTHEAD #8406,Snapback Mesh,,Average Blonde,,Marty,Light,Peach,Googly Eyes,Cigarette,,
8407,BUTTHEAD #8407,,,Brain,,Lumberjack,Brown with tattoos,Peach,Kiss,,,
8408,BUTTHEAD #8408,,Triple Earring,Mullet Brown,,Tracksuit,Infrared,Magenta,Lolita,,,
8409,BUTTHEAD #8409,,,Mob-Top,Scruff Black,Gigolo Outfit,Porcelain,Grey,,,,
8410,BUTTHEAD #8410,Cowboy Hat Black,Diamond,Half Bald,Full Grey,Bomber Jacket,Light,Pastel Green,Hippie,,,
8411,BUTTHEAD #8411,Snapback Red,,Pompadour Blonde,,Ripped Shirt,Light,Gradient,,Straw,,
8412,BUTTHEAD #8412,Flower Crown,,Long Brown,,Evel Knievel,Dark Brown with tattoos,Green,,Cigarette,,
8413,BUTTHEAD #8413,Flower Crown,,,,Pimp Coat Tiger,Dark Brown,Green,Black Sunglasses ,Bubble Gum,,
8414,BUTTHEAD #8414,,,Pompadour Blue,Mustache Brown,Punk Leather Jacket,Light with tattoos,Sand,,,,
8415,BUTTHEAD #8415,Bandana Pirate,Headphones,Short,Scruff Black,Lumberjack,Dark Brown,Gradient,Ski,,,
8416,BUTTHEAD #8416,,,Pompadour Blue,Scruff Blonde,Clown,Brown with tattoos,Grey,,,,
8417,BUTTHEAD #8417,,,Short,Gentlemen Mustache Brown,Biker Vest,Brown,Beige,,,,
8418,BUTTHEAD #8418,Headband Sport,Triple Earring,Mullet Brown,Scruff Black,Striped Blue T-Shirt,Dark Brown,Peach,,Cigarette,,
8419,BUTTHEAD #8419,Police,Diamond,Undercut Blonde,Scruff Black,Gigolo Outfit,Dark Brown,Pastel Green,Black Sunglasses ,Bubble Gum,,
8420,BUTTHEAD #8420,,,Afro Pink,,Hawaii Shirt Red,White,Green,3D,Bubble Gum,,
8421,BUTTHEAD #8421,,,Mullet Brown,,Lumberjack,Brown with tattoos,Gradient,,,,
8422,BUTTHEAD #8422,Mesh Cap Buttheads,,Very Short,,Caveman,Dark Brown,Magenta,Speed,,,
8423,BUTTHEAD #8423,,Feather,Fringe,Gentlemen Mustache Blonde,Fan Shirt,Dark Brown,Beige,,Bubble Gum,,
8424,BUTTHEAD #8424,Cowboy Hat Black,,Emo Dark Blonde,Scruff Brown,Space Shirt,Dark Brown,Cyan,Lolita,,,
8425,BUTTHEAD #8425,Mesh Cap Fish,,Dreads Brown,Three-Day Blonde,Tracksuit,Brown with tattoos,Beige,,,,
8426,BUTTHEAD #8426,Crown,,Average Blonde,Full Grey,Fan Shirt,Brown with tattoos,Magenta,,,,
8427,BUTTHEAD #8427,Paper Crown,Diamond,Bowl Brown,,Flamingo,Dark Brown,Peach,,,,
8428,BUTTHEAD #8428,,,Average Blonde,,Dressing Gown,White with tattoos,Cyan,Bike,Bubble Gum,,
8429,BUTTHEAD #8429,Snapback Red,Safety Pin,20s,,Space Suit,Dark Brown,Green,,,Scar,
8430,BUTTHEAD #8430,,,Bowl Brown,,Space Shirt,Light,Grey,,,,
8431,BUTTHEAD #8431,,,Curly Blonde,,Beige Shirt,Dark Brown,Grey,,,,
8432,BUTTHEAD #8432,,Triple Earring,Mullet Brown,,T-Shirt with Suspenders,White with tattoos,Pastel Green,3D,,,
8433,BUTTHEAD #8433,Crown,Diamond,Jude,,Leather Jacket,Light,Green,Leon,,,
8434,BUTTHEAD #8434,Mesh Cap Fish,,,Mustache Brown,Gigolo Outfit,Light,Gradient,Steam Punk,,,
8435,BUTTHEAD #8435,Flat Cap Black,,Curly Blonde,,Caveman,Dark Brown,Peach,Insect,,,
8436,BUTTHEAD #8436,Hermes,,Undercut Blue,Three-Day Blonde,Caveman,Dark Brown,Sand,Googly Eyes,Straw,,
8437,BUTTHEAD #8437,Safety Helmet,,Nick Bowl Brown,Scruff Blonde,Sleeveless Sweater,White,Gradient,Joke,,,
8438,BUTTHEAD #8438,Ranger Hat,,Curly Blonde,,Pimp Coat Multicolor Purple,White with tattoos,Green,Kiss,Pipe,,
8439,BUTTHEAD #8439,Paper Crown,,Sissy Dark Blonde,,Bathrobe,Dark Brown with tattoos,Beige,Leon,,,
8440,BUTTHEAD #8440,,,Shoulder Long Orange,Mustache Pink,Bullseye Shirt,Light with tattoos,Green,Insect,Cigarette,,
8441,BUTTHEAD #8441,Police,,Mullet Brown,Mustache Pink,Gentlemen,Dark Brown with tattoos,Magenta,,,,
8442,BUTTHEAD #8442,,,,Scruff Brown,College Sweater,Light,Peach,,,,
8443,BUTTHEAD #8443,Police,,Average Blonde,Full Brown,Dressing Gown,Infrared,Pastel Green,,,,
8444,BUTTHEAD #8444,Crown,,Undercut Blue,,Hawaii Shirt Red,Brown,Grey,Lolita,,,
8445,BUTTHEAD #8445,Cowboy Hat Brown,,,Scruff Black,Pimp Coat Multicolor Pink,Brown with tattoos,Green,Buttons,,,
8446,BUTTHEAD #8446,Beanie Green,,Shoulder Long Colorful,,Fight Club,White,Grey,,,,
8447,BUTTHEAD #8447,,Triple Earring,Emo Dark Blonde,Three-Day Blonde,Bomber Jacket,Brown,Pastel Green,,Cigarette,,
8448,BUTTHEAD #8448,Cowboy Hat Brown,,,Gentlemen Mustache Pink,Band Shirt,Dark Brown,Grey,Speed,Rainbow,,
8449,BUTTHEAD #8449,Commie Hat,Safety Pin,Emo Black,Mustache Pink,Evel Knievel,Brown,Pastel Green,Ski,,,
8450,BUTTHEAD #8450,,,Afro Pink,,Western Cowboy Jacket,White,Sand,Laser,,,
8451,BUTTHEAD #8451,,Diamond,Brain,Three-Day Black,Fan Shirt,Light,Gradient,,,,
8452,BUTTHEAD #8452,,,Sissy Brown,Mustache Pink,Western Cowboy Jacket,Light with tattoos,Grey,Star,Cigar,,
8453,BUTTHEAD #8453,,,,,Lumberjack,Dark Brown with tattoos,Peach,Matrix,,,
8454,BUTTHEAD #8454,Pizza,,Mullet Brown,Scruff Black,Gym Tank Top,Light,Pastel Green,,,,
8455,BUTTHEAD #8455,,Earring,Bowl Brown,Full Grey,Shirt and Sweater,Brown with tattoos,Peach,Pineapple,,Scar,
8456,BUTTHEAD #8456,Visor Green,,Undercut Blue,Mustache Brown,Striped Blue T-Shirt,Light,Sand,Burglar,,,
8457,BUTTHEAD #8457,,,Bowl Colorful,Full Brown,Bomber Jacket,White,Pastel Green,,,,
8458,BUTTHEAD #8458,Visor Red,,Emo Dark Blonde,,Jeans Jacket,Light,Beige,Broken,,,
8459,BUTTHEAD #8459,Beer,,Very Short,Scruff Brown,Joker,White,Pastel Green,Googly Eyes,,,
8460,BUTTHEAD #8460,Bucket Hat Orange,,Nick Bowl Colorful,Three-Day Black,T-Shirt Marigold,Dark Brown with tattoos,Cyan,Sweets,,,
8461,BUTTHEAD #8461,,,Afro Pink,,Western Cowboy Jacket,White with tattoos,Grey,Las Vegas,,,
8462,BUTTHEAD #8462,,,,Scruff Blonde,Hawaii Shirt Red,Brown,Gradient,Star,Toothpick,,
8463,BUTTHEAD #8463,Beer,,Nick Bowl Brown,,T-Shirt French Blue,Dark Brown,Sand,Kiss,,,
8464,BUTTHEAD #8464,Commie Hat,,Nick Bowl Brown,Mustache Blonde,Flamingo,Brown,Magenta,Sweets,,,
8465,BUTTHEAD #8465,Beanie Red,,Classic Side Part,Full Blonde,Dressing Gown,Brown,Gradient,Googly Eyes,Cigar,,
8466,BUTTHEAD #8466,,Triple Earring,Nick Bowl Brown,Mustache Blonde,Leather Jacket,Gold,Grey,,,,
8467,BUTTHEAD #8467,Paper Crown,,Classic Side Part,Gentlemen Mustache Pink,Pimp Coat Multicolor Purple,Brown,Peach,Buttons,,,
