TOKEN_ID,TOKEN_NAME,Sex,Fur,Eyes,Eyewear,Top,Neck,Head,Mouth,Nose,Ears,Expression,Background,Music,Dance,RARITY_SCORE,Rank
4997,Cleopatra,76.38658253072069,5000.0,6571.428571428571,4.391533886412021,5.590666018473505,6.597819850831899,5.141273247496423,9.086599241466498,16428.571428571428,9.256464433041554,127.77777777777777,43.95604395604396,30.12442698100851,7187.5,35505.80918792327,1
6820,None,32.90885677493204,5000.0,6571.428571428571,4.391533886412021,5.590666018473505,6.597819850831899,5.141273247496423,9.086599241466498,16428.571428571428,9.256464433041554,127.77777777777777,43.95604395604396,31.746031746031747,7187.5,35463.9530669325,2
158,None,76.38658253072069,1666.6666666666667,6571.428571428571,4.391533886412021,5.590666018473505,6.597819850831899,5.141273247496423,9.086599241466498,16428.571428571428,9.256464433041554,127.77777777777777,43.95604395604396,29.947916666666668,7187.5,32172.299344275598,3
9277,None,32.90885677493204,1666.6666666666667,6571.428571428571,4.391533886412021,5.590666018473505,6.597819850831899,5.141273247496423,9.086599241466498,16428.571428571428,9.256464433041554,127.77777777777777,43.95604395604396,32.6241134751773,7187.5,32131.497815328315,4
6663,None,76.38658253072069,1666.6666666666667,104.30839002267574,4.391533886412021,5.590666018473505,6.597819850831899,5.141273247496423,9.086599241466498,16428.571428571428,9.256464433041554,127.77777777777777,43.95604395604396,29.37420178799489,7187.5,25704.60544799103,5
4485,None,76.38658253072069,1666.6666666666667,95.93326381647549,4.391533886412021,5.590666018473505,6.597819850831899,5.141273247496423,9.086599241466498,16428.571428571428,9.256464433041554,127.77777777777777,43.95604395604396,31.356509884117248,7187.5,25698.212629880953,6
7167,None,32.90885677493204,1666.6666666666667,104.30839002267574,4.391533886412021,5.590666018473505,6.597819850831899,5.141273247496423,9.086599241466498,16428.571428571428,9.256464433041554,127.77777777777777,43.95604395604396,29.601029601029598,7187.5,25661.354550048272,7
6305,TERMINATOR,32.90885677493204,1666.6666666666667,95.93326381647549,4.391533886412021,5.590666018473505,6.597819850831899,5.141273247496423,9.086599241466498,16428.571428571428,9.256464433041554,127.77777777777777,43.95604395604396,31.16531165311653,7187.5,25654.54370589416,8
9,None,32.90885677493204,21.186440677966104,98.08102345415779,80.16730568142209,5.590666018473505,69.48640483383687,49.39862542955326,9.086599241466498,9.938639702705037,26.8299795858851,15.136558078315234,46.436503129416515,15333.333333333334,37.85385121790652,15835.434787159369,9
103,None,32.90885677493204,47.39336492890995,31.070584262073623,4.391533886412021,5.590666018473505,69.48640483383687,42.40412979351033,9.086599241466498,9.938639702705037,94.35897435897435,46.605876393110435,46.497523501465686,15333.333333333334,38.694481830417224,15811.76096885962,10
17,FOMO,76.38658253072069,14.727540500736376,37.02213279678068,52.17785843920145,71.60647571606475,6.597819850831899,5.141273247496423,9.086599241466498,9.938639702705037,49.06666666666666,15.136558078315234,48.27369083849302,15333.333333333334,34.933171324422844,15763.428342267236,11
121,None,32.90885677493204,156.25,398.2683982683983,52.17785843920145,5.590666018473505,6.597819850831899,42.40412979351033,78.33787465940054,9.938639702705037,85.90102707749766,44.70359572400389,43.68471035137702,7666.666666666667,38.694481830417224,8662.124725157415,12
117,None,32.90885677493204,11.778563015312132,31.070584262073623,4.391533886412021,49.19786096256684,6.597819850831899,342.26190476190476,33.236994219653184,27.868653822852295,32.451499118165785,11.52016028049086,46.681550639334276,7666.666666666667,50.394390885188436,8347.027039146386,13
15,None,32.90885677493204,263.1578947368421,9.60735171261487,51.621591291662,64.73402758232479,32.44005641748942,38.43582887700534,42.9745889387145,9.938639702705037,38.429406850459486,11.52016028049086,45.894442781602315,7666.666666666667,37.85385121790652,8346.183363831415,14
114,None,76.38658253072069,46.51162790697675,9.60735171261487,51.621591291662,5.590666018473505,83.33333333333334,94.57236842105263,83.09248554913296,9.938639702705037,9.256464433041554,42.533518261673606,43.68471035137702,7666.666666666667,38.694481830417224,8261.490488009847,15
124,None,76.38658253072069,15.360983102918585,51.94805194805194,4.391533886412021,78.01899592944369,40.35087719298245,64.46188340807174,125.0,9.938639702705037,26.8299795858851,15.136558078315234,43.68471035137702,7666.666666666667,38.694481830417224,8256.869944213968,16
