TOKEN_ID,TOKEN_NAME,Bones,Clothes,Hat,Super Power,Background,Eyes,Mouth,RARITY_SCORE,Rank
1,Wicked Ape #1,21872.8125,10936.40625,9999.0,34996.5,29163.75,31815.0,6.0785250286587695,138789.54727502866,1
666,Wicked Ape #666,21872.8125,10936.40625,9999.0,34996.5,29163.75,5.493869797962356,6.0785250286587695,106980.04114482662,2
1000,Wicked Ape #1000,21872.8125,10936.40625,9999.0,34996.5,29163.75,5.493869797962356,6.0785250286587695,106980.04114482662,3
999,Wicked Ape #999,21872.8125,10936.40625,9999.0,34996.5,29163.75,5.493869797962356,6.0785250286587695,106980.04114482662,4
4819,Wicked Ape #4819,13.328953382084096,2.664167174177832,3.4562737642585555,34996.5,23.017955801104975,5.493869797962356,530.25,35574.71121991959,5
2006,Wicked Ape #2006,173.59375000000003,42.225506756756765,16.075562700964632,3.8222477064220186,23.18263116057234,505.00000000000006,530.25,1294.149698324716,6
4638,Wicked Ape #4638,14.533430232558139,88.19682459677418,3.4562737642585555,384.5769230769231,22.11050037907506,5.493869797962356,530.25,1048.6178218475513,7
737,Wicked Ape #737,607.578125,45.75902196652719,19.415533980582524,3.8222477064220186,24.38440635451505,110.46875,143.95927601809956,955.3873610261462,8
8317,Wicked Ape #8317,607.578125,33.85884287925696,3.4562737642585555,113.62500000000001,24.04266281945589,5.493869797962356,143.95927601809956,932.0140502790333,9
1598,Wicked Ape #1598,607.578125,24.303124999999998,113.625,3.8222477064220186,24.38440635451505,67.26215644820296,49.173106646058734,890.1481671551987,10
2753,Wicked Ape #2753,607.578125,105.15775240384616,86.94782608695651,3.8222477064220186,23.072587025316455,5.493869797962356,54.75903614457832,886.8314441650818,11
6894,Wicked Ape #6894,607.578125,66.68540396341463,34.01020408163265,3.8222477064220186,23.017955801104975,5.493869797962356,143.95927601809956,884.5670823686362,12
5397,Wicked Ape #5397,607.578125,42.225506756756765,43.28571428571429,3.8222477064220186,22.11050037907506,59.690431519699814,96.70212765957449,875.4146533072424,13
7299,Wicked Ape #7299,607.578125,160.82950367647058,19.415533980582524,3.8222477064220186,24.04266281945589,47.5560538116592,6.0785250286587695,869.322652023249,14
1331,Wicked Ape #1331,607.578125,2.664167174177832,144.91304347826087,3.8222477064220186,23.017955801104975,67.26215644820296,6.0785250286587695,855.3362206368274,15
9734,Wicked Ape #9734,607.578125,82.22861842105264,19.415533980582524,3.8222477064220186,25.097891566265062,59.690431519699814,42.93522267206478,840.7680708660868,16
5404,Wicked Ape #5404,607.578125,36.4546875,3.4562737642585555,113.62500000000001,25.097891566265062,5.493869797962356,43.70192307692307,835.407770705409,17
5586,Wicked Ape #5586,31.02526595744681,2.664167174177832,33.89491525423729,3.8222477064220186,24.04266281945589,505.00000000000006,222.48251748251747,822.9317763942573,18
9124,Wicked Ape #9124,20.030048076923077,2.664167174177832,3.4562737642585555,231.76490066225165,24.38440635451505,5.493869797962356,530.25,818.0436658300886,19
7763,Wicked Ape #7763,607.578125,25.49278846153846,113.625,3.8222477064220186,24.38440635451505,5.493869797962356,35.31076581576026,815.7072031361981,20
3521,Wicked Ape #3521,607.578125,88.19682459677418,34.96153846153846,3.8222477064220186,22.160904255319153,5.493869797962356,35.31076581576026,797.5242756337764,21
7988,Wicked Ape #7988,607.578125,25.49278846153846,86.94782608695651,3.8222477064220186,23.017955801104975,43.522571819425444,6.0785250286587695,796.4600399041062,22
512,Wicked Ape #512,173.59375000000003,2.664167174177832,81.95901639344262,3.8222477064220186,23.017955801104975,505.00000000000006,6.0785250286587695,796.1356621038062,23
8624,Wicked Ape #8624,13.328953382084096,68.3525390625,33.89491525423729,3.8222477064220186,24.38440635451505,505.00000000000006,143.95927601809956,792.7423377778581,24
2654,Wicked Ape #2654,14.533430232558139,61.09724162011173,37.44943820224719,3.8222477064220186,23.072587025316455,505.00000000000006,143.95927601809956,788.9342208047552,25
3750,Wicked Ape #3750,607.578125,24.303124999999998,26.452380952380953,3.8222477064220186,23.072587025316455,47.5560538116592,54.75903614457832,787.543555640357,26
9705,Wicked Ape #9705,94.27936422413794,38.91959519572954,3.4562737642585555,3.8222477064220186,24.38440635451505,89.11764705882354,530.25,784.2295343038867,27
8662,Wicked Ape #8662,94.27936422413794,40.505208333333336,3.4562737642585555,3.8222477064220186,22.11050037907506,89.11764705882354,530.25,783.5412414660505,28
2042,Wicked Ape #2042,607.578125,2.664167174177832,63.28481012658228,3.8222477064220186,23.18263116057234,5.493869797962356,76.84782608695652,782.8736770526733,29
8754,Wicked Ape #8754,31.02526595744681,67.92798913043478,144.91304347826087,3.8222477064220186,23.072587025316455,505.00000000000006,6.0785250286587695,781.8396583265397,30
