TOKEN_ID,TOKEN_NAME,Fur,Role,Head,Mouth,Eyes,Eyewear,Face,Accesories,Body,Special,NUM_TRAITS,RARITY_SCORE,Rank
9999,Koala Agent #9999: 'Cleaner',3515.151515151515,16571.428571428572,4.717748495200911,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,96666.66666666667,14500.0,132214.67490996525,1
6969,Koala Agent #6969: 'Agent K',3515.151515151515,16571.428571428572,4.717748495200911,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,96666.66666666667,14500.0,132214.67490996525,2
42,Koala Agent #42: 'Punished Koala',3515.151515151515,16571.428571428572,4.717748495200911,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,96666.66666666667,14500.0,132214.67490996525,3
7,Koala Agent #7: 'Upper Echelon',3515.151515151515,16571.428571428572,4.717748495200911,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,96666.66666666667,14500.0,132214.67490996525,4
3000,Koala Agent #3000: 'Femme Fatale',3515.151515151515,16571.428571428572,4.717748495200911,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,96666.66666666667,14500.0,132214.67490996525,5
2289,Koala Agent #2289,313.8528138528139,66.76643260043744,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4565.0923251855975,6
1875,Koala Agent #1875,308.3466241360978,66.76643260043744,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4559.586135468881,7
4784,Koala Agent #4784,89.21704353176435,72.17521154803384,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4345.865333812145,8
188,Koala Agent #188,87.44157997889342,72.17521154803384,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4344.089870259273,9
6340,Koala Agent #6340,90.13209013209013,68.5336169207137,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4343.1387857851505,10
1519,Koala Agent #1519,84.4988344988345,69.9216395418927,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4338.893552773074,11
133,Koala Agent #133,85.73540280857354,66.76643260043744,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4336.974914141358,12
276,Koala Agent #276,58.97905226764287,72.17521154803384,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4315.627342548023,13
426,Koala Agent #426,58.00580058005799,69.9216395418927,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4312.400518854297,14
4587,Koala Agent #4587,58.58585858585859,68.5336169207137,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4311.592554238919,15
1048,Koala Agent #1048,55.61948599923283,69.9216395418927,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4310.0142042734715,16
1926,Koala Agent #1926,58.00580058005799,66.76643260043744,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4309.245311912842,17
2733,Koala Agent #2733,94.49332029977191,20.328052712743585,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4299.294451744861,18
9190,Koala Agent #9190,90.59668853483286,20.328052712743585,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4295.397819979923,19
9672,Koala Agent #9672,90.13209013209013,20.328052712743585,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4294.93322157718,20
116,Koala Agent #116,87.87878787878788,20.328052712743585,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4292.679919323878,21
4654,Koala Agent #4654,69.74506974506974,20.328052712743585,429.6296296296296,812.3249299719887,112.95034079844206,13.633265167007497,9.052174863046837,6.224444897564954,2.525252525252525,9.671502417875603,2788.4615384615386,4274.54620119016,22
