TOKEN_ID,TOKEN_NAME,Background,Body,Eyes,Clothes,Head,Mouth,RARITY_SCORE,Rank
9877,Wicked Cranium #9877,48.04017857142858,31.853319057815845,45.18197248525996,129.65060240963857,55.11846120313863,331.6504918032787,641.4950255305603,23
8594,Wicked Cranium #8594,99.52125147579694,69.51168224299064,355.92329345531317,41.8715953307393,36.417554723502306,35.24508710801394,638.4904643363565,24
7654,Wicked Cranium #7654,34.870863210148926,12.16312346688471,67.07785145888593,430.44,54.74853864472829,38.830479846449144,638.130856627097,25
1511,Wicked Cranium #1511,47.97638019351167,65.820796460177,37.345270619508234,430.44,17.393458972419012,38.830479846449144,637.806386092065,26
10207,Wicked Cranium #10207,99.52125147579694,29.053710937499996,24.87908898617738,430.44,31.43557710236808,17.130127011007623,632.4597555128499,27
1740,Wicked Cranium #1740,34.870863210148926,31.582802547770697,57.36921506352087,430.44,36.417554723502306,39.902721893491126,630.583157438434,28
1359,Wicked Cranium #1359,35.3485462678222,37.65949367088607,355.92329345531317,44.65145228215768,36.417554723502306,120.4207142857143,630.4210546853957,29
5310,Wicked Cranium #5310,37.05252747252747,29.456435643564355,54.84352635003253,430.44,36.417554723502306,38.830479846449144,627.0405240360759,30
658,Wicked Cranium #658,48.168285714285716,36.018159806295394,46.50731034482758,30.571022727272723,131.57310093652447,331.6504918032787,624.4883713324846,31
7577,Wicked Cranium #7577,90.54189044038668,338.0795454545454,20.96182858090186,41.8715953307393,71.55730050933786,54.38354838709677,617.3957087030078,32
9858,Wicked Cranium #9858,47.97638019351167,123.96249999999999,44.490411681914146,29.726519337016573,38.56989247311828,331.6504918032787,616.3761954888394,33
5828,Wicked Cranium #5828,35.3485462678222,36.639162561576356,40.843656626019545,430.44,38.66129032258065,33.66169717138103,615.5943529493798,34
5938,Wicked Cranium #5938,34.870863210148926,107.79347826086956,355.92329345531317,35.16666666666667,36.417554723502306,40.3001593625498,610.4720156790505,35
9842,Wicked Cranium #9842,48.04017857142858,123.96249999999999,40.843656626019545,34.49038461538461,31.314903101975116,331.6504918032787,610.3021147180866,36
7397,Wicked Cranium #7397,37.05252747252747,338.0795454545454,45.18197248525996,81.52272727272728,71.55730050933786,35.24508710801394,608.6391603024119,37
7833,Wicked Cranium #7833,40.22963728921413,71.17464114832535,355.92329345531317,61.142045454545446,36.417554723502306,43.600603448275855,608.4877755191764,38
6573,Wicked Cranium #6573,35.3485462678222,36.28170731707317,20.96182858090186,430.44,44.455216665201725,39.902721893491126,607.3900207244901,39
1126,Wicked Cranium #1126,90.54189044038668,57.43436293436293,355.92329345531317,40.91634980988593,17.393458972419012,44.95706666666667,607.1664222790345,40
10675,Wicked Cranium #10675,47.97638019351167,338.0795454545454,86.33782861044726,62.202312138728324,54.74853864472829,17.130127011007623,606.4747320529686,41
4252,Wicked Cranium #4252,52.50903239202658,28.388358778625953,67.07785145888593,73.7054794520548,52.460014521315216,331.6504918032787,605.7912284061872,42
10515,Wicked Cranium #10515,48.04017857142858,28.388358778625953,24.87908898617738,430.44,27.6526517222526,44.95706666666667,604.3573447251512,43
5394,Wicked Cranium #5394,44.164076143905,54.489010989010985,53.00985221674877,42.2,75.53270609318997,331.6504918032787,601.0461372461334,44
9665,Wicked Cranium #9665,48.168285714285716,100.51013513513514,355.92329345531317,44.65145228215768,27.6526517222526,17.130127011007623,594.035945320152,45
1679,Wicked Cranium #1679,46.5543998527246,338.0795454545454,54.84352635003253,37.23529411764706,81.16947520462206,35.24508710801394,593.1273280875856,46
8986,Wicked Cranium #8986,37.05252747252747,39.88069705093834,53.994555353902,78.54744525547444,51.95880419149374,331.6504918032787,593.0845211276147,47
160,Wicked Cranium #160,40.22963728921413,338.0795454545454,37.345270619508234,62.202312138728324,59.11255259467041,54.38354838709677,591.3528664837633,48
4836,Wicked Cranium #4836,40.22963728921413,39.88069705093834,53.994555353902,53.272277227722775,70.6279849183075,331.6504918032787,589.6556436433634,49
4463,Wicked Cranium #4463,46.5543998527246,70.83571428571427,46.50731034482758,34.49038461538461,59.11255259467041,331.6504918032787,589.1508534966002,50
9554,Wicked Cranium #9554,45.96210468920393,338.0795454545454,49.54614028213165,83.4186046511628,31.43557710236808,40.3001593625498,588.7421315419616,51
1185,Wicked Cranium #1185,45.96210468920393,31.853319057815845,67.07785145888593,30.571022727272723,81.16947520462206,331.6504918032787,588.2842649410792,52
9081,Wicked Cranium #9081,35.3485462678222,338.0795454545454,24.914630541871922,53.272277227722775,81.16947520462206,54.38354838709677,587.1680230836811,53
9578,Wicked Cranium #9578,44.164076143905,36.018159806295394,24.87908898617738,73.7054794520548,75.53270609318997,331.6504918032787,585.9500022849013,54
2107,Wicked Cranium #2107,45.96210468920393,70.83571428571427,40.843656626019545,40.91634980988593,54.74853864472829,331.6504918032787,584.9568558588307,55
5164,Wicked Cranium #5164,40.22963728921413,338.0795454545454,53.00985221674877,41.8715953307393,75.53270609318997,35.24508710801394,583.9684234924515,56
9235,Wicked Cranium #9235,47.97638019351167,338.0795454545454,37.345270619508234,80.90977443609022,38.66129032258065,40.3001593625498,583.272420388786,57
1996,Wicked Cranium #1996,35.3485462678222,100.51013513513514,355.92329345531317,56.636842105263156,17.393458972419012,17.130127011007623,582.9424029469603,58
2350,Wicked Cranium #2350,99.52125147579694,338.0795454545454,44.490411681914146,40.60754716981132,41.095880393272125,17.130127011007623,580.9247631863476,59
4887,Wicked Cranium #4887,48.491562799616496,42.99277456647398,355.92329345531317,52.74999999999999,27.6526517222526,52.95989528795811,580.7701778316144,60
8209,Wicked Cranium #8209,40.22963728921413,107.79347826086956,355.92329345531317,31.557184750733136,27.6526517222526,17.130127011007623,580.2863724893901,61
3725,Wicked Cranium #3725,48.168285714285716,39.88069705093834,355.92329345531317,78.54744525547444,17.393458972419012,39.513046875,579.4262273234307,62
5942,Wicked Cranium #5942,37.05252747252747,71.17464114832535,355.92329345531317,41.8715953307393,34.06067748669944,38.830479846449144,578.913214740054,63
8625,Wicked Cranium #8625,37.05252747252747,338.0795454545454,20.96182858090186,46.99126637554585,118.22510518934082,17.130127011007623,578.440400083869,64
4459,Wicked Cranium #4459,44.164076143905,54.489010989010985,37.586727110582636,51.24285714285714,59.11255259467041,331.6504918032787,578.2457157843048,65
7042,Wicked Cranium #7042,40.22963728921413,31.582802547770697,355.92329345531317,50.52112676056338,27.6526517222526,72.25242857142857,578.1619403465426,66
1260,Wicked Cranium #1260,46.5543998527246,338.0795454545454,68.93376039253101,30.484419263456093,75.53270609318997,17.130127011007623,576.7149580674546,67
9198,Wicked Cranium #9198,45.96210468920393,71.17464114832535,42.12618690654673,41.388461538461534,43.27603319928126,331.6504918032787,575.5779192850976,68
6635,Wicked Cranium #6635,34.870863210148926,71.17464114832535,46.50731034482758,52.74999999999999,38.56989247311828,331.6504918032787,575.5231989796989,69
9362,Wicked Cranium #9362,46.5543998527246,42.99277456647398,355.92329345531317,61.142045454545446,27.6526517222526,40.3001593625498,574.5653244138597,70
2634,Wicked Cranium #2634,47.97638019351167,29.456435643564355,42.33068295949113,76.31914893617021,43.27603319928126,331.6504918032787,571.0091727352974,71
495,Wicked Cranium #495,48.491562799616496,36.018159806295394,53.994555353902,30.058659217877096,70.6279849183075,331.6504918032787,570.8414138992772,72
14,Wicked Cranium #14,47.97638019351167,36.018159806295394,355.92329345531317,43.044000000000004,34.06067748669944,53.23863157894737,570.261142520767,73
6048,Wicked Cranium #6048,52.50903239202658,65.820796460177,46.50731034482758,30.571022727272723,41.095880393272125,331.6504918032787,568.1545341208547,74
5717,Wicked Cranium #5717,45.96210468920393,338.0795454545454,68.93376039253101,37.23529411764706,41.095880393272125,35.24508710801394,566.5516721552136,75
6294,Wicked Cranium #6294,48.491562799616496,12.16312346688471,68.93376039253101,50.52112676056338,54.74853864472829,331.6504918032787,566.5086038676027,76
16,Wicked Cranium #16,48.168285714285716,338.0795454545454,47.135787511649575,41.8715953307393,54.74853864472829,35.24508710801394,565.2488397639623,77
6634,Wicked Cranium #6634,46.5543998527246,28.388358778625953,355.92329345531317,43.391129032258064,17.393458972419012,72.25242857142857,563.9030686627693,78
3530,Wicked Cranium #3530,48.168285714285716,31.582802547770697,355.92329345531317,40.60754716981132,34.06067748669944,53.23863157894737,563.5812379528277,79
7980,Wicked Cranium #7980,34.870863210148926,29.456435643564355,355.92329345531317,61.142045454545446,36.417554723502306,44.95706666666667,562.767259153741,80
4802,Wicked Cranium #4802,46.5543998527246,42.99277456647398,355.92329345531317,61.142045454545446,36.417554723502306,17.130127011007623,560.1601950635671,81
461,Wicked Cranium #461,48.04017857142858,31.853319057815845,355.92329345531317,49.58986175115208,34.06067748669944,40.54244488977956,560.0097752121886,82
3205,Wicked Cranium #3205,44.164076143905,39.88069705093834,355.92329345531317,42.2,36.417554723502306,40.54244488977956,559.1280662634383,83
2758,Wicked Cranium #2758,46.5543998527246,69.51168224299064,355.92329345531317,42.2,27.6526517222526,17.130127011007623,558.9721542842886,84
213,Wicked Cranium #213,48.168285714285716,338.0795454545454,41.22988505747126,40.91634980988593,49.89316365788695,40.3001593625498,558.587389056625,85
7988,Wicked Cranium #7988,46.5543998527246,338.0795454545454,46.50731034482758,43.044000000000004,31.43557710236808,52.95989528795811,558.5807280424237,86
1302,Wicked Cranium #1302,45.96210468920393,338.0795454545454,20.96182858090186,81.52272727272728,36.336446583806314,35.24508710801394,558.1077396891988,87
443,Wicked Cranium #443,40.22963728921413,36.639162561576356,68.93376039253101,52.74999999999999,27.6526517222526,331.6504918032787,557.8557037688529,88
10009,Wicked Cranium #10009,34.870863210148926,65.820796460177,44.490411681914146,41.8715953307393,38.56989247311828,331.6504918032787,557.2740509593764,89
9383,Wicked Cranium #9383,48.168285714285716,29.053710937499996,355.92329345531317,43.391129032258064,27.6526517222526,52.95989528795811,557.1489661495676,90
1107,Wicked Cranium #1107,40.22963728921413,41.32083333333333,57.36921506352087,31.557184750733136,54.74853864472829,331.6504918032787,556.8759008848085,91
8164,Wicked Cranium #8164,48.04017857142858,65.820796460177,42.12618690654673,41.388461538461534,27.6526517222526,331.6504918032787,556.6787670021452,92
1,Wicked Cranium #1,46.5543998527246,36.28170731707317,40.843656626019545,51.24285714285714,49.89316365788695,331.6504918032787,556.4662763998401,93
9102,Wicked Cranium #9102,37.05252747252747,36.28170731707317,54.84352635003253,41.388461538461534,55.11846120313863,331.6504918032787,556.335175684512,94
2729,Wicked Cranium #2729,40.22963728921413,338.0795454545454,57.36921506352087,36.35472972972973,31.314903101975116,52.95989528795811,556.3079259269433,95
355,Wicked Cranium #355,40.22963728921413,36.28170731707317,355.92329345531317,46.18454935622317,36.417554723502306,40.54244488977956,555.5791870311054,96
5334,Wicked Cranium #5334,52.50903239202658,63.3,355.92329345531317,30.571022727272723,17.393458972419012,35.24508710801394,554.9418946550455,97
2553,Wicked Cranium #2553,48.491562799616496,39.88069705093834,355.92329345531317,37.23529411764706,34.06067748669944,39.206744186046514,554.798269096261,98
2869,Wicked Cranium #2869,48.04017857142858,36.28170731707317,45.18197248525996,42.2,49.89316365788695,331.6504918032787,553.2475138349274,99
2097,Wicked Cranium #2097,48.491562799616496,29.053710937499996,355.92329345531317,43.044000000000004,36.417554723502306,40.3001593625498,553.2302812784818,100
2093,Wicked Cranium #2093,48.04017857142858,37.65949367088607,355.92329345531317,50.52112676056338,17.393458972419012,43.600603448275855,553.1381548788861,101
1865,Wicked Cranium #1865,37.05252747252747,71.17464114832535,42.33068295949113,42.2,27.6526517222526,331.6504918032787,552.0609951058752,102
106,Wicked Cranium #106,48.491562799616496,29.456435643564355,355.92329345531317,61.142045454545446,17.393458972419012,39.513046875,551.9198432004584,103
2624,Wicked Cranium #2624,34.870863210148926,29.456435643564355,47.135787511649575,37.23529411764706,70.6279849183075,331.6504918032787,550.9768572045962,104
8539,Wicked Cranium #8539,48.168285714285716,39.88069705093834,355.92329345531317,36.35472972972973,36.417554723502306,33.66169717138103,550.4062578451502,105
9595,Wicked Cranium #9595,47.97638019351167,41.78511235955056,41.22988505747126,34.938311688311686,51.95880419149374,331.6504918032787,549.5389852936177,106
6137,Wicked Cranium #6137,48.04017857142858,47.677884615384606,355.92329345531317,44.65145228215768,17.393458972419012,35.24508710801394,548.931355004717,107
1770,Wicked Cranium #1770,35.3485462678222,338.0795454545454,73.89932787843367,37.23529411764706,47.15336565355212,17.130127011007623,548.846206383008,108
2009,Wicked Cranium #2009,40.22963728921413,338.0795454545454,24.914630541871922,40.60754716981132,51.95880419149374,52.95989528795811,548.7500599348946,109
6360,Wicked Cranium #6360,37.05252747252747,47.677884615384606,355.92329345531317,36.35472972972973,36.417554723502306,35.24508710801394,548.6710771044712,110
6598,Wicked Cranium #6598,52.50903239202658,338.0795454545454,20.96182858090186,44.65145228215768,51.95880419149374,40.3001593625498,548.460822263675,111
6079,Wicked Cranium #6079,35.3485462678222,39.88069705093834,355.92329345531317,49.58986175115208,27.6526517222526,39.513046875,547.9080971224784,112
1479,Wicked Cranium #1479,48.04017857142858,29.053710937499996,355.92329345531317,43.044000000000004,17.393458972419012,54.38354838709677,547.8381903237575,113
1256,Wicked Cranium #1256,34.870863210148926,338.0795454545454,52.6895509948953,34.49038461538461,47.15336565355212,40.3001593625498,547.5838692910761,114
8306,Wicked Cranium #8306,46.5543998527246,29.456435643564355,67.07785145888593,36.35472972972973,36.336446583806314,331.6504918032787,547.4303550719897,115
7091,Wicked Cranium #7091,48.168285714285716,36.28170731707317,20.96182858090186,80.90977443609022,27.6526517222526,331.6504918032787,545.6247395738823,116
8509,Wicked Cranium #8509,46.5543998527246,338.0795454545454,47.135787511649575,46.18454935622317,49.89316365788695,17.130127011007623,544.9775728440374,117
4503,Wicked Cranium #4503,48.168285714285716,44.140949554896146,44.490411681914146,34.938311688311686,41.095880393272125,331.6504918032787,544.4843308359585,118
9859,Wicked Cranium #9859,34.870863210148926,37.65949367088607,53.00985221674877,34.49038461538461,52.460014521315216,331.6504918032787,544.1411000377623,119
596,Wicked Cranium #596,35.3485462678222,338.0795454545454,36.871546256470076,43.044000000000004,55.11846120313863,35.24508710801394,543.7071862899902,120
10179,Wicked Cranium #10179,48.04017857142858,31.582802547770697,355.92329345531317,41.8715953307393,17.393458972419012,48.86637681159421,543.6777056892649,121
3423,Wicked Cranium #3423,44.164076143905,41.32083333333333,24.87908898617738,46.18454935622317,55.11846120313863,331.6504918032787,543.3175008260562,122
6586,Wicked Cranium #6586,44.164076143905,338.0795454545454,53.994555353902,37.23529411764706,34.06067748669944,35.24508710801394,542.7792356647128,123
8249,Wicked Cranium #8249,45.96210468920393,41.78511235955056,355.92329345531317,30.484419263456093,17.393458972419012,48.86637681159421,540.414765551537,124
4337,Wicked Cranium #4337,34.870863210148926,12.16312346688471,24.914630541871922,84.73228346456693,51.95880419149374,331.6504918032787,540.2901966782449,125
8466,Wicked Cranium #8466,37.05252747252747,338.0795454545454,41.22988505747126,62.202312138728324,44.455216665201725,17.130127011007623,540.1496137994818,126
4801,Wicked Cranium #4801,46.5543998527246,29.456435643564355,355.92329345531317,34.49038461538461,27.6526517222526,44.95706666666667,539.0342319559061,127
8722,Wicked Cranium #8722,45.96210468920393,29.456435643564355,68.93376039253101,31.557184750733136,31.314903101975116,331.6504918032787,538.8748803812863,128
2173,Wicked Cranium #2173,48.04017857142858,338.0795454545454,47.135787511649575,41.8715953307393,27.6526517222526,35.24508710801394,538.0248456986294,129
5187,Wicked Cranium #5187,48.168285714285716,37.65949367088607,46.50731034482758,30.571022727272723,43.27603319928126,331.6504918032787,537.8326374598321,130
4517,Wicked Cranium #4517,34.870863210148926,31.582802547770697,46.50731034482758,40.60754716981132,52.460014521315216,331.6504918032787,537.6790295971525,131
10250,Wicked Cranium #10250,34.870863210148926,338.0795454545454,24.914630541871922,61.142045454545446,43.27603319928126,35.24508710801394,537.5282049684068,132
7659,Wicked Cranium #7659,35.3485462678222,37.65949367088607,53.994555353902,37.23529411764706,41.095880393272125,331.6504918032787,536.9842616068081,133
10758,Wicked Cranium #10758,48.04017857142858,36.018159806295394,53.994555353902,30.484419263456093,36.336446583806314,331.6504918032787,536.5242513821671,134
9423,Wicked Cranium #9423,37.05252747252747,12.16312346688471,355.92329345531317,43.391129032258064,34.06067748669944,53.23863157894737,535.8293824926302,135
5445,Wicked Cranium #5445,34.870863210148926,39.88069705093834,355.92329345531317,43.391129032258064,27.6526517222526,33.66169717138103,535.380331642292,136
1201,Wicked Cranium #1201,52.50903239202658,338.0795454545454,44.490411681914146,37.23529411764706,27.6526517222526,35.24508710801394,535.2120224763997,137
237,Wicked Cranium #237,52.50903239202658,28.388358778625953,49.54614028213165,30.484419263456093,41.095880393272125,331.6504918032787,533.6743229127911,138
4795,Wicked Cranium #4795,44.164076143905,338.0795454545454,53.994555353902,43.391129032258064,36.336446583806314,17.130127011007623,533.0958795794244,139
9310,Wicked Cranium #9310,37.05252747252747,41.78511235955056,355.92329345531317,30.058659217877096,34.06067748669944,33.66169717138103,532.5419671633488,140
8793,Wicked Cranium #8793,40.22963728921413,36.018159806295394,57.36921506352087,30.571022727272723,36.336446583806314,331.6504918032787,532.1749732733881,141
4905,Wicked Cranium #4905,35.3485462678222,338.0795454545454,69.48303338370656,40.60754716981132,31.43557710236808,17.130127011007623,532.0843763892611,142
1077,Wicked Cranium #1077,47.97638019351167,36.28170731707317,37.345270619508234,41.8715953307393,36.336446583806314,331.6504918032787,531.4618918479174,143
8606,Wicked Cranium #8606,48.04017857142858,44.140949554896146,24.87908898617738,42.2,38.56989247311828,331.6504918032787,529.4806013888991,144
2738,Wicked Cranium #2738,40.22963728921413,29.053710937499996,355.92329345531317,34.938311688311686,34.06067748669944,35.24508710801394,529.4507179650524,145
7956,Wicked Cranium #7956,45.96210468920393,41.78511235955056,24.87908898617738,41.388461538461534,43.27603319928126,331.6504918032787,528.9412925759534,146
8945,Wicked Cranium #8945,35.3485462678222,338.0795454545454,24.914630541871922,58.80327868852459,36.417554723502306,35.24508710801394,528.8086427842803,147
3076,Wicked Cranium #3076,46.5543998527246,12.16312346688471,41.22988505747126,53.272277227722775,43.27603319928126,331.6504918032787,528.1462106073634,148
10636,Wicked Cranium #10636,47.97638019351167,29.053710937499996,355.92329345531317,41.8715953307393,17.393458972419012,35.24508710801394,527.4635259974971,149
7498,Wicked Cranium #7498,46.5543998527246,42.99277456647398,355.92329345531317,46.99126637554585,17.393458972419012,17.130127011007623,526.9853202334842,150
8197,Wicked Cranium #8197,35.3485462678222,338.0795454545454,42.33068295949113,34.49038461538461,59.11255259467041,17.130127011007623,526.4918389029214,151
3605,Wicked Cranium #3605,35.3485462678222,338.0795454545454,46.50731034482758,34.49038461538461,36.417554723502306,35.24508710801394,526.088428514096,152
5089,Wicked Cranium #5089,52.50903239202658,31.582802547770697,42.12618690654673,37.23529411764706,27.6526517222526,331.6504918032787,522.7564594895224,153
1162,Wicked Cranium #1162,48.04017857142858,12.16312346688471,355.92329345531317,29.726519337016573,27.6526517222526,48.86637681159421,522.3721433644898,154
3223,Wicked Cranium #3223,47.97638019351167,29.456435643564355,355.92329345531317,37.23529411764706,17.393458972419012,33.66169717138103,521.6465595538363,155
3425,Wicked Cranium #3425,48.04017857142858,12.16312346688471,355.92329345531317,37.23529411764706,27.6526517222526,40.54244488977956,521.5569862233057,156
3418,Wicked Cranium #3418,45.96210468920393,36.28170731707317,36.871546256470076,31.557184750733136,38.56989247311828,331.6504918032787,520.8929272898773,157
6955,Wicked Cranium #6955,44.164076143905,31.582802547770697,355.92329345531317,30.058659217877096,17.393458972419012,40.54244488977956,519.6647352270645,158
7915,Wicked Cranium #7915,47.97638019351167,338.0795454545454,68.93376039253101,30.058659217877096,17.393458972419012,17.130127011007623,519.5719312418918,159
2689,Wicked Cranium #2689,46.5543998527246,41.32083333333333,24.914630541871922,34.49038461538461,38.56989247311828,331.6504918032787,517.5006326197115,160
2550,Wicked Cranium #2550,46.5543998527246,39.88069705093834,24.914630541871922,30.484419263456093,43.27603319928126,331.6504918032787,516.7606717115509,161
1250,Wicked Cranium #1250,45.96210468920393,29.456435643564355,57.36921506352087,34.49038461538461,17.393458972419012,331.6504918032787,516.3220907873715,162
5494,Wicked Cranium #5494,35.3485462678222,31.853319057815845,355.92329345531317,34.49038461538461,34.06067748669944,22.50353726362625,514.1797581466616,163
4832,Wicked Cranium #4832,45.96210468920393,12.16312346688471,46.50731034482758,29.563186813186814,43.27603319928126,331.6504918032787,509.122250316663,164
8237,Wicked Cranium #8237,47.97638019351167,31.853319057815845,46.50731034482758,29.563186813186814,17.393458972419012,331.6504918032787,504.94414718503964,165
9330,Wicked Cranium #9330,35.3485462678222,338.0795454545454,45.18197248525996,29.726519337016573,38.56989247311828,17.130127011007623,504.03660302877,166
4199,Wicked Cranium #4199,99.52125147579694,165.28333333333333,42.12618690654673,78.54744525547444,75.53270609318997,40.3001593625498,501.3110824268912,167
3705,Wicked Cranium #3705,34.870863210148926,31.853319057815845,45.18197248525996,30.058659217877096,27.6526517222526,331.6504918032787,501.2679574966332,168
6129,Wicked Cranium #6129,46.5543998527246,338.0795454545454,24.914630541871922,43.044000000000004,31.43557710236808,17.130127011007623,501.1582799625176,169
774,Wicked Cranium #774,52.50903239202658,123.96249999999999,40.843656626019545,78.54744525547444,131.57310093652447,72.25242857142857,499.6881637814736,170
9726,Wicked Cranium #9726,46.5543998527246,37.65949367088607,44.490411681914146,43.391129032258064,175.43080124869928,152.1103759398496,499.6366114263318,171
469,Wicked Cranium #469,48.168285714285716,338.0795454545454,24.914630541871922,53.272277227722775,17.393458972419012,17.130127011007623,498.95832492185247,172
10480,Wicked Cranium #10480,34.870863210148926,37.65949367088607,37.345270619508234,37.23529411764706,17.393458972419012,331.6504918032787,496.154872393888,173
6116,Wicked Cranium #6116,45.96210468920393,12.16312346688471,45.18197248525996,29.726519337016573,31.314903101975116,331.6504918032787,495.99911488361903,174
4561,Wicked Cranium #4561,37.05252747252747,338.0795454545454,20.96182858090186,37.23529411764706,44.455216665201725,17.130127011007623,494.9145393018311,175
5466,Wicked Cranium #5466,40.22963728921413,41.32083333333333,24.914630541871922,36.35472972972973,17.393458972419012,331.6504918032787,491.86378166984684,176
5886,Wicked Cranium #5886,35.3485462678222,29.053710937499996,355.92329345531317,36.35472972972973,17.393458972419012,17.130127011007623,491.20386637379175,177
9283,Wicked Cranium #9283,99.52125147579694,57.43436293436293,69.48303338370656,49.58986175115208,175.43080124869928,39.513046875,490.9723576687178,178
5976,Wicked Cranium #5976,34.870863210148926,338.0795454545454,24.914630541871922,34.49038461538461,41.095880393272125,17.130127011007623,490.58143122623056,179
9976,Wicked Cranium #9976,37.05252747252747,338.0795454545454,24.914630541871922,41.8715953307393,31.43557710236808,17.130127011007623,490.4840029130598,180
9512,Wicked Cranium #9512,52.50903239202658,165.28333333333333,24.914630541871922,53.272277227722775,175.43080124869928,17.130127011007623,488.54020175466155,181
5907,Wicked Cranium #5907,35.3485462678222,31.853319057815845,41.22988505747126,29.726519337016573,17.393458972419012,331.6504918032787,487.2022204958236,182
6312,Wicked Cranium #6312,44.164076143905,12.16312346688471,355.92329345531317,34.49038461538461,17.393458972419012,22.50353726362625,486.6378739175328,183
1875,Wicked Cranium #1875,52.50903239202658,123.96249999999999,45.18197248525996,49.58986175115208,175.43080124869928,39.513046875,486.18721475213783,184
9712,Wicked Cranium #9712,99.52125147579694,63.3,67.07785145888593,84.73228346456693,118.22510518934082,52.95989528795811,485.8163868765487,185
4933,Wicked Cranium #4933,99.52125147579694,165.28333333333333,53.994555353902,35.16666666666667,70.6279849183075,54.38354838709677,478.97734013510325,186
4441,Wicked Cranium #4441,90.54189044038668,165.28333333333333,86.33782861044726,50.52112676056338,31.43557710236808,54.38354838709677,478.5033046341955,187
6192,Wicked Cranium #6192,35.3485462678222,12.16312346688471,73.89932787843367,61.142045454545446,175.43080124869928,120.4207142857143,478.40455860209966,188
3894,Wicked Cranium #3894,48.04017857142858,107.79347826086956,41.22988505747126,51.24285714285714,175.43080124869928,52.95989528795811,476.69709556928393,189
7561,Wicked Cranium #7561,48.04017857142858,69.51168224299064,41.22988505747126,129.65060240963857,131.57310093652447,54.38354838709677,474.3889976051503,190
10507,Wicked Cranium #10507,48.04017857142858,69.51168224299064,68.93376039253101,76.31914893617021,175.43080124869928,35.24508710801394,473.4806584998336,191
3364,Wicked Cranium #3364,44.164076143905,57.43436293436293,96.89022988505748,43.044000000000004,175.43080124869928,56.51027932960894,473.47374954163365,192
9352,Wicked Cranium #9352,34.870863210148926,12.16312346688471,42.12618690654673,34.49038461538461,17.393458972419012,331.6504918032787,472.6945089746627,193
