TOKEN_ID,TOKEN_NAME,Character,Head,Body,Background,Eyes,Face Accessory,Body Accessory,Head Accessory,RARITY_SCORE,Rank
5601,#5601,272.95450000000005,151.68352320088914,133.3111111111111,274.87865055387715,1825.7826086956522,26847.983606557376,7.668338249754179,3.6651963153937053,29517.92753468405,1
4630,#4630,272.95450000000005,37.76087708376565,181.78787878787878,273.501503006012,999.8333333333333,26847.983606557376,7.668338249754179,3.6651963153937053,28625.155233333513,2
3406,#3406,272.95450000000005,559.3329918032787,315.7368421052632,274.87865055387715,57.60356652949246,1491.554644808743,7.668338249754179,15305.859813084113,18285.589347134523,3
204,#204,272.95450000000005,344.2049180327869,333.27777777777777,266.55712890625,37.29396092362345,13423.991803278688,2140.8196078431374,3.6651963153937053,16822.764893077656,4
4523,#4523,272.95450000000005,344.2049180327869,239.96000000000004,273.501503006012,57.60356652949246,13423.991803278688,2140.8196078431374,3.6651963153937053,16756.701095005512,5
2070,#2070,272.95450000000005,389.1012116892374,44.110294117647065,273.501503006012,46.97203579418345,85.23169398907103,7.668338249754179,15305.859813084113,16425.39938993002,6
5849,#5849,272.95450000000005,447.466393442623,42.85,266.55712890625,1615.1153846153848,13423.991803278688,7.668338249754179,3.6651963153937053,16080.268744808094,7
5405,#5405,272.95450000000005,241.87372618520166,133.3111111111111,275.43340060544904,1615.1153846153848,13423.991803278688,7.668338249754179,3.6651963153937053,15974.013460360982,8
4991,#4991,272.95450000000005,497.1848816029144,374.9375,275.43340060544904,37.29396092362345,14.78413194193688,4549.241666666667,7652.929906542056,13674.759948282648,9
5295,#5295,272.95450000000005,241.87372618520166,399.93333333333334,263.4695945945946,1825.7826086956522,8949.327868852459,7.668338249754179,3.6651963153937053,11964.675166226389,10
5343,#5343,272.95450000000005,151.68352320088914,333.27777777777777,274.87865055387715,1399.7666666666667,14.78413194193688,7278.786666666667,2186.5514018691592,11912.683318676975,11
5368,#5368,272.95450000000005,447.466393442623,299.95,285.21891327063736,1749.7083333333333,14.78413194193688,4549.241666666667,3826.464953271028,11445.788891926226,12
5022,#5022,272.95450000000005,241.87372618520166,44.76865671641791,274.87865055387715,1615.1153846153848,8949.327868852459,7.668338249754179,3.6651963153937053,11410.252321488488,13
5742,#5742,272.95450000000005,151.68352320088914,57.13333333333334,285.21891327063736,1615.1153846153848,8949.327868852459,7.668338249754179,3.6651963153937053,11342.767057837851,14
4688,#4688,272.95450000000005,526.4310511089683,461.46153846153845,275.43340060544904,57.60356652949246,14.78413194193688,4549.241666666667,5101.953271028037,11259.86312634209,15
5580,#5580,272.95450000000005,35.797311475409835,428.50000000000006,285.21891327063736,1679.7200000000003,14.78413194193688,4549.241666666667,3826.464953271028,11092.68147662568,16
1240,#1240,272.95450000000005,526.4310511089683,315.7368421052632,266.55712890625,37.29396092362345,14.78413194193688,4549.241666666667,5101.953271028037,11084.952552680745,17
4562,#4562,272.95450000000005,526.4310511089683,230.73076923076923,263.4695945945946,57.60356652949246,14.78413194193688,4549.241666666667,5101.953271028037,11017.168551100465,18
5974,#5974,272.95450000000005,35.797311475409835,499.91666666666663,285.21891327063736,1399.7666666666667,406.7876304023845,2799.5333333333333,5101.953271028037,10801.928292843135,19
5798,#5798,272.95450000000005,35.797311475409835,374.9375,275.43340060544904,1399.7666666666667,14.78413194193688,4549.241666666667,3826.464953271028,10749.380130627156,20
165,#165,272.95450000000005,344.2049180327869,239.96000000000004,285.21891327063736,186.63555555555556,5369.5967213114745,4043.7703703703705,3.6651963153937053,10746.00617485622,21
5772,#5772,272.95450000000005,447.466393442623,428.50000000000006,274.87865055387715,1999.6666666666665,14.78413194193688,7278.786666666667,3.6651963153937053,10720.702205587166,22
5630,#5630,272.95450000000005,447.466393442623,499.91666666666663,285.21891327063736,1749.7083333333333,85.23169398907103,7278.786666666667,3.6651963153937053,10622.948363684392,23
