TOKEN_ID,TOKEN_NAME,Body,Tattoo,Eyes,Background,Socks,Stripes,Tune,RARITY_SCORE,Rank
5172,shroomz #5172,862.0689655172414,124.37810945273633,33.003300330033,714.2857142857142,215.51724137931035,208.33333333333331,46.948356807511736,2204.5350211058803,1
3345,shroomz #3345,245.09803921568624,177.30496453900707,166.66666666666666,714.2857142857142,95.05703422053232,333.3333333333333,32.67973856209151,1764.4254908230314,2
6282,shroomz #6282,862.0689655172414,87.71929824561401,46.44681839294009,431.0344827586207,215.51724137931035,33.96739130434783,55.55555555555556,1732.3097531536298,3
1950,shroomz #1950,480.7692307692308,36.549707602339176,80.9061488673139,714.2857142857142,111.60714285714286,208.33333333333331,39.0625,1671.5137777150742,4
232,shroomz #232,862.0689655172414,37.14710252600297,33.003300330033,159.23566878980893,403.22580645161287,80.38585209003216,55.55555555555556,1630.622251260287,5
4131,shroomz #4131,245.09803921568624,98.4251968503937,166.66666666666666,714.2857142857142,268.81720430107526,42.3728813559322,32.67973856209151,1568.3454412375597,6
4261,shroomz #4261,480.7692307692308,34.3878954607978,166.66666666666666,714.2857142857142,30.413625304136254,104.16666666666666,32.467532467532465,1563.1573316207448,7
8104,shroomz #8104,480.7692307692308,177.30496453900707,33.003300330033,714.2857142857142,29.00232018561485,28.058361391694724,85.47008547008546,1547.8939769713802,8
6766,shroomz #6766,862.0689655172414,36.71071953010279,166.66666666666666,50.0,29.00232018561485,333.3333333333333,33.557046979865774,1511.339052212825,9
3070,shroomz #3070,245.09803921568624,37.14710252600297,166.66666666666666,714.2857142857142,268.81720430107526,37.764350453172206,31.152647975077883,1500.9317254233954,10
7954,shroomz #7954,862.0689655172414,35.16174402250351,33.545790003354576,170.06802721088437,30.67484662576687,333.3333333333333,31.948881789137378,1496.8015885022214,11
1719,shroomz #1719,23.58490566037736,124.37810945273633,46.44681839294009,714.2857142857142,215.51724137931035,333.3333333333333,32.67973856209151,1490.225861066503,12
4738,shroomz #4738,862.0689655172414,133.68983957219248,80.9061488673139,112.61261261261261,29.726516052318672,235.8490566037736,30.581039755351682,1485.434178980804,13
1049,shroomz #1049,245.09803921568624,35.86800573888092,166.66666666666666,112.61261261261261,165.56291390728475,28.058361391694724,714.2857142857143,1468.1523138185403,14
5787,shroomz #5787,862.0689655172414,124.37810945273633,80.9061488673139,24.461839530332682,111.60714285714286,208.33333333333331,39.0625,1450.8180395581005,15
9467,shroomz #9467,862.0689655172414,44.09171075837742,166.66666666666666,50.0,138.12154696132595,144.50867052023122,39.21568627450981,1444.6732466983524,16
281,shroomz #281,862.0689655172414,44.09171075837742,166.66666666666666,24.461839530332682,72.8862973760933,235.8490566037736,32.78688524590164,1438.8114216983868,17
