TOKEN_ID,TOKEN_NAME,Background,Skin,Clothes,Chain,Mouth,Ears,Eyes,Hat,Horns,NUM_TRAITS,RARITY_SCORE,Rank
5584,SFTD Devil #5584,22.18142361111111,9.016584333098095,92.36024096385542,3.0540217521214292,35.49027777777778,4.702429149797571,52.48818897637795,4.2208457218368025,3650.428571428571,23.142339622641508,3897.0849233371887,1
6152,SFTD Devil #6152,9.37037037037037,9.36007326007326,30.78674698795181,3.0540217521214292,14.685632183908046,29.655319148936172,91.31506849315068,4.2208457218368025,3650.428571428571,10.797042253521127,3853.673691600441,2
3828,SFTD Devil #3828,11.296640141467726,9.016584333098095,9.104394299287412,3.0540217521214292,14.685632183908046,87.66037735849055,20.89655172413793,4.2208457218368025,3650.428571428571,10.797042253521127,3821.1606611964403,3
1964,SFTD Devil #1964,10.489737274220031,18.409942363112393,9.104394299287412,3.0540217521214292,74.06666666666666,4.702429149797571,3.382039573820396,4.2208457218368025,3650.428571428571,23.142339622641508,3801.0009878520755,4
4393,SFTD Devil #4393,47.05893186003683,9.016584333098095,15.393373493975904,3.0540217521214292,14.685632183908046,33.02843601895734,3.382039573820396,4.2208457218368025,3650.428571428571,10.797042253521127,3791.0654786198475,5
4281,SFTD Devil #4281,10.489737274220031,9.36007326007326,9.929922279792747,3.0540217521214292,19.506106870229008,33.02843601895734,34.184615384615384,4.2208457218368025,3650.428571428571,10.797042253521127,3784.9993722439385,6
3954,SFTD Devil #3954,17.7821851078636,35.5891364902507,8.260668103448277,3.0540217521214292,31.644582043343657,4.702429149797571,14.335483870967742,4.2208457218368025,1368.910714285714,239.55937499999996,1728.0594415253438,7
161,SFTD Devil #161,105.15637860082305,9.016584333098095,52.50616438356164,3.0540217521214292,79.23410852713178,4.702429149797571,39.21176470588235,4.2208457218368025,1368.910714285714,23.142339622641508,1689.1553510826081,8
5406,SFTD Devil #5406,11.700091575091575,185.16666666666666,20.388031914893617,3.0540217521214292,36.117314487632505,4.702429149797571,24.152173913043477,4.2208457218368025,1368.910714285714,23.142339622641508,1681.554629089439,9
5001,SFTD Devil #5001,11.700091575091575,18.409942363112393,21.65508474576271,76.73573573573573,31.644582043343657,25.668508287292816,8.623544631306597,4.2208457218368025,1368.910714285714,14.806180589087399,1582.3752299782839,10
