,TOKEN_ID,USER,SELLER,DATE,RANK,PRICE
161,6370,0x8306595570c7f5453d5dc595bf67c6679567e214,0xce36233708ba559b31324889f21bd9c5d25cb2f6,2021-10-22T11:23:54.291245,4877,1.7
162,1521,0x8306595570c7f5453d5dc595bf67c6679567e214,0xcfc717d9c490b83cde5218c77466cc77d625d123,2021-10-22T11:20:30.862266,5052,1.6
163,8565,0x843aa48f59c4dcdf01df9fd79bb0e74d037aaeb6,0xe606a466aba5ca7d89b08bd19dd10c43b95814f6,2021-10-22T10:56:40.266680,7577,1.6
164,2539,0x8306595570c7f5453d5dc595bf67c6679567e214,0x45f8c2a23761a9ff0629e7ef8c1245bcd2511a00,2021-10-22T10:38:29.996602,8306,1.56
165,3862,0x8306595570c7f5453d5dc595bf67c6679567e214,0xf64705e5ed0245f409ee091cb1bbf8f1a8dc29f3,2021-10-22T10:35:33.825462,7826,1.54
166,7082,0x7e4b4ea851af5d5c1e49bfadcf2de1a3fb0f695a,0x45f8c2a23761a9ff0629e7ef8c1245bcd2511a00,2021-10-22T10:20:20.447693,6707,1.55
167,682,0x31433c33dd3573e82eb43b90da01f03bf009efef,0xa548d95378ec16e000563d89684c64869f72bc0d,2021-10-22T10:05:48.185064,1840,2.499
168,4450,0x8659bb599bb732b5dfc83330e2f2b4aeae1aa7f2,0xe606a466aba5ca7d89b08bd19dd10c43b95814f6,2021-10-22T10:00:25.817378,5525,1.6
169,4449,0xc013599c796aa0bbc468759304e0e6b007950c2c,0xe606a466aba5ca7d89b08bd19dd10c43b95814f6,2021-10-22T09:32:51.661511,7314,1.6
170,5462,0xc8fec55c89dd9f1020c09e51bd0ce212518088b4,0xc8fec55c89dd9f1020c09e51bd0ce212518088b4,2021-10-22T09:29:47.973831,3356,1.7
171,2589,0x9bd9a1063032f994c9717c2a8267a9910f0568e0,0x9bd9a1063032f994c9717c2a8267a9910f0568e0,2021-10-22T09:08:30.657794,7999,1.42
172,682,0xa548d95378ec16e000563d89684c64869f72bc0d,0x9730ec4b23669d3fcd741301c978d4edaa424983,2021-10-22T08:59:00.710017,1840,2.0
173,6109,0xef768ef781637a7995a2b57ff77825e8abcf682d,0x39d0792ad8a277af90b91c32eabc2aef37f8c151,2021-10-22T08:57:06.486648,2501,2.448
174,3271,0xfd1ce9ceb2c492b3ddebe62a037f07b32bfcaf6e,0x8fa44c5be73039b118155909945919b9896724d1,2021-10-22T08:31:35.473614,8007,1.67
175,6388,0x493a401122d858324517c5ec95145dc970c2c363,0x0a0441050dccd34000cddeee83a085910cf639c9,2021-10-22T08:24:37.237483,2495,2.29
176,4619,0xb953ff57397db5a11eb6cbe5a82f94566d4f8a47,0xc265e9cd9082967a857da66018e09b8a64536bbe,2021-10-22T08:20:34.241583,6842,1.65
177,3770,0xc96031bb16ac4b7fc3efda596d699e74eeffbd88,0x8fa44c5be73039b118155909945919b9896724d1,2021-10-22T07:41:24.527932,7024,1.67
178,6712,0x53aed9c93e6d2a4b5e54e6c6b9d7e55d29189a6f,0x8ece9a6b98c7686d81aa46fac8e3091ccfeddd8a,2021-10-22T07:30:43.945748,5586,2.2999
179,2417,0x53aed9c93e6d2a4b5e54e6c6b9d7e55d29189a6f,0xffc2096d78ae5315dc5705d6c6948e74d5e10ca7,2021-10-22T07:26:55.014847,3798,2.0
180,2264,0x53aed9c93e6d2a4b5e54e6c6b9d7e55d29189a6f,0x22ed7a936d3dea108004e3229f3bd3d84c7225db,2021-10-22T07:23:35.997883,2332,3.69
181,2969,0x53aed9c93e6d2a4b5e54e6c6b9d7e55d29189a6f,0x96042d2a1606b72322a0af9a7f714fdbca4e6dd2,2021-10-22T07:16:31.748098,4148,2.5
182,6700,0x53aed9c93e6d2a4b5e54e6c6b9d7e55d29189a6f,0x7838726dee082bc966d00b6473ea8f2137c5adfc,2021-10-22T07:16:01.553664,3604,2.5
183,5508,0x53aed9c93e6d2a4b5e54e6c6b9d7e55d29189a6f,0x9c48106cd76aa3afd55a9669aba5df6ce99932a6,2021-10-22T07:15:46.620093,817,6.0
184,2354,0xdd9c5a17cb6e6287a2300dbd8e7ff2e161c0bc0c,0xc265e9cd9082967a857da66018e09b8a64536bbe,2021-10-22T06:40:01.628112,5758,1.69
185,2610,0xe3ea3e00744412088bac10328e814eff16d29cca,0xdc7635110f919dbdc0eaeb2da873134aaad0aa6e,2021-10-22T06:33:12.415017,4301,1.6658
186,560,0x4c97545228ab6f093b9c99145ab1d6df25b75e32,0xdb4bd7e25c7e8b5dba9edcfe5e28c5f41daa9313,2021-10-22T05:24:33.010991,2775,2.83
187,4362,0x5c5cd2430810d7310fbf025a8e06ad2fdfd70052,0x8fa44c5be73039b118155909945919b9896724d1,2021-10-22T04:54:39.011931,6173,1.75
188,4470,0x9bf6649f180b28ba60abe887de111e9a4fde93db,0xaa6efd9f04ba496f3fa87cc5cb7c78cbc099717f,2021-10-22T04:18:35.114332,4470,1.8
189,846,0x6bbcc2a1758ebc099f0cb03583d9f2b16433c428,0x6bbcc2a1758ebc099f0cb03583d9f2b16433c428,2021-10-22T03:47:24.752674,3536,1.8
190,2610,0x324e48a0b62ce1711f18357be898de5d5c1acb33,0x324e48a0b62ce1711f18357be898de5d5c1acb33,2021-10-22T03:44:18.485898,4301,1.3794
191,2508,0xa01068696d3c895f59d8dbee3efb79ad2de63603,0x0a3a082cd6e756bab73bb3f0bdb5e7f78d34afb5,2021-10-22T03:25:46.608932,2399,2.0
192,7349,0x6bbcc2a1758ebc099f0cb03583d9f2b16433c428,0x6bbcc2a1758ebc099f0cb03583d9f2b16433c428,2021-10-22T03:19:21.109719,3380,1.82
